id,iate_estimate,ci_low,ci_high,tau_true,dutch_prof
128,6.5120233940287395,5.7302199263921985,7.293826861665278,6.912782540701443,1
129,7.307049759174793,6.852551619470656,7.761547898878934,7.111059151421416,0
130,6.282667917961174,5.445026411246664,7.120309424675684,6.187308114662674,1
131,4.194807898980524,3.2429718948126363,5.146643903148413,3.7429531327903605,2
132,4.3660514725416,3.8643784311168066,4.867724513966394,4.145596693985933,2
133,6.175617476384756,5.699648497484071,6.651586455285437,6.640267080987117,1
134,5.426853217557994,4.688957633484301,6.164748801631688,5.821582304029167,1
135,6.8374696999298195,6.294647000874943,7.3802923989846985,6.5478810890091514,1
136,5.895118063771474,5.342468524720464,6.447767602822484,5.949241365788522,1
137,6.484933938350611,6.148296560526547,6.821571316174681,6.48119169878499,1
138,5.521168872457708,4.71269379713843,6.329643947776988,6.004211669296993,1
139,6.637727628730767,5.789298428282065,7.486156829179472,5.945750783332121,1
140,7.592109349799798,7.029262221702433,8.154956477897157,7.530989922182355,0
141,6.269080222213583,5.911374897960079,6.62678554646708,6.973450574091636,1
142,6.71785516933949,6.123856399773682,7.311853938905309,6.951169377221916,0
143,4.257393965347845,3.828360776408057,4.686427154287631,4.696212009005865,2
144,5.516177176381616,4.840331925758843,6.192022427004392,6.195718341413026,1
145,4.468905775649427,3.9490580012438454,4.988753550055008,4.816469989070258,2
146,7.05168759837356,6.1727147371342355,7.930660459612884,7.849921685342653,0
147,5.978558242774182,5.501733589497798,6.455382896050569,5.444467063900226,1
148,7.331413326739106,6.515442131782373,8.147384521695832,6.821177079063145,0
149,7.252911884066142,6.283973665520765,8.221850102611517,7.9770415720144845,0
150,4.55281906768074,3.811186557087484,5.294451578273997,3.9450189526527177,2
151,7.114212256785305,6.513589025880911,7.714835487689689,7.013346850754434,0
152,7.29409317470169,6.664665029816796,7.923521319586583,8.050789323981553,0
153,5.598513093400051,4.9679348954087095,6.229091291391392,6.14403776870133,1
154,6.369691937725973,5.499685742572628,7.239698132879314,5.944946124205508,1
155,2.8544797560318065,2.1111550108797084,3.597804501183906,3.018126119637632,3
156,3.3437448646245698,2.6609078796900616,4.026581849559079,3.084949081793537,3
157,6.376257500589195,5.819686604359913,6.932828396818487,6.397589316704075,1
158,7.184605539081218,6.401608596202104,7.967602481960338,7.312355928549421,0
159,6.117578863657986,5.409799272183458,6.825358455132511,5.7340429629712775,1
160,6.436925618112328,5.441250021006171,7.432601215218487,6.099868563774359,1
161,5.949777157136221,5.312489120413441,6.587065193858999,4.943558355435455,1
162,7.318932876042127,6.510557947647694,8.127307804436557,7.771380949597947,0
163,7.4978464751927945,6.92216730665171,8.073525643733879,7.9891393808884965,0
164,6.708195551742723,6.000506709542756,7.415884393942693,7.244790621322589,0
165,5.923718800977489,5.154479371480023,6.692958230474953,6.068549380624146,1
166,4.485816659381046,3.6659611517669415,5.305672166995151,3.943948535893932,2
167,2.779098111121138,2.115852373535427,3.442343848706848,3.1303186652377395,3
168,7.1083035626790405,6.441153387019806,7.775453738338273,7.660502466293185,0
169,3.7332623197451147,2.5427904684901455,4.923734171000082,4.044370590350907,2
170,7.028169137726297,6.406960267585757,7.649378007866834,7.277783826926021,0
171,7.40620546001033,7.020297165962519,7.792113754058145,7.558401440507709,0
172,4.615764196450605,4.028741687376466,5.202786705524743,5.006688104709451,2
173,6.814892143188512,6.044946121449592,7.58483816492743,6.928370018090497,0
174,3.1864580202565684,2.112654596024699,4.260261444488435,3.864519277614104,3
175,3.471999229125041,2.7917856484776267,4.152212809772454,3.8535363195570294,3
176,7.057468288108134,6.516112637276872,7.598823938939396,7.990611686810362,0
177,7.046856961690212,6.346947573825504,7.746766349554916,6.903673600313569,0
178,7.215245942965964,6.648377467106999,7.782114418824929,7.17523541219529,0
179,2.898563131415915,2.1090653877048218,3.68806087512701,2.637428208242007,3
180,7.167692138564543,6.401725399656505,7.9336588774725785,7.776655779352957,0
181,4.211065546722578,3.6528104527964813,4.769320640648678,4.435741919859671,2
182,5.72618918869089,5.157238258879097,6.295140118502684,6.2550516159063605,1
183,4.682989087151866,4.1852623913384726,5.18071578296526,5.293768987269793,2
184,7.021877023094834,6.147275669785215,7.8964783764044535,7.685753181795029,0
185,4.518274271481701,4.205566479728577,4.830982063234827,4.734253447961685,2
186,4.33186279732193,3.9153926445388723,4.748332950104988,5.008681510346085,2
187,7.538964960400018,6.608896775988618,8.469033144811418,8.53236140083835,0
188,7.519627883782329,6.615364179364935,8.423891588199723,7.480781939763899,0
189,5.9666971733357945,5.357078901046854,6.576315445624733,6.138544103602651,1
190,6.426089437258231,5.352850719118152,7.499328155398311,5.3466769574680875,1
191,4.839520080524589,4.295044047466513,5.383996113582664,4.561747767136505,2
192,6.570333259237479,5.60553086088308,7.535135657591877,6.037866807115449,1
193,2.9221897801014394,2.251693494494964,3.5926860657079143,2.4770702579978106,3
194,7.298468502860374,6.495457992019881,8.101479013700867,7.989841797444592,0
195,3.2980770948080806,2.4793888242116715,4.116765365404492,3.440265261947351,3
196,2.873001093453848,2.2984339470591184,3.4475682398485787,2.91692562661032,3
197,4.053043032703919,3.152739057080391,4.953347008327449,4.903651610188746,2
198,3.179095739299552,1.907809040875074,4.45038243772403,3.2881419816102344,3
199,6.657663315876765,5.959351608981818,7.3559750227717124,6.205458308887722,1
200,4.147161639450658,3.128122597686593,5.166200681214725,4.590670505369822,2
201,7.184713591919346,6.443190892559249,7.926236291279443,8.106628080193902,0
202,5.676398246135262,4.981947355555095,6.37084913671543,6.272391555982706,1
203,4.700320755199281,4.2247385554467165,5.175902954951845,5.059887412608854,2
204,3.262320477049468,2.5672190620028035,3.9574218920961313,3.4341895355680947,3
205,3.268323455016997,2.570759086364334,3.96588782366966,3.1432375469376383,3
206,4.531927977853985,4.067187639487175,4.996668316220795,5.396813162530955,2
207,2.7159932769498125,2.0319132726744495,3.4000732812251764,3.0633851376134227,3
208,4.58480997257894,3.9388508391460664,5.230769106011813,4.382618180103605,2
209,4.568797789060529,4.100938471108387,5.036657107012671,4.185378453991837,2
210,6.773963690947644,5.900035945003699,7.647891436891586,8.225230531772553,0
211,6.83032865019149,6.254707449871498,7.40594985051148,5.961611596034801,1
212,6.159086691532091,5.630493667859077,6.687679715205106,6.157606698673179,1
213,4.557535289631062,3.763858370676644,5.351212208585482,4.0229912501498495,2
214,4.413887700792287,3.5626783432120517,5.265097058372523,4.232453158014029,2
215,4.300742688751989,3.670944279755589,4.930541097748388,4.732979224423269,2
216,3.196476929606111,2.301598336219497,4.091355522992724,3.4851469861281266,3
217,4.38850444643715,3.8006088468062686,4.97640004606803,4.620395853653007,2
218,4.212314186783011,3.4731218580485512,4.951506515517472,4.337810117146339,2
219,4.787456664537744,4.195403972748379,5.379509356327108,4.270027577410716,2
220,4.738615341032934,4.272490385317542,5.204740296748327,4.378749780172121,2
221,5.753491739470692,5.0762173546290335,6.430766124312344,6.011020844096485,1
222,2.922759535091733,2.205509818226208,3.6400092519572578,2.8791180254099413,3
223,4.180881450369717,3.3830738345905997,4.978689066148838,3.892732901275397,2
224,4.748466896570045,4.2367008663516605,5.260232926788431,4.812796564030625,2
225,5.606626015980623,5.196245820236011,6.017006211725236,5.725797162779079,1
226,6.536006885627803,5.919271983501877,7.152741787753728,5.78805849051364,1
227,2.914487638192373,2.2556854565340565,3.5732898198506895,3.1899913189380245,3
228,3.1391208165447706,2.268331449809874,4.009910183279664,2.7219478771708405,3
229,3.069502886093253,2.092408201641832,4.046597570544676,3.5570997099679644,3
230,4.56729288326357,4.000217236722501,5.134368529804635,5.41163539714217,2
231,4.869452714160993,4.106952484310235,5.631952944011753,4.544582751917511,2
232,6.9838943168854355,6.251762030393279,7.716026603377595,6.933556371687564,0
233,4.357436793379936,3.5935589785807416,5.121314608179128,5.2368034714733,2
234,6.28479607465715,5.197370381193714,7.3722217681205855,5.4018455287629745,1
235,2.801657328520688,2.2881830690843152,3.3151315879570604,3.7242436686952556,3
236,7.565742592310243,6.797829854056487,8.333655330563996,7.387027345518106,0
237,2.852908599166977,2.089131096464128,3.616686101869827,2.984111513706033,3
238,6.644975243788443,5.594386135913244,7.695564351663639,7.49549749062616,1
239,7.421537391444871,6.520709342345305,8.322365440544441,7.921590594423877,0
240,4.438010236377538,3.845703843740455,5.030316629014621,4.723046860179522,2
241,4.325462297201823,3.3813039949764585,5.269620599427186,4.254677938036477,2
242,4.480119139402185,4.0763325700613535,4.88390570874302,4.6846769475517505,2
243,4.3814761516667815,3.7363341524251297,5.026618150908433,3.9978247568776863,2
244,4.611499166752274,4.19789084634176,5.025107487162785,4.718699380636626,2
245,7.228065380638215,6.498337824030313,7.957792937246113,7.721385954371953,0
246,2.852268235709254,2.0124624289777913,3.6920740424407157,3.2839735483811303,3
247,2.9640372202841068,2.125400637408956,3.8026738031592577,3.2475146117722455,3
248,4.642276902174962,3.99463211318575,5.289921691164174,4.612139587768969,2
249,7.574506915425211,6.955742287690851,8.193271543159568,7.676276381411478,0
250,4.534491039990782,3.6534765912555938,5.41550548872597,4.487246766138308,2
251,6.376485418006872,5.770553994670648,6.982416841343095,6.0487988210796555,1
252,3.0952660681610156,2.596943289516193,3.593588846805838,3.259199192912337,3
253,7.271726617003078,6.534209791132754,8.009243442873402,7.617644943167289,0
254,6.794828248694351,6.208352099434418,7.381304397954284,7.570071472037529,0
255,7.328855354844292,6.824050754917907,7.833659954770677,7.139929139198243,0
256,4.073229441620759,3.070034131902269,5.076424751339249,3.9815487827232503,2
257,4.244610357076236,3.657509264770813,4.831711449381658,5.059010199121662,2
258,4.373435001650437,3.8610684654623015,4.885801537838572,4.976323245668293,2
259,5.804389247777447,5.184714935686768,6.4240635598681255,6.099547403826713,1
260,3.2912172480681643,2.307551069709439,4.274883426426889,3.3304336939532964,3
261,5.866648867609462,5.071986548313806,6.6613111869051185,6.377087292861345,1
262,6.790635751563376,6.160190621660212,7.42108088146654,8.010283633520885,0
263,4.640901136890076,3.908780734227885,5.373021539552265,5.415305743303951,2
264,5.498424019499788,4.841842115179659,6.1550059238199175,5.597137687182032,1
265,4.689577584357828,4.050514286895658,5.3286408818199975,4.596047779721563,2
266,6.08323455402414,5.129322483351384,7.0371466246968915,5.649256014239844,1
267,4.487434370710247,4.01794889156392,4.956919849856575,4.438130186186624,2
268,7.517354105767658,6.578366354113869,8.456341857421446,7.945816938789784,0
269,6.703678169054787,5.973985089757292,7.433371248352275,6.467365010861378,1
270,6.545205648104529,5.601109923916825,7.4893013722922355,6.722987049912758,1
271,4.2799827872510505,3.7410802875044404,4.818885286997658,4.452635509624329,2
272,6.478589924484059,5.837837141655677,7.11934270731244,5.9230705838091255,1
273,7.329657861582582,6.765217065745954,7.8940986574192085,7.56586752414894,0
274,6.707256037837812,5.7932831886821985,7.621228886993415,6.118644007183465,1
275,5.597969543039449,5.240443454904439,5.955495631174457,6.774500869830138,1
276,7.335718840720176,6.670939688888224,8.00049799255213,7.356167264726122,0
277,4.628202811689882,4.10552249742728,5.150883125952484,5.204425314642443,2
278,5.779566366870297,4.875722046119924,6.683410687620659,5.869800164624836,1
279,5.728799435416296,4.937787066530618,6.51981180430197,6.287460223882237,1
280,4.786337852656288,4.240591419717761,5.332084285594815,4.682404053562418,2
281,6.2918910097089675,5.8779418627242865,6.705840156693643,6.61497954048558,1
282,4.816473519555589,4.229558315678229,5.403388723432949,5.260059365482616,2
283,4.559488629174813,4.2830224631891625,4.835954795160461,5.203694777791541,2
284,4.622756401135288,4.1586658871804545,5.0868469150901205,4.4285293598379045,2
285,5.73469614520056,5.098963678228856,6.370428612172267,6.124498553388133,1
286,6.554465064407741,5.66489754691934,7.444032581896137,5.702099082442279,1
287,7.055539391992472,6.12196915309215,7.989109630892801,7.962296415093374,0
288,6.4815220096675255,5.959173168412837,7.003870850922214,6.6046866309941095,1
289,3.469586920947659,2.660095515167583,4.279078326727734,3.4221838662887354,3
290,6.409251003904677,5.569505621899044,7.2489963859103135,7.052515970133301,0
291,7.387962047385609,6.528150595752178,8.247773499019038,7.878355447837845,0
292,4.187661072758402,3.8220009664274475,4.5533211790893535,4.5998525701039465,2
293,4.2529650089795314,3.4664714840997157,5.039458533859347,5.329295196184974,2
294,2.7130628472730276,2.244825836905937,3.181299857640118,3.91464034316218,3
295,6.412811914015883,5.682460537384149,7.1431632906476175,7.421320456018774,0
296,2.8078225750912837,1.9521838461338596,3.663461304048708,2.7407112769303783,3
297,4.3940725696904845,3.6294039734664993,5.158741165914466,4.135138794230695,2
298,4.52463787605713,3.7574622557259043,5.291813496388352,4.063475369354522,2
299,6.20271317717185,5.553471732159661,6.85195462218404,6.143324755405444,1
300,5.717492538726651,5.165982174466558,6.269002902986743,6.122868281004805,1
301,7.787143992728067,6.973644029405134,8.600643956051005,8.707244464805576,0
302,4.495628070038068,3.848439810295133,5.142816329781006,4.371434437456417,2
303,7.065106908707366,6.3806542224191105,7.749559594995622,7.629024286758959,0
304,7.2021536347387505,6.435581119517144,7.968726149960359,7.5980677563265475,0
305,5.562684548085683,4.804290597029002,6.321078499142372,6.494710586327336,1
306,3.1733179169346255,2.4219891488612966,3.9246466850079553,2.7227704191970576,3
307,5.405213309981042,4.608856104561208,6.201570515400876,6.0743851229050545,1
308,5.961436422157062,5.234940911542217,6.687931932771907,6.228918646397897,1
309,4.639992844072592,3.991960713433298,5.288024974711882,4.607655217011733,2
310,2.954328402340749,1.8747582742858666,4.03389853039563,2.62566105605094,3
311,4.721373383633884,4.148089593931066,5.294657173336701,4.380205480856185,2
312,6.138985027404612,5.425429870976774,6.852540183832452,6.1790333972227485,1
313,7.628716663876522,6.802931308624555,8.454502019128487,7.651405429396588,0
314,7.671362602224862,6.8870207408692785,8.455704463580444,7.735514138755412,0
315,6.374337401859616,5.993912844859623,6.754761958859615,6.228932808408173,1
316,6.605293218364551,5.872308857626326,7.338277579102767,6.1065965687332,1
317,6.314323583430977,5.572239316833479,7.056407850028477,5.758201446089443,1
318,6.074392283097173,5.7766989102690935,6.372085655925256,6.984916776819383,1
319,5.729199651074982,4.988959330229183,6.469439971920781,5.494356214232843,1
320,3.7322323061152294,3.171115371327582,4.293349240902877,4.168142573156254,2
321,7.424172496543145,6.978568447002728,7.86977654608356,7.690037853491739,0
322,3.207820170435608,2.7980449465236172,3.6175953943475982,3.1359384146558624,3
323,4.47114601530788,3.8156688272324426,5.126623203383318,4.2278600552591294,2
324,5.627918954538859,4.77257864457468,6.48325926450303,5.838336098706331,1
325,6.000124087016183,5.428345013042765,6.571903160989601,6.076205914570079,1
326,2.7336593331561083,2.088779395179694,3.3785392711325217,2.6677790050980383,3
327,3.238069517880574,2.589928465725924,3.8862105700352254,3.41350943765279,3
328,5.375047527792684,4.52196973008427,6.228125325501095,5.930729422418731,1
329,6.949159130302835,6.527822199528886,7.370496061076784,7.853711516148012,0
330,2.8743785777887294,2.2054865169998403,3.543270638577619,3.0554472579301697,3
331,4.613035436241317,4.092010853632718,5.134060018849915,4.784036801320282,2
332,4.5451621278839385,3.942519526308521,5.147804729459356,4.112917328649733,2
333,6.480958156175014,5.58001532691492,7.38190098543511,5.466899932377029,1
334,4.665981076362968,4.079732117426994,5.252230035298942,4.670605244730655,2
335,4.285793068773721,3.3479204191594327,5.2236657183880055,4.200143828126622,2
336,6.6439735715450325,5.819150048796679,7.468797094293388,7.035334883712644,1
337,4.426627987871649,3.796518808648417,5.056737167094881,4.893168643085323,2
338,6.472853408626335,5.417293033009474,7.528413784243197,5.644715224594184,1
339,5.784161784964624,5.124558907255204,6.443764662674044,6.568502990759033,1
340,4.233022999241397,3.4173222657683526,5.048723732714447,5.382413443852459,2
341,4.057792302807662,3.0407154382137005,5.074869167401619,4.876277147417224,2
342,2.999103322843848,2.1531087458242864,3.8450978998634096,3.108009075373564,3
343,4.59096173114483,3.7491153040159615,5.432808158273699,4.3768393243483095,2
344,6.44306120617251,5.605493611418033,7.28062880092699,5.376685791604953,1
345,5.510053728499478,4.779333246938411,6.240774210060541,6.276082570958598,1
346,6.2071990694036865,5.4730314750423235,6.941366663765049,5.554994370997183,1
347,7.250917613056592,6.603403912318199,7.89843131379499,7.2636059524534415,0
348,4.458890620670595,3.9950327290747643,4.922748512266426,4.298090485573746,2
349,6.812309530412339,6.0126371208515295,7.611981939973147,5.908528361963967,1
350,5.340345218643709,4.418638713848276,6.262051723439138,6.0670094584363445,1
351,7.330952206968701,6.997854967993175,7.664049445944227,8.346205918250414,0
352,5.711375668255483,5.1824804517021,6.2402708848088615,6.07214599231692,1
353,7.199515297451263,6.795045988870018,7.603984606032507,7.257809165626416,0
354,4.433370790736097,4.118472108658702,4.748269472813492,4.613840078508807,2
355,6.794160032600485,6.316489368317889,7.271830696883081,6.916966246306191,1
356,2.965894955963729,2.150426570809458,3.7813633411180003,2.358663364953866,3
357,5.685313244727989,5.105922962219978,6.264703527236001,6.49561006885088,1
358,4.5905109729370634,4.260654548197386,4.920367397676741,4.748673360533775,2
359,2.7199989951380568,2.09472399471277,3.3452739955633417,3.2887460702462916,3
360,2.8599773366888224,1.820256590417495,3.8996980829601515,2.7049221075006,3
361,3.096491714391275,2.042828214387618,4.150155214394932,3.8112296167315525,3
362,7.814607548181826,6.8470606623740675,8.782154433989595,7.5133588653514,0
363,6.158714097408339,5.293305235319062,7.024122959497616,5.840146648935824,1
364,4.416754985508644,4.133501359047595,4.700008611969694,4.645665346071604,2
365,7.048091394237897,6.5443964151174505,7.551786373358343,6.0916400980618794,1
366,4.081787299616701,3.3184543659244317,4.84512023330897,3.9525981984254495,2
367,4.531815549787857,3.8968356649587084,5.166795434617005,4.208343154953134,2
368,7.225500207502161,6.492683670045556,7.958316744958761,7.7184377219479785,0
369,7.341864846661556,6.708171130698961,7.975558562624155,7.431499940014825,0
370,4.434001624065658,3.812220658340535,5.055782589790778,4.072780807848802,2
371,4.918976226966498,4.30095026471891,5.537002189214084,4.969400440424975,2
372,4.647808074750847,3.9713373974507764,5.324278752050917,4.508683325893184,2
373,4.471551896306148,3.7439977265075384,5.199106066104763,4.408897066234003,2
374,6.857109469308315,5.812440159800842,7.901778778815783,7.892298141423194,0
375,7.645909827997567,7.047188937111908,8.244630718883228,7.799349044542728,0
376,6.275551897021808,5.738254228997968,6.812849565045652,6.059713854165555,1
377,5.432751151545983,5.037074978558954,5.828427324533012,6.182707094765984,1
