work_from_home,productivity,introversion,num_children,subway_disruption
1,50.84671377322266,4.4769123916273434,2,0
1,57.17221274950042,4.306472311003149,2,0
1,55.471032133001486,6.286963821885731,3,0
0,52.111879561367914,4.713043512677578,5,0
1,52.67917843118564,3.0864705149931173,2,1
0,50.039419885794004,3.300069178994779,2,0
1,52.070086344920675,3.620821570997583,2,1
1,56.952032977740124,5.745741116080646,0,0
1,53.275790162216346,5.213638604105848,2,1
0,55.19454948138442,6.035728031101653,1,0
1,53.01402797870982,4.359121030495198,3,1
1,52.07647366728908,5.237809536615071,2,0
1,58.49296975837311,5.938385590951005,1,0
1,54.31685000745962,4.535980190419642,3,1
1,56.209425636868225,5.685162856336117,0,1
0,53.315731312338805,4.007111088400023,2,0
0,49.97855196674524,4.455419230152392,0,0
0,52.05555532309477,4.427393159002507,1,0
1,50.010391344439476,3.2062405316164404,1,1
0,54.33373941652533,5.730458721178373,1,0
1,54.58854160062419,4.295896489695914,1,0
0,53.29767059230123,5.018741178091531,2,0
1,57.93407429735901,5.721119988358863,0,1
1,51.54113298283123,5.669796764044916,2,0
0,53.19996018602691,5.9980776634591795,0,0
1,55.710513417547354,4.852271773235865,0,1
1,53.51991534004398,4.365052531933769,3,0
1,51.2734766811433,4.880422683640401,2,1
1,55.36825841520897,2.4689983490629555,0,1
1,55.349909278062455,2.829331291365369,2,0
1,53.263934479728974,3.0159505814683962,2,1
1,50.28516100975882,3.5041297585977773,1,1
1,54.79917956284513,5.599661340085155,2,0
1,54.594110265400055,3.6417814169599088,0,0
1,52.50252030241672,4.432756168940916,3,1
0,55.25356321350549,6.948842446679098,6,0
0,52.84060591345099,4.465604043407861,1,0
1,59.09410339027348,6.106273352700629,2,0
1,55.44589321305522,3.5995734799851844,0,1
1,52.805635190482924,4.691843663198555,5,1
1,55.20082830210814,3.574966917634128,1,1
0,56.15493085518285,4.491450386149157,1,0
1,56.306473799836446,6.2604622061860935,3,1
0,51.275545458801524,2.409019365211477,1,0
1,53.70146783774028,5.651635465318786,1,1
1,52.04106804826917,5.356603403498417,2,1
1,48.90558183345749,4.108775066454808,1,0
0,52.61319733532883,2.8309132184173182,0,0
1,54.311216133018846,5.108194261570804,0,0
1,52.19635166921812,4.205760936404296,3,0
1,56.33692652229273,5.349014317032056,2,1
0,53.3020775533643,5.032778218285165,1,0
1,59.7123419660769,7.402668336981373,2,1
1,53.06657358395399,4.640966558790463,1,0
1,51.329900684012514,3.4647537610672026,1,0
1,51.6998580132464,5.268913452434474,2,1
1,56.70949813616138,5.329995025957648,0,0
0,57.43399720194866,7.038781362860655,1,1
1,54.313343702580056,6.252666868871867,1,1
0,51.800279866725624,5.535306588724264,1,0
1,58.816515913585135,7.194954336829342,2,0
1,50.17268057418152,3.2168554185157237,1,0
1,55.75273851643369,4.040372700875379,1,1
0,50.74614614966769,3.610136087891713,2,0
0,51.32641895043346,4.415285295266348,6,1
1,54.501820067573675,2.934970778665537,2,1
1,56.214693515552135,5.952726420221606,1,0
1,53.64282063790341,4.66666595435184,1,1
0,54.52722696902505,2.7937905582460134,1,0
0,53.35950787241025,3.4766313781886877,0,0
1,60.741235628904654,5.470270771175293,4,0
1,51.59544254682272,6.257189851841572,2,1
0,52.456223123557514,7.99509633753768,1,0
1,59.48515609507625,9.370793699010994,2,1
0,53.433788987800185,5.621614149913994,2,0
1,54.89777304658831,3.515692819952204,1,1
1,50.24478268337024,1.8019305789030362,0,1
1,54.92951925324056,5.401567193515754,1,1
0,53.93910564785993,3.780588357034511,0,0
1,52.914149600354314,4.376964109730472,1,0
0,52.72914325281475,4.081854801410288,2,0
0,50.607998574543956,4.788813670375422,1,0
1,56.568821993241805,6.598970346181465,1,1
1,57.579354329675496,5.235572851168017,1,0
1,51.834482266517604,4.7620477444419675,1,0
1,51.16130880857334,3.4465193707612825,0,1
0,52.870222593763096,2.4879755829434647,3,0
0,50.78515489031975,4.2705381363900035,0,1
1,56.1166628959682,4.919326173772519,1,0
1,55.732212868188725,7.651894870369825,3,0
1,53.320685540112336,5.195411782209328,2,1
0,57.61233706923965,6.474109266534587,1,0
0,54.257140898587075,4.251056602191272,2,1
0,52.137498736883316,3.222584350374463,2,0
0,48.03652684823359,3.5523248566514423,1,0
1,55.05423615535919,3.91216090319637,1,0
0,53.41244382728417,8.192704598652746,2,0
1,53.57157208647092,3.7679199811634208,0,0
1,55.02085518134265,6.257733805604517,2,0
1,57.71104202874551,3.6456092328694605,0,0
1,54.61140349955066,6.397359519311366,2,1
1,52.61639748722104,5.577426449158795,0,0
1,57.251321939457334,4.765043153512864,1,1
0,55.40254939863392,4.938856210796849,0,0
1,55.74020637536138,4.017818456855914,0,1
1,57.512122648836865,5.669108302223121,2,0
0,55.900437520857025,4.31752477948883,2,0
1,50.74580495578024,3.161591354349128,2,0
1,48.684495405333024,3.083093638520571,4,0
0,54.892043988309965,5.258881876583179,2,0
1,55.869974874078395,7.368636884615652,1,0
1,54.34843393022838,5.2399874203601575,1,1
0,50.11429522287049,4.8220425108351765,3,0
1,56.01078459909837,5.4287392094038145,1,1
1,55.87146443766981,6.959002612560237,3,0
0,53.452262828340885,5.329073752045785,1,0
1,51.23020282772846,4.383609153749394,1,0
1,57.74584650968477,6.659433065089833,2,0
1,55.02591674263575,5.64313465769242,2,1
1,58.07859465070768,7.303633987993988,2,0
1,51.013856278907156,5.274851655832859,0,1
1,52.64428346786196,3.1632964524192495,2,0
0,50.92441134357237,2.9477612011315024,0,0
1,57.053408092726805,7.476391898346875,0,0
1,58.45481999583442,7.585498581174946,1,1
0,54.524471676454134,4.730721180076099,0,0
0,52.57641968281089,4.425219018296018,2,1
0,55.779294020750115,7.192166438363303,0,0
1,48.05201482613439,3.339431476934768,5,0
1,51.11319146962381,3.6579094715662603,2,1
1,57.014567242710214,5.964990192033566,2,0
1,52.51540018885479,4.408092315710616,2,1
1,56.274691849475765,4.992317199919893,2,0
0,53.95661039273162,4.754835652213231,3,1
1,56.16349967929391,5.5063618231984,2,0
1,57.3548070131695,7.111222791970575,0,1
0,51.23668542177309,5.135877360352619,4,0
0,53.470422431628016,5.965908189915287,2,1
0,52.82056527993617,1.9247418484534662,0,0
1,50.190309669145336,4.926922397104823,1,1
0,54.47567646090417,3.735154594560693,2,1
1,51.5371854410907,3.171780409364558,2,1
1,53.77364884128135,3.6827714496068737,0,0
0,52.943726792069285,4.498814838948782,1,0
0,54.01941789063551,6.373853813534019,2,1
0,48.28104537059615,3.010410923390654,3,0
1,54.840207858471224,5.045947238891626,1,1
0,54.607725944001714,4.273745849999632,0,0
0,49.01788926397346,4.508490358457059,1,0
1,53.60173787514091,6.504136737956906,0,0
1,56.93746923699631,5.807173155505889,1,1
1,57.52447201712728,7.006097161164115,1,0
1,54.91207565548167,4.768241481125149,1,0
0,50.30057267545048,3.9560860824939454,3,1
1,55.662594640263535,4.66421177467925,1,0
1,52.88519476781391,5.363745186906832,0,1
1,54.43721594421156,5.264860037680567,1,0
1,49.58574843952277,3.37341789164995,3,0
1,54.28458385231035,5.135734672441811,1,0
1,52.21309225142265,5.342342495208357,2,0
1,58.53259056666121,8.77621105630088,2,1
1,57.61857719510824,7.815266916922505,1,0
0,51.834956818827926,3.7201349741617697,0,0
1,56.33573839908648,4.568924957676236,1,0
0,47.83123888432429,2.8048369972444953,5,1
1,52.72058264630765,4.11393947905477,3,1
0,52.14908334934629,5.473407505385511,2,0
1,56.93176788115485,6.80878043133235,2,0
1,54.411984305890364,3.906374243384587,2,0
1,56.81893735087071,4.0187803398983055,0,1
0,51.589222061468206,1.7790664553920177,0,0
0,46.385607378822144,4.756001119182638,3,0
1,51.36336576629995,3.4063783822106553,3,1
1,57.49519209784649,4.205840858950889,0,0
1,52.29777778172573,3.6847088327486177,2,1
0,49.55181251798164,4.858606168621164,1,0
0,52.78938963913121,2.363407412965053,0,1
1,53.2876644502205,2.7994321319135143,2,0
0,54.10069857738228,8.193870668042447,2,0
0,49.96159469228678,3.0688661280889535,4,0
0,50.98926543160747,3.3548216323180404,0,0
1,58.2494356322178,7.755370292481971,0,1
1,57.59927950302284,9.357600753860611,2,0
0,50.26256971833743,3.2426500567619874,0,0
1,54.039013597409934,4.447626564817954,1,1
1,53.943817916394266,5.512333326410764,0,0
1,57.99655856087756,7.593046466608389,4,1
0,53.60316697230294,3.519714382357644,2,1
0,51.961107897015275,4.632083231086836,3,0
1,54.09493340046333,6.166006364092616,4,1
0,54.5492717452359,5.652149111699928,4,1
0,53.20139193574075,4.435765893154851,0,1
1,56.35619749150773,4.799265553225938,0,0
0,53.80489728902671,2.9376562874450274,3,0
1,52.73242737553181,4.642739384038002,2,1
0,56.97262521382786,4.600418764986568,0,0
0,56.488837648563205,5.348254834439384,1,0
1,54.33072494217903,4.167009171771476,1,0
1,54.678022223267,5.707307783817709,0,1
1,56.68748205755809,6.519073726729743,0,1
0,51.69751340144656,5.233143991502699,4,1
1,53.33656397820481,5.527634612598805,1,1
0,54.12833680774747,5.079733021366801,2,0
0,51.453052673058416,5.000126589637121,1,1
0,51.95702117977629,3.9176629496857287,1,0
0,53.7289897263935,5.474741392509962,0,0
1,50.652737168361924,4.854070102379766,3,0
1,56.82874601694779,8.139752463395892,4,1
0,53.43134980210871,7.360032353712864,4,0
1,57.060702483256584,5.578769828834751,2,0
0,52.59502534261974,3.8554141854578488,0,0
0,49.85191588257157,3.331382792024873,4,0
1,54.12008611401158,6.786714429633298,1,0
1,53.89335748223515,5.3941238377207075,3,0
1,54.1655285484813,5.720215105087417,3,0
0,52.39003028609796,2.383121019538711,2,0
1,54.74696415853649,6.3911577223372715,3,1
1,59.233139796966356,5.681630507321544,1,1
0,53.07991770694413,3.334353973378283,1,1
1,50.9604962619479,4.292712788825076,3,0
0,51.67350795929658,5.395575806534779,1,0
1,55.63255509571892,5.078700197534365,1,0
1,51.11273834790169,4.561743221294668,3,1
0,54.56550284740216,4.8447675979010585,1,0
1,55.98890523616458,4.622033932689672,1,0
1,56.02255936687763,5.228843768153703,2,1
1,55.02741586714045,7.207237959489736,0,1
0,52.26295222077751,1.1500123386030536,1,0
1,54.86095815928808,4.644724603235473,1,1
1,52.49607278421778,5.26476863205867,3,0
1,55.03639049595976,5.443990984530649,0,0
1,53.996262021442924,4.442128128018065,3,0
1,51.046231665376915,2.364917326282126,1,1
0,53.49731348530293,5.491993225571164,3,0
1,59.46402415407573,7.591025321246278,1,1
0,54.08747857481275,2.6992078926257936,0,0
1,54.70056600346662,6.295742020547283,3,1
1,54.07405494961488,4.507212165315659,2,1
1,53.85028490898906,4.908013481256729,0,1
1,52.21672897268793,3.4206522339440766,1,1
1,51.52426000216612,4.498315741466185,0,1
1,57.06227295388424,6.950066892048437,0,1
1,57.06418315357875,5.873982862981561,0,0
0,54.937086955125835,7.598467408114916,2,1
0,53.15824587650475,6.766117833466541,1,0
1,55.159160965771186,5.658630018394364,1,0
0,57.27625056702042,7.615901789251688,3,0
1,56.822755098958226,5.658489738107448,1,0
1,55.43463708430385,6.241982265195588,1,0
1,56.73897565925112,4.555143569697938,4,0
0,58.977288958810774,5.0998187237888075,1,0
1,52.202806182965816,3.9538642650495848,2,1
1,55.19573118517322,6.48437590189228,1,1
1,54.972698250745395,3.232544565327702,0,0
1,52.61286767662649,6.173525513626492,3,1
1,55.96948719791124,4.714023413742261,1,0
1,56.60843189908374,6.7568706402009795,0,0
1,56.14431976545135,6.12630348309689,1,1
1,55.53389970037817,7.7309692364702025,1,1
1,53.80152291547383,6.096162036707967,1,1
0,46.64262076138507,2.6419396165201388,3,0
0,56.38921798543743,4.899570240652698,1,0
1,54.47648425498004,3.241989211107776,2,0
1,55.72478220167867,4.222580236450588,0,1
1,56.01012642169103,7.266842649915082,3,0
1,50.15658509152765,5.956300716346544,2,0
0,51.159081135665346,3.9516043571318806,1,0
1,52.77137725300045,3.4794239503394016,1,1
0,50.876645806435455,5.049173139314391,2,0
1,49.15308391087121,3.175159775928308,2,1
0,50.73990596852681,3.9932895839051286,1,0
1,54.972697263056304,5.468014207326866,1,0
1,55.48517240636784,6.732968054160044,2,0
1,57.045559434544764,5.91314220833666,1,0
0,54.876811991468244,1.56306573710285,1,1
1,55.7367631150323,5.45655009354539,2,1
1,54.735340920164845,5.108050359848867,0,0
1,58.597321366570604,5.620835428059039,1,0
1,53.77557876211765,7.424314522476811,0,0
0,47.3664278706005,1.9051425847928858,0,1
0,51.01722906924129,4.113344862213341,1,1
0,55.83346248314863,5.886359484190032,1,1
1,52.93920722469943,2.6276084008190868,1,0
0,52.51449144659102,7.2139235720802635,2,0
1,53.98783886445102,5.552534919050988,0,1
1,52.03293378203018,6.269875978765106,3,0
1,50.83185078637936,4.143584507717308,2,1
1,58.078631977462024,6.220645534949316,2,1
1,54.995295929686215,6.602707333983558,2,1
0,57.31861780080243,5.349317030205753,1,1
1,52.50125231424751,5.3516013390480435,2,0
1,56.30666191359426,5.405514858922589,0,1
1,52.41815100294586,3.7049821028909276,4,0
1,54.58232872970955,4.7787069796394706,4,1
0,54.32606997068522,4.771216201321462,0,0
1,56.93023942376914,5.575090796530243,1,1
1,57.30818432131195,6.499736370365442,0,1
1,50.04721292179582,3.412195877032386,3,0
1,54.81541869247129,4.812486454520633,3,0
1,56.07154859570609,7.22218332148846,1,0
1,52.55425496710593,3.884617656781154,0,1
1,55.40125553265324,3.7666249740645195,0,1
1,54.58588452581188,5.30345928774679,5,0
1,53.54613189996505,6.26657778572798,3,1
0,53.31258143006609,5.017139083340989,0,1
1,53.3205121058884,6.993440885655484,1,1
1,51.91869852340629,6.28519097384979,1,1
1,55.52556748618602,6.262730100335093,0,1
1,57.249048765884005,5.83117475198614,0,1
1,54.64665233160175,8.491479650519128,4,0
0,56.10939330112107,4.692257466700934,1,1
0,51.18562526585652,1.9947165619002292,0,0
1,55.02308658357353,7.406381542275711,3,1
1,53.37257726177751,4.3134508535647615,1,1
0,55.59264168080701,5.16182066651455,1,1
0,52.65363968122528,6.964326027290791,2,0
0,51.31936821607812,2.5966106884116122,1,0
0,51.40327943749981,3.1225291788407907,0,0
1,51.955330398774024,2.5980830943217192,0,1
1,52.117345140926155,3.8087955649618643,4,1
1,55.30091734565624,5.659454909025491,0,0
1,57.232368008683366,5.786281764219156,1,0
1,54.30998061479453,5.414411268992831,2,1
0,52.91469242929384,2.8808511741614504,1,0
1,52.073386169164166,1.534844845051034,1,0
1,57.87274230288738,5.081530378085573,0,0
1,53.829098822127925,4.292335949542497,0,1
0,52.45212013892491,5.6890786575749175,3,0
1,57.332421527018504,6.052930439331905,0,1
0,53.033884034752184,5.207362148088023,1,0
0,55.90894307193812,6.1401996280637805,0,0
1,59.45088246001169,5.343817061172603,1,1
1,53.67817232132193,5.7950970584022,0,1
1,56.21773301733287,3.942990105695176,2,0
1,52.80005304678128,4.730582879252812,2,1
0,56.91148863800985,5.295164144985436,0,1
1,55.85672588095241,6.230792713126128,3,1
0,54.72816591196153,4.409388241663142,0,0
0,53.323474412556294,5.781750883598169,2,0
0,52.6799869110552,4.601241812126932,1,0
1,50.914934239123106,4.823686749007805,5,1
1,55.50797493342184,6.24427856303611,1,1
1,52.240504662206966,2.0104094434187663,0,0
1,53.32626971253446,3.0552915078878584,1,0
0,47.90006731999268,2.776721903835769,3,0
0,51.24495089583313,1.4995758202275429,0,0
1,56.211388643009286,3.982603339767235,1,1
0,56.787417749040095,6.124150849591611,0,0
1,53.70414267315426,4.572673900426138,2,1
1,60.36218430278019,5.296685122912778,0,0
1,54.65235438621164,6.633826245066189,1,1
1,56.41987927308396,6.991529198401538,0,1
0,50.51600448438834,4.896293097910791,1,0
1,55.317032444264726,7.030378834354096,1,1
1,58.186180248854896,5.138189987651164,1,1
1,52.76415976696799,3.743902664258807,1,1
0,49.731057191049466,4.1083994717018975,1,0
1,54.96735395151126,2.7791952311524755,0,0
1,54.212659859937176,3.6677992193995212,1,0
1,56.231672106361316,4.462974967888356,0,1
0,54.37019986676858,6.205377529067903,0,0
1,53.55067606819447,7.581154746748975,3,1
0,50.974135575343105,2.92672772693444,2,0
1,55.58108293468101,5.5892412023898785,2,1
0,52.10669339285754,3.4391840912636984,1,0
1,56.345546852720176,5.712045632694803,0,0
0,52.26905944348959,4.8033700239684105,1,0
0,52.65310606684497,2.2536412612287045,0,1
1,54.60792851396165,6.3924454873527266,3,1
1,51.362251312249775,4.0924989307869035,3,0
0,53.13922002413209,4.199149642439668,1,0
1,51.442912814562874,3.395371383065465,3,1
0,53.94918900373199,4.018575084968667,1,0
0,54.759782351298455,5.641835661042376,3,0
1,55.27598237398039,4.716133488595392,1,1
0,49.624419579657406,5.492993003423722,3,0
1,52.504764717189225,5.542882780893265,2,0
1,53.81164025375325,6.98099248329225,3,0
0,51.99602853030122,4.4858207737034315,0,1
0,50.64207666979516,2.784713274731402,1,0
1,57.13116384802139,6.600833624857975,2,1
0,53.49952307056105,4.502767741854118,3,0
1,54.989808274019595,6.6718886668660655,1,1
0,55.64363985580226,5.575065669773705,0,0
1,54.50031906868695,4.803293704694982,2,0
0,54.35281345084785,5.523163841069443,0,0
1,59.13766447736162,7.926518840189449,1,0
1,55.16978402001769,8.115470793580629,2,0
1,54.68877643668618,5.104071702699168,1,1
0,51.090508507309686,5.240285889975613,2,1
1,53.785629279386626,6.614360236199579,1,1
0,50.26367671090417,3.7315084508489793,0,0
0,51.92797014487944,5.4996055589273825,1,1
0,53.635165704766344,4.961205728069215,1,0
1,54.271721495265204,5.47086231718633,1,1
1,52.96021485204755,3.7499467910758915,1,1
0,49.9941927716455,2.615648760036547,3,0
0,54.557905126927935,1.8905248460130624,1,0
1,49.884778766818215,3.3239238305155885,3,1
1,51.461403018607996,4.311987072591,1,0
0,51.95732491087462,4.560212620026857,0,1
0,55.68088772562544,7.905846743644275,1,1
1,57.35673466906287,6.658990054860947,0,0
1,53.58266588816098,3.556863325487559,3,0
1,56.80652677568072,5.521562678676435,1,0
0,52.79502838429522,4.389382645474512,1,1
0,51.36612115453828,4.5734542429398575,3,0
0,56.98931216920307,5.277988474123073,1,0
1,49.67458858647743,5.92875667546309,1,0
1,54.71840786422748,4.491112274173977,0,1
1,55.63663572826912,6.595777299101538,3,1
1,56.87704213338294,3.287092660786394,1,1
1,51.686474531124226,5.009508593543402,0,1
1,56.77693319505629,8.896510589893749,1,1
1,52.05247528892688,5.334619613937913,1,1
1,53.123304672774864,7.149821759909259,0,0
0,53.200772828555,5.137280267259812,1,0
1,56.36312002962057,5.871165642994695,2,1
0,55.84379934339097,4.914825208410963,1,0
1,53.23176528737448,4.744388628253693,1,0
1,53.397673604992676,3.8307764049118704,4,1
1,52.620924234085116,5.64545203843633,5,1
1,53.59130293122212,3.722694216221348,3,0
1,57.60765277889456,5.998377854470144,1,0
1,54.91388352663659,6.627930506668865,2,0
0,56.09378645353469,5.549797110855845,1,0
0,50.23044694402448,4.570626899666462,2,0
1,56.35777972910851,5.680948368963044,1,0
1,55.69693887892127,4.536990416680381,2,1
1,56.98307496380442,6.403320688197724,2,0
0,48.43227007429286,2.2528908736773143,2,0
1,53.685649159380255,4.496588947822031,1,1
1,52.71537586629723,2.0137820073140036,1,0
1,53.59203188453014,2.7574087546591923,1,0
1,55.86838657451248,7.045793344720864,2,0
1,58.432594542535725,6.342777472957529,1,1
1,50.04533169871807,3.9207796500728143,3,0
0,51.21649418478459,2.7462448159386543,1,0
0,46.56702119451222,0.5532067432375232,1,0
1,53.090303010888626,4.184756738101048,5,1
1,57.51373690957745,8.630622518371103,3,1
1,60.21906785718889,5.652326407195471,4,1
1,55.88123257351228,4.160641570925765,1,1
1,55.220826533707076,5.697620314250459,2,0
0,52.13664012775434,2.6585624705083357,1,0
0,52.00999014350995,4.554014955953547,2,0
0,53.38034835554791,5.149216209523607,2,0
0,54.4491771410025,4.870849022268427,0,0
1,50.51944867007299,6.186209182535121,3,0
1,54.80740145249726,5.516967839354079,2,1
0,55.00401035847908,6.002489027161995,0,1
1,56.681979814775396,3.9674415766538607,2,0
1,54.31403497048769,6.346723112615822,3,0
0,53.92363362948974,7.443405421435987,1,0
1,53.372884740578236,3.544775720522881,2,0
0,52.58346135690513,3.66845651642816,1,0
1,56.34173995733757,7.0036765044803495,0,0
1,51.71240959437271,4.71298401995741,1,0
1,56.372546672861176,7.105732088099836,0,1
1,51.81057340126135,4.336196432161724,3,0
0,54.313091693700194,7.182568364406067,2,0
0,55.62208942654874,5.197228725208178,0,0
0,52.96084590949551,5.387343234984042,0,0
1,55.9351966600048,7.347077032504856,1,0
1,54.64828536094997,4.457344283833743,2,1
0,51.83184891664518,3.5883168561125625,1,0
1,59.68009492476495,4.327153687957469,0,0
1,54.54053374259788,5.678500925964708,3,1
0,49.63729504883171,2.6513613917292282,0,0
1,53.58635959702848,5.9562063539766825,1,0
1,51.47360484168404,4.1918430235733855,2,1
1,53.22732262018222,6.721718991100345,3,0
0,52.20084387055827,1.4086095426492926,0,1
0,50.84310215727347,3.820151337343747,0,0
0,50.81382670584862,2.470297773148847,1,1
0,55.29401845688462,3.7606558004540713,0,0
1,53.75765477222622,5.371498851663414,1,1
0,55.12790117507956,4.731160061825368,0,1
1,50.33000640964172,4.6199336465779774,2,1
1,53.56774804609594,4.761222692929909,1,1
1,51.97217511386234,5.305082360929915,3,1
1,53.389298662852866,3.4871959370853385,2,0
1,53.77866331366147,6.060274461348576,0,0
0,57.934512924899366,5.993998955578226,2,0
0,50.18327573701764,5.577556906484151,2,0
0,56.439402419059,5.834800164126895,1,0
1,55.61225577217889,5.444627001212989,3,1
1,57.06181027633729,8.052609954096601,2,1
1,54.00435350176097,4.869358743421235,2,1
1,57.34141747931166,4.539375172498135,2,0
1,57.037694682393585,3.869708629463933,4,1
1,52.34675141876103,3.451605994133245,2,1
1,53.822172602447,3.1332923185983867,0,1
1,51.828642788616996,3.666804030153622,2,1
1,51.576608746168134,4.893979427521893,2,0
1,54.32737966272641,5.501442692746572,4,0
1,55.06061527623335,5.076713087828242,1,1
1,49.86091509431426,3.8516970838554307,2,1
1,56.49222544720328,6.350276846029945,1,1
1,55.95357491287314,6.1091190084514215,1,1
1,53.105932656010395,4.760527538866975,1,1
1,52.383455304644684,4.020625783002932,1,1
1,55.50567303981617,5.822641881244699,2,1
1,57.44333161534462,5.2819603812291565,2,1
1,53.55903854801275,2.8278091108774284,1,0
0,53.97939219532424,4.8980296160233925,3,0
1,53.65005018720954,5.393053718111571,0,0
0,51.59182147706234,3.650457820268369,1,0
0,53.94384561717703,5.284765089256164,3,1
0,48.537523248392525,2.8177662721133165,2,1
1,57.01782671662163,7.004279150018256,0,0
1,57.48438604846623,6.871924977589147,0,0
1,53.6199109989133,4.6212239985455525,2,0
0,55.07488927028342,5.54518150675861,0,1
0,50.723733336607694,1.3851170513001876,1,1
0,50.36805960222594,3.2654785096020005,2,0
0,51.29125176332639,4.559331619771806,0,0
1,53.03281367569195,3.3918004678597113,1,0
1,58.466287785944,6.071594723945989,0,0
0,57.44551729875185,7.995944796121991,2,1
1,52.39739774567929,3.235077920856047,1,1
1,52.262835037837164,3.743804893872211,2,0
1,53.90311326309796,5.353172552464896,1,0
1,55.054171639821256,7.416674222749431,2,0
0,52.6086496711565,3.1664385311901455,1,0
1,56.91380613750114,5.373554183460413,1,0
1,61.71117709090621,7.731948276219663,0,0
0,49.35819398114621,2.522361277731099,2,0
0,53.26507764561322,3.0783961897312517,1,1
1,55.076340878259096,4.3645900903087425,1,0
1,53.715801065619424,4.219117380716884,0,1
1,52.42310304719865,6.218901931630467,3,0
1,54.340737857474366,5.362489579731257,3,0
0,55.109805102179564,2.3375569105368075,2,0
0,54.156586692518225,5.773115604351216,2,0
1,49.732490120938444,4.133691668966525,6,0
1,55.71480404302981,6.911670825411859,1,1
0,50.96654690205877,4.05861869534462,0,1
0,51.77308223206384,4.045077075346646,3,0
0,54.016173988299,5.811697416206798,4,0
1,54.030311609636335,6.144389723505405,1,0
1,49.02649916753232,5.672149045904305,0,1
0,52.03104536466272,2.4716040239227874,1,0
1,54.64253620732794,5.807051659892377,0,0
1,51.757490668421795,3.4485379224884016,1,1
0,52.263728127176606,5.352914167382395,1,1
1,53.59202252891482,2.86439834690141,1,1
0,53.71977475239878,5.669483221314596,0,0
1,55.89297257967197,3.790101643538941,0,0
0,53.865741753903286,3.0760480246092174,1,0
1,54.815320154030225,6.070730204723599,1,1
0,52.748241475992565,5.362466782515127,1,1
1,53.51864484906831,4.079034797910654,2,0
1,55.950628255220884,7.1767682735315965,1,1
1,50.46618971137106,4.339021367645386,1,0
1,58.36673671288329,5.048161510956402,1,1
1,55.25136763203553,5.403370171517901,3,0
1,52.32943079598982,4.07050109880708,2,0
0,49.23259712833466,5.706704440099894,3,0
1,53.99899345926464,4.199821479252913,0,1
1,52.33008037326983,4.382542516675686,2,0
