nifa,net_tfa,tw,age,inc,fsize,educ,db,marr,twoearn,e401,p401,pira,hown
1150.0,-50.0,32792.0,30,12051.0,1,18,0,0,0,0,0,0,0
3000.0,3000.0,63000.0,53,30780.0,4,8,1,1,1,0,0,0,1
50000.0,62800.0,378600.0,57,61500.0,3,13,0,1,0,0,0,1,1
3000.0,-9100.0,4700.0,29,49200.0,2,17,0,1,1,0,0,0,1
0.0,0.0,0.0,49,11730.0,6,4,0,1,0,0,0,0,0
24999.0,24999.0,224999.0,49,63396.0,3,16,0,1,0,0,0,0,1
10.0,10.0,2010.0,34,7329.0,1,16,0,0,0,0,0,0,0
0.0,0.0,0.0,26,17952.0,1,15,0,0,0,0,0,0,0
0.0,0.0,500.0,37,18942.0,4,14,0,0,0,0,0,0,0
800.0,-5000.0,35000.0,25,27480.0,3,12,0,1,1,0,0,0,1
20.0,20.0,60520.0,57,6885.0,2,12,0,0,0,0,0,0,1
200.0,200.0,3025.0,28,17370.0,1,12,0,0,0,0,0,0,0
0.0,0.0,0.0,32,37593.0,4,16,1,1,1,0,0,0,0
105.0,-1345.0,-1345.0,63,16575.0,2,11,0,1,1,0,0,0,0
250.0,-3250.0,22250.0,27,29766.0,2,14,0,1,0,0,0,0,1
4050.0,11700.0,195500.0,38,77124.0,1,17,0,0,0,0,0,1,1
3720.0,3720.0,25220.0,60,2307.0,2,10,0,0,0,0,0,0,1
400.0,-1600.0,-1600.0,28,29922.0,6,11,0,1,1,0,0,0,1
22600.0,26600.0,91600.0,38,80550.0,2,18,0,1,1,0,0,1,1
2700.0,2700.0,29550.0,44,32460.0,2,14,1,1,0,0,0,0,1
4249.0,49.0,102049.0,38,39420.0,4,14,0,1,1,0,0,0,1
0.0,0.0,19500.0,42,18000.0,1,1,0,0,0,0,0,0,1
599.0,15599.0,16099.0,61,19278.0,1,8,1,0,0,0,0,1,0
3135.0,2905.0,19605.0,51,19956.0,3,12,0,1,0,0,0,0,1
16520.0,15970.0,60470.0,37,7182.0,1,18,0,0,0,0,0,0,1
0.0,-86500.0,-66500.0,57,47193.0,2,12,0,1,1,0,0,0,0
0.0,-4200.0,-2280.0,27,13200.0,2,12,0,0,0,0,0,0,0
0.0,-2415.0,-1515.0,38,14892.0,5,12,0,1,1,0,0,0,0
0.0,0.0,3136.0,29,13500.0,2,12,0,0,0,0,0,0,0
444.0,44.0,23044.0,46,72099.0,2,16,0,1,0,0,0,0,1
90130.0,90930.0,99930.0,36,93648.0,2,18,0,1,1,0,0,1,0
3500.0,4700.0,166400.0,56,48690.0,3,12,1,1,1,0,0,1,1
0.0,-712.0,-712.0,30,9009.0,4,6,0,1,0,0,0,0,0
65.0,-635.0,-635.0,29,36213.0,6,9,0,1,1,0,0,0,0
0.0,0.0,200.0,26,10200.0,1,14,0,0,0,0,0,0,0
1800.0,-2200.0,4800.0,34,43716.0,3,12,1,1,1,0,0,0,0
0.0,-5055.0,22945.0,59,9078.0,2,6,0,1,0,0,0,0,1
2499.0,5399.0,7399.0,31,13479.0,3,12,0,1,0,0,0,1,0
2500.0,-2100.0,35900.0,29,31569.0,4,17,0,1,0,0,0,0,1
600.0,600.0,51600.0,49,17874.0,2,12,0,0,0,0,0,0,1
3499.0,7299.0,97299.0,31,43005.0,2,12,0,1,1,0,0,1,1
16000.0,15100.0,27100.0,33,33885.0,2,16,0,1,1,0,0,0,1
0.0,0.0,0.0,40,10260.0,1,12,0,0,0,0,0,0,0
15130.0,31791.0,135141.0,53,23721.0,1,13,1,0,0,0,0,1,1
500.0,-400.0,4266.0,30,23118.0,1,16,1,0,0,0,0,0,0
0.0,-12000.0,4600.0,32,25305.0,3,12,0,1,1,0,0,0,1
499.0,499.0,18499.0,47,49206.0,4,16,0,1,1,0,0,0,1
4650.0,4500.0,22500.0,33,30075.0,3,6,0,1,1,0,0,0,1
1575.0,-10525.0,1475.0,30,35058.0,2,16,0,1,1,0,0,0,0
0.0,-170.0,-170.0,43,15330.0,5,10,0,1,0,0,0,0,0
0.0,0.0,7579.0,26,22080.0,3,12,1,0,0,0,0,0,0
1000.0,1000.0,8000.0,44,65400.0,4,16,1,1,1,0,0,0,0
25.0,-9764.0,-2764.0,43,11454.0,5,12,0,1,0,0,0,0,1
17075.0,17075.0,284425.0,35,30300.0,2,18,0,0,0,0,0,0,1
2010.0,2010.0,8110.0,48,29238.0,4,10,0,1,0,0,0,0,1
600.0,600.0,8600.0,42,10428.0,3,12,0,0,0,0,0,0,1
29049.0,41549.0,104861.0,39,84111.0,1,18,1,0,0,0,0,1,1
26882.0,26564.0,84564.0,45,70035.0,2,10,0,0,0,0,0,0,0
0.0,0.0,0.0,40,10560.0,2,12,0,0,0,0,0,0,0
900.0,44763.0,119763.0,62,40500.0,3,11,0,1,1,0,0,1,1
1200.0,1600.0,4100.0,36,31869.0,1,16,0,0,0,0,0,1,0
10029.0,10029.0,12279.0,30,21306.0,2,16,0,0,0,0,0,0,1
29850.0,29715.0,112815.0,35,74178.0,4,14,0,1,0,0,0,0,1
4414.0,4144.0,20894.0,44,47769.0,6,12,0,1,0,0,0,0,1
1500.0,-18500.0,47000.0,56,12024.0,2,12,0,0,0,0,0,0,1
0.0,0.0,0.0,35,2640.0,4,9,0,0,0,0,0,0,0
36.0,-1564.0,69536.0,49,22395.0,5,12,1,1,1,0,0,0,1
381500.0,385000.0,546510.0,43,50484.0,3,12,0,0,0,0,0,1,1
2000.0,-4000.0,475.0,45,42576.0,1,16,1,0,0,0,0,0,0
0.0,0.0,12150.0,38,10443.0,4,12,0,0,0,0,0,0,0
1800.0,1800.0,2300.0,32,19224.0,1,14,1,0,0,0,0,0,0
125.0,1500.0,8300.0,32,34455.0,3,13,0,1,1,0,0,1,1
230.0,-21070.0,-15696.0,27,33453.0,3,16,1,1,1,0,0,0,1
8500.0,12500.0,52250.0,44,21234.0,1,15,1,0,0,0,0,1,1
6000.0,6000.0,24550.0,32,21930.0,1,14,0,0,0,0,0,0,0
4000.0,-5000.0,84800.0,48,45165.0,3,12,0,1,1,0,0,0,1
200.0,-300.0,71700.0,39,20760.0,2,12,0,1,1,0,0,0,1
1100.0,-3900.0,1779.0,31,27150.0,3,12,0,0,0,0,0,0,0
850.0,850.0,850.0,26,16116.0,3,13,0,1,0,0,0,0,0
5.0,-595.0,50788.0,31,31536.0,4,12,1,1,1,0,0,0,1
13000.0,12877.0,21877.0,31,37461.0,4,12,0,1,1,0,0,0,1
12900.0,60300.0,60300.0,38,110181.0,5,12,0,1,1,0,0,1,0
30.0,30.0,530.0,35,24123.0,3,14,1,0,0,0,0,0,0
135.0,-15565.0,-565.0,35,28782.0,5,13,0,1,1,0,0,0,1
1500.0,1500.0,7500.0,42,36666.0,3,18,0,1,1,0,0,0,1
4000.0,300.0,38300.0,44,72975.0,3,10,1,1,1,0,0,0,1
300.0,-5250.0,-4550.0,48,49656.0,3,12,0,1,1,0,0,0,0
4549.0,-10491.0,-3491.0,36,36267.0,4,15,0,1,1,0,0,0,1
3800.0,1300.0,22300.0,35,55374.0,3,12,0,1,1,0,0,1,1
300.0,0.0,4875.0,28,22833.0,3,12,0,0,0,0,0,0,0
8000.0,-2000.0,-145.0,37,69120.0,3,16,0,1,1,0,0,0,0
1000.0,1000.0,1000.0,34,24465.0,3,11,0,1,1,0,0,0,0
4454.0,454.0,45654.0,46,80862.0,5,17,1,1,1,0,0,0,1
609.0,209.0,329.0,30,33420.0,4,12,0,1,1,0,0,0,0
1810.0,1460.0,30210.0,54,7440.0,1,8,1,0,0,0,0,0,1
8400.0,-9600.0,109900.0,47,15141.0,2,12,0,1,0,0,0,0,1
700.0,4572.0,4572.0,34,20667.0,4,12,0,1,1,0,0,1,0
25699.0,25699.0,105599.0,52,30870.0,3,13,0,1,1,0,0,0,1
2950.0,2924.0,6774.0,27,16860.0,1,12,0,0,0,0,0,0,0
0.0,0.0,3350.0,43,16080.0,1,14,0,0,0,0,0,0,0
30000.0,26000.0,180000.0,40,52998.0,1,18,1,0,0,0,0,0,1
1100.0,740.0,2740.0,28,16830.0,1,13,1,0,0,0,0,0,0
5000.0,4000.0,34000.0,63,37320.0,2,8,0,1,0,0,0,0,1
1799.0,1799.0,1799.0,54,53133.0,3,18,0,1,1,0,0,0,0
100.0,100.0,100.0,35,28998.0,3,12,1,0,0,0,0,0,0
5000.0,4500.0,13000.0,59,7740.0,2,7,0,1,0,0,0,0,1
0.0,-300.0,3050.0,33,13755.0,3,12,1,0,0,0,0,0,0
200.0,200.0,200.0,30,42315.0,2,14,0,1,1,0,0,0,1
200.0,200.0,75200.0,58,20490.0,4,12,0,1,1,0,0,0,1
50.0,-397.0,103.0,35,21177.0,4,12,0,0,0,0,0,0,0
0.0,0.0,0.0,35,21735.0,4,12,0,1,1,0,0,0,0
0.0,-9550.0,-7616.0,42,12600.0,1,12,0,0,0,0,0,0,1
83100.0,130812.0,200812.0,59,45519.0,2,12,0,1,1,0,0,1,1
49.0,49.0,49.0,48,26958.0,3,13,0,1,0,0,0,0,0
10000.0,4600.0,149600.0,32,50970.0,2,15,0,1,0,0,0,0,1
650.0,50.0,22550.0,43,39612.0,2,12,0,1,1,0,0,0,1
49.0,-1951.0,-1951.0,31,24012.0,2,13,0,1,1,0,0,0,0
846.0,-2854.0,43746.0,54,28059.0,5,16,0,1,1,0,0,1,0
0.0,0.0,500.0,27,16200.0,1,12,0,0,0,0,0,0,0
2600.0,1800.0,3466.0,45,14850.0,2,12,0,0,0,0,0,0,1
41499.0,41499.0,121499.0,58,20976.0,1,13,0,0,0,0,0,0,1
402.0,-3386.0,-3386.0,29,16902.0,7,1,0,1,0,0,0,0,0
400.0,-400.0,-400.0,63,11877.0,3,12,0,0,0,0,0,0,0
603.0,-6397.0,33703.0,43,11103.0,4,14,0,0,0,0,0,0,0
5800.0,-1700.0,4096.0,29,39051.0,1,16,0,0,0,0,0,0,0
1000.0,-500.0,24858.0,51,19968.0,2,18,0,0,0,0,0,0,1
75.0,-225.0,575.0,44,42744.0,2,13,1,1,1,0,0,0,0
1600.0,8400.0,98400.0,38,78396.0,4,16,0,1,1,0,0,1,1
395.0,-11635.0,7665.0,37,34803.0,5,11,0,1,1,0,0,0,1
3000.0,2750.0,146750.0,44,10446.0,5,12,0,1,0,0,0,0,1
67600.0,67600.0,94600.0,44,34755.0,4,1,0,1,0,0,0,0,1
31.0,31.0,4791.0,29,15174.0,4,12,0,0,0,0,0,0,1
360.0,-165.0,335.0,37,20421.0,1,13,0,0,0,0,0,0,0
5999.0,28999.0,186499.0,42,55110.0,4,12,0,1,1,0,0,1,1
800.0,500.0,50500.0,38,28050.0,4,12,0,1,0,0,0,0,1
100.0,50.0,4550.0,40,12120.0,4,12,1,0,0,0,0,0,1
0.0,0.0,101546.0,31,28080.0,3,12,0,1,1,0,0,0,1
4000.0,-101436.0,-100736.0,31,42555.0,3,13,0,1,1,0,0,0,0
3399.0,3399.0,6399.0,31,37509.0,1,16,0,0,0,0,0,0,0
0.0,0.0,0.0,35,9042.0,1,12,1,0,0,0,0,0,0
4950.0,4210.0,60209.0,42,57180.0,4,18,0,1,1,0,0,0,1
131.0,131.0,18131.0,39,11604.0,3,18,0,1,1,0,0,0,1
1266.0,-1804.0,7196.0,27,23400.0,3,5,0,1,1,0,0,0,0
259.0,259.0,167084.0,62,20622.0,1,16,0,0,0,0,0,0,1
599.0,599.0,37841.0,27,10836.0,3,14,0,0,0,0,0,0,1
1490.0,1490.0,6490.0,38,12816.0,4,10,0,1,0,0,0,0,1
1150.0,3450.0,3450.0,33,43830.0,3,15,0,1,1,0,0,1,1
875.0,2225.0,24925.0,60,22986.0,2,12,0,1,1,0,0,1,1
0.0,3000.0,3000.0,60,37794.0,2,13,0,1,1,0,0,1,0
100.0,100.0,38450.0,52,4890.0,1,10,0,0,0,0,0,0,1
1000.0,294.0,33794.0,61,19545.0,3,12,0,1,1,0,0,0,1
1000.0,700.0,16000.0,31,19860.0,1,14,0,0,0,0,0,0,0
36000.0,52000.0,73000.0,61,13206.0,4,12,0,0,0,0,0,1,1
71200.0,89900.0,342400.0,49,23250.0,1,12,0,0,0,0,0,1,1
758.0,1258.0,66258.0,34,60615.0,4,14,0,1,1,0,0,1,1
4000.0,4000.0,5000.0,31,23529.0,1,16,1,0,0,0,0,0,0
3800.0,3800.0,79760.0,29,37704.0,3,12,0,1,1,0,0,0,1
8999.0,8199.0,45299.0,33,24612.0,5,6,0,0,0,0,0,0,1
9400.0,-13600.0,-13600.0,33,38550.0,3,14,0,1,1,0,0,1,0
165000.0,195000.0,329000.0,44,128700.0,4,17,1,1,1,0,0,1,1
0.0,-450.0,-450.0,31,12816.0,4,12,0,0,0,0,0,0,0
0.0,0.0,31900.0,47,37800.0,2,14,0,0,0,0,0,0,1
549.0,-7451.0,-5951.0,40,17880.0,3,12,0,0,0,0,0,0,0
280.0,-7920.0,6080.0,41,19641.0,3,12,0,0,0,0,0,0,1
0.0,0.0,750.0,36,5103.0,2,12,0,0,0,0,0,0,0
30.0,30.0,25530.0,29,12756.0,1,12,0,0,0,0,0,0,0
0.0,0.0,0.0,33,4845.0,3,12,0,0,0,0,0,0,0
8100.0,12192.0,41192.0,27,31830.0,3,15,0,1,1,0,0,1,1
499.0,99.0,99.0,42,23430.0,5,13,0,0,0,0,0,0,0
1900.0,900.0,16400.0,36,42114.0,6,15,0,1,1,0,0,0,0
5000.0,5000.0,6300.0,32,11100.0,5,1,0,1,0,0,0,0,0
0.0,0.0,500.0,26,5280.0,1,12,0,0,0,0,0,0,1
1199.0,-6301.0,-3801.0,39,37569.0,4,12,0,1,1,0,0,0,0
16900.0,24900.0,52625.0,45,43239.0,1,12,1,0,0,0,0,1,1
31887.0,59061.0,418561.0,63,71184.0,2,12,0,1,1,0,0,1,1
900.0,-350.0,149650.0,31,59544.0,4,16,1,1,1,0,0,0,1
0.0,0.0,0.0,30,4200.0,6,11,1,0,0,0,0,0,0
0.0,0.0,60000.0,46,7668.0,2,8,0,0,0,0,0,0,1
0.0,0.0,0.0,55,7872.0,2,11,0,0,0,0,0,0,0
100.0,-2100.0,8980.0,38,31896.0,5,15,1,1,1,0,0,0,1
0.0,0.0,0.0,25,14439.0,3,9,0,1,0,0,0,0,0
3899.0,3899.0,3899.0,34,19713.0,3,12,0,1,0,0,0,0,0
28000.0,28000.0,140822.0,41,31254.0,1,18,1,0,0,0,0,0,1
60000.0,62300.0,64800.0,35,63525.0,1,18,0,0,0,0,0,1,0
700.0,-6600.0,44300.0,43,31800.0,3,12,1,0,0,0,0,0,1
49.0,-451.0,32649.0,60,24996.0,4,10,1,1,1,0,0,0,1
0.0,0.0,25000.0,51,36450.0,3,12,0,1,0,0,0,0,1
3000.0,2600.0,2600.0,60,21072.0,2,15,0,1,1,0,0,0,0
200.0,200.0,17950.0,49,18012.0,2,12,0,0,0,0,0,0,1
0.0,-600.0,2900.0,42,12240.0,3,12,0,1,0,0,0,0,0
734.0,734.0,85734.0,53,31386.0,3,12,0,1,0,0,0,0,1
150.0,-4850.0,-107.0,34,21645.0,2,14,1,0,0,0,0,0,0
2499.0,-633.0,60067.0,56,17724.0,3,13,0,1,0,0,0,0,1
12100.0,14800.0,61800.0,53,37482.0,3,12,0,1,1,0,0,1,1
1000.0,-3300.0,14700.0,58,27639.0,2,10,0,1,0,0,0,0,1
3360.0,360.0,17860.0,26,30720.0,1,16,0,0,0,0,0,0,1
2549.0,2549.0,11010.0,38,18438.0,6,11,0,1,0,0,0,0,0
0.0,-800.0,-800.0,38,19125.0,7,12,0,1,0,0,0,0,0
0.0,12000.0,18375.0,35,13704.0,6,12,0,1,0,0,0,1,1
749.0,749.0,48749.0,53,34185.0,1,12,1,0,0,0,0,0,1
5700.0,-40300.0,-29150.0,28,51660.0,1,18,0,0,0,0,0,0,1
0.0,0.0,0.0,35,1920.0,4,12,0,1,0,0,0,0,0
600.0,-3650.0,29350.0,37,20424.0,4,11,0,1,0,0,0,0,1
0.0,-400.0,2600.0,34,21600.0,3,13,0,1,1,0,0,0,0
8763.0,4700.0,87828.0,36,56118.0,1,16,1,0,0,0,0,1,1
0.0,-425.0,-425.0,28,20148.0,5,12,1,1,1,0,0,0,0
50.0,-1150.0,8850.0,44,16806.0,3,12,0,1,0,0,0,0,1
990.0,-1093.0,150795.0,31,13317.0,4,15,0,1,1,0,0,0,1
700.0,-100.0,3250.0,31,20475.0,1,17,0,1,0,0,0,0,0
0.0,-3000.0,67100.0,51,8730.0,2,12,0,1,0,0,0,0,1
100.0,-150.0,850.0,28,19500.0,1,12,0,0,0,0,0,0,0
0.0,-16000.0,84000.0,54,27858.0,4,6,0,1,0,0,0,0,1
700.0,-1700.0,79300.0,36,41694.0,2,14,1,1,1,0,0,0,1
0.0,0.0,0.0,40,8850.0,1,12,0,0,0,0,0,0,0
0.0,0.0,0.0,29,7650.0,1,12,0,0,0,0,0,0,0
7499.0,7499.0,216361.0,25,51450.0,2,12,0,0,0,0,0,0,1
0.0,-57200.0,-35200.0,47,10542.0,2,12,0,1,0,0,0,0,1
0.0,0.0,500.0,49,15300.0,1,15,0,0,0,0,0,0,0
81500.0,86500.0,161850.0,35,102171.0,4,18,1,1,0,0,0,1,1
900.0,-5100.0,2400.0,40,45231.0,3,13,0,0,0,0,0,0,1
776.0,-2674.0,1331.0,30,13152.0,3,10,0,0,0,0,0,0,1
30016.0,37316.0,70316.0,38,27813.0,3,11,0,1,1,0,0,1,1
6048.0,6048.0,96048.0,49,39123.0,3,12,0,1,1,0,0,0,1
0.0,-2200.0,800.0,32,36150.0,4,12,0,1,1,0,0,0,1
310.0,110.0,12963.0,52,39219.0,2,12,0,1,0,0,0,0,1
0.0,-300.0,28200.0,55,10800.0,3,12,0,0,0,0,0,0,1
649.0,20649.0,55649.0,58,20235.0,2,10,0,1,0,0,0,1,1
1200.0,-13300.0,27700.0,38,62703.0,5,12,0,1,1,0,0,0,1
310.0,310.0,20810.0,43,23490.0,1,14,0,0,0,0,0,0,1
0.0,-150.0,1550.0,27,15888.0,2,12,0,0,0,0,0,0,1
1999.0,-9001.0,-3901.0,25,33729.0,1,18,0,0,0,0,0,0,0
3525.0,1875.0,20875.0,29,55845.0,2,12,0,1,1,0,0,0,1
550.0,-650.0,4400.0,40,19209.0,2,15,0,0,0,0,0,0,1
856.0,656.0,12856.0,59,23976.0,2,14,0,1,0,0,0,0,1
113.0,-32887.0,-15587.0,35,57156.0,4,12,0,1,1,0,0,0,1
0.0,0.0,0.0,43,13743.0,1,12,0,0,0,0,0,0,0
100.0,-11900.0,-6700.0,39,7470.0,1,12,1,0,0,0,0,0,0
2600.0,2550.0,71550.0,36,77940.0,4,15,0,1,1,0,0,0,1
0.0,-69300.0,-61200.0,46,16200.0,5,12,0,1,1,0,0,0,1
3700.0,3700.0,63942.0,26,10404.0,1,9,0,0,0,0,0,0,1
0.0,0.0,0.0,54,27240.0,5,16,1,0,0,0,0,0,0
250.0,250.0,37624.0,56,35742.0,3,12,0,1,0,0,0,0,1
3660.0,3660.0,37820.0,63,28272.0,4,8,0,1,0,0,0,0,1
39000.0,39000.0,131775.0,62,58272.0,1,11,1,0,0,0,0,0,1
0.0,-1246.0,-1246.0,42,14307.0,6,12,0,1,0,0,0,0,0
215750.0,215750.0,305750.0,41,66018.0,3,16,0,0,0,0,0,0,1
300.0,-40650.0,4950.0,38,6750.0,2,14,0,0,0,0,0,1,0
130.0,130.0,21630.0,42,27000.0,1,13,1,0,0,0,0,0,1
3200.0,11800.0,36800.0,55,21801.0,3,12,1,0,0,0,0,1,1
8000.0,8000.0,8000.0,45,36495.0,3,12,1,0,0,0,0,0,0
400000.0,469400.0,554400.0,61,172092.0,2,12,0,1,0,0,0,1,1
1599.0,1599.0,6841.0,64,6498.0,1,13,0,0,0,0,0,0,0
1225.0,1225.0,5400.0,35,24549.0,1,14,1,0,0,0,0,0,0
1011999.0,1006499.0,1150499.0,40,82251.0,5,18,0,1,0,0,0,0,1
0.0,-1000.0,-1000.0,32,53796.0,5,17,0,1,0,0,0,0,0
152.0,-148.0,2352.0,60,7650.0,1,6,0,0,0,0,0,0,1
2000.0,-3500.0,42800.0,42,38817.0,2,12,0,1,1,0,0,0,1
2398.0,2398.0,5398.0,31,19284.0,1,14,1,0,0,0,0,0,0
2500.0,-3500.0,14625.0,41,18675.0,2,14,0,0,0,0,0,0,1
2700.0,20840.0,25340.0,48,91230.0,3,12,1,1,1,0,0,1,1
0.0,-1600.0,2400.0,53,21816.0,1,10,1,0,0,0,0,0,0
92300.0,97333.0,97333.0,63,44799.0,2,12,0,1,0,0,0,1,0
200.0,4200.0,14000.0,28,48060.0,4,15,0,1,1,0,0,1,1
7399.0,43399.0,163399.0,55,76077.0,3,12,1,1,1,0,0,1,1
2680.0,5692.0,13592.0,33,49845.0,2,18,0,1,1,0,0,1,1
2300.0,4000.0,12000.0,31,27708.0,3,13,0,1,0,0,0,1,0
205.0,25.0,3375.0,29,14670.0,1,12,0,0,0,0,0,0,0
1800.0,-334.0,37666.0,43,34299.0,2,18,0,0,0,0,0,0,1
10892.0,11658.0,49058.0,38,4584.0,3,12,0,0,0,0,0,1,1
0.0,0.0,0.0,28,19170.0,4,14,0,1,1,0,0,0,0
1699.0,16069.0,59569.0,39,45762.0,4,17,0,1,0,0,0,1,1
