treat,re78,age,educ,black,hisp,married,nodegr,re74,re75
0,6378.72,20.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0
0,7176.187,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,38.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
0,7952.54,34.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,19.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
0,7152.132,32.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
0,8329.823,20.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,12429.91,38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,5088.76,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,4374.04,20.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1553.291,21.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1698.304,22.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,11294.63,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,29.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,14626.39,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,12898.38,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0,5767.133,28.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,6527.919,18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3931.238,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,20942.24,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,26.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
0,14690.35,36.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,3418.097,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
0,11197.34,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.0,22.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1455.69,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1890.937,29.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
0,4485.616,25.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0
0,13613.35,30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1390.509,22.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
0,5843.796,55.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
0,8598.522,20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,2920.199,34.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
0,6735.32,32.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0
0,0.0,31.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,50.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0
0,44.75546,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0.0,23.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0.0,38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,3701.812,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0
0,6930.336,42.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,3795.799,39.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0
0,5193.247,34.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0
0,2193.528,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
0,11120.53,32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,7609.518,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
0,2169.027,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1264.232,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.0,28.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0.0,32.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,22.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,5712.643,19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,31.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,33.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1184.882,27.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,10225.88,29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0.0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,4715.371,25.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0
0,289.7899,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,8190.421,28.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0
0,4813.05,26.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
0,7344.678,30.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0.0,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0.0,29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0.0,25.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0.0,28.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
0,4350.907,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,7812.522,54.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,33.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3644.655,20.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
0,4844.803,45.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,39.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,14792.9,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,33.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0
0,0.0,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0
0,3746.701,23.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1568.15,18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
0,7010.444,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
0,3811.683,19.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0
0,10798.56,18.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4657.273,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,8551.533,17.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,4309.878,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,5286.396,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,12486.17,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0,10877.35,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0,202.2847,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,2657.705,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,4132.577,18.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
0,11303.14,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,19.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,2189.426,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,10210.99,17.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0
0,11048.08,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0,8993.865,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
0,5071.801,19.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3194.01,19.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,17.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0
0,5193.089,20.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0,275.5661,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,3590.702,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,12797.67,19.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0
0,2035.914,20.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0,2389.679,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,8469.275,17.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1143.387,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,5114.814,17.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0
0,781.2243,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
0,3343.224,21.0,9.0,1.0,0.0,0.0,1.0,591.4991,0.0
0,9602.439,18.0,10.0,1.0,0.0,0.0,1.0,1563.249,0.0
0,0.0,19.0,11.0,1.0,0.0,0.0,1.0,1626.623,0.0
0,16461.57,24.0,9.0,1.0,0.0,0.0,1.0,2788.498,0.0
0,6771.622,28.0,11.0,0.0,1.0,1.0,1.0,3472.948,0.0
0,0.0,25.0,11.0,1.0,0.0,0.0,1.0,5281.245,0.0
0,11011.57,21.0,7.0,1.0,0.0,0.0,1.0,33799.95,0.0
0,0.0,39.0,11.0,1.0,0.0,0.0,1.0,0.0,83.68964
0,0.0,36.0,12.0,1.0,0.0,0.0,0.0,0.0,142.3973
0,0.0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,159.8847
0,4251.127,17.0,11.0,1.0,0.0,0.0,1.0,989.2678,165.2077
0,2891.668,18.0,10.0,1.0,0.0,0.0,1.0,960.4268,240.1067
0,5514.365,18.0,10.0,1.0,0.0,0.0,1.0,0.0,273.5525
0,4858.895,28.0,10.0,1.0,0.0,0.0,1.0,1471.293,367.8234
0,4812.576,27.0,13.0,0.0,0.0,0.0,0.0,5214.306,474.5018
0,0.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,494.643
0,604.1987,22.0,9.0,1.0,0.0,0.0,1.0,0.0,506.4076
0,14527.88,31.0,10.0,1.0,0.0,0.0,1.0,0.0,520.4463
0,0.0,26.0,10.0,1.0,0.0,1.0,1.0,6140.367,558.7734
0,7300.498,18.0,9.0,0.0,0.0,0.0,1.0,0.0,559.596
0,0.0,23.0,11.0,1.0,0.0,0.0,1.0,6382.309,580.7901
0,4159.919,20.0,12.0,1.0,0.0,0.0,0.0,0.0,591.8151
0,0.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,604.1539
0,5497.591,18.0,11.0,1.0,0.0,0.0,1.0,1064.699,645.2723
0,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,664.569
0,0.0,27.0,12.0,1.0,0.0,1.0,0.0,0.0,752.3901
0,0.0,27.0,11.0,1.0,0.0,0.0,1.0,3065.194,766.2986
0,16477.02,28.0,12.0,0.0,0.0,0.0,0.0,0.0,803.343
0,0.0,28.0,11.0,1.0,0.0,0.0,1.0,2431.949,863.4795
0,39483.53,21.0,10.0,1.0,0.0,0.0,1.0,6661.063,1162.362
0,11306.27,17.0,10.0,0.0,1.0,0.0,1.0,4905.119,1168.902
0,6672.021,26.0,11.0,1.0,0.0,0.0,1.0,4699.963,1174.991
0,9378.653,29.0,9.0,1.0,0.0,0.0,1.0,0.0,1203.824
0,5088.986,17.0,10.0,0.0,1.0,0.0,1.0,1203.609,1239.628
0,2639.29,22.0,11.0,1.0,0.0,0.0,1.0,7914.131,1321.66
0,9495.902,24.0,11.0,1.0,0.0,0.0,1.0,0.0,1327.993
0,20893.11,20.0,12.0,1.0,0.0,0.0,0.0,557.6988,1371.473
0,0.0,18.0,12.0,1.0,0.0,0.0,0.0,0.0,1405.512
0,10361.69,24.0,11.0,0.0,0.0,0.0,1.0,2669.725,1468.383
0,1740.199,21.0,9.0,0.0,0.0,0.0,1.0,2988.412,1577.167
0,0.0,30.0,8.0,1.0,0.0,0.0,1.0,0.0,1706.657
0,0.0,31.0,11.0,1.0,0.0,0.0,1.0,17711.88,1726.445
0,6354.194,17.0,10.0,0.0,1.0,0.0,1.0,1442.681,1734.559
0,7171.0,19.0,9.0,1.0,0.0,0.0,1.0,8409.627,1778.089
0,5573.547,23.0,11.0,1.0,0.0,0.0,1.0,0.0,1896.023
0,439.6881,22.0,12.0,1.0,0.0,0.0,0.0,4380.017,2003.68
0,16969.95,29.0,12.0,1.0,0.0,0.0,0.0,22859.44,2080.209
0,5344.021,22.0,10.0,1.0,0.0,0.0,1.0,0.0,2174.955
0,2725.322,29.0,13.0,1.0,0.0,0.0,0.0,718.2492,2265.579
0,9772.283,19.0,11.0,1.0,0.0,0.0,1.0,721.3406,2445.589
0,0.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,2595.267
0,0.0,18.0,10.0,1.0,0.0,0.0,1.0,1716.509,2682.125
0,1720.907,19.0,12.0,1.0,0.0,0.0,0.0,8417.0,2814.195
0,0.0,20.0,6.0,1.0,0.0,0.0,1.0,6006.879,2850.61
0,18859.89,33.0,11.0,1.0,0.0,0.0,1.0,10523.83,2899.82
0,1324.542,36.0,11.0,0.0,1.0,0.0,1.0,5443.734,3063.878
0,284.6584,25.0,11.0,1.0,0.0,0.0,1.0,15209.99,3072.726
0,11195.93,19.0,11.0,1.0,0.0,0.0,1.0,3504.014,3285.68
0,0.0,23.0,8.0,1.0,0.0,0.0,1.0,7724.283,3403.056
0,0.0,17.0,11.0,1.0,0.0,0.0,1.0,4080.73,3796.029
0,7565.273,43.0,10.0,1.0,0.0,0.0,1.0,2502.868,4128.443
0,0.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,4184.732
0,0.0,27.0,11.0,1.0,0.0,1.0,1.0,0.0,4491.884
0,0.0,19.0,11.0,1.0,0.0,0.0,1.0,6337.492,4503.064
0,4974.586,28.0,11.0,1.0,0.0,1.0,1.0,8593.163,5393.895
0,12780.02,28.0,12.0,1.0,0.0,1.0,0.0,10585.13,5551.456
0,3523.578,26.0,8.0,1.0,0.0,0.0,1.0,1126.29,5562.598
0,0.0,31.0,12.0,1.0,0.0,0.0,0.0,0.0,5613.909
0,10274.84,23.0,11.0,1.0,0.0,0.0,1.0,7617.362,5716.407
0,4779.72,20.0,12.0,1.0,0.0,0.0,0.0,7182.492,6004.728
0,16988.18,28.0,10.0,1.0,0.0,1.0,1.0,8293.345,6449.48
0,499.2572,39.0,12.0,1.0,0.0,1.0,0.0,19785.32,6608.137
0,3083.581,21.0,8.0,1.0,0.0,0.0,1.0,39570.68,6608.304
0,3708.719,22.0,11.0,1.0,0.0,0.0,1.0,8810.067,6974.484
0,7659.218,20.0,11.0,1.0,0.0,0.0,1.0,8009.164,7666.875
0,20857.84,21.0,11.0,0.0,1.0,0.0,1.0,2992.534,8920.471
0,7078.178,23.0,12.0,0.0,1.0,0.0,0.0,5721.696,8960.684
0,0.0,29.0,9.0,1.0,0.0,0.0,1.0,9268.943,9160.693
0,1239.844,28.0,9.0,1.0,0.0,1.0,1.0,10222.41,9210.447
0,3982.801,30.0,11.0,1.0,0.0,1.0,1.0,0.0,9311.938
0,0.0,25.0,10.0,1.0,0.0,1.0,1.0,13519.97,9319.444
0,0.0,28.0,11.0,1.0,0.0,1.0,1.0,824.3889,10033.91
0,7094.92,22.0,10.0,0.0,0.0,0.0,1.0,27864.36,10598.67
0,12359.31,44.0,9.0,1.0,0.0,1.0,1.0,12260.78,10857.24
0,0.0,21.0,9.0,1.0,0.0,0.0,1.0,31886.43,12357.22
0,0.0,28.0,11.0,1.0,0.0,0.0,1.0,17491.45,13371.25
0,16900.3,29.0,9.0,0.0,1.0,0.0,1.0,9594.308,16341.16
0,7343.964,25.0,9.0,1.0,0.0,1.0,1.0,24731.62,16946.63
0,5448.801,22.0,10.0,0.0,0.0,1.0,1.0,25720.92,23031.98
1,9930.046,37.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0
1,3595.894,22.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0
1,24909.45,30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,7506.146,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,289.7899,33.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
1,4056.494,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,8472.158,32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,2164.022,22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
1,12418.07,33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0
1,8173.908,19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1,17094.64,21.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
1,18739.93,27.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0
1,3023.879,17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
1,3228.503,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1,14581.86,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
1,7693.4,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1,10804.32,40.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,10747.35,26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,5149.501,41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6408.95,38.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1991.4,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,11163.17,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1,9642.999,29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0
1,9897.049,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,11142.87,27.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0
1,16218.04,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1,995.7002,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1,6551.592,48.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0
1,1574.424,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0
1,0.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,3191.753,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,20505.93,42.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
1,6181.88,25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
1,5911.551,23.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0
1,3094.156,46.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0
1,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1,1254.582,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,13188.83,19.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0
1,8061.485,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
1,2787.96,18.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0
1,3972.54,20.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0
1,0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1,12187.41,25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
1,4843.176,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,28.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
1,8087.487,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0
1,0.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,2348.973,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,590.7818,30.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0
1,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1,1067.506,37.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1,7284.986,41.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0
1,13167.52,42.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1048.432,22.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
1,1923.938,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
1,4666.236,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1,549.2984,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,762.9146,29.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0
1,10694.29,28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,23.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
1,8546.715,45.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0
1,7479.656,29.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1,647.2046,46.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,18.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
1,11965.81,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,9598.541,28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
1,18783.35,25.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0
1,18678.08,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1,23005.6,40.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,6456.697,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2321.107,18.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,4941.849,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,38.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,3881.284,23.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0
1,17230.96,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,8048.603,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0
1,14509.93,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0
1,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,9983.784,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,5587.503,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
