district_id,country_id,year,treatment,mining,price_index,exec_constraints,quality_of_govt,gdp_pc,elevation,temperature,ruggedness,distance_capital,agri_suitability,population,ethnic_frac,ntl_log,conflict
2,1,2009,0,0,0.0,6.0,0.7,5000.0,405.1272222969253,23.932795369982845,7.9391214485284,191691.0318739648,0.5555583870857896,63961.12126785649,0.775933129289581,-1.322077356961801,0
2,1,2010,0,0,0.0,6.0,0.7,5000.0,405.1272222969253,23.932795369982845,7.9391214485284,191691.0318739648,0.5555583870857896,63961.12126785649,0.775933129289581,-1.0619194430810548,0
2,1,2011,0,0,0.0,6.0,0.7,5000.0,405.1272222969253,23.932795369982845,7.9391214485284,191691.0318739648,0.5555583870857896,63961.12126785649,0.775933129289581,-0.835668900062547,0
2,1,2012,0,0,0.0,6.0,0.7,5000.0,405.1272222969253,23.932795369982845,7.9391214485284,191691.0318739648,0.5555583870857896,63961.12126785649,0.775933129289581,-0.8791919105469616,0
3,1,2003,0,0,0.0,6.0,0.7,5000.0,640.2528026756137,20.562830148467047,32.37501568164998,41270.45549104591,0.5756900602614545,56958.26519159129,0.7306614180597617,-0.6330332633660655,0
3,1,2004,0,0,0.0,6.0,0.7,5000.0,640.2528026756137,20.562830148467047,32.37501568164998,41270.45549104591,0.5756900602614545,56958.26519159129,0.7306614180597617,-0.6257403409422123,0
3,1,2005,0,0,0.0,6.0,0.7,5000.0,640.2528026756137,20.562830148467047,32.37501568164998,41270.45549104591,0.5756900602614545,56958.26519159129,0.7306614180597617,-0.4486857024339681,1
3,1,2006,0,0,0.0,6.0,0.7,5000.0,640.2528026756137,20.562830148467047,32.37501568164998,41270.45549104591,0.5756900602614545,56958.26519159129,0.7306614180597617,-0.45403945573966287,1
3,1,2007,0,0,0.0,6.0,0.7,5000.0,640.2528026756137,20.562830148467047,32.37501568164998,41270.45549104591,0.5756900602614545,56958.26519159129,0.7306614180597617,-0.32693219157748715,0
3,1,2008,0,0,0.0,6.0,0.7,5000.0,640.2528026756137,20.562830148467047,32.37501568164998,41270.45549104591,0.5756900602614545,56958.26519159129,0.7306614180597617,-0.5826149889200959,0
3,1,2009,0,0,0.0,6.0,0.7,5000.0,640.2528026756137,20.562830148467047,32.37501568164998,41270.45549104591,0.5756900602614545,56958.26519159129,0.7306614180597617,-0.476268663713665,0
3,1,2010,0,0,0.0,6.0,0.7,5000.0,640.2528026756137,20.562830148467047,32.37501568164998,41270.45549104591,0.5756900602614545,56958.26519159129,0.7306614180597617,-0.39425696343803457,0
3,1,2011,0,0,0.0,6.0,0.7,5000.0,640.2528026756137,20.562830148467047,32.37501568164998,41270.45549104591,0.5756900602614545,56958.26519159129,0.7306614180597617,-0.456721214570076,0
3,1,2012,0,0,0.0,6.0,0.7,5000.0,640.2528026756137,20.562830148467047,32.37501568164998,41270.45549104591,0.5756900602614545,56958.26519159129,0.7306614180597617,-0.5614339663971009,0
4,1,2003,0,0,0.0,6.0,0.7,5000.0,295.7211366788176,28.890165354696123,21.90941035862396,391407.9135661433,0.3295732899023541,101957.28046364289,0.23066263605106016,-1.1200241845970142,0
4,1,2004,0,0,0.0,6.0,0.7,5000.0,295.7211366788176,28.890165354696123,21.90941035862396,391407.9135661433,0.3295732899023541,101957.28046364289,0.23066263605106016,-1.211303150594563,1
4,1,2005,0,0,0.0,6.0,0.7,5000.0,295.7211366788176,28.890165354696123,21.90941035862396,391407.9135661433,0.3295732899023541,101957.28046364289,0.23066263605106016,-0.8715093435346143,0
4,1,2006,0,0,0.0,6.0,0.7,5000.0,295.7211366788176,28.890165354696123,21.90941035862396,391407.9135661433,0.3295732899023541,101957.28046364289,0.23066263605106016,-0.9704173445333606,0
4,1,2007,0,0,0.0,6.0,0.7,5000.0,295.7211366788176,28.890165354696123,21.90941035862396,391407.9135661433,0.3295732899023541,101957.28046364289,0.23066263605106016,-1.082706988671263,0
4,1,2008,0,0,0.0,6.0,0.7,5000.0,295.7211366788176,28.890165354696123,21.90941035862396,391407.9135661433,0.3295732899023541,101957.28046364289,0.23066263605106016,-1.05247475584322,0
4,1,2009,0,0,0.0,6.0,0.7,5000.0,295.7211366788176,28.890165354696123,21.90941035862396,391407.9135661433,0.3295732899023541,101957.28046364289,0.23066263605106016,-1.1595132329577689,0
4,1,2010,0,0,0.0,6.0,0.7,5000.0,295.7211366788176,28.890165354696123,21.90941035862396,391407.9135661433,0.3295732899023541,101957.28046364289,0.23066263605106016,-0.5822032157027719,1
4,1,2011,0,0,0.0,6.0,0.7,5000.0,295.7211366788176,28.890165354696123,21.90941035862396,391407.9135661433,0.3295732899023541,101957.28046364289,0.23066263605106016,-0.7772591336291248,0
4,1,2012,0,0,0.0,6.0,0.7,5000.0,295.7211366788176,28.890165354696123,21.90941035862396,391407.9135661433,0.3295732899023541,101957.28046364289,0.23066263605106016,-0.9826135559053892,0
5,1,2003,0,0,0.0,6.0,0.7,5000.0,623.8197834787966,25.72328401203153,67.83295201740923,484079.7688927629,0.29755145418569257,26535.195735887428,0.5286890678930656,-0.6558145155085885,0
5,1,2004,0,0,0.0,6.0,0.7,5000.0,623.8197834787966,25.72328401203153,67.83295201740923,484079.7688927629,0.29755145418569257,26535.195735887428,0.5286890678930656,-0.9680636553576862,0
5,1,2005,0,0,0.0,6.0,0.7,5000.0,623.8197834787966,25.72328401203153,67.83295201740923,484079.7688927629,0.29755145418569257,26535.195735887428,0.5286890678930656,-1.1495766096621511,0
5,1,2006,0,0,0.0,6.0,0.7,5000.0,623.8197834787966,25.72328401203153,67.83295201740923,484079.7688927629,0.29755145418569257,26535.195735887428,0.5286890678930656,-0.5126458806043098,0
5,1,2007,0,0,0.0,6.0,0.7,5000.0,623.8197834787966,25.72328401203153,67.83295201740923,484079.7688927629,0.29755145418569257,26535.195735887428,0.5286890678930656,-0.8722257003006213,0
5,1,2008,0,0,0.0,6.0,0.7,5000.0,623.8197834787966,25.72328401203153,67.83295201740923,484079.7688927629,0.29755145418569257,26535.195735887428,0.5286890678930656,-0.8101762254612904,0
5,1,2009,0,0,0.0,6.0,0.7,5000.0,623.8197834787966,25.72328401203153,67.83295201740923,484079.7688927629,0.29755145418569257,26535.195735887428,0.5286890678930656,-0.6676564478217987,1
5,1,2010,0,0,0.0,6.0,0.7,5000.0,623.8197834787966,25.72328401203153,67.83295201740923,484079.7688927629,0.29755145418569257,26535.195735887428,0.5286890678930656,-0.36230414721156434,0
5,1,2011,0,0,0.0,6.0,0.7,5000.0,623.8197834787966,25.72328401203153,67.83295201740923,484079.7688927629,0.29755145418569257,26535.195735887428,0.5286890678930656,-0.6129421301925151,0
5,1,2012,0,0,0.0,6.0,0.7,5000.0,623.8197834787966,25.72328401203153,67.83295201740923,484079.7688927629,0.29755145418569257,26535.195735887428,0.5286890678930656,-0.8877307344454006,0
6,1,2003,0,0,0.0,6.0,0.7,5000.0,838.6916878162674,23.5442101693805,8.196870460749437,121185.58103493322,0.5301185575649403,125901.37875997895,0.7828747372404863,-0.5498276526532545,0
6,1,2004,0,0,0.0,6.0,0.7,5000.0,838.6916878162674,23.5442101693805,8.196870460749437,121185.58103493322,0.5301185575649403,125901.37875997895,0.7828747372404863,-0.7770443347467305,0
6,1,2005,0,0,0.0,6.0,0.7,5000.0,838.6916878162674,23.5442101693805,8.196870460749437,121185.58103493322,0.5301185575649403,125901.37875997895,0.7828747372404863,-0.15381591079893303,0
6,1,2006,0,0,0.0,6.0,0.7,5000.0,838.6916878162674,23.5442101693805,8.196870460749437,121185.58103493322,0.5301185575649403,125901.37875997895,0.7828747372404863,-0.5960768341807721,0
6,1,2007,0,0,0.0,6.0,0.7,5000.0,838.6916878162674,23.5442101693805,8.196870460749437,121185.58103493322,0.5301185575649403,125901.37875997895,0.7828747372404863,-1.124555778155966,0
6,1,2008,0,0,0.0,6.0,0.7,5000.0,838.6916878162674,23.5442101693805,8.196870460749437,121185.58103493322,0.5301185575649403,125901.37875997895,0.7828747372404863,-0.446455660642381,0
6,1,2009,0,0,0.0,6.0,0.7,5000.0,838.6916878162674,23.5442101693805,8.196870460749437,121185.58103493322,0.5301185575649403,125901.37875997895,0.7828747372404863,-0.01964745561624237,0
6,1,2010,0,0,0.0,6.0,0.7,5000.0,838.6916878162674,23.5442101693805,8.196870460749437,121185.58103493322,0.5301185575649403,125901.37875997895,0.7828747372404863,-0.08181683154495217,0
6,1,2011,0,0,0.0,6.0,0.7,5000.0,838.6916878162674,23.5442101693805,8.196870460749437,121185.58103493322,0.5301185575649403,125901.37875997895,0.7828747372404863,0.011941668507841785,0
6,1,2012,0,0,0.0,6.0,0.7,5000.0,838.6916878162674,23.5442101693805,8.196870460749437,121185.58103493322,0.5301185575649403,125901.37875997895,0.7828747372404863,-0.6707369500266653,0
7,1,2003,0,0,0.0,6.0,0.7,5000.0,148.64144889123884,26.17261707322078,11.689805854226114,404334.5351734329,0.4233371618281457,74509.99800173422,0.6777468527824828,-0.8803553143737087,0
7,1,2004,0,0,0.0,6.0,0.7,5000.0,148.64144889123884,26.17261707322078,11.689805854226114,404334.5351734329,0.4233371618281457,74509.99800173422,0.6777468527824828,-1.2588920483020813,0
7,1,2005,0,0,0.0,6.0,0.7,5000.0,148.64144889123884,26.17261707322078,11.689805854226114,404334.5351734329,0.4233371618281457,74509.99800173422,0.6777468527824828,-0.9923210635136722,0
7,1,2006,0,0,0.0,6.0,0.7,5000.0,148.64144889123884,26.17261707322078,11.689805854226114,404334.5351734329,0.4233371618281457,74509.99800173422,0.6777468527824828,-1.3366315205528365,0
7,1,2007,0,0,0.0,6.0,0.7,5000.0,148.64144889123884,26.17261707322078,11.689805854226114,404334.5351734329,0.4233371618281457,74509.99800173422,0.6777468527824828,-1.1495073545885826,0
7,1,2008,0,0,0.0,6.0,0.7,5000.0,148.64144889123884,26.17261707322078,11.689805854226114,404334.5351734329,0.4233371618281457,74509.99800173422,0.6777468527824828,-1.1274550877088072,0
7,1,2009,0,0,0.0,6.0,0.7,5000.0,148.64144889123884,26.17261707322078,11.689805854226114,404334.5351734329,0.4233371618281457,74509.99800173422,0.6777468527824828,-0.7037545933322494,0
7,1,2010,0,0,0.0,6.0,0.7,5000.0,148.64144889123884,26.17261707322078,11.689805854226114,404334.5351734329,0.4233371618281457,74509.99800173422,0.6777468527824828,-0.6982136329504895,0
7,1,2011,0,0,0.0,6.0,0.7,5000.0,148.64144889123884,26.17261707322078,11.689805854226114,404334.5351734329,0.4233371618281457,74509.99800173422,0.6777468527824828,-0.7991884810351982,0
7,1,2012,0,0,0.0,6.0,0.7,5000.0,148.64144889123884,26.17261707322078,11.689805854226114,404334.5351734329,0.4233371618281457,74509.99800173422,0.6777468527824828,-1.1759987678817498,0
8,1,2003,0,0,0.0,6.0,0.7,5000.0,567.0786646324046,26.715654252287578,26.35158138977783,395592.9449760478,0.5262576451677081,13944.552094947247,0.7465103217153775,-1.0522848820404442,0
8,1,2004,0,0,0.0,6.0,0.7,5000.0,567.0786646324046,26.715654252287578,26.35158138977783,395592.9449760478,0.5262576451677081,13944.552094947247,0.7465103217153775,-1.1309041442886958,0
8,1,2005,0,0,0.0,6.0,0.7,5000.0,567.0786646324046,26.715654252287578,26.35158138977783,395592.9449760478,0.5262576451677081,13944.552094947247,0.7465103217153775,-0.6969560843793914,0
8,1,2006,0,0,0.0,6.0,0.7,5000.0,567.0786646324046,26.715654252287578,26.35158138977783,395592.9449760478,0.5262576451677081,13944.552094947247,0.7465103217153775,-0.5898288103487181,0
8,1,2007,0,0,0.0,6.0,0.7,5000.0,567.0786646324046,26.715654252287578,26.35158138977783,395592.9449760478,0.5262576451677081,13944.552094947247,0.7465103217153775,-0.5902786270452934,0
8,1,2008,0,0,0.0,6.0,0.7,5000.0,567.0786646324046,26.715654252287578,26.35158138977783,395592.9449760478,0.5262576451677081,13944.552094947247,0.7465103217153775,-1.0131798784072692,0
8,1,2009,0,0,0.0,6.0,0.7,5000.0,567.0786646324046,26.715654252287578,26.35158138977783,395592.9449760478,0.5262576451677081,13944.552094947247,0.7465103217153775,-1.4792583041253842,0
8,1,2010,0,0,0.0,6.0,0.7,5000.0,567.0786646324046,26.715654252287578,26.35158138977783,395592.9449760478,0.5262576451677081,13944.552094947247,0.7465103217153775,-1.2061154980855278,0
8,1,2011,0,0,0.0,6.0,0.7,5000.0,567.0786646324046,26.715654252287578,26.35158138977783,395592.9449760478,0.5262576451677081,13944.552094947247,0.7465103217153775,-0.3789682790324621,0
8,1,2012,0,0,0.0,6.0,0.7,5000.0,567.0786646324046,26.715654252287578,26.35158138977783,395592.9449760478,0.5262576451677081,13944.552094947247,0.7465103217153775,-0.8046887583829702,0
9,1,2003,0,0,0.0,6.0,0.7,5000.0,358.8882037121614,21.44448860702663,19.497154975466326,66119.73603262698,0.22683377686135137,157672.96964149948,0.5956652745368322,-1.064185596422501,0
9,1,2004,0,0,0.0,6.0,0.7,5000.0,358.8882037121614,21.44448860702663,19.497154975466326,66119.73603262698,0.22683377686135137,157672.96964149948,0.5956652745368322,-0.43583936849716437,0
9,1,2005,0,0,0.0,6.0,0.7,5000.0,358.8882037121614,21.44448860702663,19.497154975466326,66119.73603262698,0.22683377686135137,157672.96964149948,0.5956652745368322,-0.5002144554841411,0
9,1,2006,0,0,0.0,6.0,0.7,5000.0,358.8882037121614,21.44448860702663,19.497154975466326,66119.73603262698,0.22683377686135137,157672.96964149948,0.5956652745368322,-0.7803922613762763,0
9,1,2007,0,0,0.0,6.0,0.7,5000.0,358.8882037121614,21.44448860702663,19.497154975466326,66119.73603262698,0.22683377686135137,157672.96964149948,0.5956652745368322,-0.8298552146222163,0
9,1,2008,0,0,0.0,6.0,0.7,5000.0,358.8882037121614,21.44448860702663,19.497154975466326,66119.73603262698,0.22683377686135137,157672.96964149948,0.5956652745368322,-0.7595297450595042,0
9,1,2009,0,0,0.0,6.0,0.7,5000.0,358.8882037121614,21.44448860702663,19.497154975466326,66119.73603262698,0.22683377686135137,157672.96964149948,0.5956652745368322,-0.6397137422593564,0
9,1,2010,0,0,0.0,6.0,0.7,5000.0,358.8882037121614,21.44448860702663,19.497154975466326,66119.73603262698,0.22683377686135137,157672.96964149948,0.5956652745368322,-0.2664926215263209,0
9,1,2011,0,0,0.0,6.0,0.7,5000.0,358.8882037121614,21.44448860702663,19.497154975466326,66119.73603262698,0.22683377686135137,157672.96964149948,0.5956652745368322,-0.5308875857969162,0
9,1,2012,0,0,0.0,6.0,0.7,5000.0,358.8882037121614,21.44448860702663,19.497154975466326,66119.73603262698,0.22683377686135137,157672.96964149948,0.5956652745368322,-0.42499718359643757,0
10,1,2003,0,0,0.0,6.0,0.7,5000.0,399.5344910042676,24.65101226042002,36.724446627185564,284011.50876525266,0.5586694470399851,42246.421363890106,0.5057021724626536,-0.6362365085169739,0
10,1,2004,0,0,0.0,6.0,0.7,5000.0,399.5344910042676,24.65101226042002,36.724446627185564,284011.50876525266,0.5586694470399851,42246.421363890106,0.5057021724626536,-1.1909730360406214,0
10,1,2005,0,0,0.0,6.0,0.7,5000.0,399.5344910042676,24.65101226042002,36.724446627185564,284011.50876525266,0.5586694470399851,42246.421363890106,0.5057021724626536,-0.679838562666006,0
10,1,2006,0,0,0.0,6.0,0.7,5000.0,399.5344910042676,24.65101226042002,36.724446627185564,284011.50876525266,0.5586694470399851,42246.421363890106,0.5057021724626536,-0.9121962244499197,0
10,1,2007,0,0,0.0,6.0,0.7,5000.0,399.5344910042676,24.65101226042002,36.724446627185564,284011.50876525266,0.5586694470399851,42246.421363890106,0.5057021724626536,-1.4375778347277084,0
10,1,2008,0,0,0.0,6.0,0.7,5000.0,399.5344910042676,24.65101226042002,36.724446627185564,284011.50876525266,0.5586694470399851,42246.421363890106,0.5057021724626536,-1.3105964212809698,0
10,1,2009,0,0,0.0,6.0,0.7,5000.0,399.5344910042676,24.65101226042002,36.724446627185564,284011.50876525266,0.5586694470399851,42246.421363890106,0.5057021724626536,-1.0030834386641883,0
10,1,2010,0,0,0.0,6.0,0.7,5000.0,399.5344910042676,24.65101226042002,36.724446627185564,284011.50876525266,0.5586694470399851,42246.421363890106,0.5057021724626536,-0.5857482286363714,1
10,1,2011,0,0,0.0,6.0,0.7,5000.0,399.5344910042676,24.65101226042002,36.724446627185564,284011.50876525266,0.5586694470399851,42246.421363890106,0.5057021724626536,-0.6601041444494427,0
10,1,2012,0,0,0.0,6.0,0.7,5000.0,399.5344910042676,24.65101226042002,36.724446627185564,284011.50876525266,0.5586694470399851,42246.421363890106,0.5057021724626536,-0.6124623589906008,0
11,1,2003,0,0,0.0,6.0,0.7,5000.0,757.3927643771461,23.23478270047354,0.0,124630.34807401696,0.21610954279967776,98435.88918701635,0.40551563043667854,-0.254235660101503,0
11,1,2004,0,0,0.0,6.0,0.7,5000.0,757.3927643771461,23.23478270047354,0.0,124630.34807401696,0.21610954279967776,98435.88918701635,0.40551563043667854,-1.029243934488129,0
11,1,2005,0,0,0.0,6.0,0.7,5000.0,757.3927643771461,23.23478270047354,0.0,124630.34807401696,0.21610954279967776,98435.88918701635,0.40551563043667854,-0.6888298693191068,0
11,1,2006,0,0,0.0,6.0,0.7,5000.0,757.3927643771461,23.23478270047354,0.0,124630.34807401696,0.21610954279967776,98435.88918701635,0.40551563043667854,-0.5758626500697221,0
11,1,2007,0,0,0.0,6.0,0.7,5000.0,757.3927643771461,23.23478270047354,0.0,124630.34807401696,0.21610954279967776,98435.88918701635,0.40551563043667854,-0.8060398099077599,0
11,1,2008,0,0,0.0,6.0,0.7,5000.0,757.3927643771461,23.23478270047354,0.0,124630.34807401696,0.21610954279967776,98435.88918701635,0.40551563043667854,-0.5848898445024407,0
11,1,2009,0,0,0.0,6.0,0.7,5000.0,757.3927643771461,23.23478270047354,0.0,124630.34807401696,0.21610954279967776,98435.88918701635,0.40551563043667854,-0.9619588642942623,0
11,1,2010,0,0,0.0,6.0,0.7,5000.0,757.3927643771461,23.23478270047354,0.0,124630.34807401696,0.21610954279967776,98435.88918701635,0.40551563043667854,-0.1794949764544191,0
11,1,2011,0,0,0.0,6.0,0.7,5000.0,757.3927643771461,23.23478270047354,0.0,124630.34807401696,0.21610954279967776,98435.88918701635,0.40551563043667854,-0.6723751689057844,1
11,1,2012,0,0,0.0,6.0,0.7,5000.0,757.3927643771461,23.23478270047354,0.0,124630.34807401696,0.21610954279967776,98435.88918701635,0.40551563043667854,0.03587851042144974,1
12,1,2003,1,1,0.2561045052395555,6.0,0.7,5000.0,707.1456062203305,22.290989414653865,28.170793821534286,335513.6347604199,0.33813069205595236,94539.71006613548,0.31688104393539274,-0.42189342477210706,0
12,1,2004,1,1,0.4330731292014361,6.0,0.7,5000.0,707.1456062203305,22.290989414653865,28.170793821534286,335513.6347604199,0.33813069205595236,94539.71006613548,0.31688104393539274,-0.1267614524429475,0
12,1,2005,1,1,0.5368831350752796,6.0,0.7,5000.0,707.1456062203305,22.290989414653865,28.170793821534286,335513.6347604199,0.33813069205595236,94539.71006613548,0.31688104393539274,-0.3671005610405319,0
12,1,2006,2,1,0.6895969550246244,6.0,0.7,5000.0,707.1456062203305,22.290989414653865,28.170793821534286,335513.6347604199,0.33813069205595236,94539.71006613548,0.31688104393539274,-0.28146080185787575,0
12,1,2007,2,1,0.8564973756517822,6.0,0.7,5000.0,707.1456062203305,22.290989414653865,28.170793821534286,335513.6347604199,0.33813069205595236,94539.71006613548,0.31688104393539274,-0.38978217709824525,0
12,1,2008,3,1,1.0674862816685362,6.0,0.7,5000.0,707.1456062203305,22.290989414653865,28.170793821534286,335513.6347604199,0.33813069205595236,94539.71006613548,0.31688104393539274,0.06600613854882613,0
12,1,2009,1,1,0.4376402563268882,6.0,0.7,5000.0,707.1456062203305,22.290989414653865,28.170793821534286,335513.6347604199,0.33813069205595236,94539.71006613548,0.31688104393539274,-0.15427517018923148,1
12,1,2010,2,1,0.8227773647115008,6.0,0.7,5000.0,707.1456062203305,22.290989414653865,28.170793821534286,335513.6347604199,0.33813069205595236,94539.71006613548,0.31688104393539274,-0.34983947102153823,0
12,1,2011,3,1,1.2903605374871383,6.0,0.7,5000.0,707.1456062203305,22.290989414653865,28.170793821534286,335513.6347604199,0.33813069205595236,94539.71006613548,0.31688104393539274,0.09496405224228566,0
12,1,2012,3,1,1.2956986683751708,6.0,0.7,5000.0,707.1456062203305,22.290989414653865,28.170793821534286,335513.6347604199,0.33813069205595236,94539.71006613548,0.31688104393539274,0.0037004396929782857,0
13,1,2003,0,0,0.0,6.0,0.7,5000.0,391.08384603047847,22.473048424006684,1.0832070882192077,236319.84282317982,0.30611953195945524,60626.909140888856,0.30661847189921787,-0.3412126395925731,0
13,1,2004,0,0,0.0,6.0,0.7,5000.0,391.08384603047847,22.473048424006684,1.0832070882192077,236319.84282317982,0.30611953195945524,60626.909140888856,0.30661847189921787,-0.9085613494741873,0
13,1,2005,0,0,0.0,6.0,0.7,5000.0,391.08384603047847,22.473048424006684,1.0832070882192077,236319.84282317982,0.30611953195945524,60626.909140888856,0.30661847189921787,-0.4698206190721429,0
13,1,2006,0,0,0.0,6.0,0.7,5000.0,391.08384603047847,22.473048424006684,1.0832070882192077,236319.84282317982,0.30611953195945524,60626.909140888856,0.30661847189921787,-0.8750342396982049,0
13,1,2007,0,0,0.0,6.0,0.7,5000.0,391.08384603047847,22.473048424006684,1.0832070882192077,236319.84282317982,0.30611953195945524,60626.909140888856,0.30661847189921787,-0.7313067466125558,0
13,1,2008,0,0,0.0,6.0,0.7,5000.0,391.08384603047847,22.473048424006684,1.0832070882192077,236319.84282317982,0.30611953195945524,60626.909140888856,0.30661847189921787,-1.0964696749076,0
13,1,2009,0,0,0.0,6.0,0.7,5000.0,391.08384603047847,22.473048424006684,1.0832070882192077,236319.84282317982,0.30611953195945524,60626.909140888856,0.30661847189921787,-0.8478968049632489,0
13,1,2010,0,0,0.0,6.0,0.7,5000.0,391.08384603047847,22.473048424006684,1.0832070882192077,236319.84282317982,0.30611953195945524,60626.909140888856,0.30661847189921787,-0.6534949892989711,0
13,1,2011,0,0,0.0,6.0,0.7,5000.0,391.08384603047847,22.473048424006684,1.0832070882192077,236319.84282317982,0.30611953195945524,60626.909140888856,0.30661847189921787,-0.2796276992563161,0
13,1,2012,0,0,0.0,6.0,0.7,5000.0,391.08384603047847,22.473048424006684,1.0832070882192077,236319.84282317982,0.30611953195945524,60626.909140888856,0.30661847189921787,-0.590632962577215,0
14,1,2003,0,0,0.0,6.0,0.7,5000.0,633.9593528089832,26.661540435891144,23.030290309811527,157740.92368245948,0.3840563578187202,11077.43644821392,0.2613549435212707,-0.5841602331030009,0
14,1,2004,0,0,0.0,6.0,0.7,5000.0,633.9593528089832,26.661540435891144,23.030290309811527,157740.92368245948,0.3840563578187202,11077.43644821392,0.2613549435212707,-0.7399080458505207,0
14,1,2005,0,0,0.0,6.0,0.7,5000.0,633.9593528089832,26.661540435891144,23.030290309811527,157740.92368245948,0.3840563578187202,11077.43644821392,0.2613549435212707,-0.46323998853507925,0
14,1,2006,0,0,0.0,6.0,0.7,5000.0,633.9593528089832,26.661540435891144,23.030290309811527,157740.92368245948,0.3840563578187202,11077.43644821392,0.2613549435212707,-0.8548508777275147,0
14,1,2007,0,0,0.0,6.0,0.7,5000.0,633.9593528089832,26.661540435891144,23.030290309811527,157740.92368245948,0.3840563578187202,11077.43644821392,0.2613549435212707,-0.21253464573829972,0
14,1,2008,0,0,0.0,6.0,0.7,5000.0,633.9593528089832,26.661540435891144,23.030290309811527,157740.92368245948,0.3840563578187202,11077.43644821392,0.2613549435212707,-0.9014393741297815,0
14,1,2009,0,0,0.0,6.0,0.7,5000.0,633.9593528089832,26.661540435891144,23.030290309811527,157740.92368245948,0.3840563578187202,11077.43644821392,0.2613549435212707,-0.941705781950668,0
14,1,2010,0,0,0.0,6.0,0.7,5000.0,633.9593528089832,26.661540435891144,23.030290309811527,157740.92368245948,0.3840563578187202,11077.43644821392,0.2613549435212707,-1.0226035358235093,0
14,1,2011,0,0,0.0,6.0,0.7,5000.0,633.9593528089832,26.661540435891144,23.030290309811527,157740.92368245948,0.3840563578187202,11077.43644821392,0.2613549435212707,-0.1073341555117332,0
14,1,2012,0,0,0.0,6.0,0.7,5000.0,633.9593528089832,26.661540435891144,23.030290309811527,157740.92368245948,0.3840563578187202,11077.43644821392,0.2613549435212707,-0.45522843024677634,1
15,1,2003,0,0,0.0,6.0,0.7,5000.0,103.1901162936793,20.01101268959407,32.99548453446873,352856.4955672673,0.3243674891921221,219526.51419161333,0.7451256327760563,-1.0313717812692191,0
