i,j,from_nuts1,to_nuts1,from_country,to_country,from_group,to_group,same_country,same_group,pip,w_mean,mult,is_queen,is_knn,dist_km
2,5,AT2,BE2,AT,BE,Western,Western,FALSE,TRUE,0.08,0.008601,0.017632,FALSE,FALSE,903.85537
2,6,AT2,BE3,AT,BE,Western,Western,FALSE,TRUE,0.12,0.021986,0.030262,FALSE,FALSE,800.49044
2,7,AT2,BG3,AT,BG,Western,CEE,FALSE,FALSE,0.12,0.018468,0.021942,FALSE,FALSE,896.106667
2,8,AT2,BG4,AT,BG,Western,CEE,FALSE,FALSE,0.12,0.011769,0.020692,FALSE,FALSE,925.846005
2,9,AT2,CY0,AT,CY,Western,Southern,FALSE,FALSE,0.11,0.019246,0.024325,FALSE,FALSE,2007.827924
2,10,AT2,CZ0,AT,CZ,Western,CEE,FALSE,FALSE,0.07,0.007617,0.027449,FALSE,TRUE,301.858039
2,11,AT2,DE1,AT,DE,Western,Western,FALSE,TRUE,0.13,0.016288,0.025715,FALSE,FALSE,477.25939
2,12,AT2,DE2,AT,DE,Western,Western,FALSE,TRUE,0.16,0.014301,0.026084,FALSE,TRUE,296.99169
2,13,AT2,DE3,AT,DE,Western,Western,FALSE,TRUE,0.11,0.011113,0.0193,FALSE,FALSE,616.29563
2,14,AT2,DE4,AT,DE,Western,Western,FALSE,TRUE,0.06,0.005738,0.018144,FALSE,FALSE,623.471849
2,15,AT2,DE5,AT,DE,Western,Western,FALSE,TRUE,0.09,0.008439,0.01726,FALSE,FALSE,803.613689
2,16,AT2,DE6,AT,DE,Western,Western,FALSE,TRUE,0.11,0.008814,0.016671,FALSE,FALSE,807.675321
2,17,AT2,DE7,AT,DE,Western,Western,FALSE,TRUE,0.18,0.032182,0.033208,FALSE,FALSE,583.394303
2,18,AT2,DE8,AT,DE,Western,Western,FALSE,TRUE,0.12,0.011395,0.022163,FALSE,FALSE,779.89987
2,19,AT2,DE9,AT,DE,Western,Western,FALSE,TRUE,0.18,0.017654,0.026466,FALSE,FALSE,757.365753
2,20,AT2,DEA,AT,DE,Western,Western,FALSE,TRUE,0.09,0.00928,0.01997,FALSE,FALSE,724.135332
2,21,AT2,DEB,AT,DE,Western,Western,FALSE,TRUE,0.13,0.014447,0.02485,FALSE,FALSE,652.44858
2,22,AT2,DEC,AT,DE,Western,Western,FALSE,TRUE,0.16,0.0212,0.033501,FALSE,FALSE,649.035799
2,23,AT2,DED,AT,DE,Western,Western,FALSE,TRUE,0.17,0.016421,0.02876,FALSE,FALSE,440.279948
2,24,AT2,DEE,AT,DE,Western,Western,FALSE,TRUE,0.11,0.012337,0.021289,FALSE,FALSE,597.055328
2,25,AT2,DEF,AT,DE,Western,Western,FALSE,TRUE,0.14,0.015506,0.026636,FALSE,FALSE,862.100767
2,26,AT2,DEG,AT,DE,Western,Western,FALSE,TRUE,0.09,0.009041,0.021403,FALSE,FALSE,505.26657
2,27,AT2,DK0,AT,DK,Western,Northern,FALSE,FALSE,0.09,0.008378,0.016636,FALSE,FALSE,1092.185172
2,28,AT2,EE0,AT,EE,Western,Baltics,FALSE,FALSE,0.19,0.021251,0.025502,FALSE,FALSE,1479.696133
2,29,AT2,EL3,AT,EL,Western,Southern,FALSE,FALSE,0.06,0.004397,0.046172,FALSE,FALSE,1219.903072
2,30,AT2,EL4,AT,EL,Western,Southern,FALSE,FALSE,0.07,0.00779,0.039307,FALSE,FALSE,1537.924621
2,31,AT2,EL5,AT,EL,Western,Southern,FALSE,FALSE,0.01,0.00125,0.046457,FALSE,FALSE,900.694546
2,32,AT2,EL6,AT,EL,Western,Southern,FALSE,FALSE,0.1,0.008982,0.051914,FALSE,FALSE,1047.4172819999999
2,33,AT2,ES1,AT,ES,Western,Southern,FALSE,FALSE,0.05,0.004288,0.016001,FALSE,FALSE,1601.346256
2,34,AT2,ES2,AT,ES,Western,Southern,FALSE,FALSE,0.07,0.005233,0.018223,FALSE,FALSE,1373.054071
2,35,AT2,ES3,AT,ES,Western,Southern,FALSE,FALSE,0.1,0.008568,0.019399,FALSE,FALSE,1672.002118
2,36,AT2,ES4,AT,ES,Western,Southern,FALSE,FALSE,0.08,0.012163,0.023316,FALSE,FALSE,1817.761694
2,37,AT2,ES5,AT,ES,Western,Southern,FALSE,FALSE,0.08,0.009214,0.022887,FALSE,FALSE,1276.386665
2,38,AT2,ES6,AT,ES,Western,Southern,FALSE,FALSE,0.04,0.005012,0.020733,FALSE,FALSE,1867.493945
2,39,AT2,ES7,AT,ES,Western,Southern,FALSE,FALSE,0.12,0.011074,0.018515,FALSE,FALSE,3409.885369
2,40,AT2,FI1,AT,FI,Western,Northern,FALSE,FALSE,0.13,0.012782,0.024852,FALSE,FALSE,2102.089844
2,41,AT2,FI2,AT,FI,Western,Northern,FALSE,FALSE,0.13,0.011201,0.01448,FALSE,FALSE,1497.065805
2,42,AT2,FR1,AT,FR,Western,Western,FALSE,TRUE,0.06,0.005093,0.016106,FALSE,FALSE,948.596424
2,43,AT2,FRB,AT,FR,Western,Western,FALSE,TRUE,0.14,0.014701,0.026922,FALSE,FALSE,1015.965751
2,44,AT2,FRC,AT,FR,Western,Western,FALSE,TRUE,0.11,0.014034,0.028222,FALSE,FALSE,761.250628
2,45,AT2,FRD,AT,FR,Western,Western,FALSE,TRUE,0.09,0.006084,0.0156,FALSE,FALSE,1134.999375
2,46,AT2,FRE,AT,FR,Western,Western,FALSE,TRUE,0.1,0.013904,0.024523,FALSE,FALSE,945.625302
2,47,AT2,FRF,AT,FR,Western,Western,FALSE,TRUE,0.08,0.019564,0.028339,FALSE,FALSE,713.540901
2,48,AT2,FRG,AT,FR,Western,Western,FALSE,TRUE,0.13,0.015319,0.026712,FALSE,FALSE,1215.72932
2,49,AT2,FRH,AT,FR,Western,Western,FALSE,TRUE,0.11,0.029062,0.033935,FALSE,FALSE,1337.943307
2,50,AT2,FRI,AT,FR,Western,Western,FALSE,TRUE,0.16,0.035589,0.047397,FALSE,FALSE,1145.658604
2,51,AT2,FRJ,AT,FR,Western,Western,FALSE,TRUE,0.09,0.00929,0.018283,FALSE,FALSE,1065.415992
2,52,AT2,FRK,AT,FR,Western,Western,FALSE,TRUE,0.11,0.021383,0.027673,FALSE,FALSE,814.811774
2,53,AT2,FRL,AT,FR,Western,Western,FALSE,TRUE,0.07,0.008764,0.017577,FALSE,FALSE,774.191354
2,54,AT2,FRM,AT,FR,Western,Western,FALSE,TRUE,0.15,0.014076,0.021335,FALSE,FALSE,726.240663
2,55,AT2,HU1,AT,HU,Western,CEE,FALSE,FALSE,0.09,0.007951,0.041671,FALSE,FALSE,328.973513
2,56,AT2,HU2,AT,HU,Western,CEE,FALSE,FALSE,0.08,0.008756,0.021987,FALSE,TRUE,198.970824
2,57,AT2,HU3,AT,HU,Western,CEE,FALSE,FALSE,0.04,0.003024,0.049939,FALSE,FALSE,445.765117
2,58,AT2,IE0,AT,IE,Western,Western,FALSE,TRUE,0.13,0.010674,0.013976,FALSE,FALSE,1764.49956
2,59,AT2,ITC,AT,IT,Western,Southern,FALSE,FALSE,0.05,0.004775,0.015555,FALSE,FALSE,517.479727
2,60,AT2,ITF,AT,IT,Western,Southern,FALSE,FALSE,0.07,0.005699,0.01628,FALSE,FALSE,745.383652
2,61,AT2,ITG,AT,IT,Western,Southern,FALSE,FALSE,0.06,0.00737,0.016489,FALSE,FALSE,1054.901934
2,62,AT2,ITH,AT,IT,Western,Southern,FALSE,FALSE,0.08,0.011196,0.018244,TRUE,TRUE,322.501735
2,63,AT2,ITI,AT,IT,Western,Southern,FALSE,FALSE,0.05,0.005649,0.016761,FALSE,FALSE,516.067642
2,64,AT2,LT0,AT,LT,Western,Baltics,FALSE,FALSE,0.09,0.010739,0.035802,FALSE,FALSE,1092.944673
2,65,AT2,LU0,AT,LU,Western,Western,FALSE,TRUE,0.1,0.014775,0.020244,FALSE,FALSE,725.517995
2,66,AT2,LV0,AT,LV,Western,Baltics,FALSE,FALSE,0.18,0.01715,0.033065,FALSE,FALSE,1310.729258
2,67,AT2,MT0,AT,MT,Western,Southern,FALSE,FALSE,0.11,0.009489,0.019833,FALSE,FALSE,1222.645201
2,68,AT2,NL1,AT,NL,Western,Western,FALSE,TRUE,0.06,0.006067,0.014572,FALSE,FALSE,910.056367
2,69,AT2,NL2,AT,NL,Western,Western,FALSE,TRUE,0.11,0.01444,0.021766,FALSE,FALSE,859.000745
2,70,AT2,NL3,AT,NL,Western,Western,FALSE,TRUE,0.13,0.014939,0.022089,FALSE,FALSE,941.618951
2,71,AT2,NL4,AT,NL,Western,Western,FALSE,TRUE,0.14,0.017931,0.028334,FALSE,FALSE,825.686563
2,72,AT2,PL2,AT,PL,Western,CEE,FALSE,FALSE,0.01,0.001667,0.060561,FALSE,FALSE,487.913846
2,73,AT2,PL4,AT,PL,Western,CEE,FALSE,FALSE,0.03,0.002469,0.063035,FALSE,FALSE,654.283741
2,74,AT2,PL5,AT,PL,Western,CEE,FALSE,FALSE,0.05,0.003422,0.017438,FALSE,FALSE,447.127988
2,75,AT2,PL6,AT,PL,Western,CEE,FALSE,FALSE,0.03,0.002475,0.050413,FALSE,FALSE,781.53077
2,76,AT2,PL7,AT,PL,Western,CEE,FALSE,FALSE,0.06,0.006168,0.014195,FALSE,FALSE,574.861337
2,77,AT2,PL8,AT,PL,Western,CEE,FALSE,FALSE,0.06,0.003926,0.041169,FALSE,FALSE,761.858182
2,78,AT2,PL9,AT,PL,Western,CEE,FALSE,FALSE,0.06,0.00449,0.023386,FALSE,FALSE,740.111211
2,79,AT2,PT1,AT,PT,Western,Southern,FALSE,FALSE,0.07,0.006711,0.017613,FALSE,FALSE,2068.090807
2,80,AT2,PT2,AT,PT,Western,Southern,FALSE,FALSE,0.08,0.009617,0.01627,FALSE,FALSE,3424.622682
2,81,AT2,PT3,AT,PT,Western,Southern,FALSE,FALSE,0.12,0.013438,0.017543,FALSE,FALSE,3110.019839
2,82,AT2,RO1,AT,RO,Western,CEE,FALSE,FALSE,0.12,0.013208,0.08123,FALSE,FALSE,673.866225
2,83,AT2,RO2,AT,RO,Western,CEE,FALSE,FALSE,0.07,0.007569,0.031558,FALSE,FALSE,944.45819
2,84,AT2,RO3,AT,RO,Western,CEE,FALSE,FALSE,0.04,0.004141,0.04243,FALSE,FALSE,911.516523
2,85,AT2,RO4,AT,RO,Western,CEE,FALSE,FALSE,0.05,0.003851,0.042388,FALSE,FALSE,628.91182
2,86,AT2,SE1,AT,SE,Western,Northern,FALSE,FALSE,0.14,0.012917,0.042792,FALSE,FALSE,1349.070166
2,87,AT2,SE2,AT,SE,Western,Northern,FALSE,FALSE,0.09,0.007235,0.068568,FALSE,FALSE,1131.512685
2,88,AT2,SE3,AT,SE,Western,Northern,FALSE,FALSE,0.05,0.006067,0.04776,FALSE,FALSE,1873.399879
2,89,AT2,SI0,AT,SI,Western,CEE,FALSE,FALSE,0.08,0.008917,0.019566,TRUE,TRUE,106.705994
2,90,AT2,SK0,AT,SK,Western,CEE,FALSE,FALSE,0.11,0.012948,0.018918,FALSE,FALSE,334.55361
3,1,AT3,AT1,AT,AT,Western,Western,TRUE,TRUE,0.14,0.013258,0.02112,TRUE,TRUE,187.784521
3,2,AT3,AT2,AT,AT,Western,Western,TRUE,TRUE,0.2,0.015165,0.025021,TRUE,TRUE,142.419959
3,4,AT3,BE1,AT,BE,Western,Western,FALSE,TRUE,0.19,0.016706,0.022598,FALSE,FALSE,741.280922
3,5,AT3,BE2,AT,BE,Western,Western,FALSE,TRUE,0.14,0.010647,0.019874,FALSE,FALSE,761.676502
3,6,AT3,BE3,AT,BE,Western,Western,FALSE,TRUE,0.15,0.016462,0.025266,FALSE,FALSE,658.100111
3,7,AT3,BG3,AT,BG,Western,CEE,FALSE,FALSE,0.24,0.019323,0.022633,FALSE,FALSE,1037.701293
3,8,AT3,BG4,AT,BG,Western,CEE,FALSE,FALSE,0.14,0.008883,0.019577,FALSE,FALSE,1068.095872
3,9,AT3,CY0,AT,CY,Western,Southern,FALSE,FALSE,0.12,0.008301,0.016842,FALSE,FALSE,2150.008479
3,10,AT3,CZ0,AT,CZ,Western,CEE,FALSE,FALSE,0.14,0.015072,0.031381,TRUE,TRUE,284.295375
3,11,AT3,DE1,AT,DE,Western,Western,FALSE,TRUE,0.13,0.00941,0.021761,TRUE,FALSE,336.044129
3,12,AT3,DE2,AT,DE,Western,Western,FALSE,TRUE,0.16,0.012571,0.024017,TRUE,TRUE,161.899184
3,13,AT3,DE3,AT,DE,Western,Western,FALSE,TRUE,0.19,0.013492,0.020176,FALSE,FALSE,534.897251
3,14,AT3,DE4,AT,DE,Western,Western,FALSE,TRUE,0.15,0.010507,0.018974,FALSE,FALSE,532.435657
3,15,AT3,DE5,AT,DE,Western,Western,FALSE,TRUE,0.13,0.009263,0.017979,FALSE,FALSE,682.15602
3,16,AT3,DE6,AT,DE,Western,Western,FALSE,TRUE,0.07,0.004167,0.01272,FALSE,FALSE,696.758135
3,17,AT3,DE7,AT,DE,Western,Western,FALSE,TRUE,0.09,0.007474,0.016061,FALSE,FALSE,446.343318
3,18,AT3,DE8,AT,DE,Western,Western,FALSE,TRUE,0.15,0.012506,0.021648,FALSE,FALSE,691.028347
3,19,AT3,DE9,AT,DE,Western,Western,FALSE,TRUE,0.2,0.018425,0.026994,FALSE,FALSE,632.650016
3,20,AT3,DEA,AT,DE,Western,Western,FALSE,TRUE,0.12,0.008828,0.021483,FALSE,FALSE,587.170652
3,21,AT3,DEB,AT,DE,Western,Western,FALSE,TRUE,0.17,0.011593,0.021007,FALSE,FALSE,510.125591
3,22,AT3,DEC,AT,DE,Western,Western,FALSE,TRUE,0.16,0.011209,0.024601,FALSE,FALSE,507.05781
3,23,AT3,DED,AT,DE,Western,Western,FALSE,TRUE,0.13,0.012466,0.023198,FALSE,FALSE,355.552819
3,24,AT3,DEE,AT,DE,Western,Western,FALSE,TRUE,0.16,0.014878,0.021775,FALSE,FALSE,491.370396
3,25,AT3,DEF,AT,DE,Western,Western,FALSE,TRUE,0.17,0.011492,0.022416,FALSE,FALSE,753.160687
3,26,AT3,DEG,AT,DE,Western,Western,FALSE,TRUE,0.22,0.018126,0.025279,FALSE,FALSE,386.016139
3,27,AT3,DK0,AT,DK,Western,Northern,FALSE,FALSE,0.2,0.015573,0.021536,FALSE,FALSE,988.476019
3,28,AT3,EE0,AT,EE,Western,Baltics,FALSE,FALSE,0.15,0.010079,0.016263,FALSE,FALSE,1470.838205
3,29,AT3,EL3,AT,EL,Western,Southern,FALSE,FALSE,0.1,0.005226,0.047977,FALSE,FALSE,1353.326915
3,30,AT3,EL4,AT,EL,Western,Southern,FALSE,FALSE,0.09,0.005084,0.039777,FALSE,FALSE,1668.348709
3,31,AT3,EL5,AT,EL,Western,Southern,FALSE,FALSE,0.11,0.009657,0.051274,FALSE,FALSE,1035.776534
3,32,AT3,EL6,AT,EL,Western,Southern,FALSE,FALSE,0.09,0.008177,0.049067,FALSE,FALSE,1179.244602
3,33,AT3,ES1,AT,ES,Western,Southern,FALSE,FALSE,0.17,0.011698,0.021187,FALSE,FALSE,1491.5556
3,34,AT3,ES2,AT,ES,Western,Southern,FALSE,FALSE,0.14,0.01098,0.022232,FALSE,FALSE,1284.840473
3,35,AT3,ES3,AT,ES,Western,Southern,FALSE,FALSE,0.19,0.013025,0.021394,FALSE,FALSE,1581.162913
3,36,AT3,ES4,AT,ES,Western,Southern,FALSE,FALSE,0.2,0.015326,0.026859,FALSE,FALSE,1723.041422
3,37,AT3,ES5,AT,ES,Western,Southern,FALSE,FALSE,0.11,0.01883,0.030296,FALSE,FALSE,1225.698883
3,38,AT3,ES6,AT,ES,Western,Southern,FALSE,FALSE,0.17,0.014286,0.030721,FALSE,FALSE,1794.117826
3,39,AT3,ES7,AT,ES,Western,Southern,FALSE,FALSE,0.12,0.007394,0.016051,FALSE,FALSE,3330.505346
