nuts1,country,country_group,n_years,mean_growth,sd_growth,min_growth,max_growth,init_gdp_pw_2001,mean_loweduc,mean_higheduc
BE2,BE,Western,19,0.023592401094752708,0.014241484782197507,-0.01681766928709827,0.043800977881190306,11.032562566504415,29.11578947368421,33.45263157894737
BE3,BE,Western,19,0.02329789710353459,0.014291130795864793,-0.019810693376124178,0.04573426119051405,10.916572840399521,33.910526315789475,30.857894736842105
DE1,DE,Western,19,0.02036685784167247,0.029921002592153724,-0.07145223483814611,0.07971283392309125,10.934090832985726,16.826315789473686,28.289473684210527
DE2,DE,Western,19,0.02120361168422164,0.017805397923187142,-0.023971194239756244,0.04937278658486832,10.922245974853388,14.789473684210526,26.889473684210525
DE3,DE,Western,19,0.018876035796166497,0.014912424016378682,-0.014342634463615056,0.03892724994293317,10.87537148499233,15.41578947368421,35.6
DE4,DE,Western,19,0.025744839604885467,0.017838011809527966,-0.03606227748499613,0.050747158085842514,10.620751088560016,6.7105263157894735,29.457894736842103
DE5,DE,Western,19,0.01599737028243724,0.02848224756887785,-0.0865441621343237,0.05802640929714009,10.943566704279826,21.431578947368422,24.03684210526316
DE6,DE,Western,19,0.013622022324403366,0.0205395605527566,-0.05089849032018989,0.0472877694655125,11.212387098869204,17.00526315789474,29.726315789473684
DE7,DE,Western,19,0.015852461955436794,0.01965340763087345,-0.04754082278778782,0.04101009312658377,11.035450967972233,15.957894736842105,27.7
DE8,DE,Western,19,0.025283572194579943,0.019566194931319825,-0.015717818446786325,0.05939978199342022,10.549382978951645,8.221052631578948,26.694736842105264
DE9,DE,Western,19,0.019727107084616242,0.024787409053116955,-0.05239205358778953,0.057661666212997176,10.845461577329813,15.726315789473684,21.86842105263158
DEA,DE,Western,19,0.017212387355295553,0.01627009117493295,-0.038176841725533706,0.04027312264283189,10.89658971630998,18.88421052631579,22.57894736842105
DEB,DE,Western,19,0.01746046131348902,0.017477488165738474,-0.030064051339071085,0.05680224772861209,10.854761342662895,17.51578947368421,23.7
DEC,DE,Western,19,0.016184397053965027,0.03287974476884501,-0.09413652940606099,0.04802886528267969,10.798860850701557,18.126315789473683,19.721052631578946
DED,DE,Western,19,0.026664952477903014,0.018568142600161333,-0.025228942062135218,0.05477843866463061,10.53915358645217,4.542105263157895,31.08421052631579
DEE,DE,Western,19,0.025599953242959172,0.02060575433377982,-0.042287308856307604,0.055251507021015556,10.586981461796213,7.678947368421053,24.573684210526316
DEF,DE,Western,19,0.01760171719031642,0.016369248141721374,-0.032113983127427304,0.04284546436077541,10.813021941968938,13.821052631578947,22.636842105263156
DEG,DE,Western,19,0.02695406497039063,0.021597287967254727,-0.03620076387541893,0.05436496300791305,10.507582669572127,5.668421052631579,28.610526315789475
FR1,FR,Western,19,0.023537384948473752,0.016417708860052813,-0.015246726838485714,0.06156578378519839,11.215457076154163,26.678947368421053,40.27894736842105
FRB,FR,Western,19,0.017733011865819076,0.014991386946974975,-0.012494775688832505,0.04278532749207642,10.889281918791887,31.010526315789473,23.50526315789474
FRC,FR,Western,19,0.017197766540201255,0.01638047778567886,-0.023833979381247872,0.04575276048922383,10.874248657868833,31.5,22.847368421052632
FRD,FR,Western,19,0.01747330282814973,0.015081632635136006,-0.01934608103189639,0.04766903472327044,10.888809169594508,33.51578947368421,22.268421052631577
FRE,FR,Western,19,0.0208024048024592,0.014467308430555685,-0.01887849949010345,0.037733518580424175,10.86889922303585,35.7,22.389473684210525
FRF,FR,Western,19,0.01756885030569434,0.01657816308861434,-0.021551967367289038,0.053823974577804634,10.91192763290028,29.95263157894737,24.236842105263158
FRG,FR,Western,19,0.019999755258247844,0.015386577601915839,-0.019618157469793118,0.04572211300984108,10.837453392588126,27.521052631578947,25.71578947368421
FRH,FR,Western,19,0.019605361587455218,0.01692567323641804,-0.023775758446422657,0.05858853465693237,10.833740263163556,22.847368421052632,28.78421052631579
FRI,FR,Western,19,0.020276041794807808,0.013592831716570181,-0.007037370604049187,0.04155793242655825,10.82829307364041,28.221052631578946,24.96842105263158
FRJ,FR,Western,19,0.02096427932976397,0.01422090452366117,-0.009712973864235863,0.051072439991182605,10.830113968334881,28.28421052631579,29.942105263157895
FRK,FR,Western,19,0.020845558561463775,0.016818947335201347,-0.024190523817711806,0.057941782087514326,10.914858447832811,26.973684210526315,29.28421052631579
FRL,FR,Western,19,0.018360249803244244,0.015306181680221706,-0.012048228664106375,0.0457816121454826,10.93554628290012,31.38421052631579,28.263157894736842
FRM,FR,Western,19,0.01878260204600112,0.01878006789511988,-0.01208187668038363,0.0505423864062049,10.819263003359534,48.6578947368421,20.394736842105264
IE0,IE,Western,19,0.0471316911959349,0.06308868482729112,-0.044700922720043224,0.26319377943816136,11.066307434994389,28.83684210526316,35.910526315789475
LU0,LU,Western,19,0.02317938540061264,0.02824260914278125,-0.03412013042258977,0.08347870878687047,11.374637506782625,28.86842105263158,31.494736842105265
NL1,NL,Western,19,0.018038383711054894,0.03720308341648505,-0.05803281833797058,0.08887698800135091,10.846048612605228,28.568421052631578,26.373684210526317
NL2,NL,Western,19,0.021944476070232487,0.017629442596767922,-0.013250317068859374,0.05073571289365297,10.79376778036254,28.31578947368421,28.42105263157895
NL3,NL,Western,19,0.024022724947069543,0.018328316144652447,-0.024738524252514438,0.058614799984656685,10.981876021656177,25.894736842105264,34.57368421052632
NL4,NL,Western,19,0.022485586626351816,0.014064341419093034,-0.0220154999679103,0.04492971269846713,10.873030598743135,30,27.878947368421052
BG3,BG,CEE,19,0.06204567416821106,0.03662572390440271,0.0015869256891036798,0.12723631871154417,8.365648274898632,25.957894736842103,20.021052631578947
BG4,BG,CEE,19,0.07767114004366454,0.04411068856379205,-0.001722382024095026,0.1380347049412034,8.434696074331427,19.731578947368423,27.442105263157895
CZ0,CZ,CEE,19,0.058019090010297515,0.0570955943143491,-0.061894513664887185,0.13658514280510836,9.5318939699327,9.057894736842105,16.810526315789474
HU1,HU,CEE,19,0.04685630837970681,0.07065116316256122,-0.09791718141128847,0.1936206809209935,9.524090165492838,14.215789473684211,29.589473684210525
HU2,HU,CEE,19,0.047628129624567014,0.06863301437896968,-0.14439889522359906,0.16478859705563487,9.404138614038498,22.347368421052632,15.663157894736843
HU3,HU,CEE,19,0.04875007076055987,0.07228233317972912,-0.1276138101288673,0.18113785219816947,9.324250499846036,25.21578947368421,15.142105263157895
PL2,PL,CEE,19,0.0490603815026879,0.08733820905392273,-0.15337111882524113,0.1949890472551683,9.463876153875038,10.252631578947367,20.58421052631579
PL4,PL,CEE,19,0.04840235387883627,0.09760177503190273,-0.16171292950721572,0.20081175763474057,9.425122140605367,13.205263157894738,18.66842105263158
PL5,PL,CEE,19,0.043128471144601645,0.07972264662807348,-0.14419234183618457,0.17833223683049404,9.612988112371056,12.363157894736842,20.105263157894736
PL6,PL,CEE,19,0.0445214404683377,0.08457676425936438,-0.18111954666238894,0.17290786022015148,9.395975004277101,15.6,18.74736842105263
PL7,PL,CEE,19,0.05108446869646216,0.06765455327967997,-0.13217843287338127,0.14558802566913087,9.251489616487643,14.936842105263159,20.13684210526316
PL8,PL,CEE,19,0.051009193037841113,0.07734425857902319,-0.16466236113465804,0.1646260337715706,9.128185755043384,14.56842105263158,20.242105263157896
PL9,PL,CEE,19,0.04926541842691391,0.08068940481514816,-0.12476467420252568,0.2140200863275492,9.82823280554516,11.310526315789474,28.857894736842105
RO1,RO,CEE,19,0.09666757222262508,0.08642432453607306,-0.0883597250638104,0.2816794113403205,8.300870144862266,25.652631578947368,12.41578947368421
RO2,RO,CEE,19,0.09856428822041724,0.09625930472889219,-0.10784406837987603,0.2584067663573446,7.904179118125509,30.678947368421053,10.368421052631579
RO3,RO,CEE,19,0.10005742244191125,0.10714478945464123,-0.13848381895333262,0.33582586288580707,8.579891327782862,22.16315789473684,18.04736842105263
RO4,RO,CEE,19,0.10527046887268236,0.09478700966343748,-0.1302840720552627,0.2391546704787597,8.100878858362483,25.04736842105263,12.652631578947368
SI0,SI,CEE,19,0.034759474054792586,0.025583051639883735,-0.028465504644298534,0.075254267640668,10.081841105525802,17.42105263157895,23.66315789473684
SK0,SK,CEE,19,0.06561069878244091,0.05810200376128602,-0.010999776997810073,0.1907502608616678,9.310834781819214,10.605263157894736,16.642105263157895
EE0,EE,Baltics,19,0.07311354673960907,0.05437868893469434,-0.054471454817774045,0.18772913584637507,9.263334423254406,11.621052631578948,34.48947368421053
LT0,LT,Baltics,19,0.07226663325147735,0.06405868453541719,-0.11457180394948452,0.1670653572762273,9.095392816950971,9.794736842105264,32.07368421052632
LV0,LV,Baltics,19,0.06813445290849071,0.0710211293935466,-0.10483890638475124,0.23441685329257034,9.141905664345684,13.473684210526315,25.49473684210526
