state,state_id,year,cigsale,retprice,treatment
Arkansas,2,1993,113.8000030517578,179.89999389648438,0
Arkansas,2,1994,108.8000030517578,168.10000610351562,0
Arkansas,2,1995,113,167.3000030517578,0
Arkansas,2,1996,110.6999969482422,167.10000610351562,0
Arkansas,2,1997,108.6999969482422,181.3000030517578,0
Arkansas,2,1998,109.5,187.3000030517578,0
Arkansas,2,1999,104.8000030517578,206.8999938964844,0
Arkansas,2,2000,99.4000015258789,279.29998779296875,0
California,3,1970,123,38.79999923706055,0
California,3,1971,121,39.70000076293945,0
California,3,1972,123.5,39.900001525878906,0
California,3,1973,124.4000015258789,39.900001525878906,0
California,3,1974,126.6999969482422,41.900001525878906,0
California,3,1975,127.0999984741211,45,0
California,3,1976,128,48.29999923706055,0
California,3,1977,126.4000015258789,49,0
California,3,1978,126.0999984741211,58.70000076293945,0
California,3,1979,121.9000015258789,60.099998474121094,0
California,3,1980,120.1999969482422,62.099998474121094,0
California,3,1981,118.5999984741211,66.4000015258789,0
California,3,1982,115.4000015258789,72.80000305175781,0
California,3,1983,110.8000030517578,84.9000015258789,0
California,3,1984,104.8000030517578,94.9000015258789,0
California,3,1985,102.8000030517578,98,0
California,3,1986,99.6999969482422,104.4000015258789,0
California,3,1987,97.5,103.9000015258789,0
California,3,1988,90.0999984741211,117.4000015258789,1
California,3,1989,82.4000015258789,126.4000015258789,1
California,3,1990,77.80000305175781,163.8000030517578,1
California,3,1991,68.69999694824219,186.8000030517578,1
California,3,1992,67.5,201.8999938964844,1
California,3,1993,63.400001525878906,205.1000061035156,1
California,3,1994,58.599998474121094,190.3000030517578,1
California,3,1995,56.400001525878906,195.1000061035156,1
California,3,1996,54.5,197.8999938964844,1
California,3,1997,53.79999923706055,200.3000030517578,1
California,3,1998,52.29999923706055,207.8000030517578,1
California,3,1999,47.20000076293945,224.8999938964844,1
California,3,2000,41.599998474121094,351.20001220703125,1
Colorado,4,1970,124.8000030517578,29.399999618530273,0
Colorado,4,1971,125.5,31.100000381469727,0
Colorado,4,1972,134.3000030517578,31.200000762939453,0
Colorado,4,1973,137.89999389648438,32.70000076293945,0
Colorado,4,1974,132.8000030517578,38.099998474121094,0
Colorado,4,1975,131,41.70000076293945,0
Colorado,4,1976,134.1999969482422,44.79999923706055,0
Colorado,4,1977,132,44.70000076293945,0
Colorado,4,1978,129.1999969482422,57.400001525878906,0
Colorado,4,1979,131.5,52.79999923706055,0
Colorado,4,1980,131,54.599998474121094,0
Colorado,4,1981,133.8000030517578,58.099998474121094,0
Colorado,4,1982,130.5,61.400001525878906,0
Colorado,4,1983,125.3000030517578,73.30000305175781,0
Colorado,4,1984,119.6999969482422,83.4000015258789,0
Colorado,4,1985,112.4000015258789,93.0999984741211,0
Colorado,4,1986,109.9000015258789,95.0999984741211,0
Colorado,4,1987,102.4000015258789,108.5999984741211,0
Colorado,4,1988,94.5999984741211,116,0
Colorado,4,1989,88.80000305175781,130.8000030517578,0
Colorado,4,1990,87.4000015258789,149.3000030517578,0
Colorado,4,1991,90.1999969482422,152.60000610351562,0
Colorado,4,1992,88.30000305175781,157.5,0
Colorado,4,1993,88.5999984741211,168.1999969482422,0
Colorado,4,1994,89.0999984741211,153.1999969482422,0
Colorado,4,1995,85.4000015258789,164.1999969482422,0
Colorado,4,1996,83.0999984741211,169.60000610351562,0
Colorado,4,1997,81.30000305175781,174.39999389648438,0
Colorado,4,1998,81.19999694824219,185.8000030517578,0
Colorado,4,1999,79.5999984741211,204.1999969482422,0
Colorado,4,2000,73,281.29998779296875,0
Connecticut,5,1970,120,42.20000076293945,0
Connecticut,5,1971,117.5999984741211,45.5,0
Connecticut,5,1972,110.8000030517578,51.29999923706055,0
Connecticut,5,1973,109.3000030517578,50.599998474121094,0
Connecticut,5,1974,112.4000015258789,52.5,0
Connecticut,5,1975,110.1999969482422,54.5,0
Connecticut,5,1976,113.4000015258789,57.599998474121094,0
Connecticut,5,1977,117.3000030517578,58.400001525878906,0
Connecticut,5,1978,117.5,61.70000076293945,0
Connecticut,5,1979,117.4000015258789,64.4000015258789,0
Connecticut,5,1980,118,67,0
Connecticut,5,1981,116.4000015258789,80.0999984741211,0
Connecticut,5,1982,114.6999969482422,85.5999984741211,0
Connecticut,5,1983,114.0999984741211,95.5999984741211,0
Connecticut,5,1984,112.5,113.5,0
Connecticut,5,1985,111,118.5999984741211,0
Connecticut,5,1986,108.5,118.5,0
Connecticut,5,1987,109,122.6999969482422,0
Connecticut,5,1988,104.8000030517578,129.6999969482422,0
Connecticut,5,1989,100.5999984741211,142,0
Connecticut,5,1990,91.5,171.1999969482422,0
Connecticut,5,1991,86.69999694824219,175.60000610351562,0
Connecticut,5,1992,83.5,193.5,0
Connecticut,5,1993,79.0999984741211,202.3000030517578,0
Connecticut,5,1994,76.5999984741211,205.6000061035156,0
Connecticut,5,1995,79.30000305175781,205.3999938964844,0
Connecticut,5,1996,76,206.3000030517578,0
Connecticut,5,1997,75.9000015258789,208.5,0
Connecticut,5,1998,75.5,217.8999938964844,0
Connecticut,5,1999,73.4000015258789,236.5,0
Connecticut,5,2000,71.4000015258789,312.29998779296875,0
Delaware,6,1970,155,39,0
Delaware,6,1971,161.10000610351562,41.29999923706055,0
Delaware,6,1972,156.3000030517578,44.70000076293945,0
Delaware,6,1973,154.6999969482422,44,0
Delaware,6,1974,151.3000030517578,44.20000076293945,0
Delaware,6,1975,147.60000610351562,45.900001525878906,0
Delaware,6,1976,153,50.099998474121094,0
Delaware,6,1977,153.3000030517578,51.70000076293945,0
Delaware,6,1978,155.5,58.70000076293945,0
Delaware,6,1979,150.1999969482422,60,0
Delaware,6,1980,150.5,62.70000076293945,0
Delaware,6,1981,152.60000610351562,66,0
Delaware,6,1982,154.10000610351562,74.0999984741211,0
Delaware,6,1983,149.60000610351562,82,0
Delaware,6,1984,144,91.0999984741211,0
Delaware,6,1985,144.5,98.6999969482422,0
Delaware,6,1986,142.39999389648438,105.1999969482422,0
Delaware,6,1987,141,111.4000015258789,0
Delaware,6,1988,137.10000610351562,119.3000030517578,0
Delaware,6,1989,131.6999969482422,124,0
Delaware,6,1990,127.1999969482422,140,0
Delaware,6,1991,118.8000030517578,143.1999969482422,0
Delaware,6,1992,120,174.6999969482422,0
Delaware,6,1993,123.8000030517578,187.8999938964844,0
Delaware,6,1994,126.0999984741211,152.5,0
Delaware,6,1995,127.1999969482422,160.6999969482422,0
Delaware,6,1996,128.3000030517578,169.10000610351562,0
Delaware,6,1997,124.0999984741211,171.89999389648438,0
Delaware,6,1998,132.8000030517578,179.1999969482422,0
Delaware,6,1999,139.5,198.3000030517578,0
Delaware,6,2000,140.6999969482422,276.20001220703125,0
Georgia,7,1970,109.9000015258789,34.29999923706055,0
Georgia,7,1971,115.6999969482422,35.79999923706055,0
Georgia,7,1972,117,40.900001525878906,0
Georgia,7,1973,119.8000030517578,42.400001525878906,0
Georgia,7,1974,123.6999969482422,42.400001525878906,0
Georgia,7,1975,122.9000015258789,44.5,0
Georgia,7,1976,125.9000015258789,47.900001525878906,0
Georgia,7,1977,127.9000015258789,49.5,0
Georgia,7,1978,130.60000610351562,54.70000076293945,0
Georgia,7,1979,131,56.599998474121094,0
Georgia,7,1980,134,59.29999923706055,0
Georgia,7,1981,131.6999969482422,62.599998474121094,0
Georgia,7,1982,131.1999969482422,67.80000305175781,0
Georgia,7,1983,128.60000610351562,78.9000015258789,0
Georgia,7,1984,126.3000030517578,86.80000305175781,0
Georgia,7,1985,128.8000030517578,90.6999969482422,0
Georgia,7,1986,129,100.0999984741211,0
Georgia,7,1987,129.3000030517578,103.9000015258789,0
Georgia,7,1988,124.0999984741211,109.1999969482422,0
Georgia,7,1989,117.0999984741211,122.4000015258789,0
Georgia,7,1990,113.8000030517578,132.3000030517578,0
Georgia,7,1991,109.5999984741211,138.1999969482422,0
Georgia,7,1992,109.1999969482422,159.5,0
Georgia,7,1993,109.1999969482422,167.1999969482422,0
Georgia,7,1994,107.8000030517578,147.8000030517578,0
Georgia,7,1995,100.3000030517578,153.8000030517578,0
Georgia,7,1996,102.6999969482422,156.10000610351562,0
Georgia,7,1997,100.5999984741211,158.89999389648438,0
Georgia,7,1998,100.5,168.6999969482422,0
Georgia,7,1999,97.0999984741211,188,0
Georgia,7,2000,88.4000015258789,257.3999938964844,0
Idaho,8,1970,102.4000015258789,33.79999923706055,0
Idaho,8,1971,108.5,33.599998474121094,0
Idaho,8,1972,126.0999984741211,33.70000076293945,0
Idaho,8,1973,121.8000030517578,36.29999923706055,0
Idaho,8,1974,125.5999984741211,38,0
Idaho,8,1975,123.3000030517578,40.29999923706055,0
Idaho,8,1976,125.0999984741211,42.5,0
Idaho,8,1977,125,45.599998474121094,0
Idaho,8,1978,122.8000030517578,51.5,0
Idaho,8,1979,117.5,55.400001525878906,0
Idaho,8,1980,115.1999969482422,56.400001525878906,0
Idaho,8,1981,114.0999984741211,59.20000076293945,0
Idaho,8,1982,111.5,67.5999984741211,0
Idaho,8,1983,111.3000030517578,76.5,0
Idaho,8,1984,103.5999984741211,88.5,0
Idaho,8,1985,100.6999969482422,97.5999984741211,0
Idaho,8,1986,96.6999969482422,99.9000015258789,0
Idaho,8,1987,95,107.0999984741211,0
Idaho,8,1988,84.5,121.9000015258789,0
Idaho,8,1989,78.4000015258789,133.60000610351562,0
Idaho,8,1990,90.0999984741211,141.3000030517578,0
Idaho,8,1991,85.4000015258789,144.39999389648438,0
Idaho,8,1992,85.0999984741211,167.1999969482422,0
Idaho,8,1993,86.69999694824219,171.1999969482422,0
Idaho,8,1994,93,150.5,0
Idaho,8,1995,78.19999694824219,163.5,0
Idaho,8,1996,73.5999984741211,176.5,0
Idaho,8,1997,75,184.3999938964844,0
Idaho,8,1998,78.9000015258789,187.1000061035156,0
Idaho,8,1999,75.0999984741211,210.6999969482422,0
Idaho,8,2000,66.9000015258789,275.8999938964844,0
Illinois,9,1970,124.8000030517578,41.400001525878906,0
Illinois,9,1971,125.5999984741211,41.400001525878906,0
Illinois,9,1972,126.5999984741211,41.900001525878906,0
Illinois,9,1973,124.4000015258789,41,0
Illinois,9,1974,131.89999389648438,41.900001525878906,0
Illinois,9,1975,131.8000030517578,45.20000076293945,0
Illinois,9,1976,134.39999389648438,48.400001525878906,0
Illinois,9,1977,134,49.400001525878906,0
Illinois,9,1978,136.6999969482422,54.599998474121094,0
Illinois,9,1979,135.3000030517578,56.79999923706055,0
Illinois,9,1980,135.1999969482422,60,0
Illinois,9,1981,133,63.099998474121094,0
Illinois,9,1982,130.6999969482422,69.5999984741211,0
Illinois,9,1983,127.9000015258789,80.80000305175781,0
Illinois,9,1984,124,89.5999984741211,0
Illinois,9,1985,121.5999984741211,96.6999969482422,0
Illinois,9,1986,118.1999969482422,108.4000015258789,0
Illinois,9,1987,109.5,116.1999969482422,0
Illinois,9,1988,107.5999984741211,124.0999984741211,0
Illinois,9,1989,104.5999984741211,132.6999969482422,0
Illinois,9,1990,94.0999984741211,147.3000030517578,0
Illinois,9,1991,96.0999984741211,154,0
Illinois,9,1992,94.8000030517578,179.8000030517578,0
Illinois,9,1993,94.5999984741211,187.5,0
Illinois,9,1994,85.69999694824219,182.1000061035156,0
Illinois,9,1995,84.30000305175781,185.1999969482422,0
Illinois,9,1996,81.80000305175781,188.6999969482422,0
Illinois,9,1997,79.5999984741211,198.6999969482422,0
Illinois,9,1998,80.30000305175781,202.3000030517578,0
Illinois,9,1999,72.19999694824219,240.5,0
Illinois,9,2000,70,312.70001220703125,0
Indiana,10,1970,134.60000610351562,30.600000381469727,0
Indiana,10,1971,139.3000030517578,32.20000076293945,0
Indiana,10,1972,149.1999969482422,32.5,0
Indiana,10,1973,156,32.900001525878906,0
Indiana,10,1974,159.60000610351562,34.5,0
Indiana,10,1975,162.39999389648438,36.70000076293945,0
Indiana,10,1976,166.60000610351562,38.70000076293945,0
Indiana,10,1977,173,40.599998474121094,0
Indiana,10,1978,150.89999389648438,50,0
Indiana,10,1979,148.89999389648438,52.5,0
Indiana,10,1980,146.89999389648438,53.70000076293945,0
Indiana,10,1981,148.5,58.29999923706055,0
Indiana,10,1982,147.6999969482422,65.0999984741211,0
Indiana,10,1983,143,75.69999694824219,0
Indiana,10,1984,137.8000030517578,85.19999694824219,0
Indiana,10,1985,135.3000030517578,88.80000305175781,0
Indiana,10,1986,137.60000610351562,93.5999984741211,0
Indiana,10,1987,134,100.0999984741211,0
Indiana,10,1988,134,109.3000030517578,0
Indiana,10,1989,132.5,119,0
Indiana,10,1990,128.3000030517578,130.8000030517578,0
Indiana,10,1991,127.1999969482422,135.8000030517578,0
Indiana,10,1992,128.1999969482422,153.5,0
Indiana,10,1993,126.8000030517578,157.5,0
Indiana,10,1994,128.1999969482422,146.60000610351562,0
Indiana,10,1995,135.39999389648438,146.3000030517578,0
Indiana,10,1996,135.10000610351562,147.8000030517578,0
Indiana,10,1997,135.3000030517578,156.3000030517578,0
Indiana,10,1998,135.89999389648438,166.8000030517578,0
Indiana,10,1999,133.3000030517578,190,0
Indiana,10,2000,125.5,260.20001220703125,0
Iowa,11,1970,108.5,37.70000076293945,0
Iowa,11,1971,108.4000015258789,38.5,0
Iowa,11,1972,109.4000015258789,41.900001525878906,0
Iowa,11,1973,110.5999984741211,41.900001525878906,0
Iowa,11,1974,116.0999984741211,43.20000076293945,0
Iowa,11,1975,120.5,45.400001525878906,0
Iowa,11,1976,124.4000015258789,47.79999923706055,0
Iowa,11,1977,125.5,49.400001525878906,0
Iowa,11,1978,127.0999984741211,54.599998474121094,0
Iowa,11,1979,124.1999969482422,56.400001525878906,0
Iowa,11,1980,124.5999984741211,58.79999923706055,0
Iowa,11,1981,132.89999389648438,61.400001525878906,0
Iowa,11,1982,116.1999969482422,72.80000305175781,0
Iowa,11,1983,115.5999984741211,84,0
Iowa,11,1984,111.1999969482422,93.3000030517578,0
Iowa,11,1985,109.4000015258789,99.5,0
Iowa,11,1986,104.0999984741211,104.8000030517578,0
Iowa,11,1987,101.0999984741211,117.0999984741211,0
Iowa,11,1988,100.1999969482422,124.1999969482422,0
Iowa,11,1989,94.4000015258789,145.10000610351562,0
Iowa,11,1990,95.4000015258789,149.60000610351562,0
Iowa,11,1991,97.0999984741211,155.39999389648438,0
Iowa,11,1992,95.1999969482422,178.5,0
Iowa,11,1993,92.5,189.6999969482422,0
Iowa,11,1994,93.4000015258789,171.39999389648438,0
Iowa,11,1995,93,179,0
Iowa,11,1996,94,183.8000030517578,0
Iowa,11,1997,93.9000015258789,189.3000030517578,0
Iowa,11,1998,94,193.8000030517578,0
Iowa,11,1999,91.6999969482422,213,0
Iowa,11,2000,88.9000015258789,286.29998779296875,0
Kansas,12,1970,114,34.20000076293945,0
Kansas,12,1971,102.8000030517578,38.900001525878906,0
Kansas,12,1972,111,38.79999923706055,0
Kansas,12,1973,115.1999969482422,39.29999923706055,0
Kansas,12,1974,118.5999984741211,40.20000076293945,0
Kansas,12,1975,123.4000015258789,42.70000076293945,0
Kansas,12,1976,127.6999969482422,46.599998474121094,0
Kansas,12,1977,127.9000015258789,48.099998474121094,0
Kansas,12,1978,127.0999984741211,52.599998474121094,0
Kansas,12,1979,126.4000015258789,54.79999923706055,0
Kansas,12,1980,127.0999984741211,58.29999923706055,0
Kansas,12,1981,132,59.79999923706055,0
Kansas,12,1982,130.89999389648438,65.0999984741211,0
Kansas,12,1983,127.5999984741211,77,0
Kansas,12,1984,121.6999969482422,91,0
Kansas,12,1985,115.6999969482422,97.5,0
Kansas,12,1986,109.4000015258789,103,0
Kansas,12,1987,105.1999969482422,114.5,0
Kansas,12,1988,103.1999969482422,123.9000015258789,0
Kansas,12,1989,96.5,136.5,0
Kansas,12,1990,94.3000030517578,145.8000030517578,0
Kansas,12,1991,91.8000030517578,152.6999969482422,0
Kansas,12,1992,90,174.1999969482422,0
Kansas,12,1993,89.9000015258789,174.1999969482422,0
Kansas,12,1994,89.0999984741211,159.60000610351562,0
Kansas,12,1995,90.0999984741211,165.6999969482422,0
Kansas,12,1996,88.69999694824219,167.6999969482422,0
Kansas,12,1997,89.19999694824219,171.3000030517578,0
Kansas,12,1998,87.5999984741211,184.3000030517578,0
Kansas,12,1999,83.30000305175781,207,0
Kansas,12,2000,79.80000305175781,271.20001220703125,0
Kentucky,13,1970,155.8000030517578,28.299999237060547,0
Kentucky,13,1971,163.5,30.100000381469727,0
Kentucky,13,1972,179.39999389648438,30.600000381469727,0
Kentucky,13,1973,201.8999938964844,30.600000381469727,0
Kentucky,13,1974,212.3999938964844,31.5,0
Kentucky,13,1975,223,33.29999923706055,0
Kentucky,13,1976,230.8999938964844,36,0
Kentucky,13,1977,229.3999938964844,36.900001525878906,0
Kentucky,13,1978,224.6999969482422,41.400001525878906,0
Kentucky,13,1979,214.8999938964844,43.400001525878906,0
Kentucky,13,1980,215.3000030517578,46.29999923706055,0
Kentucky,13,1981,209.6999969482422,49.400001525878906,0
Kentucky,13,1982,210.6000061035156,56.29999923706055,0
Kentucky,13,1983,201.1000061035156,66.4000015258789,0
Kentucky,13,1984,183.1999969482422,75.4000015258789,0
Kentucky,13,1985,182.3999938964844,79.30000305175781,0
Kentucky,13,1986,179.8000030517578,85.4000015258789,0
Kentucky,13,1987,171.1999969482422,90.5,0
Kentucky,13,1988,173.1999969482422,94.4000015258789,0
Kentucky,13,1989,171.60000610351562,103.8000030517578,0
Kentucky,13,1990,182.5,115.5999984741211,0
Kentucky,13,1991,170.39999389648438,120.5,0
Kentucky,13,1992,167.60000610351562,135.8000030517578,0
Kentucky,13,1993,167.60000610351562,145.39999389648438,0
Kentucky,13,1994,170.10000610351562,132.8000030517578,0
Kentucky,13,1995,175.3000030517578,134.8000030517578,0
Kentucky,13,1996,179,139.8000030517578,0
Kentucky,13,1997,186.8000030517578,145.60000610351562,0
Kentucky,13,1998,171.3000030517578,155.6999969482422,0
Kentucky,13,1999,165.3000030517578,179.1999969482422,0
Kentucky,13,2000,156.1999969482422,243.3999938964844,0
Louisiana,14,1970,115.9000015258789,34.29999923706055,0
Louisiana,14,1971,119.8000030517578,39.29999923706055,0
Louisiana,14,1972,125.3000030517578,40,0
Louisiana,14,1973,126.6999969482422,39.900001525878906,0
Louisiana,14,1974,129.89999389648438,41.599998474121094,0
Louisiana,14,1975,133.60000610351562,44.29999923706055,0
Louisiana,14,1976,139.60000610351562,48.099998474121094,0
Louisiana,14,1977,140,48.900001525878906,0
Louisiana,14,1978,142.6999969482422,54.20000076293945,0
Louisiana,14,1979,140.10000610351562,57.099998474121094,0
Louisiana,14,1980,143.8000030517578,60,0
Louisiana,14,1981,144,62.599998474121094,0
Louisiana,14,1982,143.89999389648438,70.30000305175781,0
Louisiana,14,1983,133.6999969482422,80.69999694824219,0
Louisiana,14,1984,128.89999389648438,90.6999969482422,0
Louisiana,14,1985,125,103,0
Louisiana,14,1986,121.1999969482422,105.0999984741211,0
Louisiana,14,1987,116.5,117.8000030517578,0
Louisiana,14,1988,110.9000015258789,120.4000015258789,0
Louisiana,14,1989,103.5999984741211,130.6999969482422,0
Louisiana,14,1990,101.5,143.39999389648438,0
Louisiana,14,1991,107.1999969482422,149.60000610351562,0
Louisiana,14,1992,108.5,178.10000610351562,0
Louisiana,14,1993,106.1999969482422,180.5,0
Louisiana,14,1994,105.3000030517578,157.39999389648438,0
Louisiana,14,1995,105.6999969482422,155.8000030517578,0
Louisiana,14,1996,106.8000030517578,165.3000030517578,0
Louisiana,14,1997,105.3000030517578,166.89999389648438,0
Louisiana,14,1998,103.1999969482422,185.8999938964844,0
Louisiana,14,1999,101,208,0
Louisiana,14,2000,104.3000030517578,281.20001220703125,0
Maine,15,1970,128.5,38,0
Maine,15,1971,133.1999969482422,38.79999923706055,0
Maine,15,1972,136.5,41.5,0
Maine,15,1973,138,41,0
Maine,15,1974,142.10000610351562,41.79999923706055,0
Maine,15,1975,140.6999969482422,46.70000076293945,0
Maine,15,1976,144.89999389648438,49.900001525878906,0
Maine,15,1977,145.60000610351562,50.900001525878906,0
Maine,15,1978,143.89999389648438,55,0
Maine,15,1979,138.5,54.5,0
Maine,15,1980,141.1999969482422,59,0
Maine,15,1981,138.89999389648438,62.900001525878906,0
Maine,15,1982,139.5,69.69999694824219,0
Maine,15,1983,135.39999389648438,80.80000305175781,0
Maine,15,1984,135.5,93.6999969482422,0
Maine,15,1985,127.9000015258789,98.0999984741211,0
Maine,15,1986,119,112.6999969482422,0
Maine,15,1987,125,121.1999969482422,0
Maine,15,1988,125,129,0
Maine,15,1989,122.4000015258789,144.39999389648438,0
Maine,15,1990,117.5,160.10000610351562,0
Maine,15,1991,116.0999984741211,165.8000030517578,0
Maine,15,1992,114.5,187.6999969482422,0
Maine,15,1993,108.5,192.6000061035156,0
Maine,15,1994,101.5999984741211,178.3000030517578,0
Maine,15,1995,102.3000030517578,184.8999938964844,0
Maine,15,1996,100,186.8999938964844,0
Maine,15,1997,101.0999984741211,190.1999969482422,0
Maine,15,1998,94.5,219.6000061035156,0
Maine,15,1999,85.5,267.79998779296875,0
Maine,15,2000,82.9000015258789,330.5,0
Minnesota,16,1970,104.3000030517578,39.099998474121094,0
Minnesota,16,1971,116.4000015258789,40.099998474121094,0
Minnesota,16,1972,96.8000030517578,45.20000076293945,0
Minnesota,16,1973,106.8000030517578,45.599998474121094,0
Minnesota,16,1974,110.5999984741211,47,0
Minnesota,16,1975,111.5,49.400001525878906,0
Minnesota,16,1976,116.6999969482422,52.099998474121094,0
Minnesota,16,1977,117.1999969482422,53.099998474121094,0
Minnesota,16,1978,118.9000015258789,57.900001525878906,0
Minnesota,16,1979,118.3000030517578,60.900001525878906,0
Minnesota,16,1980,117.6999969482422,63,0
Minnesota,16,1981,120.8000030517578,65.80000305175781,0
Minnesota,16,1982,119.4000015258789,71.69999694824219,0
Minnesota,16,1983,113.1999969482422,87.30000305175781,0
Minnesota,16,1984,110.8000030517578,99.1999969482422,0
Minnesota,16,1985,113,101.5,0
Minnesota,16,1986,104.3000030517578,116.3000030517578,0
Minnesota,16,1987,108.8000030517578,120.0999984741211,0
Minnesota,16,1988,94.0999984741211,141.6999969482422,0
Minnesota,16,1989,92.3000030517578,152.5,0
Minnesota,16,1990,90.6999969482422,162.3000030517578,0
Minnesota,16,1991,86.19999694824219,173.89999389648438,0
Minnesota,16,1992,83.80000305175781,197.6999969482422,0
Minnesota,16,1993,81.5999984741211,215.6000061035156,0
Minnesota,16,1994,83.4000015258789,196.1000061035156,0
Minnesota,16,1995,84.0999984741211,202.1999969482422,0
Minnesota,16,1996,81.69999694824219,208.6000061035156,0
Minnesota,16,1997,84.0999984741211,216.8000030517578,0
Minnesota,16,1998,83.19999694824219,220.1999969482422,0
Minnesota,16,1999,80.69999694824219,227.3999938964844,0
Minnesota,16,2000,76,303.6000061035156,0
Mississippi,17,1970,93.4000015258789,36.20000076293945,0
Mississippi,17,1971,105.4000015258789,37.5,0
Mississippi,17,1972,112.0999984741211,37.400001525878906,0
Mississippi,17,1973,115,37.29999923706055,0
Mississippi,17,1974,117.0999984741211,41.400001525878906,0
Mississippi,17,1975,116.8000030517578,43,0
Mississippi,17,1976,120.9000015258789,46.400001525878906,0
Mississippi,17,1977,122.0999984741211,48.79999923706055,0
Mississippi,17,1978,124.9000015258789,53.599998474121094,0
Mississippi,17,1979,123.9000015258789,56.5,0
Mississippi,17,1980,127,59.70000076293945,0
Mississippi,17,1981,125.3000030517578,63,0
Mississippi,17,1982,125.8000030517578,69.19999694824219,0
Mississippi,17,1983,122.3000030517578,78.5999984741211,0
Mississippi,17,1984,116.4000015258789,89,0
Mississippi,17,1985,115.3000030517578,96.4000015258789,0
Mississippi,17,1986,113.1999969482422,106,0
Mississippi,17,1987,110,115.8000030517578,0
Mississippi,17,1988,109,122.5999984741211,0
Mississippi,17,1989,108.3000030517578,125.8000030517578,0
Mississippi,17,1990,101.8000030517578,139.89999389648438,0
Mississippi,17,1991,105.5999984741211,142.6999969482422,0
Mississippi,17,1992,103.9000015258789,160.8000030517578,0
Mississippi,17,1993,105.4000015258789,177.8000030517578,0
Mississippi,17,1994,106,156.89999389648438,0
Mississippi,17,1995,107.5,153.89999389648438,0
Mississippi,17,1996,106.9000015258789,161.1999969482422,0
Mississippi,17,1997,106.3000030517578,168.60000610351562,0
Mississippi,17,1998,107,175.8000030517578,0
Mississippi,17,1999,103.9000015258789,199.5,0
Mississippi,17,2000,97.1999969482422,272,0
Missouri,18,1970,121.3000030517578,36,0
Missouri,18,1971,127.5999984741211,36.79999923706055,0
Missouri,18,1972,130,37.70000076293945,0
Missouri,18,1973,132.10000610351562,37.70000076293945,0
Missouri,18,1974,135.39999389648438,38,0
Missouri,18,1975,135.60000610351562,43.5,0
Missouri,18,1976,139.5,44.70000076293945,0
Missouri,18,1977,140.8000030517578,45.900001525878906,0
Missouri,18,1978,141.8000030517578,49.900001525878906,0
Missouri,18,1979,140.1999969482422,52.20000076293945,0
