id,growth,ln_y_initial,log_s_k,log_n_gd,log_hcap,gov_cons
42,-0.1372787458325553,5.537921841392405,-1.2657045541214937,-2.698881700362284,0.7584182485304989,0.18090757132593388
43,-0.10205660364556915,4.4507860224811315,-2.07214143044425,-2.5931440843897526,0.2780828321025147,0.12182810388167825
44,-0.13672895264114732,5.471131278745586,-1.4756442245548924,-2.6353666145238286,0.7908296131720954,0.14941804507769302
45,-0.12624202535756618,5.065033927389435,-1.5853291943189662,-2.62092334655038,0.5653676476064772,0.1597222045624241
46,-0.12600148735739478,5.326309324742135,-1.5941948900409737,-2.6035180701911775,0.5866628825304933,0.15541277684605137
47,-0.13947559388804137,5.833389674348979,-1.4384920976637974,-2.7180136712064664,0.8038137838167838,0.14056489906128286
48,-0.10096953483705137,5.263208314742749,-1.6862182886009611,-2.5672552017622765,0.2525741461759861,0.112759089991506
49,-0.13428878134574088,5.331715521320624,-1.21992901839182,-2.7044692576865312,0.754799346566966,0.16921197529871299
50,-0.11853394867642462,5.5333767855579055,-1.75794464257239,-2.66172822260083,0.8112275793577534,0.11895106121652879
51,-0.1169756421392147,5.633542114857518,-1.5703244000853787,-2.5555565140845276,0.6747916871146736,0.12561543324152813
52,-0.14250240345553683,5.911228146096509,-1.42380190178925,-2.668854648263249,0.7340232003604469,0.17608571566140388
53,-0.11049790961750783,5.558029175279425,-1.86174118113077,-2.6664239625693025,0.6947134679211617,0.14555748438415875
54,-0.12350663184040629,5.833233135108519,-1.1880845912007012,-2.7286183614335013,0.7410458020024695,0.18953146197429238
55,-0.12599969407309644,5.173753707681158,-1.5686515274894874,-2.6242743405930637,0.7604378994774197,0.148037869088681
56,-0.1058792976150339,4.562290408959644,-1.9479133609044736,-2.5455922294587623,0.4098016435324816,0.13537431962951363
57,-0.1105534133760537,4.985045221545149,-1.8788397287263887,-2.5717620434052075,0.2795322638021205,0.11592816447136121
58,-0.10275019258276276,4.894189566615058,-1.6559842671147438,-2.6139060614980774,0.7330029816170321,0.12772045865069526
59,-0.15177524689726224,5.747555536571649,-1.3585941284605525,-2.677299715500415,0.8426977628289526,0.172825020675332
60,-0.12113495789542134,5.38196758039438,-1.5170656804372975,-2.6115087345190986,0.6572488382398257,0.13179819810389412
61,-0.12977661448236136,5.222683609591073,-1.3501560541820914,-2.7267831487563536,0.7064568887264594,0.17057361706731425
62,-0.12703675496191977,6.051827560027614,-1.2639259471747462,-2.708403266603229,0.9341928273439171,0.171347581612714
63,-0.12293355956440963,5.652263026189488,-1.5290850723958012,-2.712308182056165,0.6671831819807023,0.1567047288037065
64,-0.1130421479665171,5.308100052299428,-1.9889859852063299,-2.5494389759862326,0.24364184754680562,0.08908495027847586
65,-0.11615677673099958,5.496583936533325,-1.5476058411663913,-2.7027924933382286,0.6545310627742088,0.17430796777942711
66,-0.11296184229627511,5.665059451314994,-1.7343347318191913,-2.638354188665795,0.7376248719090233,0.13102329991469075
67,-0.1329548344852142,6.089659870716145,-1.6102382574164738,-2.754929204419516,0.8023140995438602,0.14209147522721938
68,-0.12549587671322376,6.1541285710774,-1.39742079919853,-2.7323854043628177,0.6765961929807419,0.14809381992832862
69,-0.10470894187005836,5.212865885248102,-1.5006722740397587,-2.711584636004285,0.8127583766550355,0.16792728198926338
70,-0.12675525357399475,5.9951325730388465,-1.1721927720345113,-2.781467091871965,0.9691468138598275,0.19128149819472023
71,-0.11571593715284487,4.95958011723068,-1.6737436552709288,-2.730611151003375,0.6084253007777329,0.12912693993369717
72,-0.12852431023330066,5.518018188012976,-1.35399110914835,-2.693022870240131,0.8029347580529004,0.16103946949182688
73,-0.1122596571531194,5.124939509277033,-1.4400909131530788,-2.6820629890898413,0.6565835088135716,0.146607161349422
74,-0.11495500263704708,4.699199154984343,-2.07533276016467,-2.624928980048555,0.47342747023457177,0.12054871018039476
75,-0.12344745182434534,4.871472476073565,-1.6660182903949101,-2.598610712335536,0.6523936868135872,0.18392338640532452
76,-0.12691291951506062,5.7969636833247575,-1.2593493613977,-2.724025688696509,0.9795623002723087,0.17947158558167
77,-0.13375576739646164,5.554062220992671,-1.473754880484245,-2.646154163024041,0.729537425999554,0.13333631084395625
78,-0.12464733837006292,5.469817478302201,-1.4680058604147501,-2.6180910219442,0.777392361600449,0.15133261703514939
79,-0.1315957572774202,5.363254081546573,-1.6235287624487975,-2.6011946677094513,0.6677125282838825,0.12861673326654788
80,-0.1303518141582979,5.792247929244674,-1.3059710624924725,-2.7834155421243874,0.8547850208300718,0.16040440267476824
81,-0.11883651179186439,5.35936270921629,-1.3889494871144525,-2.685302777067835,0.7769137859884618,0.14416106532933137
82,-0.13237840299029108,5.363787959897915,-1.7154221256088276,-2.568851191214351,0.7936848096908076,0.14520639527778575
83,-0.11700132338873087,4.976554546125278,-1.606452948199835,-2.5782634023987177,0.7995969207927381,0.13821650600157037
84,-0.14423239990057643,6.222185936818119,-1.23955232430798,-2.769838408009195,0.871541471267005,0.18809319224288287
85,-0.11950177719382685,5.444459677005432,-1.4052566222537888,-2.649047498483479,0.6109930638645803,0.14794156922378326
86,-0.12909364680072036,6.3259305081212664,-1.19941593101654,-2.753239357079099,0.8693343546991129,0.17837937852369987
87,-0.12074718151050393,5.046689674080428,-1.9990638411846138,-2.619418176398355,0.6335728179404999,0.11197120224057709
88,-0.12925752166789078,5.228173956496882,-1.6715332006937162,-2.6778372979468026,0.6414443990312078,0.14158751704897476
89,-0.14415913824599297,5.901240534210703,-1.5940368533884437,-2.68338573793649,0.6827062813150425,0.16087956251115576
90,-0.11734479821780693,5.161543973228842,-1.5103649211334214,-2.6989856620136115,0.7037655485499729,0.14196768926042239
91,-0.10292686983547107,5.199573884879675,-1.8082452071145276,-2.5908986750747824,0.46553304349278474,0.140616151572562
92,-0.12830682337354,4.712036631754115,-1.8280703823856825,-2.5399135107967576,0.2572162509603345,0.09987749586094856
93,-0.11723069083191819,4.820333955082849,-1.9164396226763851,-2.5215942348950686,0.331460551116095,0.11184428258743552
94,-0.11003950925867527,5.204058991117997,-1.630651293053945,-2.648004629453085,0.6196235563428878,0.13176119023983338
95,-0.14506713149871067,5.401245551654737,-1.4255101833039874,-2.7936954002678487,0.6454851836688822,0.159494835021695
96,-0.13042721240388738,5.616889472216127,-1.5301554262627937,-2.696060737863884,0.7892325217480592,0.15244342571412825
97,-0.1461913602566019,5.822041516582257,-1.5030830555631476,-2.67732356951828,0.798809308609827,0.16848430096608974
98,-0.13759213947928053,4.742846753593696,-1.6034961809765562,-2.5842336976730964,0.572933625278908,0.12949642214974463
99,-0.13709215904076089,6.033352411243461,-1.3398165281709025,-2.7672691807716063,0.8956950172837077,0.18882379427193952
100,-0.12725774114238148,5.800294318980233,-1.4186279459653761,-2.736421397354931,0.7136431443094351,0.19348690918733824
101,-0.14086090255935005,6.8631458678400215,-1.2243616516485025,-2.72411081845336,0.9050410423994789,0.17269362348986
102,-0.11464491376753008,5.947692446591005,-1.4617396485880476,-2.7047518536672075,0.8126775407573492,0.15171355485937926
103,-0.11926421071508343,5.816561686680588,-1.2906506464130962,-2.6540811273744476,0.9897309056870303,0.17086751241244463
104,-0.09396460704922768,4.999176218372509,-1.9296937503315612,-2.581348003909746,0.5837833963461838,0.11856930225695825
105,-0.13956800569130662,5.729919362121238,-1.37486581640981,-2.75993317433537,0.6864444192102168,0.1704893687736465
106,-0.13196128454970832,5.661385346855674,-1.851935109196305,-2.6383256506578086,0.5091056114338168,0.15049505163293425
107,-0.13713815853906644,5.779525755642068,-1.3861637323703424,-2.6590992086554475,0.7833812219796196,0.1661633319056345
108,-0.12942212795651187,5.2065734393965615,-1.78580264726351,-2.592625681010761,0.6197266617422909,0.146489805159534
109,-0.12275439597898923,4.886966062666403,-1.6608121031205274,-2.6175475291186725,0.4957627995880861,0.12597632385572038
110,-0.1250217315869881,5.562069081230859,-1.5819759660435813,-2.6569773252632864,0.6657181027053535,0.1377754471545335
111,-0.14165307880164998,6.360059223840561,-1.3206550014995588,-2.789433851541869,0.798807152322169,0.15516643231857424
112,-0.14227877752898965,6.082933748861228,-1.0707616093317673,-2.76643202983233,0.9056894462095942,0.19559626335734964
113,-0.12295349702889614,5.005870195209434,-1.3924016946959399,-2.6822579372947826,0.7266964471283648,0.17993563576835137
114,-0.12939320911839794,5.487528889428536,-1.3276615611292513,-2.7586953554924962,0.910946968426577,0.18111523862929463
115,-0.14027137128713565,5.521978336782424,-1.68914751857311,-2.661254136684324,0.3656485066691763,0.13775134125859062
116,-0.1297725799334687,5.7594084669988375,-1.3270490229634262,-2.682557041595029,0.8564986704479411,0.15348145688295026
117,-0.1274942349522353,5.566455452418375,-1.5628963991350724,-2.6786215217375524,0.8693814476971519,0.1393384116889135
118,-0.1155885062737685,6.251745287764826,-1.4556299674382462,-2.73815442287649,0.7364931128627707,0.134353144940948
119,-0.12897907493360514,4.014568420902068,-1.7751984900811326,-2.5364717935101986,0.3347090906939413,0.11713354472057472
120,-0.1270040595741478,5.796880347140414,-1.3813517153229424,-2.64546614145103,0.800029778749786,0.1578633106891965
121,-0.1431100057478,5.79762987966346,-1.4850041366179298,-2.6621346995427326,0.8199283083947052,0.16760814167032462
122,-0.11169250804558332,4.962445465206701,-1.96561294561418,-2.6253488055529237,0.5670225524297805,0.12122506603787438
123,-0.14094636910826375,6.00912812394437,-1.2821561413318712,-2.734010506019551,0.8612415744394182,0.17116805456136824
124,-0.1169412292801044,4.486289508602745,-1.9119262937718076,-2.5428522840919374,0.5353037709237033,0.11167706734730476
125,-0.13529624112067082,5.249596252016744,-1.46967842071864,-2.66647974280003,0.738282600503886,0.13595740799868788
126,-0.1281524602030628,4.757791006226611,-1.8863901209859137,-2.594141686140919,0.5382312724907098,0.14573895044439475
127,-0.10328417842485567,4.811751266460846,-1.8498835734013375,-2.573998471581166,0.40122988912092616,0.14245226445188824
128,-0.1276710921625719,5.273391085276765,-1.5609382295180514,-2.643584483648164,0.6762922998656604,0.14235634481726575
129,-0.1102586255529963,4.403351497090856,-1.6913597253414638,-2.581447508845215,0.40750879794009864,0.147737493115427
130,-0.11555628329827664,5.76628035324231,-1.3740171237467187,-2.7645260972691625,0.8906105659264594,0.1872216771057124
131,-0.1219705598745977,5.989177382318962,-1.3387440290386912,-2.7100961301367628,0.8158896360021259,0.12414268221146912
132,-0.12870920715855,5.964030293945178,-1.3179954467773862,-2.83597867530684,0.9901083677734429,0.18009406289094987
133,-0.1097425004541798,4.707641162142378,-2.0371078103183873,-2.567285874417075,0.4660338511145389,0.1265603022970205
134,-0.11432122803911354,5.196604550187072,-2.025636473986995,-2.6462737506885627,0.4299072151236511,0.11005195243307385
135,-0.12583281875772112,5.582256480897373,-1.92446824153945,-2.59860940789872,0.5292127917121087,0.13754309610782475
136,-0.13030439314078696,5.642952217272064,-1.5842718709330137,-2.5711433878864822,0.6595342573234773,0.11769318079346111
137,-0.1168796285993865,4.969737025397416,-1.5763014734097411,-2.60297907636593,0.5845810604991225,0.12430449836323038
138,-0.10953263488758498,4.972153957645207,-1.8241788198802487,-2.6367427951930225,0.6622619453864994,0.11849749689077152
139,-0.1283328049551432,5.557345591533144,-1.5451394260347837,-2.6341830946156426,0.7704808089405921,0.14906401152113263
140,-0.12107953823159803,4.667799001975071,-1.958033262188175,-2.611226650715097,0.3745318638965045,0.09356490336072086
141,-0.12774821605038392,4.768450190952217,-1.6043752065446024,-2.6203849098311927,0.6586200302094107,0.14882396058805064
142,-0.12174484043671212,4.685526103431644,-2.006969488192911,-2.5318874310558264,0.34460135990330515,0.10098630180605941
143,-0.147349123373478,5.938348745252124,-1.1819458783644674,-2.778183003060745,0.9248772777398441,0.1859367837809165
144,-0.1319392139006353,5.758972016903257,-1.326819577932225,-2.6903994173442976,0.8160228328304354,0.16721153179363987
145,-0.12403574515530758,4.932431366911295,-1.639410700338505,-2.570653208631401,0.6672375408425398,0.12807183794553995
146,-0.1062067502072648,4.288804139989981,-1.7800005062621338,-2.652406846950861,0.3141098719273564,0.11109801956958987
147,-0.14331666940090818,5.36737740465287,-1.3250836380483926,-2.7574116867295775,0.9314155876587176,0.19256321654853237
148,-0.12406017575535082,5.308112934032436,-1.7311620913024275,-2.6751643330443913,0.6248446638893461,0.13985816082160363
149,-0.12366405810617641,5.656800671020333,-1.4332398377164575,-2.6094741494695723,0.6501448251662302,0.14268559739008838
150,-0.11761899816608257,5.147126909130825,-1.4019399810880788,-2.642705755721624,0.6229736664042824,0.14471033596907587
