"country","year","treated_unit","adopt_year","treat_ms","gdp_index","trade_index","gdp_index_cf","trade_index_cf","true_effect_gdp","true_effect_trade"
"C02",2020,1,2010,1,16.9900223572723,12.1036345252622,10.4900223572723,8.20363452526217,6.5,3.9
"C02",2021,1,2010,1,17.7040708707418,12.9165760436263,10.8040708707418,8.77657604362633,6.9,4.14
"C02",2022,1,2010,1,18.0313534045269,13.4452171026478,10.7313534045269,9.0652171026478,7.3,4.38
"C02",2023,1,2010,1,18.6027085448819,14.3346388867149,10.9027085448819,9.71463888671494,7.7,4.62
"C03",1985,1,2013,0,9.78209495051035,7.42557258014315,9.78209495051035,7.42557258014315,0,0
"C03",1986,1,2013,0,10.0405315056528,7.87195540296228,10.0405315056528,7.87195540296228,0,0
"C03",1987,1,2013,0,9.86335257346573,7.76007256996345,9.86335257346573,7.76007256996345,0,0
"C03",1988,1,2013,0,9.66019446848478,7.64313737105582,9.66019446848478,7.64313737105582,0,0
"C03",1989,1,2013,0,9.23008269766522,7.39048916900024,9.23008269766522,7.39048916900024,0,0
"C03",1990,1,2013,0,9.46833717491604,7.40537052924308,9.46833717491604,7.40537052924308,0,0
"C03",1991,1,2013,0,9.99439364271963,7.47425756482837,9.99439364271963,7.47425756482837,0,0
"C03",1992,1,2013,0,9.32788238071442,7.25018612846099,9.32788238071442,7.25018612846099,0,0
"C03",1993,1,2013,0,8.95428057601265,6.21413719311222,8.95428057601265,6.21413719311222,0,0
"C03",1994,1,2013,0,8.17080253941512,6.00167928587062,8.17080253941512,6.00167928587062,0,0
"C03",1995,1,2013,0,7.80191026491471,5.45142577168451,7.80191026491471,5.45142577168451,0,0
"C03",1996,1,2013,0,8.33993323163353,6.17558147652983,8.33993323163353,6.17558147652983,0,0
"C03",1997,1,2013,0,9.24185249138451,7.00340456217143,9.24185249138451,7.00340456217143,0,0
"C03",1998,1,2013,0,10.4761449586684,8.14255077502385,10.4761449586684,8.14255077502385,0,0
"C03",1999,1,2013,0,11.4051078211628,8.77649250161213,11.4051078211628,8.77649250161213,0,0
"C03",2000,1,2013,0,11.2285289688978,8.59620787684522,11.2285289688978,8.59620787684522,0,0
"C03",2001,1,2013,0,10.2696658680454,8.16316263684081,10.2696658680454,8.16316263684081,0,0
"C03",2002,1,2013,0,9.75002249437186,7.6312780954429,9.75002249437186,7.6312780954429,0,0
"C03",2003,1,2013,0,9.16388665696933,7.08101031903292,9.16388665696933,7.08101031903292,0,0
"C03",2004,1,2013,0,8.9766266733169,6.60888036213087,8.9766266733169,6.60888036213087,0,0
"C03",2005,1,2013,0,9.56431388703182,6.6748417253314,9.56431388703182,6.6748417253314,0,0
"C03",2006,1,2013,0,9.50394194378013,6.75041583866762,9.50394194378013,6.75041583866762,0,0
"C03",2007,1,2013,0,9.86404609369015,6.90556301329537,9.86404609369015,6.90556301329537,0,0
"C03",2008,1,2013,0,9.36223622145,6.81250303334886,9.36223622145,6.81250303334886,0,0
"C03",2009,1,2013,0,9.22862769700347,7.09692038513715,9.22862769700347,7.09692038513715,0,0
"C03",2010,1,2013,0,9.88429425094804,7.67950001412672,9.88429425094804,7.67950001412672,0,0
"C03",2011,1,2013,0,10.8806671762218,8.65505568324006,10.8806671762218,8.65505568324006,0,0
"C03",2012,1,2013,0,11.6115459556171,9.07757145786846,11.6115459556171,9.07757145786846,0,0
"C03",2013,1,2013,1,15.4541048592427,11.2490182986722,11.9541048592427,9.14901829867223,3.5,2.1
"C03",2014,1,2013,1,15.2624401744877,11.0103158916715,11.2624401744877,8.61031589167149,4,2.4
"C03",2015,1,2013,1,14.7902294777605,10.4748849937767,10.2902294777605,7.77488499377666,4.5,2.7
"C03",2016,1,2013,1,14.5668559054859,10.0319559916282,9.56685590548594,7.03195599162816,5,3
"C03",2017,1,2013,1,14.4883932372451,9.8704867561198,8.98839323724513,6.5704867561198,5.5,3.3
"C03",2018,1,2013,1,15.4059006021967,10.1975569316568,9.40590060219669,6.5975569316568,6,3.6
"C03",2019,1,2013,1,16.6784960322276,11.1021867218053,10.1784960322276,7.20218672180531,6.5,3.9
"C03",2020,1,2013,1,18.3170087227587,12.4001243224366,11.3170087227587,8.20012432243663,7,4.2
"C03",2021,1,2013,1,18.9587234971737,12.7893354778122,11.4587234971737,8.28933547781222,7.5,4.5
"C03",2022,1,2013,1,19.1590487915727,13.4278817064267,11.1590487915727,8.62788170642668,8,4.8
"C03",2023,1,2013,1,19.7259241678409,13.5709406243578,11.2259241678409,8.47094062435778,8.5,5.1
"C04",1985,1,2016,0,9.91337730398617,8.41137230642893,9.91337730398617,8.41137230642893,0,0
"C04",1986,1,2016,0,9.76240068827935,8.87420229311249,9.76240068827935,8.87420229311249,0,0
"C04",1987,1,2016,0,9.90875636112535,8.78006929778007,9.90875636112535,8.78006929778007,0,0
"C04",1988,1,2016,0,9.17352637309964,8.49883125788279,9.17352637309964,8.49883125788279,0,0
"C04",1989,1,2016,0,9.08743606816355,8.35385387365353,9.08743606816355,8.35385387365353,0,0
"C04",1990,1,2016,0,9.52088323931298,8.35621416715665,9.52088323931298,8.35621416715665,0,0
"C04",1991,1,2016,0,9.87614848918423,8.30740756353762,9.87614848918423,8.30740756353762,0,0
"C04",1992,1,2016,0,9.92549400653884,8.14497780456064,9.92549400653884,8.14497780456064,0,0
"C04",1993,1,2016,0,9.29420980234209,7.37277137080101,9.29420980234209,7.37277137080101,0,0
"C04",1994,1,2016,0,8.29787295220556,6.48524958128422,8.29787295220556,6.48524958128422,0,0
"C04",1995,1,2016,0,7.95750537142797,6.6649381202446,7.95750537142797,6.6649381202446,0,0
"C04",1996,1,2016,0,9.00652475549025,7.54010058297492,9.00652475549025,7.54010058297492,0,0
"C04",1997,1,2016,0,9.37605085038146,8.08200622107235,9.37605085038146,8.08200622107235,0,0
"C04",1998,1,2016,0,10.2436950560199,8.88449068558711,10.2436950560199,8.88449068558711,0,0
"C04",1999,1,2016,0,11.2191578612509,9.58728149104485,11.2191578612509,9.58728149104485,0,0
"C04",2000,1,2016,0,10.986255518922,9.91881334273955,10.986255518922,9.91881334273955,0,0
"C04",2001,1,2016,0,10.2235994584503,9.03758889532501,10.2235994584503,9.03758889532501,0,0
"C04",2002,1,2016,0,9.47180304326073,8.40892227472429,9.47180304326073,8.40892227472429,0,0
"C04",2003,1,2016,0,9.25479898852972,7.97389280832382,9.25479898852972,7.97389280832382,0,0
"C04",2004,1,2016,0,9.1455687165866,7.72638932974638,9.1455687165866,7.72638932974638,0,0
"C04",2005,1,2016,0,9.70217654888735,7.73196426643107,9.70217654888735,7.73196426643107,0,0
"C04",2006,1,2016,0,9.69663247162013,7.51125641266431,9.69663247162013,7.51125641266431,0,0
"C04",2007,1,2016,0,9.84290113580121,7.67876476053905,9.84290113580121,7.67876476053905,0,0
"C04",2008,1,2016,0,9.57601229789915,7.97823804996005,9.57601229789915,7.97823804996005,0,0
"C04",2009,1,2016,0,9.39888175733585,8.14915294520581,9.39888175733585,8.14915294520581,0,0
"C04",2010,1,2016,0,9.78389599350407,8.57257287684895,9.78389599350407,8.57257287684895,0,0
"C04",2011,1,2016,0,10.8095373209267,9.33186172429539,10.8095373209267,9.33186172429539,0,0
"C04",2012,1,2016,0,11.2970468158116,9.86653029322978,11.2970468158116,9.86653029322978,0,0
"C04",2013,1,2016,0,11.6073806214525,9.92363424453796,11.6073806214525,9.92363424453796,0,0
"C04",2014,1,2016,0,11.2352151678244,9.52972551630613,11.2352151678244,9.52972551630613,0,0
"C04",2015,1,2016,0,9.98246316252073,8.17815601133747,9.98246316252073,8.17815601133747,0,0
"C04",2016,1,2016,1,11.3042114091051,8.66009562397392,9.30421140910513,7.46009562397392,2,1.2
"C04",2017,1,2016,1,11.0951233950695,8.39075438204143,8.7951233950695,7.01075438204143,2.3,1.38
"C04",2018,1,2016,1,12.344094696955,9.15184727378557,9.74409469695499,7.59184727378557,2.6,1.56
"C04",2019,1,2016,1,12.9512742966851,9.69284856367742,10.0512742966851,7.95284856367742,2.9,1.74
"C04",2020,1,2016,1,13.8426119944827,10.5250932959824,10.6426119944827,8.60509329598244,3.2,1.92
"C04",2021,1,2016,1,14.2896136316049,10.8967576604364,10.7896136316049,8.79675766043638,3.5,2.1
"C04",2022,1,2016,1,14.4086642145589,11.4237708379928,10.6086642145589,9.14377083799276,3.8,2.28
"C04",2023,1,2016,1,14.6690848714733,11.8568443089609,10.5690848714733,9.39684430896092,4.1,2.46
"C05",1985,1,2016,0,16.0901353844509,13.1926454483058,16.0901353844509,13.1926454483058,0,0
"C05",1986,1,2016,0,16.6179246963748,14.1418844166579,16.6179246963748,14.1418844166579,0,0
"C05",1987,1,2016,0,16.5667981269532,14.3934995859704,16.5667981269532,14.3934995859704,0,0
"C05",1988,1,2016,0,15.9168669206263,14.2655682967085,15.9168669206263,14.2655682967085,0,0
"C05",1989,1,2016,0,15.3338962244042,13.5252326572474,15.3338962244042,13.5252326572474,0,0
"C05",1990,1,2016,0,15.9263335146212,13.726195626202,15.9263335146212,13.726195626202,0,0
"C05",1991,1,2016,0,16.2929814114619,13.225144121097,16.2929814114619,13.225144121097,0,0
"C05",1992,1,2016,0,15.8267340163523,12.3443965708289,15.8267340163523,12.3443965708289,0,0
"C05",1993,1,2016,0,14.5458416362555,11.1646193400293,14.5458416362555,11.1646193400293,0,0
"C05",1994,1,2016,0,13.3671583929827,10.4975257132242,13.3671583929827,10.4975257132242,0,0
"C05",1995,1,2016,0,12.9485532454106,10.2153001959429,12.9485532454106,10.2153001959429,0,0
"C05",1996,1,2016,0,13.4719786335041,11.1264342529747,13.4719786335041,11.1264342529747,0,0
"C05",1997,1,2016,0,15.5289101303104,12.7804999908831,15.5289101303104,12.7804999908831,0,0
"C05",1998,1,2016,0,17.5210714074066,14.5556669612994,17.5210714074066,14.5556669612994,0,0
"C05",1999,1,2016,0,18.9519837188088,15.7179755710022,18.9519837188088,15.7179755710022,0,0
"C05",2000,1,2016,0,18.984460565982,16.0195394573182,18.984460565982,16.0195394573182,0,0
"C05",2001,1,2016,0,17.7263640551418,15.1280473600416,17.7263640551418,15.1280473600416,0,0
"C05",2002,1,2016,0,16.4887265367846,13.8130285149064,16.4887265367846,13.8130285149064,0,0
"C05",2003,1,2016,0,15.31738756723,12.6994646315866,15.31738756723,12.6994646315866,0,0
"C05",2004,1,2016,0,15.562023012168,12.2006108936853,15.562023012168,12.2006108936853,0,0
"C05",2005,1,2016,0,15.6836709375428,11.7961551197451,15.6836709375428,11.7961551197451,0,0
"C05",2006,1,2016,0,16.1327226188664,12.039069224908,16.1327226188664,12.039069224908,0,0
"C05",2007,1,2016,0,16.075523557072,12.2475437780412,16.075523557072,12.2475437780412,0,0
"C05",2008,1,2016,0,15.6835525841986,12.5349495593233,15.6835525841986,12.5349495593233,0,0
"C05",2009,1,2016,0,15.8172583757815,12.9501383700338,15.8172583757815,12.9501383700338,0,0
"C05",2010,1,2016,0,16.9150128693856,14.2292222361959,16.9150128693856,14.2292222361959,0,0
"C05",2011,1,2016,0,18.5259996831022,15.3782638496538,18.5259996831022,15.3782638496538,0,0
"C05",2012,1,2016,0,20.1425143272234,16.8325439180613,20.1425143272234,16.8325439180613,0,0
"C05",2013,1,2016,0,20.2930284687606,16.6724378888566,20.2930284687606,16.6724378888566,0,0
"C05",2014,1,2016,0,19.4195395611147,15.8497152968642,19.4195395611147,15.8497152968642,0,0
"C05",2015,1,2016,0,17.3048074722928,13.9698892818208,17.3048074722928,13.9698892818208,0,0
"C05",2016,1,2016,1,14.505635198066,11.7022095926735,15.505635198066,12.3022095926735,-1,-0.6
"C05",2017,1,2016,1,13.8475199940746,10.9763813708152,14.8975199940746,11.6063813708152,-1.05,-0.63
"C05",2018,1,2016,1,14.4231882918893,11.2269915729278,15.5231882918893,11.8869915729278,-1.1,-0.66
"C05",2019,1,2016,1,15.8576953988072,11.9617266112173,17.0076953988072,12.6517266112173,-1.15,-0.69
"C05",2020,1,2016,1,17.0368286096084,13.4084842427816,18.2368286096084,14.1284842427816,-1.2,-0.72
"C05",2021,1,2016,1,17.8688572417821,14.1300232544256,19.1188572417821,14.8800232544256,-1.25,-0.75
"C05",2022,1,2016,1,17.9341196638362,14.6284299856145,19.2341196638362,15.4084299856145,-1.3,-0.78
"C05",2023,1,2016,1,17.3285223885917,14.7051078128912,18.6785223885917,15.5151078128912,-1.35,-0.81
"C06",1985,0,NA,0,10.2893920785766,8.42108631889811,10.2893920785766,8.42108631889811,0,0
"C06",1986,0,NA,0,10.6403628552487,8.84477003728386,10.6403628552487,8.84477003728386,0,0
"C06",1987,0,NA,0,10.5223433320052,8.88370282317237,10.5223433320052,8.88370282317237,0,0
"C06",1988,0,NA,0,10.3190946312136,8.76679291715646,10.3190946312136,8.76679291715646,0,0
"C06",1989,0,NA,0,10.1524319211481,8.71982755779348,10.1524319211481,8.71982755779348,0,0
"C06",1990,0,NA,0,10.6074429167715,8.77005039752398,10.6074429167715,8.77005039752398,0,0
"C06",1991,0,NA,0,10.3923152520348,8.69906635221141,10.3923152520348,8.69906635221141,0,0
"C06",1992,0,NA,0,10.5701690973363,8.44119697484751,10.5701690973363,8.44119697484751,0,0
"C06",1993,0,NA,0,10.3818919162343,7.8627576453477,10.3818919162343,7.8627576453477,0,0
"C06",1994,0,NA,0,9.41371295731541,7.71441598254301,9.41371295731541,7.71441598254301,0,0
"C06",1995,0,NA,0,9.18753928238855,7.26603322713226,9.18753928238855,7.26603322713226,0,0
"C06",1996,0,NA,0,9.87108459610547,7.81710784739152,9.87108459610547,7.81710784739152,0,0
"C06",1997,0,NA,0,10.4312375407224,8.30406858806806,10.4312375407224,8.30406858806806,0,0
"C06",1998,0,NA,0,11.2560930558421,9.19638118932599,11.2560930558421,9.19638118932599,0,0
"C06",1999,0,NA,0,12.0904263412118,9.96141673156198,12.0904263412118,9.96141673156198,0,0
"C06",2000,0,NA,0,12.0409921949443,9.94564025650433,12.0409921949443,9.94564025650433,0,0
"C06",2001,0,NA,0,11.4658695584382,9.41062608784629,11.4658695584382,9.41062608784629,0,0
"C06",2002,0,NA,0,10.5486581194481,8.61053958145049,10.5486581194481,8.61053958145049,0,0
"C06",2003,0,NA,0,10.2125109993402,8.43686846150921,10.2125109993402,8.43686846150921,0,0
"C06",2004,0,NA,0,10.5877016161468,8.59049267360228,10.5877016161468,8.59049267360228,0,0
"C06",2005,0,NA,0,11.1002120875939,8.56671446948988,11.1002120875939,8.56671446948988,0,0
"C06",2006,0,NA,0,11.0781567239042,8.36985272584499,11.0781567239042,8.36985272584499,0,0
"C06",2007,0,NA,0,11.0596244663861,8.5495129935405,11.0596244663861,8.5495129935405,0,0
"C06",2008,0,NA,0,10.802335702078,8.65692238015647,10.802335702078,8.65692238015647,0,0
"C06",2009,0,NA,0,10.6776727380796,8.67678962205646,10.6776727380796,8.67678962205646,0,0
"C06",2010,0,NA,0,11.1759252012426,8.98521536939057,11.1759252012426,8.98521536939057,0,0
"C06",2011,0,NA,0,11.9553447411532,9.86579518454639,11.9553447411532,9.86579518454639,0,0
"C06",2012,0,NA,0,12.9822355979033,10.4970613729312,12.9822355979033,10.4970613729312,0,0
"C06",2013,0,NA,0,13.2103841568959,10.5478627647663,13.2103841568959,10.5478627647663,0,0
"C06",2014,0,NA,0,12.8128354339306,10.0372354075543,12.8128354339306,10.0372354075543,0,0
"C06",2015,0,NA,0,11.4368909559103,9.14024209461815,11.4368909559103,9.14024209461815,0,0
"C06",2016,0,NA,0,10.7910548548048,8.63145166750127,10.7910548548048,8.63145166750127,0,0
"C06",2017,0,NA,0,10.4071126104394,8.02847023221596,10.4071126104394,8.02847023221596,0,0
"C06",2018,0,NA,0,11.3500570768897,8.94810411173243,11.3500570768897,8.94810411173243,0,0
"C06",2019,0,NA,0,11.6697011366559,9.10505580340589,11.6697011366559,9.10505580340589,0,0
"C06",2020,0,NA,0,12.3734053422403,9.38898778409974,12.3734053422403,9.38898778409974,0,0
"C06",2021,0,NA,0,12.6166660995596,9.76339818390859,12.6166660995596,9.76339818390859,0,0
"C06",2022,0,NA,0,12.4343923529785,9.95973652920545,12.4343923529785,9.95973652920545,0,0
"C06",2023,0,NA,0,12.4401479988714,10.0628740972182,12.4401479988714,10.0628740972182,0,0
"C07",1985,0,NA,0,9.84394065616607,6.8261533231784,9.84394065616607,6.8261533231784,0,0
"C07",1986,0,NA,0,10.3028976480642,7.11893937672524,10.3028976480642,7.11893937672524,0,0
"C07",1987,0,NA,0,9.26869244464962,6.9040535205551,9.26869244464962,6.9040535205551,0,0
"C07",1988,0,NA,0,8.98280310908245,7.02324917490027,8.98280310908245,7.02324917490027,0,0
"C07",1989,0,NA,0,8.90081088258342,6.83334178990954,8.90081088258342,6.83334178990954,0,0
"C07",1990,0,NA,0,9.24461822879174,6.8049857294028,9.24461822879174,6.8049857294028,0,0
"C07",1991,0,NA,0,9.43427111664762,6.62271304313778,9.43427111664762,6.62271304313778,0,0
"C07",1992,0,NA,0,9.47461573429275,6.32985536363442,9.47461573429275,6.32985536363442,0,0
"C07",1993,0,NA,0,8.90748226031728,5.85932238182574,8.90748226031728,5.85932238182574,0,0
"C07",1994,0,NA,0,8.02093111759355,4.7848970566463,8.02093111759355,4.7848970566463,0,0
"C07",1995,0,NA,0,7.34378551948375,4.56110190882867,7.34378551948375,4.56110190882867,0,0
"C07",1996,0,NA,0,7.76435269138152,4.90520258126694,7.76435269138152,4.90520258126694,0,0
"C07",1997,0,NA,0,8.93582245213781,6.22076472468457,8.93582245213781,6.22076472468457,0,0
"C07",1998,0,NA,0,10.2264213467467,7.3334353318512,10.2264213467467,7.3334353318512,0,0
"C07",1999,0,NA,0,10.902186861193,7.99444707327425,10.902186861193,7.99444707327425,0,0
"C07",2000,0,NA,0,10.6545228286358,7.8493291618059,10.6545228286358,7.8493291618059,0,0
"C07",2001,0,NA,0,9.65031469351179,7.18020412528253,9.65031469351179,7.18020412528253,0,0
"C07",2002,0,NA,0,8.66550253496227,6.2618764683773,8.66550253496227,6.2618764683773,0,0
"C07",2003,0,NA,0,8.45151511424131,5.93277531977813,8.45151511424131,5.93277531977813,0,0
"C07",2004,0,NA,0,8.7919196703332,5.61044940094013,8.7919196703332,5.61044940094013,0,0
"C07",2005,0,NA,0,9.14409343261159,5.89372930975814,9.14409343261159,5.89372930975814,0,0
"C07",2006,0,NA,0,9.37386779230085,5.78622092761956,9.37386779230085,5.78622092761956,0,0
"C07",2007,0,NA,0,9.14475785024305,5.90333495339234,9.14475785024305,5.90333495339234,0,0
"C07",2008,0,NA,0,8.61748303749895,5.5184037341852,8.61748303749895,5.5184037341852,0,0
"C07",2009,0,NA,0,8.56193226364651,5.79020071876248,8.56193226364651,5.79020071876248,0,0
"C07",2010,0,NA,0,9.02749191464359,6.67817602094574,9.02749191464359,6.67817602094574,0,0
"C07",2011,0,NA,0,9.9702243646401,7.26624383777928,9.9702243646401,7.26624383777928,0,0
"C07",2012,0,NA,0,10.7317580096639,8.05246138816327,10.7317580096639,8.05246138816327,0,0
"C07",2013,0,NA,0,11.2388772154831,8.25210704222712,11.2388772154831,8.25210704222712,0,0
"C07",2014,0,NA,0,10.6203456334794,7.56991314487567,10.6203456334794,7.56991314487567,0,0
"C07",2015,0,NA,0,9.00602562992908,6.31111983729257,9.00602562992908,6.31111983729257,0,0
"C07",2016,0,NA,0,8.14759858566908,5.50379945747137,8.14759858566908,5.50379945747137,0,0
"C07",2017,0,NA,0,7.77497179552932,5.0543059419328,7.77497179552932,5.0543059419328,0,0
"C07",2018,0,NA,0,8.28826379728391,4.98656661444619,8.28826379728391,4.98656661444619,0,0
"C07",2019,0,NA,0,9.25403054351127,6.13184205726568,9.25403054351127,6.13184205726568,0,0
"C07",2020,0,NA,0,10.2271572151506,6.42586728272911,10.2271572151506,6.42586728272911,0,0
"C07",2021,0,NA,0,10.1363140093502,6.98957358960972,10.1363140093502,6.98957358960972,0,0
"C07",2022,0,NA,0,9.6164453925895,7.20291343615675,9.6164453925895,7.20291343615675,0,0
"C07",2023,0,NA,0,9.35403014299123,7.28974722725871,9.35403014299123,7.28974722725871,0,0
