kecamatan_id,kecamatan_name,district_name,province,flooded,share_pop_flooded,share_area_flooded,flood_intensity_quintile,area_km2,n_pixels,latitude,longitude,year,post,period,avg_luminosity,nl_sum,nl_log,nl_growth
KEC_005,BandaAceh_Kec_05,Banda Aceh,Aceh,1,0.1629,0.00133,3,347.6,404,5.7614,95.5057,2010,1,postrec,19.2945,7794.9759,8.96123,-0.03727
KEC_005,BandaAceh_Kec_05,Banda Aceh,Aceh,1,0.1629,0.00133,3,347.6,404,5.7614,95.5057,2011,1,postrec,18.2974,7392.1298,8.90817,-0.05306
KEC_005,BandaAceh_Kec_05,Banda Aceh,Aceh,1,0.1629,0.00133,3,347.6,404,5.7614,95.5057,2012,1,postrec,17.8484,7210.7575,8.88333,-0.02484
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,1999,0,(base year),5.1137,470.458,6.15371,
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,2000,0,baseline,5.3579,492.9228,6.20035,0.04665
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,2001,0,baseline,5.3883,495.7254,6.20602,0.00567
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,2002,0,baseline,5.5474,510.3591,6.23512,0.02909
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,2003,0,pre,5.6553,520.2868,6.25438,0.01927
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,2004,0,pre,5.9074,543.4788,6.29799,0.04361
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,2005,1,tsunami,5.9612,548.4292,6.30706,0.00907
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,2006,1,recovery,6.0363,555.3418,6.31959,0.01253
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,2007,1,recovery,6.2798,577.7432,6.35913,0.03955
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,2008,1,recovery,6.3169,581.1553,6.36502,0.00589
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,2009,1,postrec,6.4344,591.9686,6.38346,0.01844
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,2010,1,postrec,6.5622,603.7208,6.40311,0.01966
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,2011,1,postrec,6.5225,600.0666,6.39704,-0.00607
KEC_006,BandaAceh_Kec_06,Banda Aceh,Aceh,1,0.2242,0.00218,4,79.1,92,5.5285,95.3908,2012,1,postrec,6.6693,613.5758,6.41931,
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,1999,0,(base year),0.3624,65.5972,4.18355,
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,2000,0,baseline,0.3702,67.0035,4.20476,0.02121
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,2001,0,baseline,0.3675,66.5169,4.19747,-0.00729
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,2002,0,baseline,0.3706,67.084,4.20596,0.00849
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,2003,0,pre,0.3656,66.1806,4.1924,-0.01356
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,2004,0,pre,0.3758,68.016,4.21976,0.02736
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,2005,1,tsunami,0.3726,67.4401,4.21126,-0.0085
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,2006,1,recovery,0.3689,66.7634,4.20117,-0.01009
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,2007,1,recovery,0.373,67.5171,4.2124,0.01123
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,2008,1,recovery,0.3708,67.1231,4.20654,-0.00585
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,2009,1,postrec,0.3781,68.4421,4.226,0.01946
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,2010,1,postrec,0.3741,67.7179,4.21537,-0.01064
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,2011,1,postrec,0.3675,66.5173,4.19748,-0.01789
KEC_007,BandaAceh_Kec_07,Banda Aceh,Aceh,0,0.0,0.0,0,155.6,181,5.3716,95.5413,2012,1,postrec,0.3698,66.932,4.20369,0.00621
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,1999,0,(base year),2.298,1562.6519,7.35414,
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,2000,0,baseline,2.4296,1652.1307,7.40982,0.05568
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,2001,0,baseline,2.4877,1691.654,7.43346,0.02364
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,2002,0,baseline,2.5748,1750.8969,7.46788,0.03442
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,2003,0,pre,2.6801,1822.4402,7.50793,0.04005
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,2004,0,pre,2.8484,1936.8825,7.56884,0.0609
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,2005,1,tsunami,2.9416,2000.2966,7.60105,0.03222
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,2006,1,recovery,3.0485,2072.9787,7.63674,0.03569
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,2007,1,recovery,3.2366,2200.9095,7.69663,0.05988
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,2008,1,recovery,3.3326,2266.1599,7.72584,0.02922
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,2009,1,postrec,3.4914,2374.152,7.7724,0.04655
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,2010,1,postrec,3.601,2448.7043,7.80331,0.03092
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,2011,1,postrec,3.6302,2468.5414,7.81138,0.00807
KEC_008,BandaAceh_Kec_08,Banda Aceh,Aceh,0,0.0,0.0,0,584.8,680,5.4579,95.1923,2012,1,postrec,3.7885,2576.1595,7.85406,0.04267
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,1999,0,(base year),2.435,718.3204,6.57692,
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,2000,0,baseline,2.6385,778.3632,6.65719,
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,2001,0,baseline,2.7645,815.525,6.70383,
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,2002,0,baseline,2.9653,874.763,6.77395,0.07012
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,2003,0,pre,3.1262,922.2197,6.82678,0.05283
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,2004,0,pre,3.3773,996.3174,6.90407,0.07728
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,2005,1,tsunami,3.603,1062.8985,6.96876,0.06469
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,2006,1,recovery,3.7944,1119.3392,7.02049,0.05174
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,2007,1,recovery,4.1361,1220.1379,7.10672,0.08623
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,2008,1,recovery,4.3816,1292.5866,7.1644,0.05768
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,2009,1,postrec,4.729,1395.0471,7.24068,0.07628
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,2010,1,postrec,4.996,1473.822,7.29561,0.05493
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,2011,1,postrec,5.1725,1525.8805,7.33033,
KEC_009,BandaAceh_Kec_09,Banda Aceh,Aceh,0,0.0,0.0,0,253.7,295,5.3815,95.4046,2012,1,postrec,5.5416,1634.7736,7.39926,0.06893
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,1999,0,(base year),0.0,0.001,-6.19189,
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,2000,0,baseline,0.0,0.0011,-6.18009,0.0118
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,2001,0,baseline,0.0,0.001,-6.21532,-0.03523
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,2002,0,baseline,0.0,0.001,-6.22913,-0.01381
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,2003,0,pre,0.0,0.001,-6.23841,-0.00928
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,2004,0,pre,0.0,0.001,-6.21461,0.0238
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,2005,1,tsunami,0.0,0.001,-6.23046,-0.01585
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,2006,1,recovery,0.0,0.001,-6.23938,-0.00892
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,2007,1,recovery,0.0,0.001,-6.23246,0.00692
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,2008,1,recovery,0.0,0.0009,-6.24444,-0.01199
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,2009,1,postrec,0.0,0.001,-6.2353,0.00914
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,2010,1,postrec,0.0,0.0009,-6.25189,-0.01659
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,2011,1,postrec,0.0,0.0009,-6.29015,-0.03826
KEC_010,BandaAceh_Kec_10,Banda Aceh,Aceh,0,0.0,0.0,0,395.5,460,5.4861,95.4321,2012,1,postrec,0.0,0.0009,-6.28941,0.00074
KEC_011,BandaAceh_Kec_11,Banda Aceh,Aceh,0,0.0,0.0,0,106.3,124,5.5327,95.4974,1999,0,(base year),1.83,226.9197,5.4246,
KEC_011,BandaAceh_Kec_11,Banda Aceh,Aceh,0,0.0,0.0,0,106.3,124,5.5327,95.4974,2000,0,baseline,1.9283,239.1146,5.47695,0.05235
KEC_011,BandaAceh_Kec_11,Banda Aceh,Aceh,0,0.0,0.0,0,106.3,124,5.5327,95.4974,2001,0,baseline,1.9531,242.1856,5.48971,0.01276
KEC_011,BandaAceh_Kec_11,Banda Aceh,Aceh,0,0.0,0.0,0,106.3,124,5.5327,95.4974,2002,0,baseline,2.0413,253.1208,5.53387,0.04416
KEC_011,BandaAceh_Kec_11,Banda Aceh,Aceh,0,0.0,0.0,0,106.3,124,5.5327,95.4974,2003,0,pre,2.0885,258.968,5.55671,0.02284
KEC_011,BandaAceh_Kec_11,Banda Aceh,Aceh,0,0.0,0.0,0,106.3,124,5.5327,95.4974,2004,0,pre,2.2005,272.8637,5.60898,0.05227
KEC_011,BandaAceh_Kec_11,Banda Aceh,Aceh,0,0.0,0.0,0,106.3,124,5.5327,95.4974,2005,1,tsunami,2.2358,277.2398,5.62489,0.01591
KEC_011,BandaAceh_Kec_11,Banda Aceh,Aceh,0,0.0,0.0,0,106.3,124,5.5327,95.4974,2006,1,recovery,2.2826,283.0369,5.64558,0.02069
KEC_011,BandaAceh_Kec_11,Banda Aceh,Aceh,0,0.0,0.0,0,106.3,124,5.5327,95.4974,2007,1,recovery,2.4113,299.007,5.70047,0.05489
KEC_011,BandaAceh_Kec_11,Banda Aceh,Aceh,0,0.0,0.0,0,106.3,124,5.5327,95.4974,2008,1,recovery,2.459,304.9131,5.72003,0.01956
KEC_011,BandaAceh_Kec_11,Banda Aceh,Aceh,0,0.0,0.0,0,106.3,124,5.5327,95.4974,2009,1,postrec,2.5662,318.2033,5.76269,0.04266
KEC_011,BandaAceh_Kec_11,Banda Aceh,Aceh,0,0.0,0.0,0,106.3,124,5.5327,95.4974,2010,1,postrec,2.6146,324.2143,5.78141,0.01871
KEC_011,BandaAceh_Kec_11,Banda Aceh,Aceh,0,0.0,0.0,0,106.3,124,5.5327,95.4974,2011,1,postrec,2.6098,323.6151,5.77956,-0.00185
