district_id,district_name,province,region_group,district_type,coastal,flooded,neighbour_of_flooded,flood_treatment_group,latitude,longitude,year,post,period,gdp_const_usd_m,gdp_growth,population,pop_growth,gdp_pc_usd,gdp_pc_growth,va_agri_share,va_manu_share,va_serv_share,capital_formation_pc_usd,poverty_rate,doctors_per_1000,water_access_pct,sanitation_access_pct,electricity_access_pct,hdi
ACEH_D02,Sabang,Aceh,Aceh,Kota,1,1,0,Treated (flooded),5.82,95.32,2000,0,baseline,194.446,0.06392,123864,-0.01613,1569.84,0.08005,31.357,6.653,54.028,11.15,30.82,0.21,58.62,49.28,84.8,68.26
ACEH_D02,Sabang,Aceh,Aceh,Kota,1,1,0,Treated (flooded),5.82,95.32,2001,0,baseline,204.141,0.04986,123022,-0.00679,1659.38,0.05665,28.378,6.337,54.035,25.11,25.78,0.23,57.78,51.37,85.3,67.22
ACEH_D02,Sabang,Aceh,Aceh,Kota,1,1,0,Treated (flooded),5.82,95.32,2002,0,baseline,199.107,-0.02466,121848,-0.00955,1634.07,-0.01511,30.756,6.588,56.749,44.23,27.4,0.245,64.13,50.81,82.9,67.9
ACEH_D02,Sabang,Aceh,Aceh,Kota,1,1,0,Treated (flooded),5.82,95.32,2003,0,pre,221.735,0.11365,121309,-0.00442,1827.86,0.11807,28.817,7.472,54.263,48.58,27.11,0.297,65.62,51.6,81.65,67.83
ACEH_D02,Sabang,Aceh,Aceh,Kota,1,1,0,Treated (flooded),5.82,95.32,2004,0,pre,226.069,0.01955,121022,-0.00236,1867.99,0.02191,27.976,5.21,56.168,61.56,25.99,0.305,67.41,57.53,84.74,68.74
ACEH_D02,Sabang,Aceh,Aceh,Kota,1,1,0,Treated (flooded),5.82,95.32,2005,1,tsunami,246.735,0.09141,113412,-0.06289,2175.57,0.1543,29.717,5.731,58.078,92.67,23.86,0.309,66.7,58.11,86.1,68.32
ACEH_D02,Sabang,Aceh,Aceh,Kota,1,1,0,Treated (flooded),5.82,95.32,2006,1,recovery,276.674,0.12134,110117,-0.02905,2512.55,0.15039,25.123,4.762,59.868,187.43,23.51,0.362,70.01,61.39,87.94,69.21
ACEH_D02,Sabang,Aceh,Aceh,Kota,1,1,0,Treated (flooded),5.82,95.32,2007,1,recovery,298.422,0.07861,108242,-0.01703,2756.99,0.09563,24.78,4.665,62.418,162.93,22.9,0.357,71.87,63.15,91.12,71.07
ACEH_D02,Sabang,Aceh,Aceh,Kota,1,1,0,Treated (flooded),5.82,95.32,2008,1,recovery,326.469,0.09398,106285,-0.01808,3071.64,0.11206,20.694,4.87,63.024,145.57,21.56,0.407,74.13,70.59,89.98,70.6
ACEH_D02,Sabang,Aceh,Aceh,Kota,1,1,0,Treated (flooded),5.82,95.32,2009,1,postrec,348.923,0.06878,109284,0.02821,3192.82,0.04056,20.788,4.205,67.551,141.15,18.86,0.437,77.42,70.11,94.32,72.12
ACEH_D02,Sabang,Aceh,Aceh,Kota,1,1,0,Treated (flooded),5.82,95.32,2010,1,postrec,382.214,0.09541,112461,0.02907,3398.64,0.06634,19.566,4.105,68.667,153.04,19.5,0.464,77.93,70.06,93.93,71.2
ACEH_D02,Sabang,Aceh,Aceh,Kota,1,1,0,Treated (flooded),5.82,95.32,2011,1,postrec,409.73,0.07199,114406,0.0173,3581.36,0.05469,18.381,4.296,69.538,167.37,18.69,0.468,79.72,73.57,95.87,72.0
ACEH_D02,Sabang,Aceh,Aceh,Kota,1,1,0,Treated (flooded),5.82,95.32,2012,1,postrec,416.875,0.01744,117864,0.03022,3536.92,-0.01278,14.917,3.22,70.561,176.54,15.84,0.484,82.87,75.76,97.29,74.22
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,1999,0,(base year),61.18,,97926,,624.76,,55.304,6.165,29.31,11.06,31.82,0.194,56.38,48.73,83.26,66.33
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,2000,0,baseline,65.06,0.06342,99166,0.01267,656.07,0.05076,54.609,6.539,29.828,14.08,30.08,0.213,61.63,51.19,84.6,67.67
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,2001,0,baseline,71.464,0.09843,100314,0.01158,712.4,0.08685,53.716,6.37,30.777,20.61,29.25,0.239,60.27,48.32,82.6,66.85
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,2002,0,baseline,78.039,0.092,101417,0.01099,769.49,0.08101,53.345,7.575,31.379,41.14,27.36,0.241,64.72,53.96,84.17,67.83
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,2003,0,pre,85.647,0.09749,102728,0.01293,833.72,0.08456,54.707,6.587,32.142,46.83,25.46,0.269,63.34,54.88,82.92,67.6
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,2004,0,pre,86.623,0.01139,102703,-0.00024,843.43,0.01164,52.176,5.743,31.767,64.13,26.43,0.267,62.38,54.68,84.31,68.69
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,2005,1,tsunami,82.045,-0.05285,97538,-0.05029,841.16,-0.00256,52.038,6.407,32.806,108.93,24.89,0.317,69.19,60.73,85.45,69.41
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,2006,1,recovery,87.371,0.06492,97451,-0.00089,896.56,0.06581,47.85,5.164,35.45,224.56,25.17,0.324,69.19,61.67,87.42,68.68
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,2007,1,recovery,97.143,0.11185,97527,0.00077,996.07,0.11107,47.61,5.016,37.341,191.33,22.06,0.389,71.21,63.23,89.23,70.23
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,2008,1,recovery,110.495,0.13745,97811,0.00291,1129.69,0.13454,45.992,4.754,41.126,156.41,19.87,0.39,73.06,66.44,91.81,69.88
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,2009,1,postrec,117.98,0.06774,96435,-0.01407,1223.42,0.0818,44.02,3.663,40.106,165.65,20.38,0.442,75.34,69.05,92.15,70.96
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,2010,1,postrec,121.025,0.02581,95929,-0.00525,1261.61,0.03105,43.047,3.551,43.642,181.54,21.17,0.448,76.14,67.94,94.07,72.55
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,2011,1,postrec,119.347,-0.01386,95550,-0.00394,1249.05,-0.00992,41.251,4.677,44.857,188.93,21.78,0.491,79.74,71.82,95.43,71.71
ACEH_D03,Aceh Besar,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),5.45,95.5,2012,1,postrec,125.165,0.04875,94001,-0.01622,1331.54,0.06497,39.067,3.431,46.785,197.21,17.88,0.513,80.67,75.04,96.44,73.42
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,1999,0,(base year),179.163,,259968,,689.17,,54.401,7.229,29.391,6.7,28.91,0.208,59.6,49.52,83.3,67.85
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,2000,0,baseline,187.569,0.04692,262737,0.01065,713.91,0.03627,55.525,5.956,26.395,11.17,28.84,0.205,61.04,52.39,85.08,68.31
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,2001,0,baseline,190.98,0.01819,260192,-0.00969,734.0,0.02787,52.991,6.003,28.635,8.69,30.48,0.282,59.95,51.05,82.74,67.32
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,2002,0,baseline,203.225,0.06412,261085,0.00343,778.39,0.06068,54.357,5.819,31.002,35.62,27.63,0.254,63.13,50.82,83.3,67.55
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,2003,0,pre,214.225,0.05413,268234,0.02738,798.65,0.02674,55.8,6.19,31.007,42.9,26.26,0.277,62.12,55.07,83.85,68.42
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,2004,0,pre,218.301,0.01903,278108,0.03681,784.95,-0.01778,53.612,5.299,27.858,49.7,25.76,0.312,63.94,55.54,86.56,67.56
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,2005,1,tsunami,207.308,-0.05036,259665,-0.06631,798.37,0.01596,51.262,6.38,32.771,78.96,26.4,0.323,66.69,56.36,84.51,69.17
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,2006,1,recovery,233.005,0.12396,252759,-0.0266,921.85,0.15055,51.858,4.319,35.356,167.84,23.51,0.383,66.18,60.88,84.56,69.31
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,2007,1,recovery,300.046,0.28772,250599,-0.00854,1197.32,0.29627,48.782,4.588,36.927,140.97,26.26,0.342,71.83,61.91,89.52,69.55
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,2008,1,recovery,348.3,0.16082,244789,-0.02319,1422.86,0.18401,47.597,5.528,38.428,119.98,19.88,0.434,72.12,68.34,91.82,71.52
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,2009,1,postrec,372.388,0.06916,254186,0.03839,1465.02,0.03077,46.06,5.002,41.753,132.09,20.17,0.398,74.12,68.81,94.03,70.5
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,2010,1,postrec,419.274,0.12591,263924,0.03831,1588.62,0.0876,43.708,4.605,43.503,134.91,20.81,0.469,80.4,68.85,92.44,72.4
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,2011,1,postrec,497.921,0.18758,270737,0.02582,1839.13,0.16176,41.645,3.239,45.245,140.05,16.84,0.496,82.49,69.86,94.62,73.59
ACEH_D04,Aceh Jaya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.85,95.55,2012,1,postrec,576.568,0.15795,279084,0.03083,2065.93,0.12712,43.614,4.529,46.775,153.55,15.55,0.547,81.61,73.98,95.2,72.99
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,1999,0,(base year),329.327,,308985,,1065.83,,52.491,7.035,32.788,9.46,28.31,0.189,58.49,45.77,83.75,67.31
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,2000,0,baseline,339.751,0.03165,317396,0.02722,1070.44,0.00443,50.082,7.153,34.006,13.89,30.02,0.247,59.04,49.42,83.32,66.89
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,2001,0,baseline,367.96,0.08303,323312,0.01864,1138.1,0.06439,50.242,6.177,33.386,23.01,29.94,0.237,62.37,50.57,82.65,67.62
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,2002,0,baseline,390.738,0.0619,328078,0.01474,1190.99,0.04716,49.754,6.48,34.211,38.18,27.48,0.248,64.23,56.43,82.08,67.68
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,2003,0,pre,427.843,0.09496,331267,0.00972,1291.54,0.08524,48.469,4.862,37.074,51.99,28.02,0.282,65.35,56.32,85.44,67.93
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,2004,0,pre,507.933,0.1872,334493,0.00974,1518.52,0.17746,46.496,5.348,36.169,57.2,27.9,0.313,66.11,53.09,83.64,69.08
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,2005,1,tsunami,487.544,-0.04014,300960,-0.10025,1619.96,0.06011,47.556,6.637,39.643,92.88,25.53,0.314,74.02,53.67,83.78,67.75
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,2006,1,recovery,535.325,0.098,305824,0.01616,1750.43,0.08184,46.546,5.208,40.57,205.73,24.35,0.375,68.65,64.1,86.73,69.42
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,2007,1,recovery,587.574,0.0976,311144,0.0174,1888.43,0.08021,43.945,4.134,43.027,182.11,25.73,0.365,72.66,63.08,88.32,70.39
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,2008,1,recovery,640.124,0.08943,315717,0.0147,2027.53,0.07474,44.295,3.281,43.504,152.15,22.0,0.377,76.73,67.39,90.41,71.01
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,2009,1,postrec,689.705,0.07746,336382,0.06546,2050.36,0.012,40.285,5.378,44.193,156.23,20.92,0.415,78.75,67.6,90.29,71.8
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,2010,1,postrec,753.453,0.09243,356411,0.05954,2114.0,0.03288,38.4,3.063,47.687,168.82,22.07,0.477,80.68,68.01,93.39,72.87
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,2011,1,postrec,844.415,0.12073,371428,0.04213,2273.43,0.07859,37.215,3.73,48.55,184.79,18.31,0.5,82.15,72.48,96.49,72.02
ACEH_D05,Aceh Barat,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.45,96.15,2012,1,postrec,903.055,0.06944,389308,0.04814,2319.64,0.02131,35.542,2.072,51.583,190.63,16.56,0.466,81.92,76.34,97.63,72.04
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,1999,0,(base year),167.089,,178608,,935.5,,51.934,6.61,34.001,10.09,29.27,0.232,55.97,49.71,83.27,67.43
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,2000,0,baseline,182.191,0.09039,185107,0.03638,984.25,0.054,53.562,6.405,34.013,14.66,31.9,0.22,59.51,50.92,83.39,66.61
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,2001,0,baseline,197.06,0.08161,188729,0.01957,1044.15,0.06204,49.798,6.047,33.199,25.28,30.7,0.261,60.05,49.48,83.63,68.18
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,2002,0,baseline,215.548,0.09382,195328,0.03497,1103.52,0.05885,50.576,7.284,33.818,40.21,26.69,0.257,63.09,50.18,83.03,67.93
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,2003,0,pre,218.75,0.01485,200492,0.02644,1091.06,-0.01159,50.088,6.728,33.2,51.17,27.8,0.27,63.34,57.17,83.39,68.48
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,2004,0,pre,232.699,0.06377,205263,0.02379,1133.66,0.03997,49.582,6.464,34.1,73.63,26.47,0.289,63.85,53.58,84.6,69.15
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,2005,1,tsunami,233.155,0.00196,185784,-0.0949,1254.98,0.09686,50.956,4.363,36.621,111.75,24.54,0.333,66.57,61.37,86.74,69.36
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,2006,1,recovery,239.174,0.02582,190548,0.02564,1255.19,0.00017,46.6,4.943,38.71,220.42,23.96,0.381,67.97,64.46,84.45,68.36
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,2007,1,recovery,258.725,0.08174,198749,0.04304,1301.77,0.03871,44.264,5.808,39.102,197.29,22.82,0.369,74.18,63.8,87.86,69.46
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,2008,1,recovery,270.26,0.04459,204620,0.02954,1320.79,0.01505,44.698,5.062,42.066,177.8,19.92,0.416,77.15,62.49,90.97,71.06
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,2009,1,postrec,267.648,-0.00966,205530,0.00445,1302.23,-0.01412,40.461,3.52,44.304,171.83,17.85,0.438,75.24,69.2,92.2,71.33
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,2010,1,postrec,288.798,0.07902,204712,-0.00398,1410.75,0.083,38.82,3.828,46.722,186.06,19.51,0.452,79.94,73.37,95.18,71.28
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,2011,1,postrec,299.264,0.03624,204615,-0.00048,1462.57,0.03672,37.563,3.248,46.796,202.24,18.97,0.505,84.36,72.93,96.23,73.38
ACEH_D06,Nagan Raya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),4.15,96.45,2012,1,postrec,319.597,0.06794,205624,0.00493,1554.28,0.06301,38.965,4.576,50.529,208.55,19.29,0.539,84.15,76.45,97.17,72.45
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,1999,0,(base year),101.318,,129799,,780.57,,48.058,5.967,35.708,7.31,29.84,0.233,57.25,47.09,84.37,67.19
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,2000,0,baseline,106.902,0.05512,130510,0.00548,819.11,0.04964,48.147,6.243,36.476,9.86,28.52,0.211,60.93,49.62,83.48,67.15
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,2001,0,baseline,114.528,0.07133,131080,0.00437,873.72,0.06696,46.8,5.928,38.573,24.18,27.97,0.23,58.95,52.61,82.55,67.37
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,2002,0,baseline,118.329,0.03319,134123,0.02322,882.24,0.00997,49.061,7.48,39.917,45.92,28.53,0.254,62.93,51.54,85.41,68.32
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,2003,0,pre,124.607,0.05306,134573,0.00335,925.95,0.04971,46.124,5.98,37.304,43.63,25.21,0.281,64.24,51.86,85.67,68.55
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,2004,0,pre,122.713,-0.01521,136272,0.01263,900.5,-0.02783,45.338,5.999,37.051,67.69,27.17,0.291,62.25,58.35,85.82,67.55
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,2005,1,tsunami,126.284,0.0291,125285,-0.08063,1007.98,0.10973,43.841,4.291,40.625,93.18,26.01,0.335,68.33,58.96,86.31,69.22
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,2006,1,recovery,138.011,0.09287,120608,-0.03733,1144.3,0.1302,45.352,5.185,43.193,218.65,26.77,0.335,69.66,60.6,86.26,69.6
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,2007,1,recovery,163.068,0.18156,117148,-0.02869,1391.99,0.21025,43.299,5.077,43.674,197.98,21.15,0.353,73.04,65.57,87.46,69.74
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,2008,1,recovery,181.614,0.11373,114001,-0.02686,1593.09,0.14059,38.889,5.295,46.051,156.54,22.35,0.407,72.98,66.2,89.92,71.5
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,2009,1,postrec,192.883,0.06205,117186,0.02794,1645.96,0.03411,39.079,4.371,48.573,169.73,21.73,0.43,77.23,67.76,93.34,71.09
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,2010,1,postrec,213.006,0.10433,120089,0.02478,1773.73,0.07955,36.021,3.743,50.224,176.29,15.63,0.468,77.22,70.95,93.77,71.21
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,2011,1,postrec,224.203,0.05256,121620,0.01274,1843.48,0.03982,35.753,2.685,51.781,189.67,13.77,0.469,80.34,70.72,96.87,72.78
ACEH_D07,Aceh Barat Daya,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.85,96.85,2012,1,postrec,232.61,0.0375,123644,0.01665,1881.28,0.02085,33.52,3.654,53.401,197.4,14.3,0.492,84.53,79.25,97.46,73.01
ACEH_D08,Aceh Selatan,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.15,97.3,1999,0,(base year),171.692,,173306,,990.68,,52.763,7.513,27.865,14.09,28.38,0.197,54.37,46.61,85.39,66.12
ACEH_D08,Aceh Selatan,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.15,97.3,2000,0,baseline,191.875,0.11755,183267,0.05748,1046.97,0.06008,51.788,6.793,30.445,10.71,26.72,0.226,62.64,51.99,82.79,67.09
ACEH_D08,Aceh Selatan,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.15,97.3,2001,0,baseline,189.58,-0.01196,191206,0.04332,991.49,-0.05528,52.823,7.314,30.938,16.4,29.49,0.226,59.72,51.47,83.94,67.35
ACEH_D08,Aceh Selatan,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.15,97.3,2002,0,baseline,195.454,0.03098,204944,0.07184,953.7,-0.04086,51.858,5.856,31.599,33.8,28.6,0.263,61.61,49.9,82.45,68.45
ACEH_D08,Aceh Selatan,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.15,97.3,2003,0,pre,222.344,0.13758,205369,0.00207,1082.66,0.1355,53.185,6.529,32.395,40.85,26.07,0.259,64.25,55.67,83.68,68.75
ACEH_D08,Aceh Selatan,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.15,97.3,2004,0,pre,246.843,0.11018,202797,-0.01252,1217.19,0.12271,52.381,5.793,32.332,56.91,27.03,0.286,67.35,51.88,83.86,69.47
ACEH_D08,Aceh Selatan,Aceh,Aceh,Kabupaten,1,1,0,Treated (flooded),3.15,97.3,2005,1,tsunami,265.128,0.07407,190800,-0.05916,1389.56,0.13323,50.532,6.71,33.719,86.7,28.9,0.323,67.73,62.3,86.27,70.02
