id,year,emp,wage,cap,indoutpt,n,w,k,ys,n_lag1,w_lag1,k_lag1,n_lag2,d_n,d_w,d_k,d_n_lag1,d_w_lag1,d_k_lag1
3,1983,16.8500003814697,28.9076995849609,7.34310007095337,100.030097961426,2.82435059547424,3.36410808563232,1.99376106262207,4.60547113418579,2.897292137146,3.21264433860779,1.74302434921265,2.9739978313446,-0.07294154167176004,0.15146374702453036,0.25073671340942005,-0.07670569419859996,-0.0010743141174303084,-0.08371615409850985
4,1977,26.1599998474121,14.8283004760742,8.49020004272461,118.222297668457,3.26423144340515,2.69653749465942,2.13891267776489,4.77256679534912,,,,,,,,,,
4,1978,26.7399997711182,14.8379001617432,8.74199962615967,120.155097961426,3.28616046905518,2.69718480110168,2.16813898086548,4.78878355026245,3.26423144340515,2.69653749465942,2.13891267776489,,0.021929025650029743,0.0006473064422602981,0.029226303100589934,,,
4,1979,27.2800006866455,14.875599861145,9.18690013885498,118.831901550293,3.30615377426147,2.69972229003906,2.21777868270874,4.7777099609375,3.28616046905518,2.69718480110168,2.16813898086548,3.26423144340515,0.01999330520629039,0.002537488937379706,0.04963970184325994,0.021929025650029743,0.0006473064422602981,0.029226303100589934
4,1980,27.8299999237061,15.2332000732422,9.40359973907471,111.916397094727,3.32611465454102,2.72347736358643,2.24109268188477,4.71775197982788,3.30615377426147,2.69972229003906,2.21777868270874,3.28616046905518,0.019960880279549897,0.023755073547369943,0.023313999176030276,0.01999330520629039,0.002537488937379706,0.04963970184325994
4,1981,27.1690006256104,17.2528991699219,8.89389991760254,97.5540008544922,3.30207657814026,2.847980260849,2.18536567687988,4.58040618896484,3.32611465454102,2.72347736358643,2.24109268188477,3.30615377426147,-0.024038076400759945,0.12450289726257013,-0.05572700500488992,0.019960880279549897,0.023755073547369943,0.023313999176030276
4,1982,24.503999710083,19.3141994476318,8.39050006866455,92.1981964111328,3.19883632659912,2.96084046363831,2.12710022926331,4.5239405632019,3.30207657814026,2.847980260849,2.18536567687988,3.32611465454102,-0.10324025154113992,0.1128602027893102,-0.05826544761657004,-0.024038076400759945,0.12450289726257013,-0.05572700500488992
4,1983,22.5620002746582,20.005500793457,7.43510007858276,92.4040985107422,3.11626720428467,2.99600720405579,2.00621199607849,4.52617120742798,3.19883632659912,2.96084046363831,2.12710022926331,3.30207657814026,-0.08256912231445002,0.035166740417480025,-0.12088823318482023,-0.10324025154113992,0.1128602027893102,-0.05826544761657004
5,1976,86.677001953125,20.6322994232178,22.3803997039795,94.8991012573242,4.46218872070312,3.02685785293579,3.10818552970886,4.55281400680542,,,,,,,,,,
5,1977,87.0999984741211,18.2782001495361,22.270299911499,96.5037994384766,4.46705675125122,2.90570902824402,3.10325384140015,4.56958246231079,4.46218872070312,3.02685785293579,3.10818552970886,,0.004868030548100144,-0.12114882469177024,-0.004931688308710047,,,
5,1978,87.0,18.1368999481201,25.1669998168945,98.8162994384766,4.46590805053711,2.89794850349426,3.22553372383118,4.59326267242432,4.46705675125122,2.90570902824402,3.10325384140015,4.46218872070312,-0.0011487007141095518,-0.007760524749759856,0.12227988243102983,0.004868030548100144,-0.12114882469177024,-0.004931688308710047
5,1979,90.4000015258789,18.1895999908447,25.3514995574951,100.483497619629,4.50424432754517,2.90085005760193,3.23283791542053,4.60999345779419,4.46590805053711,2.89794850349426,3.22553372383118,4.46705675125122,0.038336277008059305,0.0029015541076700124,0.00730419158935014,-0.0011487007141095518,-0.007760524749759856,0.12227988243102983
5,1980,89.1999969482422,19.2893009185791,28.2394008636475,100.122299194336,4.49088096618652,2.95955061912537,3.34071826934814,4.60639238357544,4.50424432754517,2.90085005760193,3.23283791542053,4.46590805053711,-0.013363361358649684,0.058700561523440165,0.10788035392761008,0.038336277008059305,0.0029015541076700124,0.00730419158935014
5,1981,82.6999969482422,19.8241996765137,25.7959003448486,98.5270004272461,4.41521978378296,2.98690342903137,3.25021553039551,4.59033060073853,4.49088096618652,2.95955061912537,3.34071826934814,4.50424432754517,-0.07566118240356001,0.027352809905999642,-0.09050273895263006,-0.013363361358649684,0.058700561523440165,0.10788035392761008
5,1982,73.6999969482422,19.387300491333,20.3680992126465,99.50830078125,4.30000257492065,2.96461820602417,3.01396989822388,4.60024118423462,4.41521978378296,2.98690342903137,3.25021553039551,4.49088096618652,-0.11521720886231002,-0.022285223007199928,-0.23624563217162997,-0.07566118240356001,0.027352809905999642,-0.09050273895263006
6,1976,0.748000025749207,23.1888999938965,0.169400006532669,102.772399902344,-0.290352255105972,3.14367365837097,-1.77549242973328,4.63251686096191,,,,,,,,,,
6,1977,0.765999972820282,20.5393009185791,0.161799997091293,107.027000427246,-0.266573131084442,3.0223400592804,-1.82139432430267,4.6730809211731,-0.290352255105972,3.14367365837097,-1.77549242973328,,0.023779124021529985,-0.12133359909056995,-0.04590189456939009,,,
6,1978,0.762000024318695,20.93869972229,0.149900004267693,108.678802490234,-0.271808683872223,3.04159903526306,-1.89778685569763,4.68839693069458,-0.266573131084442,3.0223400592804,-1.82139432430267,-0.290352255105972,-0.005235552787780984,0.019258975982660242,-0.07639253139496005,0.023779124021529985,-0.12133359909056995,-0.04590189456939009
6,1979,0.728999972343445,21.7625999450684,0.145799994468689,111.119003295898,-0.316081583499908,3.08019280433655,-1.92551946640015,4.71060180664062,-0.271808683872223,3.04159903526306,-1.89778685569763,-0.266573131084442,-0.04427289962768499,0.03859376907348988,-0.027732610702519978,-0.005235552787780984,0.019258975982660242,-0.07639253139496005
6,1980,0.731000006198883,23.4706993103027,0.146799996495247,101.926498413086,-0.313341796398163,3.15575289726257,-1.91868424415588,4.62425184249878,-0.316081583499908,3.08019280433655,-1.92551946640015,-0.271808683872223,0.002739787101744995,0.07556009292602006,0.006835222244270023,-0.04427289962768499,0.03859376907348988,-0.027732610702519978
6,1981,0.778999984264374,24.1252002716064,0.141200006008148,99.4971008300781,-0.24974425137043,3.18325686454773,-1.95757794380188,4.60012865066528,-0.313341796398163,3.15575289726257,-1.91868424415588,-0.316081583499908,0.06359754502773302,0.027503967285159803,-0.03889369964600009,0.002739787101744995,0.07556009292602006,0.006835222244270023
6,1982,0.782000005245209,25.2064990997314,0.12610000371933,99.310302734375,-0.245900526642799,3.22710180282593,-2.0706799030304,4.5982494354248,-0.24974425137043,3.18325686454773,-1.95757794380188,-0.313341796398163,0.003843724727631004,0.04384493827820002,-0.11310195922851984,0.06359754502773302,0.027503967285159803,-0.03889369964600009
7,1976,1.60000002384186,30.8512992858887,0.993399977684021,104.766403198242,0.470003634691238,3.42917895317078,-0.0066218986175954,4.65173292160034,,,,,,,,,,
7,1977,1.64999997615814,28.5550003051758,0.933000028133392,107.479103088379,0.500775277614594,3.35183215141296,-0.0693500488996506,4.67729663848877,0.470003634691238,3.42917895317078,-0.0066218986175954,,0.030771642923355935,-0.07734680175782005,-0.0627281502820552,,,
7,1978,1.67999994754791,29.860200881958,0.964999973773956,108.918800354004,0.518793761730194,3.3965265750885,-0.0356272049248219,4.69060277938843,0.500775277614594,3.35183215141296,-0.0693500488996506,0.470003634691238,0.01801848411560003,0.04469442367554022,0.0337228439748287,0.030771642923355935,-0.07734680175782005,-0.0627281502820552
7,1979,1.67999994754791,30.5893993377686,0.96289998292923,111.559097290039,0.518793761730194,3.42065358161926,-0.0378057323396206,4.71455430984497,0.518793761730194,3.3965265750885,-0.0356272049248219,0.500775277614594,0.0,0.024127006530759942,-0.002178527414798695,0.01801848411560003,0.04469442367554022,0.0337228439748287
7,1980,1.6599999666214,27.4885997772217,0.922399997711182,100.0,0.506817579269409,3.31377124786377,-0.0807763114571571,4.60517024993896,0.518793761730194,3.42065358161926,-0.0378057323396206,0.518793761730194,-0.011976182460785023,-0.10688233375549006,-0.042970579117536496,0.0,0.024127006530759942,-0.002178527414798695
7,1981,1.55999994277954,31.4867992401123,0.999199986457825,99.3964996337891,0.444685786962509,3.44956827163696,-0.0008003337425179,4.59911680221558,0.506817579269409,3.31377124786377,-0.0807763114571571,0.518793761730194,-0.06213179230689997,0.1357970237731898,0.0799759777146392,-0.011976182460785023,-0.10688233375549006,-0.042970579117536496
7,1982,1.53999996185303,32.0727996826172,0.880200028419495,99.293098449707,0.431782394647598,3.46800827980042,-0.127606093883514,4.59807586669922,0.444685786962509,3.44956827163696,-0.0008003337425179,0.506817579269409,-0.012903392314911,0.018440008163460142,-0.1268057601409961,-0.06213179230689997,0.1357970237731898,0.0799759777146392
8,1976,9.14500045776367,30.908899307251,4.54860019683838,104.766403198242,2.21320724487305,3.43104410171509,1.51481950283051,4.65173292160034,,,,,,,,,,
8,1977,10.8549995422363,24.4678993225098,4.61940002441406,107.479103088379,2.38462567329407,3.19736194610596,1.53026485443115,4.67729663848877,2.21320724487305,3.43104410171509,1.51481950283051,,0.17141842842102006,-0.23368215560912997,0.015445351600639867,,,
8,1978,10.7489995956421,28.0557994842529,5.03730010986328,108.918800354004,2.37481260299683,3.3341953754425,1.61687028408051,4.69060277938843,2.38462567329407,3.19736194610596,1.53026485443115,2.21320724487305,-0.009813070297239879,0.13683342933653986,0.08660542964936013,0.17141842842102006,-0.23368215560912997,0.015445351600639867
8,1979,10.9589996337891,28.744499206543,4.87480020523071,111.559097290039,2.39416098594666,3.3584463596344,1.58407914638519,4.71455430984497,2.37481260299683,3.3341953754425,1.61687028408051,2.38462567329407,0.01934838294982999,0.02425098419189986,-0.03279113769532005,-0.009813070297239879,0.13683342933653986,0.08660542964936013
8,1980,10.6979999542236,28.4853992462158,3.22210001945496,100.0,2.37005686759949,3.34939169883728,1.17003333568573,4.60517024993896,2.39416098594666,3.3584463596344,1.58407914638519,2.37481260299683,-0.02410411834717019,-0.009054660797120029,-0.41404581069946,0.01934838294982999,0.02425098419189986,-0.03279113769532005
8,1981,8.17399978637695,31.7355995178223,2.83430004119873,99.3964996337891,2.10095834732056,3.45743894577026,1.04179501533508,4.59911680221558,2.37005686759949,3.34939169883728,1.17003333568573,2.39416098594666,-0.2690985202789298,0.10804724693298029,-0.12823832035065008,-0.02410411834717019,-0.009054660797120029,-0.41404581069946
8,1982,4.70100021362305,29.8962993621826,1.75059998035431,99.293098449707,1.54777526855469,3.39773464202881,0.559958577156067,4.59807586669922,2.10095834732056,3.45743894577026,1.04179501533508,2.37005686759949,-0.5531830787658703,-0.05970430374145019,-0.4818364381790129,-0.2690985202789298,0.10804724693298029,-0.12823832035065008
9,1976,2.00600004196167,26.0825004577637,0.382400006055832,102.772399902344,0.696142733097076,3.26126456260681,-0.961288094520569,4.63251686096191,,,,,,,,,,
9,1977,2.65599989891052,21.9545001983643,0.455099999904633,107.027000427246,0.976821184158325,3.0889720916748,-0.787238121032715,4.6730809211731,0.696142733097076,3.26126456260681,-0.961288094520569,,0.280678451061249,-0.1722924709320104,0.174049973487854,,,
9,1978,2.71199989318848,22.8099994659424,0.452899992465973,108.678802490234,0.997686326503754,3.12719893455505,-0.792083919048309,4.68839693069458,0.976821184158325,3.0889720916748,-0.787238121032715,0.696142733097076,0.020865142345429022,0.038226842880250356,-0.004845798015594038,0.280678451061249,-0.1722924709320104,0.174049973487854
9,1979,2.74399995803833,23.3719997406006,0.452399998903275,111.119003295898,1.00941669940948,3.15153861045837,-0.793188512325287,4.71060180664062,0.997686326503754,3.12719893455505,-0.792083919048309,0.976821184158325,0.011730372905725983,0.02433967590331987,-0.0011045932769779832,0.020865142345429022,0.038226842880250356,-0.004845798015594038
9,1980,2.75699996948242,23.0736999511719,0.467599987983704,101.926498413086,1.01414310932159,3.13869333267212,-0.760142087936401,4.62425184249878,1.00941669940948,3.15153861045837,-0.793188512325287,0.997686326503754,0.004726409912110041,-0.012845277786249998,0.03304642438888594,0.011730372905725983,0.02433967590331987,-0.0011045932769779832
9,1981,2.84899997711182,24.3043994903564,0.481000006198883,99.4971008300781,1.04696810245514,3.19065737724304,-0.731887996196747,4.60012865066528,1.01414310932159,3.13869333267212,-0.760142087936401,1.00941669940948,0.03282499313355003,0.05196404457092019,0.028254091739653986,0.004726409912110041,-0.012845277786249998,0.03304642438888594
9,1982,2.75200009346008,26.8983993530273,0.475300014019012,99.310302734375,1.0123279094696,3.29206681251526,-0.743809044361115,4.5982494354248,1.04696810245514,3.19065737724304,-0.731887996196747,1.01414310932159,-0.03464019298554,0.1014094352722199,-0.011921048164367898,0.03282499313355003,0.05196404457092019,0.028254091739653986
10,1976,3.82299995422363,23.3533000946045,1.12929999828339,95.3656997680664,1.34103548526764,3.15073823928833,0.121597968041897,4.5577187538147,,,,,,,,,,
10,1977,3.93499994277954,21.3250999450684,1.01429998874664,96.7314987182617,1.36991083621979,3.05988478660583,0.0141987083479762,4.57193899154663,1.34103548526764,3.15073823928833,0.121597968041897,,0.028875350952149992,-0.0908534526825,-0.1073992596939208,,,
10,1978,3.52800011634827,20.9319000244141,1.1168999671936,99.2332992553711,1.26073122024536,3.04127430915833,0.110556960105896,4.59747362136841,1.36991083621979,3.05988478660583,0.0141987083479762,1.34103548526764,-0.10917961597443004,-0.018610477447499996,0.09635825175791979,0.028875350952149992,-0.0908534526825,-0.1073992596939208
10,1979,3.51999998092651,20.4535999298096,1.16260004043579,100.733497619629,1.25846099853516,3.01815891265869,0.150658905506134,4.61247825622559,1.26073122024536,3.04127430915833,0.110556960105896,1.36991083621979,-0.002270221710199971,-0.023115396499640006,0.04010194540023801,-0.10917961597443004,-0.018610477447499996,0.09635825175791979
10,1980,3.46700000762939,23.4946002960205,1.08270001411438,100.0,1.24328970909119,3.15677070617676,0.0794579312205315,4.60517024993896,1.25846099853516,3.01815891265869,0.150658905506134,1.26073122024536,-0.015171289443969949,0.13861179351806996,-0.0712009742856025,-0.002270221710199971,-0.023115396499640006,0.04010194540023801
10,1981,3.08999991416931,25.9552993774414,1.06359994411469,98.2323989868164,1.12817108631134,3.25637578964233,0.0616593286395073,4.58733606338501,1.24328970909119,3.15677070617676,0.0794579312205315,1.25846099853516,-0.11511862277984997,0.09960508346556995,-0.017798602581024205,-0.015171289443969949,0.13861179351806996,-0.0712009742856025
10,1982,3.26200008392334,26.0361003875732,1.0958000421524,99.7634963989258,1.18234050273895,3.25948405265808,0.0914847254753113,4.60280227661133,1.12817108631134,3.25637578964233,0.0616593286395073,1.24328970909119,0.05416941642760986,0.003108263015750179,0.029825396835803993,-0.11511862277984997,0.09960508346556995,-0.017798602581024205
11,1976,1.35899996757507,23.0613994598389,0.409900009632111,104.766403198242,0.306749105453491,3.13816022872925,-0.891842007637024,4.65173292160034,,,,,,,,,,
11,1977,1.34599995613098,20.2275009155273,0.574100017547607,107.479103088379,0.297137200832367,3.00704312324524,-0.554951667785645,4.67729663848877,0.306749105453491,3.13816022872925,-0.891842007637024,,-0.00961190462112399,-0.13111710548400968,0.33689033985137906,,,
11,1978,1.33800005912781,22.1434993743896,0.556299984455109,108.918800354004,0.291175991296768,3.09754395484924,-0.586447596549988,4.69060277938843,0.297137200832367,3.00704312324524,-0.554951667785645,0.306749105453491,-0.005961209535598977,0.09050083160399991,-0.03149592876434304,-0.00961190462112399,-0.13111710548400968,0.33689033985137906
11,1979,1.35300004482269,22.5496006011963,0.514500021934509,111.559097290039,0.302324384450912,3.11571741104126,-0.664559662342072,4.71455430984497,0.291175991296768,3.09754395484924,-0.586447596549988,0.297137200832367,0.011148393154143954,0.018173456192020154,-0.07811206579208396,-0.005961209535598977,0.09050083160399991,-0.03149592876434304
11,1980,1.26400005817413,22.5874996185303,0.58950001001358,100.0,0.234281346201897,3.11739659309387,-0.528480529785156,4.60517024993896,0.302324384450912,3.11571741104126,-0.664559662342072,0.291175991296768,-0.06804303824901498,0.0016791820526096402,0.13607913255691595,0.011148393154143954,0.018173456192020154,-0.07811206579208396
11,1981,1.15799999237061,25.9584999084473,0.484699994325638,99.3964996337891,0.146694377064705,3.25649905204773,-0.724225163459778,4.59911680221558,0.234281346201897,3.11739659309387,-0.528480529785156,0.302324384450912,-0.087586969137192,0.1391024589538601,-0.19574463367462203,-0.06804303824901498,0.0016791820526096402,0.13607913255691595
11,1982,1.17499995231628,24.0345001220703,0.435900002717972,99.293098449707,0.161268100142479,3.17949032783508,-0.830342411994934,4.59807586669922,0.146694377064705,3.25649905204773,-0.724225163459778,0.234281346201897,0.014573723077773992,-0.07700872421265004,-0.10611724853515592,-0.087586969137192,0.1391024589538601,-0.19574463367462203
12,1976,1.77999997138977,34.2990989685059,0.256900012493134,104.766403198242,0.576613366603851,3.53511905670166,-1.35906827449799,4.65173292160034,,,,,,,,,,
12,1977,1.64300000667572,30.3978996276855,0.20720000565052,107.479103088379,0.496523857116699,3.41437339782715,-1.57407069206238,4.67729663848877,0.576613366603851,3.53511905670166,-1.35906827449799,,-0.08008950948715199,-0.12074565887450994,-0.21500241756438987,,,
12,1978,1.38999998569489,31.1431007385254,0.19990000128746,108.918800354004,0.329303741455078,3.43859267234802,-1.60993802547455,4.69060277938843,0.496523857116699,3.41437339782715,-1.57407069206238,0.576613366603851,-0.16722011566162098,0.024219274520869583,-0.035867333412169966,-0.08008950948715199,-0.12074565887450994,-0.21500241756438987
12,1979,1.35000002384186,33.3105010986328,0.200699999928474,111.559097290039,0.30010461807251,3.50587272644043,-1.60594403743744,4.71455430984497,0.329303741455078,3.43859267234802,-1.60993802547455,0.496523857116699,-0.029199123382568026,0.06728005409241034,0.003993988037109819,-0.16722011566162098,0.024219274520869583,-0.035867333412169966
12,1980,1.08200001716614,30.2147006988525,0.147300004959106,100.0,0.0788111984729767,3.40832853317261,-1.91528391838074,4.60517024993896,0.30010461807251,3.50587272644043,-1.60594403743744,0.329303741455078,-0.2212934195995333,-0.09754419326782005,-0.3093398809432999,-0.029199123382568026,0.06728005409241034,0.003993988037109819
12,1981,0.779999971389771,29.7413997650146,0.115800000727177,99.3964996337891,-0.24846139550209,3.39253997802734,-2.15589070320129,4.59911680221558,0.0788111984729767,3.40832853317261,-1.91528391838074,0.30010461807251,-0.3272725939750667,-0.01578855514526989,-0.24060678482054998,-0.2212934195995333,-0.09754419326782005,-0.3093398809432999
12,1982,0.680000007152557,31.1235008239746,0.10360000282526,99.293098449707,-0.385662466287613,3.43796324729919,-2.26721787452698,4.59807586669922,-0.24846139550209,3.39253997802734,-2.15589070320129,0.0788111984729767,-0.13720107078552302,0.0454232692718497,-0.11132717132569026,-0.3272725939750667,-0.01578855514526989,-0.24060678482054998
13,1976,2.3529999256134,22.38330078125,0.578499972820282,125.806396484375,0.855691075325012,3.10831522941589,-0.547316789627075,4.83474397659302,,,,,,,,,,
13,1977,2.38599991798401,23.0606994628906,0.561299979686737,127.964897155762,0.86961829662323,3.1381299495697,-0.577499806880951,4.85175609588623,0.855691075325012,3.10831522941589,-0.547316789627075,,0.013927221298217995,0.029814720153809926,-0.030183017253876065,,,
13,1978,2.375,23.4930992126465,0.527300000190735,125.429397583008,0.864997446537018,3.15670680999756,-0.639985620975494,4.83174324035645,0.86961829662323,3.1381299495697,-0.577499806880951,0.855691075325012,-0.004620850086211936,0.018576860427859998,-0.06248581409454301,0.013927221298217995,0.029814720153809926,-0.030183017253876065
13,1979,2.41499996185303,26.0041999816895,0.51800000667572,125.025901794434,0.88169926404953,3.25825810432434,-0.657780051231384,4.82852077484131,0.864997446537018,3.15670680999756,-0.639985620975494,0.86961829662323,0.016701817512511985,0.10155129432678,-0.017794430255890004,-0.004620850086211936,0.018576860427859998,-0.06248581409454301
13,1980,2.26600003242493,24.1671009063721,0.460799992084503,106.304397583008,0.818016171455383,3.18499231338501,-0.774791181087494,4.6663064956665,0.88169926404953,3.25825810432434,-0.657780051231384,0.864997446537018,-0.06368309259414706,-0.07326579093932972,-0.11701112985610995,0.016701817512511985,0.10155129432678,-0.017794430255890004
13,1981,1.77699995040894,26.057300567627,0.375,98.0728988647461,0.574926495552063,3.26029801368713,-0.980829238891602,4.58571100234985,0.818016171455383,3.18499231338501,-0.774791181087494,0.88169926404953,-0.24308967590331998,0.07530570030211958,-0.206038057804108,-0.06368309259414706,-0.07326579093932972,-0.11701112985610995
13,1982,1.53699994087219,28.7063999176025,0.31470000743866,96.8674011230469,0.429832428693771,3.35712003707886,-1.15613543987274,4.57334327697754,0.574926495552063,3.26029801368713,-0.980829238891602,0.818016171455383,-0.14509406685829201,0.0968220233917303,-0.17530620098113792,-0.24308967590331998,0.07530570030211958,-0.206038057804108
14,1978,3.16499996185303,20.9113006591797,0.390199989080429,127.386596679688,1.15215301513672,3.04028964042664,-0.941095888614655,4.84722661972046,,,,,,,,,,
14,1979,3.09599995613098,21.8887004852295,0.431100010871887,124.642402648926,1.1301109790802,3.0859706401825,-0.841415166854858,4.82544898986816,1.15215301513672,3.04028964042664,-0.941095888614655,,-0.02204203605652011,0.04568099975585982,0.09968072175979703,,,
14,1980,2.9909999370575,23.701000213623,0.422800004482269,118.913200378418,1.09560775756836,3.16551733016968,-0.860855996608734,4.77839374542236,1.1301109790802,3.0859706401825,-0.841415166854858,1.15215301513672,-0.03450322151183993,0.07954668998717995,-0.019440829753876065,-0.02204203605652011,0.04568099975585982,0.09968072175979703
14,1981,2.69199991226196,21.3924999237061,0.381000012159348,99.3575973510742,0.990284383296967,3.06304049491882,-0.964955866336823,4.59872531890869,1.09560775756836,3.16551733016968,-0.860855996608734,1.1301109790802,-0.10532337427139304,-0.10247683525085982,-0.10409986972808893,-0.03450322151183993,0.07954668998717995,-0.019440829753876065
14,1982,2.17499995231628,25.5237007141113,0.305099993944168,97.2427978515625,0.777028620243073,3.23960757255554,-1.18711566925049,4.57721090316772,0.990284383296967,3.06304049491882,-0.964955866336823,1.09560775756836,-0.21325576305389404,0.17656707763672008,-0.2221598029136671,-0.10532337427139304,-0.10247683525085982,-0.10409986972808893
14,1983,1.80099999904633,25.7210998535156,0.204099997878075,97.1943969726562,0.588342070579529,3.24731159210205,-1.58914518356323,4.57671308517456,0.777028620243073,3.23960757255554,-1.18711566925049,0.990284383296967,-0.18868654966354392,0.007704019546509677,-0.4020295143127399,-0.21325576305389404,0.17656707763672008,-0.2221598029136671
