"country","year","region","pop_share","gdp_pc"
"Brazil",1993,17,0.0154041345222175,12544.8964021305
"Brazil",1993,18,0.0145864925672,6333.65823852405
"Brazil",1993,19,0.0111940118585022,9895.46250803108
"Brazil",1993,20,0.00901261978462318,4291.07021389518
"Brazil",1993,21,0.00763287536181534,6905.70268998629
"Brazil",1993,22,0.00724281533284542,4820.78575864345
"Brazil",1993,23,0.00665885548859535,6375.36893160902
"Brazil",1993,24,0.00399551783933768,3295.29635073327
"Brazil",1993,25,0.00274136695582011,2498.13681842359
"Brazil",1993,26,0.00243123232025145,22665.0901314131
"Brazil",1993,27,0.00201295370543378,8933.86620627419
"Bulgaria",1993,1,0.566341241688934,4342.03630238654
"Bulgaria",1993,2,0.265403563284452,1431.13788626064
"Bulgaria",1993,3,0.0776849189779962,1536.8920140287
"Bulgaria",1993,4,0.0402709978584293,1617.63182986583
"Bulgaria",1993,5,0.0281366822772491,2429.76538474473
"Bulgaria",1993,6,0.022162595912939,1183.37183971339
"Canada",1982,1,0.462591957687608,28376.0288137726
"Canada",1982,2,0.135129357750152,27075.5007158486
"Canada",1982,3,0.118100873779241,26225.7630021304
"Canada",1982,4,0.07452183247826,23226.5725316305
"Canada",1982,5,0.0558438548945516,26915.5995053315
"Canada",1982,6,0.0450180066739683,27282.99952703
"Canada",1982,7,0.0304989659369999,26865.1350116076
"Canada",1982,8,0.023754253847969,25185.5007859433
"Canada",1982,9,0.0186325334359943,26837.6541003788
"Canada",1982,10,0.0126464448046158,27365.8954599308
"Canada",1982,11,0.0122558892779983,24920.8796616655
"Canada",1982,12,0.0110060294326425,26905.8080381579
"Chile",1993,1,0.514729729483086,12302.0064855786
"Chile",1993,2,0.125003763519684,7572.74234238876
"Chile",1993,3,0.0963380278503203,6688.84124643678
"Chile",1993,4,0.0776579057592664,7751.48857602804
"Chile",1993,5,0.0486611658386081,3715.4964195462
"Chile",1993,6,0.0283348099833787,2626.11130227043
"Chile",1993,7,0.0213576099828246,3727.70056986464
"Chile",1993,8,0.0205453455507609,11599.8528086758
"Chile",1993,9,0.0177394093535088,8143.9635682228
"Chile",1993,10,0.0170081631154895,4298.33760642597
"Chile",1993,11,0.0160789966872381,3339.40980579204
"Chile",1993,12,0.0138629434039665,8789.89336429954
"Chile",1993,13,0.00268212947186838,5478.98614896691
"China",2000,1,0.260035436697003,3461.99264822138
"China",2000,2,0.0932334051431434,1550.72791029397
"China",2000,3,0.0732084929224959,725.201139867201
"China",2000,4,0.0710049680408762,1204.3578387391
"China",2000,5,0.0578811577875459,1990.79240780396
"China",2000,6,0.0514638582225858,3159.40944262725
"China",2000,7,0.0427596545151776,1449.89834250263
"China",2000,8,0.0393770017572298,666.635182636102
"China",2000,9,0.0333265702896649,820.860035567001
"China",2000,10,0.0322800679298377,1695.67814571633
"China",2000,11,0.0297455389025318,607.721066843334
"China",2000,12,0.0285147076753587,1538.6035048047
"China",2000,13,0.0251778352250797,517.509422178756
"China",2000,14,0.0250923207396005,1013.54108563242
"China",2000,15,0.0247754326746324,832.518508318426
"China",2000,16,0.01966822228613,2903.40460158117
"China",2000,17,0.0186615353128023,1685.93432178817
"China",2000,18,0.0151460467272561,1054.48771636848
"China",2000,19,0.0102356554224551,1162.82448028137
"China",2000,20,0.0101361945827744,1373.69040159373
"China",2000,21,0.00965890275273448,2054.24007814165
"China",2000,22,0.00710709124687727,1070.58833020773
"China",2000,23,0.00579539075828173,191.94959647013
"China",2000,24,0.00447098664999795,542.346734979452
"China",2000,25,0.00388298489367015,2004.08645042023
"China",2000,26,0.00328649655756583,2998.47495533735
"China",2000,27,0.00155107775153185,2181.21883427911
"China",2000,28,0.00133911201281939,1626.26270601856
"China",2000,29,0.000623697415942408,313.647024678147
"China",2000,30,0.000560157106397907,3028.62274438675
"Colombia",1993,1,0.318281872301636,3672.54726843806
"Colombia",1993,2,0.0950493785131554,4363.98327536206
"Colombia",1993,3,0.0949078565472279,2618.74800561014
"Colombia",1993,4,0.0764832302074753,1480.23868178491
"Colombia",1993,5,0.0462613158804413,5285.51743068265
"Colombia",1993,6,0.039077663474002,1880.48853303858
"Colombia",1993,7,0.0358470211907513,5028.12416508075
"Colombia",1993,8,0.0332624199944537,7250.58207225679
"Colombia",1993,9,0.0314799421893147,7645.3489668546
"Colombia",1993,10,0.0281341527865993,6504.7623637147
"Colombia",1993,11,0.0265891467836213,18278.5681755711
"Colombia",1993,12,0.0235629698045742,1729.03842192391
"Colombia",1993,13,0.0222764447333665,21411.8841627733
"Colombia",1993,14,0.0140742875537208,2826.27798338243
"Colombia",1993,15,0.0122678447329181,2262.64310699579
"Colombia",1993,16,0.0116888935044809,9181.82114037094
"Colombia",1993,17,0.0115642900174747,5266.20473950502
"Colombia",1993,18,0.0105375153752205,9253.16752040542
"Colombia",1993,19,0.0105163037491233,3517.8397426282
"Colombia",1993,20,0.0100686424675011,10489.3342011655
"Colombia",1993,21,0.008660197226179,5216.36361452264
"Colombia",1993,22,0.00651299796235261,5764.63298920606
"Colombia",1993,23,0.00546441195546082,4836.91605028033
"Colombia",1993,24,0.005350033632539,16424.7130376219
"Colombia",1993,25,0.00468000884735699,1151.9699026433
"Colombia",1993,26,0.00459628429656922,989.087919686013
"Colombia",1993,27,0.00332443243697659,5661.89319224494
"Colombia",1993,28,0.00232030086197353,25151.12528403
"Colombia",1993,29,0.00221784795903196,5077.09879384787
"Colombia",1993,30,0.00164736279685732,2999.76072798943
"Colombia",1993,31,0.00149920313646223,894.244211441838
"Colombia",1993,32,0.00141313775821355,13095.5107603472
"Colombia",1993,33,0.000382589322969232,7466.38686996601
"Croatia",1993,1,0.723495613142583,4503.88039014669
"Croatia",1993,2,0.245064874246619,7641.35205916957
"Croatia",1993,3,0.031439512610798,852.316036154898
"Czech Rep.",1993,1,0.60723067143258,9842.77517482026
"Czech Rep.",1993,2,0.0893188694632374,5927.25535681602
"Czech Rep.",1993,3,0.0787978156956468,7174.02665410477
"Czech Rep.",1993,4,0.0553948454128174,5455.66372020203
"Czech Rep.",1993,5,0.0545622001004184,6529.69816700808
"Czech Rep.",1993,6,0.0538536585061817,7700.03786709817
"Czech Rep.",1993,7,0.0513238343339352,4791.72651181946
"Czech Rep.",1993,8,0.00951810505518328,6995.45834109394
"Denmark",1982,1,0.544784269777487,39155.5744056734
"Denmark",1982,2,0.425112168293907,20915.869208899
"Denmark",1982,3,0.030103561928607,25953.4598091668
"Estonia",1993,1,0.451972391553959,8745.26230274568
"Estonia",1993,2,0.25808115175336,5424.08259064133
"Estonia",1993,3,0.229461643333954,3846.56543852796
"Estonia",1993,4,0.0448032277535042,1664.23997364337
"Estonia",1993,5,0.0156815856052228,5744.54455008247
"Finland",1982,1,0.440351947567897,36187.2139320989
"Finland",1982,2,0.163874068958191,22225.5409032513
"Finland",1982,3,0.120449555248172,17942.1206608287
"Finland",1982,4,0.113927658579863,15046.7815315141
"Finland",1982,5,0.102837202189094,14662.2817661513
"Finland",1982,6,0.0585595674567837,20225.9741455871
"France",1982,1,0.392994354250681,29195.6479490087
"France",1982,2,0.0772942144621537,20934.5001074015
"France",1982,3,0.0729495373300727,23161.7264336004
"France",1982,4,0.0713087548515688,29263.3001281599
"France",1982,5,0.0676245690381238,15412.5254292895
"France",1982,6,0.0428544224287462,18432.4001605162
"France",1982,7,0.0412940100593419,24689.6748213965
"France",1982,8,0.0350744122967072,20155.2990325855
"France",1982,9,0.0276968795931004,32613.528523549
"France",1982,10,0.0217639647483442,27111.4792047071
"France",1982,11,0.0212742226720108,23116.7155633677
"France",1982,12,0.0207000828020938,15204.3054432276
"France",1982,13,0.0201297591769489,22836.0327131522
"France",1982,14,0.0193063534083832,20853.2209834335
"France",1982,15,0.017954025527903,22071.2774870491
"France",1982,16,0.0138026852867962,16578.100016991
"France",1982,17,0.0120074449802686,25884.8139185155
"France",1982,18,0.00657667159584999,17217.0321434243
"France",1982,19,0.00656027082401136,21358.0086303868
"France",1982,20,0.00412326195121022,25092.471308927
"France",1982,21,0.00378617923351582,18423.7206379045
"France",1982,22,0.00292392348216863,26470.229330317
"Georgia",2000,1,0.386728217094517,2664.27664797672
"Georgia",2000,2,0.15747439075197,1082.34698095594
"Georgia",2000,3,0.151958715096393,1314.40176630862
"Georgia",2000,4,0.11173888809388,2202.97781341719
"Georgia",2000,5,0.0806040806224726,1294.72259578197
"Georgia",2000,6,0.074571426775365,1508.09172708016
"Georgia",2000,7,0.0219965063015321,1497.03477332309
"Georgia",2000,8,0.0130413012594089,1710.41314944078
"Georgia",2000,9,0.00188647400446031,1302.80372585818
"Germany",1982,1,0.245485824624089,29195.3164249104
"Germany",1982,2,0.114875109817713,29108.8181409883
"Germany",1982,3,0.0791003231497175,19701.0918896056
"Germany",1982,4,0.0676408761308173,32660.7292353265
"Germany",1982,5,0.06111544114936,27251.9673378586
"Germany",1982,6,0.0504534644274022,25631.8611770355
"Germany",1982,7,0.0442434102067082,21467.4607864266
"Germany",1982,8,0.0385149850692943,45056.7050837463
"Germany",1982,9,0.0346163247930547,29912.7018164597
"Germany",1982,10,0.0344032743398653,28642.5589421162
"Germany",1982,11,0.0340321893285523,11832.0825034925
"Germany",1982,12,0.0335058850761406,14374.3050117681
"Germany",1982,13,0.0291829881887911,26017.8243895711
"Germany",1982,14,0.0217434987911478,35065.4733844312
"Germany",1982,15,0.020524317628968,26289.0959853675
"Germany",1982,16,0.0169489305645706,19414.0777949897
"Germany",1982,17,0.0130887282453571,25232.0152430538
"Germany",1982,18,0.0123022118031881,22494.5666374152
"Germany",1982,19,0.0102055307596539,28370.4086378843
"Germany",1982,20,0.00953341812286746,19909.6525690299
"Germany",1982,21,0.00643229163443603,20024.0266036778
"Germany",1982,22,0.00502594802483619,29019.0051425776
"Germany",1982,23,0.00486234380119426,35435.3485082405
"Germany",1982,24,0.00444060568899373,44695.8278735204
"Germany",1982,25,0.00335466189935295,28991.0034914605
"Germany",1982,26,0.00124937903353979,23609.9149076323
"Germany",1982,27,0.00115694170903573,16954.8342717667
"Germany",1982,28,0.000925976863454865,20125.0285573854
"Germany",1982,29,0.000914789800487711,37661.5880257853
"Germany",1982,30,0.000120329327410106,21166.10336526
"Greece",1982,1,0.258312150207796,19402.0066051903
"Greece",1982,2,0.139583233150222,11370.0485347486
"Greece",1982,3,0.109482744152032,14988.2689486266
"Greece",1982,4,0.097385549470721,15675.8927447828
"Greece",1982,5,0.0719780928013429,16588.6751376534
"Greece",1982,6,0.0687773084760989,15504.7758307492
"Greece",1982,7,0.0588444609202362,13127.5386922508
"Greece",1982,8,0.0515228572409769,17902.9387693
"Greece",1982,9,0.0481622418114637,20506.0536230273
"Greece",1982,10,0.0311095240730083,17566.3068126082
"Greece",1982,11,0.0243773228438233,10550.8894388344
"Greece",1982,12,0.0231036331302484,19288.9686531633
"Greece",1982,13,0.0173608817220313,14832.9054487637
"Hungary",1993,1,0.790588783116863,10065.5926066396
"Hungary",1993,2,0.086668333749727,5418.68716675658
"Hungary",1993,3,0.0814257984599561,2157.95445186481
"Hungary",1993,4,0.030245679783151,3105.52489719393
"Hungary",1993,5,0.00685440793231044,11272.9452357351
"Hungary",1993,6,0.00364735507472854,2278.85361504662
"Hungary",1993,7,0.00056964188326388,3644.31909747133
"India",2000,1,0.211595320621142,695.003814648022
"India",2000,2,0.094401440660523,428.633549831105
"India",2000,3,0.0886099170427871,409.095948090641
"India",2000,4,0.0796286945710857,378.566089277735
"India",2000,5,0.0651623970256966,833.813420403814
"India",2000,6,0.0495449821231768,428.639749353035
"India",2000,7,0.0483866086439838,367.679124530762
"India",2000,8,0.0463758782527512,160.429198615149
"India",2000,9,0.0416569521089215,223.761208217554
"India",2000,10,0.0378043953754118,378.292509649649
"India",2000,11,0.0308207773091793,418.175417276493
"India",2000,12,0.0253669003783981,428.724020100629
"India",2000,13,0.0252130539304062,519.598071671718
"India",2000,14,0.0245672592753617,363.054699461411
"India",2000,15,0.0231589355473459,596.932239338005
"India",2000,16,0.0231200522252062,280.847692485823
"India",2000,17,0.0219701108725552,253.796972436583
"India",2000,18,0.0209291991184744,251.963265317616
"India",2000,19,0.00919944272649255,505.271813251473
"India",2000,20,0.00851370553020302,377.592572574333
"India",2000,21,0.0060460165233614,513.818559571662
"India",2000,22,0.00490332174671412,353.750124172707
"India",2000,23,0.00377580479943189,315.500868781194
"India",2000,24,0.00335638758265647,341.403563294326
"India",2000,25,0.00219993315534131,202.179804666937
"India",2000,26,0.00194802863380906,257.299233389527
"India",2000,27,0.00101051010343634,233.710360070116
"India",2000,28,0.000733974116147898,564.10114297754
"Indonesia",2000,1,0.336917762966194,2594.54108437838
"Indonesia",2000,2,0.0771749880587461,918.307134027559
"Indonesia",2000,3,0.060030498072299,821.934419951448
"Indonesia",2000,4,0.0554763188027357,1835.26409569316
"Indonesia",2000,5,0.0486442695809132,702.899418779067
"Indonesia",2000,6,0.0467498173108685,2059.91969232197
"Indonesia",2000,7,0.0464437409979373,644.204639830915
"Indonesia",2000,8,0.0415963400024675,4951.87538587986
"Indonesia",2000,9,0.0363831648847902,1920.15974553774
"Indonesia",2000,10,0.0299569875452279,858.947730354325
"Indonesia",2000,11,0.0274152389548728,1649.32073551771
"Indonesia",2000,12,0.0234531721155573,1093.45157977544
"Indonesia",2000,13,0.0206861231997065,1804.82728958198
"Indonesia",2000,14,0.0180972249856404,1652.16365761816
"Indonesia",2000,15,0.0171795145016092,691.50144359708
"Indonesia",2000,16,0.0128970170927774,806.871351453862
"Indonesia",2000,17,0.0128505525361608,1717.56986181567
"Indonesia",2000,18,0.0128380712829393,4342.90788344556
"Indonesia",2000,19,0.0112045825037423,2958.1781637652
"Indonesia",2000,20,0.0110007166362363,905.641432620936
"Indonesia",2000,21,0.00960923867301563,2472.9618172162
"Indonesia",2000,22,0.00733159153544428,1349.57928009037
"Indonesia",2000,23,0.00691335061281683,1719.6169688768
"Indonesia",2000,24,0.00618005056734377,1671.53171584412
"Indonesia",2000,25,0.00583817034535476,8306.52071972995
"Indonesia",2000,26,0.00555431259386038,614.199181045931
"Indonesia",2000,27,0.00369762833301524,1496.78587604383
"Indonesia",2000,28,0.00244100887432429,406.860897923503
"Indonesia",2000,29,0.00219008900764439,2099.9550379285
"Indonesia",2000,30,0.00135546712592821,2982.8469867098
"Indonesia",2000,31,0.00116320417402583,3798.52674890163
"Indonesia",2000,32,0.00050079845700216,367.945987464306
"Indonesia",2000,33,0.00022898766880204,1857.60801698393
"Iran",2000,1,0.358238461597003,7551.44188880756
"Iran",2000,2,0.132326066363185,3529.529834855
"Iran",2000,3,0.0628922586260275,16878.6378515666
"Iran",2000,4,0.0460798261316229,1404.60072320462
"Iran",2000,5,0.0427657247086314,2543.5853615704
"Iran",2000,6,0.0416309087576607,2182.35067460819
"Iran",2000,7,0.034062882947015,9501.16582178205
"Iran",2000,8,0.0334148839285405,1817.00989026325
"Iran",2000,9,0.0330462295859123,2990.71750925947
"Iran",2000,10,0.0313101991713884,5616.13947961393
"Iran",2000,11,0.0266519339744066,1473.45285047632
"Iran",2000,12,0.0244859753237797,10537.301334889
"Iran",2000,13,0.0181278310916348,5180.52946305781
"Iran",2000,14,0.0164652900479222,1456.8664117281
"Iran",2000,15,0.0161744741779489,4413.03247570469
"Iran",2000,16,0.0142208181070955,2719.33335877882
"Iran",2000,17,0.0128470730438718,3983.22889358077
"Iran",2000,18,0.00993746452541837,2973.6638231024
"Iran",2000,19,0.00967729930094658,6896.94976723062
"Iran",2000,20,0.00868354596749232,1191.90987177621
"Iran",2000,21,0.00822747139154916,2173.10374835719
"Iran",2000,22,0.00499264567699216,2649.50655229499
"Iran",2000,23,0.00486148119254346,1542.07468537777
"Iran",2000,24,0.00251149030466564,1493.49364696614
"Iran",2000,25,0.00211759180589643,3132.98648595448
"Iran",2000,26,0.00201023518047909,2884.0699011153
"Iran",2000,27,0.00133383464920411,500.026216705394
"Iran",2000,28,0.000906102421165905,6748.85411519043
"Ireland",1982,1,0.942311839715491,27852.0066801904
"Ireland",1982,2,0.057688160284509,61434.4766403398
"Italy",1982,1,0.248663590445363,19400.8860034284
"Italy",1982,2,0.133947689833285,21025.6740172547
"Italy",1982,3,0.109591761278146,7562.85185715614
"Italy",1982,4,0.107978195620417,34466.0714363302
"Italy",1982,5,0.0680288523840642,22825.0674324068
"Italy",1982,6,0.0525551156230028,8395.21304980578
"Italy",1982,7,0.0492194309113907,15591.0528112283
"Italy",1982,8,0.0396209077413205,25090.6302635567
"Italy",1982,9,0.0384502036501782,22386.6712066343
"Italy",1982,10,0.03328364031767,43507.6970474169
"Italy",1982,11,0.0268854156452394,9648.05944310845
"Italy",1982,12,0.0268521440710348,33446.3062454877
"Italy",1982,13,0.0189591547690512,31586.1811163632
"Italy",1982,14,0.0174365764858757,13338.5063837998
"Italy",1982,15,0.00889027699664603,7432.15183776176
"Italy",1982,16,0.00787638862730886,6851.13950564185
"Italy",1982,17,0.00565423580222109,20834.4782436648
"Italy",1982,18,0.00300154530542364,14244.0228200402
"Italy",1982,19,0.00208939869107842,53871.012103343
"Italy",1982,20,0.00101547580128381,22025.9674035466
"Japan",1982,1,0.55759903697132,28510.5601315897
"Japan",1982,2,0.168128084682761,19971.964046447
"Japan",1982,3,0.119895569520986,12137.9392224874
"Japan",1982,4,0.0481123267098141,24508.9667482374
"Japan",1982,5,0.0441085256615293,24498.4789157796
"Japan",1982,6,0.0210384073800079,15788.0875940374
"Japan",1982,7,0.0198036898369547,30624.5971394158
"Japan",1982,8,0.0119043463198448,25274.6346365243
"Japan",1982,9,0.00530020834371212,21778.7823278394
"Japan",1982,10,0.00410980457306914,14996.8473618703
"Kazakhstan",1993,1,0.403873645114688,5467.93892274929
"Kazakhstan",1993,2,0.15521294486379,1456.70286222524
"Kazakhstan",1993,3,0.0761869416903722,1296.81968598426
"Kazakhstan",1993,4,0.0683488094395572,1615.26589946581
"Kazakhstan",1993,5,0.0586738832723804,930.3497473024
"Kazakhstan",1993,6,0.0569529998558182,1708.70291600983
"Kazakhstan",1993,7,0.0552276029652058,1436.9960662877
"Kazakhstan",1993,8,0.035766717035612,1697.74990484335
"Kazakhstan",1993,9,0.0357388427992166,1106.12550578938
"Kazakhstan",1993,10,0.0187009691481391,1092.9391649541
"Kazakhstan",1993,11,0.00932064438391511,1204.65143530755
"Kazakhstan",1993,12,0.00899537373571087,1178.41316352331
"Kazakhstan",1993,13,0.00825348679512228,2169.62114561862
"Kazakhstan",1993,14,0.00431316192192162,2356.70165358033
"Kazakhstan",1993,15,0.00362772904746364,1411.45635916976
"Kazakhstan",1993,16,0.00080624793108666,1329.70823385433
"Korea",1993,1,0.468569211491303,18821.9267987475
"Korea",1993,2,0.190754728034178,11079.0403120494
"Korea",1993,3,0.160276477528341,9590.58790877663
"Korea",1993,4,0.0850515735946382,6632.80737348017
"Korea",1993,5,0.0819958630946219,12555.1220881975
"Korea",1993,6,0.0130118713857736,14032.6782720829
"Korea",1993,7,0.000340274871144724,8074.99333233784
"Latvia",1993,1,0.466186714492515,7347.20636191956
"Latvia",1993,2,0.242248491019871,2708.96319796431
"Latvia",1993,3,0.188143185817969,3953.418378467
"Latvia",1993,4,0.0609426363297299,11356.760522639
"Latvia",1993,5,0.033261730320649,909.303638413968
"Latvia",1993,6,0.00921724201926707,3424.23282402554
"Lithuania",1993,1,0.474944146050718,6888.90737154998
"Lithuania",1993,2,0.12479172179696,4490.2489843379
"Lithuania",1993,3,0.0992683329345001,4775.71893454243
"Lithuania",1993,4,0.0916049494314096,4917.6254695098
"Lithuania",1993,5,0.0493893415411192,4732.51947849303
"Lithuania",1993,6,0.0455254997627968,5668.26250645763
"Lithuania",1993,7,0.0361986826966805,4992.84901545914
"Lithuania",1993,8,0.0313281842550121,4494.113540538
"Lithuania",1993,9,0.0259924149757526,5154.78875897036
"Lithuania",1993,10,0.0209567265550516,5270.40092168008
"Malta",1993,1,0.776640017337307,12861.4458775624
"Malta",1993,2,0.223359982662693,11684.154083958
"Mexico",1993,1,0.161062485609529,6280.46036765312
"Mexico",1993,2,0.0926567804909487,7823.38972842045
"Mexico",1993,3,0.0873318839534123,12038.3334875702
"Mexico",1993,4,0.06964891257028,5719.1013893266
"Mexico",1993,5,0.0666958661400014,6930.809547971
"Mexico",1993,6,0.054050228641382,4783.37351526559
"Mexico",1993,7,0.048715353318548,9387.5641826525
"Mexico",1993,8,0.0463913502938799,9689.15105720866
"Mexico",1993,9,0.0443230911987912,10711.8211435084
"Mexico",1993,10,0.0395924090478184,4631.17516467665
"Mexico",1993,11,0.0377990199053078,8401.96288919423
"Mexico",1993,12,0.0372372017158613,5241.37713743245
"Mexico",1993,13,0.027182319917059,8005.74498618095
"Mexico",1993,14,0.0252146358968548,14628.6137499372
"Mexico",1993,15,0.0239475209847946,6387.35810394682
"Mexico",1993,16,0.0186089190323001,11045.4773378727
"Mexico",1993,17,0.0166215401007756,5719.24823438091
"Mexico",1993,18,0.0127762556323886,6459.42869581901
"Mexico",1993,19,0.0123310463223479,9749.8879996649
"Mexico",1993,20,0.0118265558424689,5903.27410622736
"Mexico",1993,21,0.0100690227589978,3728.26428034269
"Mexico",1993,22,0.00867567951735424,14128.7672275676
"Mexico",1993,23,0.00845880226462155,9412.90165363996
"Mexico",1993,24,0.00705118141187209,6161.75024138139
"Mexico",1993,25,0.00621249328541285,3271.58304139337
"Mexico",1993,26,0.00581449841920144,18805.5869687819
"Mexico",1993,27,0.00519920925813938,36676.1579509469
"Mexico",1993,28,0.00472653948648097,8788.65149611262
"Mexico",1993,29,0.00310535452293763,11725.6003386678
"Mexico",1993,30,0.00304995183258358,13873.5710876776
"Mexico",1993,31,0.00232336121267254,5843.45115122243
"Mexico",1993,32,0.00130052941497648,6839.36469436021
"Mongolia",2000,1,0.332836095164095,2342.38785073701
"Mongolia",2000,2,0.137142974813279,570.646307789669
"Mongolia",2000,3,0.0840565177562504,1161.21997738565
"Mongolia",2000,4,0.0662013740480481,997.568229186417
"Mongolia",2000,5,0.0655672996952165,2324.180827481
"Mongolia",2000,6,0.04726945533131,1026.69046966447
"Mongolia",2000,7,0.04181334780356,800.2931742132
"Mongolia",2000,8,0.0387978727522213,910.733046009492
"Mongolia",2000,9,0.0369912315622314,960.196890767048
"Mongolia",2000,10,0.0352210853719334,790.899465312999
"Mongolia",2000,11,0.029498864725773,1197.87431883592
"Mongolia",2000,12,0.0233481937628274,894.7367803293
"Mongolia",2000,13,0.0157786437574457,947.825067342317
"Mongolia",2000,14,0.00880830570756249,1953.94025680511
"Mongolia",2000,15,0.00797022960144725,478.295228119139
"Mongolia",2000,16,0.00731149781172398,827.251747082059
"Mongolia",2000,17,0.00611901127372719,1511.85405178802
"Mongolia",2000,18,0.00507155898690537,3196.44841180716
"Mongolia",2000,19,0.00373160027871515,1212.8641088807
"Mongolia",2000,20,0.00300386429609595,303.696529981762
"Mongolia",2000,21,0.00253608513526177,2215.44671900743
"Mongolia",2000,22,0.000924890364369222,1032.69697283756
"Netherlands",1982,1,0.311279883532066,30936.3956298358
"Netherlands",1982,2,0.130082192113332,17675.1990285986
"Netherlands",1982,3,0.116025966095571,26839.1507869837
"Netherlands",1982,4,0.113126309076578,42705.7274102877
"Netherlands",1982,5,0.100998796369588,34213.7518562855
"Netherlands",1982,6,0.0690179711986976,22985.3288167312
"Netherlands",1982,7,0.0540465199053487,25459.6361640068
"Netherlands",1982,8,0.0373761918827181,34866.4592316716
"Netherlands",1982,9,0.0259761339460308,42939.9952949826
"Netherlands",1982,10,0.0208460672608909,26338.7505506418
"Netherlands",1982,11,0.0187957009242066,20243.3637934661
"Netherlands",1982,12,0.00242826769497193,21620.0308651583
"New Zealand",2000,1,0.654293237033811,21983.1549183909
"New Zealand",2000,2,0.345706762966189,27420.6860738595
"Norway",1982,1,0.493141087479806,62463.586506783
"Norway",1982,2,0.196044310488977,41448.0743715504
"Norway",1982,3,0.148365563647329,40137.6048366321
"Norway",1982,4,0.0974347434514621,32116.811411793
"Norway",1982,5,0.0570155860687483,15078.7453021612
"Norway",1982,6,0.00528699016776403,9362.78681834288
"Norway",1982,7,0.00271171869591427,92132.7379766538
"Panama",1993,1,0.471426918964642,8212.63441357395
"Panama",1993,2,0.163507603805324,3729.18169146053
"Panama",1993,3,0.103096851498802,2656.65451404101
"Panama",1993,4,0.073889956642998,4163.1926349851
"Panama",1993,5,0.0590210362495515,4853.99235042899
"Panama",1993,6,0.0569119154208,2946.43075953599
"Panama",1993,7,0.0517910769764951,5227.14416233452
"Panama",1993,8,0.0174699257088171,3439.22894942911
"Panama",1993,9,0.00288471473257094,2398.36163396576
"Peru",2000,1,0.364119400001849,7471.31984820775
"Peru",2000,2,0.101576963483373,4965.62627651719
"Peru",2000,3,0.0672432150802401,2756.32111568167
"Peru",2000,4,0.0624419700047473,5503.95380167966
"Peru",2000,5,0.0609489925930909,3984.21970478644
