"country","year","treated_unit","adopt_year","treat_ms","gdp_index","trade_index","true_effect_gdp","true_effect_trade"
"C07",2019,0,NA,0,8.77211653680415,6.33587236331724,0,0
"C07",2020,0,NA,0,9.57911005473707,7.22993201100158,0,0
"C07",2021,0,NA,0,8.80443485104691,6.52994431165461,0,0
"C07",2022,0,NA,0,8.95447868885294,6.26261257774571,0,0
"C07",2023,0,NA,0,9.19793607886451,6.74681639187901,0,0
"C08",2000,0,NA,0,13.860591352493,9.63472849769852,0,0
"C08",2001,0,NA,0,14.1421831003732,9.97525502394201,0,0
"C08",2002,0,NA,0,13.9676125761234,10.2316318504135,0,0
"C08",2003,0,NA,0,14.4896317675336,10.60527017658,0,0
"C08",2004,0,NA,0,13.5183951695303,9.86802931516378,0,0
"C08",2005,0,NA,0,13.9186656393954,9.66704841960422,0,0
"C08",2006,0,NA,0,13.8863318565449,9.74753355756674,0,0
"C08",2007,0,NA,0,13.6123819511039,9.45173591282826,0,0
"C08",2008,0,NA,0,12.8357874617915,8.36395536133334,0,0
"C08",2009,0,NA,0,12.6100960458817,8.49517788119179,0,0
"C08",2010,0,NA,0,12.715111763629,8.53555004387932,0,0
"C08",2011,0,NA,0,13.1815576407089,8.9041489450174,0,0
"C08",2012,0,NA,0,13.7004855704379,9.42519291689666,0,0
"C08",2013,0,NA,0,14.6491387026706,10.5554111112366,0,0
"C08",2014,0,NA,0,15.2322300827847,10.8214244871168,0,0
"C08",2015,0,NA,0,15.2423411485508,10.6889158621287,0,0
"C08",2016,0,NA,0,14.7825372578497,10.4398354477602,0,0
"C08",2017,0,NA,0,14.2284096706957,10.1250473719988,0,0
"C08",2018,0,NA,0,13.7280093296735,9.07454758249652,0,0
"C08",2019,0,NA,0,13.5907717409145,9.03923787800607,0,0
"C08",2020,0,NA,0,14.0042299574741,9.46163027676378,0,0
"C08",2021,0,NA,0,14.2504171193241,9.46651539557739,0,0
"C08",2022,0,NA,0,13.9896336006658,9.38802589557789,0,0
"C08",2023,0,NA,0,13.9781034926348,9.60838929701689,0,0
"C09",2000,0,NA,0,9.21571975400696,8.7514322785656,0,0
"C09",2001,0,NA,0,9.53472327560606,9.25049882091505,0,0
"C09",2002,0,NA,0,8.45295417794904,8.32586079664888,0,0
"C09",2003,0,NA,0,8.48771930266045,9.21283383930042,0,0
"C09",2004,0,NA,0,8.16363297331712,8.05146814137038,0,0
"C09",2005,0,NA,0,8.90471372768745,8.76536512213237,0,0
"C09",2006,0,NA,0,9.08944563717319,8.91719570914552,0,0
"C09",2007,0,NA,0,9.11868000670768,8.65768106715325,0,0
"C09",2008,0,NA,0,8.71970853521488,8.12883333713422,0,0
"C09",2009,0,NA,0,8.45868686863257,7.5133353514795,0,0
"C09",2010,0,NA,0,8.13201866884134,7.39711035223853,0,0
"C09",2011,0,NA,0,8.58336099182601,7.73558819305333,0,0
"C09",2012,0,NA,0,8.64851891240263,8.66633314572918,0,0
"C09",2013,0,NA,0,9.83382356525029,9.07408664090128,0,0
"C09",2014,0,NA,0,9.81604954200578,9.24904583073439,0,0
"C09",2015,0,NA,0,10.1109014041001,9.83547569675134,0,0
"C09",2016,0,NA,0,9.14485733507157,8.85431618948832,0,0
"C09",2017,0,NA,0,8.75129953544826,8.33986371364842,0,0
"C09",2018,0,NA,0,9.19127150117379,8.60664531119537,0,0
"C09",2019,0,NA,0,8.84473455417699,8.34533120365755,0,0
"C09",2020,0,NA,0,9.56953985232717,8.40852600662254,0,0
"C09",2021,0,NA,0,9.67428960271623,8.35928835580648,0,0
"C09",2022,0,NA,0,9.49161987711436,8.43963110227918,0,0
"C09",2023,0,NA,0,9.44857548452624,8.70105547307074,0,0
"C10",2000,0,NA,0,8.88448135919228,6.374358023151,0,0
"C10",2001,0,NA,0,9.15809607948616,7.13995671357625,0,0
"C10",2002,0,NA,0,8.70910678006909,6.96768817287174,0,0
"C10",2003,0,NA,0,9.10776198153085,6.98198822565849,0,0
"C10",2004,0,NA,0,9.02019370328635,6.84048139720038,0,0
"C10",2005,0,NA,0,8.64976200321962,6.96341444209174,0,0
"C10",2006,0,NA,0,8.68509670257546,6.50539509147845,0,0
"C10",2007,0,NA,0,8.35749725094088,6.39430340667824,0,0
"C10",2008,0,NA,0,7.56318755104947,5.86267470545266,0,0
"C10",2009,0,NA,0,6.42504541860337,4.9583539293419,0,0
"C10",2010,0,NA,0,6.04708647298977,5.0510081618677,0,0
"C10",2011,0,NA,0,7.22718496955693,5.32405659805562,0,0
"C10",2012,0,NA,0,8.48815324740659,6.0842283639949,0,0
"C10",2013,0,NA,0,9.60739029522912,7.32507637947777,0,0
"C10",2014,0,NA,0,10.3103676585027,7.57446515144133,0,0
"C10",2015,0,NA,0,10.0988883660323,8.00536958693763,0,0
"C10",2016,0,NA,0,9.91244938444491,7.75489970324529,0,0
"C10",2017,0,NA,0,8.33245758676752,6.52258620406063,0,0
"C10",2018,0,NA,0,7.853056317786,6.01399571870656,0,0
"C10",2019,0,NA,0,7.93805580230152,5.85294802331949,0,0
"C10",2020,0,NA,0,7.83213650185462,5.77410347942882,0,0
"C10",2021,0,NA,0,7.97814459990445,6.14358904766541,0,0
"C10",2022,0,NA,0,8.44244604560432,6.28155102640537,0,0
"C10",2023,0,NA,0,7.80875067302381,5.92402819815442,0,0
"C11",2000,0,NA,0,11.222455987431,9.00938230770439,0,0
"C11",2001,0,NA,0,11.7679441396922,9.41792491172939,0,0
"C11",2002,0,NA,0,11.1983834803193,9.29619540293158,0,0
"C11",2003,0,NA,0,11.2512624952497,10.0577352606729,0,0
"C11",2004,0,NA,0,10.944716510209,9.68592172982474,0,0
"C11",2005,0,NA,0,11.1823230370077,9.26070347019028,0,0
"C11",2006,0,NA,0,10.8985969914188,8.82966169773322,0,0
"C11",2007,0,NA,0,11.0824720905403,8.49326645074383,0,0
"C11",2008,0,NA,0,10.5522513848344,8.0541594746414,0,0
"C11",2009,0,NA,0,10.2231622666953,7.57012101852107,0,0
"C11",2010,0,NA,0,9.63752499504692,7.49317342334782,0,0
"C11",2011,0,NA,0,10.3549249114336,8.71581783877285,0,0
"C11",2012,0,NA,0,11.0098450110898,9.05498027448573,0,0
"C11",2013,0,NA,0,11.843931043129,9.76310676106442,0,0
"C11",2014,0,NA,0,12.4974389049168,10.6196148956325,0,0
"C11",2015,0,NA,0,12.1448855697884,9.88358116538558,0,0
"C11",2016,0,NA,0,12.0369874159381,10.0113522471517,0,0
"C11",2017,0,NA,0,11.3281020127929,9.60124588461038,0,0
"C11",2018,0,NA,0,10.6844027714893,8.74109338111948,0,0
"C11",2019,0,NA,0,11.1774668271738,8.72882987722213,0,0
"C11",2020,0,NA,0,10.8758010385242,7.77599279395624,0,0
"C11",2021,0,NA,0,11.0580434878749,8.27678138775862,0,0
"C11",2022,0,NA,0,10.8618136856295,7.97207514152911,0,0
"C11",2023,0,NA,0,11.4319592372173,8.56344585672617,0,0
"C12",2000,0,NA,0,11.3360884835392,9.47461654757934,0,0
"C12",2001,0,NA,0,11.8884172831382,10.1365510514043,0,0
"C12",2002,0,NA,0,11.1280293854541,9.41942480415302,0,0
"C12",2003,0,NA,0,11.0138941074019,9.48966053143421,0,0
"C12",2004,0,NA,0,11.1845910406982,9.80177913594052,0,0
"C12",2005,0,NA,0,10.8290688638363,9.73362451555963,0,0
"C12",2006,0,NA,0,10.9172254760365,9.06027710487825,0,0
"C12",2007,0,NA,0,11.1688300744939,9.30134361879193,0,0
"C12",2008,0,NA,0,9.82164630947613,8.5256701397562,0,0
"C12",2009,0,NA,0,9.21345616561661,7.52538723776822,0,0
"C12",2010,0,NA,0,9.27267045837279,8.00772916982548,0,0
"C12",2011,0,NA,0,9.72666864350005,8.35309442817985,0,0
"C12",2012,0,NA,0,10.8052317646051,9.24140276365282,0,0
"C12",2013,0,NA,0,12.0487378252588,10.0024654786274,0,0
"C12",2014,0,NA,0,12.7440606598824,10.3612352675392,0,0
"C12",2015,0,NA,0,12.3579647229313,10.4122793002467,0,0
"C12",2016,0,NA,0,12.0255557370222,10.2346606905331,0,0
"C12",2017,0,NA,0,11.2344795332449,9.4587132029268,0,0
"C12",2018,0,NA,0,10.7163002119146,9.22273742269281,0,0
"C12",2019,0,NA,0,10.5546620713552,8.95265617100125,0,0
"C12",2020,0,NA,0,10.7214860114764,8.77360822444108,0,0
"C12",2021,0,NA,0,10.8409582423671,8.46573090881722,0,0
"C12",2022,0,NA,0,10.4004722405711,8.68066447140366,0,0
"C12",2023,0,NA,0,10.4268881896333,8.84113784804646,0,0
"C13",2000,0,NA,0,7.40250679116912,6.99021952670542,0,0
"C13",2001,0,NA,0,8.43448209284119,8.15289043771404,0,0
"C13",2002,0,NA,0,8.25409351647049,8.01927995313907,0,0
"C13",2003,0,NA,0,8.39692332232612,7.78811574585384,0,0
"C13",2004,0,NA,0,7.97771317749865,7.59622650986144,0,0
"C13",2005,0,NA,0,7.66695919082553,7.44804242489625,0,0
"C13",2006,0,NA,0,7.68942190535452,7.14408810758592,0,0
"C13",2007,0,NA,0,7.63344265008642,6.75475165872682,0,0
"C13",2008,0,NA,0,6.71547237112347,6.36291791065451,0,0
"C13",2009,0,NA,0,6.84183672697582,6.29808568424148,0,0
"C13",2010,0,NA,0,6.18693237181495,5.89816065071424,0,0
"C13",2011,0,NA,0,6.65230850720129,6.67460936368409,0,0
"C13",2012,0,NA,0,8.02420179791955,7.34302549858626,0,0
"C13",2013,0,NA,0,8.87453112019432,8.0931161291907,0,0
"C13",2014,0,NA,0,9.48708404209368,8.59247685201382,0,0
"C13",2015,0,NA,0,9.87786499746734,8.58996575131048,0,0
"C13",2016,0,NA,0,8.78190795152226,8.43549239201589,0,0
"C13",2017,0,NA,0,8.21927178981734,7.65224085776461,0,0
"C13",2018,0,NA,0,7.350238929177,6.83267269363808,0,0
"C13",2019,0,NA,0,7.43254205797539,6.86921074456484,0,0
"C13",2020,0,NA,0,7.24528517297865,6.41467018126922,0,0
"C13",2021,0,NA,0,7.45353070488431,6.78168514649249,0,0
"C13",2022,0,NA,0,7.33680191721838,6.87454121909931,0,0
"C13",2023,0,NA,0,7.48123632884772,6.61626798055224,0,0
"C14",2000,0,NA,0,8.24941988641121,7.26716839503164,0,0
"C14",2001,0,NA,0,9.21984871785013,8.05715841599444,0,0
"C14",2002,0,NA,0,8.50488277087471,7.93117833696879,0,0
"C14",2003,0,NA,0,8.18511143064277,7.7396477151528,0,0
"C14",2004,0,NA,0,8.3731573581473,7.63709992739969,0,0
"C14",2005,0,NA,0,8.10375325216631,7.27458020213793,0,0
"C14",2006,0,NA,0,8.62936120402202,7.493235027216,0,0
"C14",2007,0,NA,0,8.15429930413151,6.98715440597024,0,0
"C14",2008,0,NA,0,7.78033152971503,6.48354544770075,0,0
"C14",2009,0,NA,0,7.06975002349713,5.92275970596164,0,0
"C14",2010,0,NA,0,6.4321367151248,5.85744375752323,0,0
"C14",2011,0,NA,0,6.9191333738156,6.1145395486188,0,0
"C14",2012,0,NA,0,7.83891289894693,6.60083318789489,0,0
"C14",2013,0,NA,0,9.34372157760813,8.34054905392094,0,0
"C14",2014,0,NA,0,9.85433932195107,8.37142484676221,0,0
"C14",2015,0,NA,0,9.90383481556785,8.57073159568111,0,0
"C14",2016,0,NA,0,9.55330405543294,8.32941365969348,0,0
"C14",2017,0,NA,0,7.7974628069048,7.09296556773659,0,0
"C14",2018,0,NA,0,7.87621985075059,6.93826999989902,0,0
"C14",2019,0,NA,0,7.87041785841152,6.68645167523469,0,0
"C14",2020,0,NA,0,8.42002248247347,6.59099619463211,0,0
"C14",2021,0,NA,0,8.58657794581448,6.99387868875733,0,0
"C14",2022,0,NA,0,8.32604701165308,6.74078273158766,0,0
"C14",2023,0,NA,0,8.31886251318786,6.68112875666608,0,0
"C15",2000,0,NA,0,5.28695929669827,6.06894553357439,0,0
"C15",2001,0,NA,0,5.78572299321539,6.6764134436503,0,0
"C15",2002,0,NA,0,5.72926386939839,7.19913029434042,0,0
"C15",2003,0,NA,0,5.10476622599018,6.36215492015094,0,0
"C15",2004,0,NA,0,5.80229161345211,7.14165562754359,0,0
"C15",2005,0,NA,0,5.87956204648746,6.66828399465245,0,0
"C15",2006,0,NA,0,5.41148120903132,5.97787273105015,0,0
"C15",2007,0,NA,0,4.87901118379362,5.75501822194925,0,0
"C15",2008,0,NA,0,4.61605472183963,5.34972653310042,0,0
"C15",2009,0,NA,0,3.71397881285572,4.64168391457289,0,0
"C15",2010,0,NA,0,4.61687616143036,5.16752152596985,0,0
"C15",2011,0,NA,0,5.4027020950647,6.09703580978811,0,0
"C15",2012,0,NA,0,5.39159315153957,6.09427774851835,0,0
"C15",2013,0,NA,0,6.04174930002427,6.93710441536994,0,0
"C15",2014,0,NA,0,6.50377960126278,6.95926894177564,0,0
"C15",2015,0,NA,0,6.86600483696431,7.28012397100423,0,0
"C15",2016,0,NA,0,6.29100243561758,7.16901090471078,0,0
"C15",2017,0,NA,0,5.98043028814714,6.79116206300036,0,0
"C15",2018,0,NA,0,5.43405576165003,6.1663000962702,0,0
"C15",2019,0,NA,0,5.30459455240787,5.89779435013334,0,0
"C15",2020,0,NA,0,5.3714611580646,6.1799701880228,0,0
"C15",2021,0,NA,0,5.24168140291326,5.60250732520855,0,0
"C15",2022,0,NA,0,5.33042620485038,5.9411563017498,0,0
"C15",2023,0,NA,0,6.03017234710887,6.61799226029277,0,0
"C16",2000,0,NA,0,8.70925785848779,6.29489935457272,0,0
"C16",2001,0,NA,0,9.65140109541728,6.80166265230133,0,0
"C16",2002,0,NA,0,9.03482897015143,6.86452022465352,0,0
"C16",2003,0,NA,0,9.12813577521118,6.46673114677475,0,0
"C16",2004,0,NA,0,9.03561730765323,6.94225724215932,0,0
"C16",2005,0,NA,0,9.72140438706372,6.54622308382186,0,0
"C16",2006,0,NA,0,9.17706564094384,6.52155269278665,0,0
"C16",2007,0,NA,0,8.97580051071575,5.97855026592406,0,0
"C16",2008,0,NA,0,8.56417883584001,5.71687510585117,0,0
"C16",2009,0,NA,0,8.07316623139191,5.41976069808281,0,0
"C16",2010,0,NA,0,8.057584955849,5.24278292248644,0,0
"C16",2011,0,NA,0,8.41562971492695,5.49245260639938,0,0
"C16",2012,0,NA,0,8.86491249388878,6.17165571507315,0,0
"C16",2013,0,NA,0,9.86379132958838,6.93448848079756,0,0
"C16",2014,0,NA,0,10.4129547665283,7.46213431313857,0,0
"C16",2015,0,NA,0,10.2946811431228,7.75554399823657,0,0
"C16",2016,0,NA,0,9.95177530196902,7.16656467828513,0,0
"C16",2017,0,NA,0,8.93710011006865,6.26554181204951,0,0
"C16",2018,0,NA,0,9.3249675772429,6.54545813589149,0,0
"C16",2019,0,NA,0,8.85432196357676,6.25037284905222,0,0
"C16",2020,0,NA,0,9.20784330311114,5.82206287461357,0,0
"C16",2021,0,NA,0,9.04195690198335,5.97262931600947,0,0
"C16",2022,0,NA,0,9.04454727844365,6.05283427660266,0,0
"C16",2023,0,NA,0,8.9692808948027,5.77322399360405,0,0
"C17",2000,0,NA,0,12.0857116032295,8.64303865340816,0,0
"C17",2001,0,NA,0,11.5435881375826,8.83986955257957,0,0
"C17",2002,0,NA,0,11.561085049061,8.88535353967007,0,0
"C17",2003,0,NA,0,10.7920113234584,8.57469129312252,0,0
"C17",2004,0,NA,0,10.7613677975956,8.54980536665134,0,0
"C17",2005,0,NA,0,11.6301637078957,8.65315941633764,0,0
"C17",2006,0,NA,0,11.7442896357631,9.05067469197793,0,0
"C17",2007,0,NA,0,12.0008187520363,8.68685958060566,0,0
"C17",2008,0,NA,0,11.0898126290991,7.73768466680444,0,0
"C17",2009,0,NA,0,10.4523777639767,7.59343735759708,0,0
"C17",2010,0,NA,0,9.38161498925676,6.64492601071077,0,0
"C17",2011,0,NA,0,10.3064345922534,7.53936964852714,0,0
"C17",2012,0,NA,0,11.3778916188224,8.32930580444968,0,0
"C17",2013,0,NA,0,12.9534194887396,9.69212211169767,0,0
"C17",2014,0,NA,0,13.8372229086603,10.4357855681283,0,0
"C17",2015,0,NA,0,13.2142734048259,10.3220948633678,0,0
"C17",2016,0,NA,0,12.6330914518425,9.3004438718088,0,0
"C17",2017,0,NA,0,11.524866419328,8.77008344777856,0,0
"C17",2018,0,NA,0,11.0322291813449,8.22961685992748,0,0
"C17",2019,0,NA,0,11.3829455834327,8.16721962493529,0,0
"C17",2020,0,NA,0,12.0457094835288,8.32053346226892,0,0
"C17",2021,0,NA,0,12.62625743172,8.55575715315987,0,0
"C17",2022,0,NA,0,12.2509511400959,8.75578658764388,0,0
"C17",2023,0,NA,0,11.4800157878786,8.078965255971,0,0
"C18",2000,0,NA,0,12.6494865109364,10.0604223535379,0,0
"C18",2001,0,NA,0,12.847285615029,10.811381359269,0,0
"C18",2002,0,NA,0,14.0248798020302,11.4002958218389,0,0
"C18",2003,0,NA,0,13.8503299424997,11.4042264400931,0,0
"C18",2004,0,NA,0,13.4518894682212,10.9645320790494,0,0
"C18",2005,0,NA,0,13.3861853427985,10.60163810375,0,0
"C18",2006,0,NA,0,13.3423354236949,10.3546696869901,0,0
"C18",2007,0,NA,0,12.450440099775,8.98620694771777,0,0
"C18",2008,0,NA,0,11.7607854169418,8.43806341829999,0,0
"C18",2009,0,NA,0,11.2878706504426,8.44578632206344,0,0
"C18",2010,0,NA,0,11.9219811258494,8.71715652285649,0,0
"C18",2011,0,NA,0,12.2497814286928,9.04727371923296,0,0
"C18",2012,0,NA,0,13.2185668186523,10.1870437175153,0,0
"C18",2013,0,NA,0,14.3307985895461,11.1167926150975,0,0
"C18",2014,0,NA,0,14.3820606566543,11.3695937694651,0,0
"C18",2015,0,NA,0,14.9794461022922,12.0475240540255,0,0
"C18",2016,0,NA,0,14.2384135004301,11.2972112393827,0,0
"C18",2017,0,NA,0,14.0990269334553,11.0652856959861,0,0
"C18",2018,0,NA,0,12.7105930415367,9.80348688124965,0,0
"C18",2019,0,NA,0,12.8936997268313,9.52269179119809,0,0
"C18",2020,0,NA,0,12.790491906948,9.41049966015249,0,0
"C18",2021,0,NA,0,12.2881863367048,8.43631100825264,0,0
"C18",2022,0,NA,0,12.4929847276573,9.22528892976593,0,0
"C18",2023,0,NA,0,13.058731710078,9.77404770618214,0,0
"C19",2000,0,NA,0,11.6464619453534,8.72922280621991,0,0
"C19",2001,0,NA,0,11.8648758342376,9.16838422912955,0,0
"C19",2002,0,NA,0,11.05959333842,8.84377909876056,0,0
"C19",2003,0,NA,0,9.99459966432422,8.55593334487123,0,0
"C19",2004,0,NA,0,10.4226052708959,8.82829470171869,0,0
"C19",2005,0,NA,0,11.0656317580664,8.96930827501044,0,0
"C19",2006,0,NA,0,11.6769302514742,9.33912577375379,0,0
"C19",2007,0,NA,0,11.6055286484341,8.98463615304661,0,0
"C19",2008,0,NA,0,11.4182032108214,8.25545155889355,0,0
"C19",2009,0,NA,0,10.8040250955193,8.17898569669117,0,0
"C19",2010,0,NA,0,10.4751130323235,7.86339586736824,0,0
"C19",2011,0,NA,0,10.4657954191845,7.73344731488576,0,0
"C19",2012,0,NA,0,11.1868565591299,8.54853303868846,0,0
"C19",2013,0,NA,0,12.5720922511037,9.77694173973926,0,0
"C19",2014,0,NA,0,12.6552671179196,10.2229614233979,0,0
"C19",2015,0,NA,0,12.1597376115222,10.0797676697758,0,0
"C19",2016,0,NA,0,11.820957715645,9.64429623456038,0,0
"C19",2017,0,NA,0,11.360230811296,8.84667347308205,0,0
"C19",2018,0,NA,0,11.4267245959038,8.90266441797697,0,0
"C19",2019,0,NA,0,11.7421694428646,9.10025378535817,0,0
"C19",2020,0,NA,0,12.401671899675,8.92878870169128,0,0
"C19",2021,0,NA,0,12.7567546091282,9.07191410918103,0,0
"C19",2022,0,NA,0,12.7546621811344,9.11924902009601,0,0
"C19",2023,0,NA,0,11.9415801460077,9.02585416822981,0,0
"C20",2000,0,NA,0,6.3734755096407,5.68930773697329,0,0
"C20",2001,0,NA,0,6.03444816368763,5.54173688964822,0,0
"C20",2002,0,NA,0,5.56890378722675,5.46466194951043,0,0
"C20",2003,0,NA,0,5.6886984647832,6.12441859713425,0,0
"C20",2004,0,NA,0,5.25558722403381,5.27790875955405,0,0
"C20",2005,0,NA,0,6.13346539963713,5.71184542975291,0,0
"C20",2006,0,NA,0,6.00859879831958,5.56824950030312,0,0
"C20",2007,0,NA,0,5.85743625543746,4.76862353308134,0,0
"C20",2008,0,NA,0,5.06919862065693,4.09907333365162,0,0
"C20",2009,0,NA,0,4.12488418801816,3.92070640130398,0,0
"C20",2010,0,NA,0,3.23473844001522,3.26272416067322,0,0
"C20",2011,0,NA,0,4.45962286938952,4.54379874050421,0,0
"C20",2012,0,NA,0,5.6504115696951,4.86358094502135,0,0
"C20",2013,0,NA,0,7.41073438114283,6.51508977250314,0,0
"C20",2014,0,NA,0,8.004151692406,7.30371986668344,0,0
"C20",2015,0,NA,0,7.97357807469222,7.08284035191829,0,0
"C20",2016,0,NA,0,7.10885800549293,6.7726617436129,0,0
"C20",2017,0,NA,0,5.72326075379281,5.01765272396598,0,0
"C20",2018,0,NA,0,5.44707248154668,5.12810578942598,0,0
"C20",2019,0,NA,0,6.10840907524156,5.44175894296741,0,0
"C20",2020,0,NA,0,6.36436732131157,5.36506096908924,0,0
"C20",2021,0,NA,0,6.32796625900434,5.0381883697894,0,0
"C20",2022,0,NA,0,6.06544343129806,5.20221547025835,0,0
"C20",2023,0,NA,0,6.29394940036842,5.88177732391598,0,0
"C01",2000,1,2010,0,10.1211100342927,8.26049292636938,0,0
"C01",2001,1,2010,0,10.47086488181,8.49106646504877,0,0
"C01",2002,1,2010,0,9.99027369664379,8.37305222484676,0,0
"C01",2003,1,2010,0,10.3299820150541,8.76145316888563,0,0
"C01",2004,1,2010,0,9.98448071985306,8.4989608011004,0,0
"C01",2005,1,2010,0,9.95374410556149,7.94991764809532,0,0
"C01",2006,1,2010,0,10.3844703988227,8.25960173223763,0,0
"C01",2007,1,2010,0,9.69328824976171,7.6119794423141,0,0
"C01",2008,1,2010,0,9.82450765887925,7.86198133337657,0,0
"C01",2009,1,2010,0,8.84700430289779,6.56280219429748,0,0
"C01",2010,1,2010,1,8.95562514459627,6.95618072607873,0,0
"C01",2011,1,2010,1,9.86509035831411,7.72299540204179,0.4,0.24
"C01",2012,1,2010,1,10.7392008560359,8.86297910811448,0.8,0.48
"C01",2013,1,2010,1,11.9512006238969,9.60409889745706,1.2,0.72
"C01",2014,1,2010,1,12.7580071713639,10.1905118510333,1.6,0.96
"C01",2015,1,2010,1,13.4085010637406,10.3607499007237,2,1.2
"C01",2016,1,2010,1,13.5904874857341,10.7757391608089,2.4,1.44
"C01",2017,1,2010,1,13.3372222689382,10.127113355118,2.8,1.68
"C01",2018,1,2010,1,12.6858433532297,9.75774236150793,3.2,1.92
"C01",2019,1,2010,1,13.5692736929172,9.78191970699648,3.6,2.16
"C01",2020,1,2010,1,13.8945676937684,10.2984418966724,4,2.4
"C01",2021,1,2010,1,14.8810364656158,10.4867850073057,4.4,2.64
"C01",2022,1,2010,1,14.8563607536373,10.6189416234055,4.8,2.88
"C01",2023,1,2010,1,15.7620238529247,11.6480080907991,5.2,3.12
"C02",2000,1,2010,0,10.4094365653119,8.30853338267255,0,0
"C02",2001,1,2010,0,10.8077387092516,8.5809590622076,0,0
"C02",2002,1,2010,0,10.7259967951151,9.13162160174341,0,0
"C02",2003,1,2010,0,10.1410661618985,8.3405784287135,0,0
"C02",2004,1,2010,0,10.6219709588173,8.27702025151414,0,0
"C02",2005,1,2010,0,10.7710556396997,8.61425557769954,0,0
"C02",2006,1,2010,0,10.5283093140786,8.54167557468862,0,0
"C02",2007,1,2010,0,10.7246519354289,8.21629564720396,0,0
"C02",2008,1,2010,0,10.0352953291484,7.58909853947766,0,0
"C02",2009,1,2010,0,9.45614056156189,6.90934965138566,0,0
"C02",2010,1,2010,1,9.86595954474762,7.56808062503475,0,0
"C02",2011,1,2010,1,9.86855358075105,7.75687208511019,0.3,0.18
"C02",2012,1,2010,1,10.9991434681558,8.55424194349099,0.6,0.36
"C02",2013,1,2010,1,12.359151439357,9.29333484613752,0.9,0.54
"C02",2014,1,2010,1,13.2193047377772,10.2585217921697,1.2,0.72
"C02",2015,1,2010,1,13.7364986509377,10.5747091177188,1.5,0.9
"C02",2016,1,2010,1,13.5929020585478,10.3682955859583,1.8,1.08
"C02",2017,1,2010,1,12.9950948237454,10.353703460655,2.1,1.26
"C02",2018,1,2010,1,12.5132071554335,9.76490854364991,2.4,1.44
"C02",2019,1,2010,1,13.2266385294554,9.72906780907074,2.7,1.62
"C02",2020,1,2010,1,13.4773460889063,9.37359142424659,3,1.8
"C02",2021,1,2010,1,14.1248557284408,9.82774556263419,3.3,1.98
"C02",2022,1,2010,1,14.5291925200632,10.150540993898,3.6,2.16
