"id","time","growth","ln_y_initial","s_k","n_pop","hcap","gov_cons","log_s_k","log_n_gd","log_hcap"
"10","4",-0.152818786120203,5.29300150712054,0.262518936347987,0.0223082896633156,1.94418334813585,0.17025752845668,-1.33743206108379,-2.62681649991258,0.664842016475573
"10","5",-0.0767414316183488,4.52890757651953,0.262171743865292,0.0185342670003095,1.97903434783251,0.164868336013166,-1.33875547903826,-2.68042141061666,0.682609022625704
"10","6",-0.0959358392991913,4.14520041842778,0.251928487036416,0.0159141155189481,1.87888072551794,0.166511876041563,-1.37861001334586,-2.7194026643717,0.630676240778401
"10","7",-0.107567051352968,3.66552122193183,0.236448075457084,0.0165952722352601,1.86057055239629,0.159282586345604,-1.44202664924834,-2.70912169141408,0.620883189287535
"10","8",-0.0739554105375389,3.12768596516699,0.207893873741641,0.017255019247887,1.93084145207108,0.178638123779,-1.57072755188451,-2.69926362762898,0.657955893431777
"11","1",-0.183295551208932,8.34485794514137,0.218916043273494,0.0181481876942865,1.54147470575167,0.110475733312344,-1.51906698671639,-2.68607071408701,0.432739559355515
"11","2",-0.168997645455828,7.42838018909671,0.200864485494672,0.0208974500479609,1.5393018258545,0.119526147013024,-1.60512479981816,-2.64652081156388,0.431328953792156
"11","3",-0.145165671657831,6.58339196181757,0.204687707967506,0.0210289135991924,1.63470196148447,0.126669734053282,-1.58626983712863,-2.64466825104655,0.49146050117916
"11","4",-0.103202030415385,5.85756360352841,0.209633010367393,0.0199497595578912,1.7627371411549,0.10714183530965,-1.562396846725,-2.65997801521907,0.566867794826484
"11","5",-0.126303241438855,5.34155345145149,0.208436263230174,0.0209062763838396,1.84407908760173,0.12954208317292,-1.5681219764182,-2.64639632490739,0.611980013369642
"11","6",-0.142682987479763,4.71003724425721,0.229289331995041,0.0174852455197556,1.90703189607351,0.129056205331555,-1.47277061442629,-2.69584628988932,0.645548052264203
"11","7",-0.049906719255695,3.9966223068584,0.20377053346575,0.0188268339123593,2.02852367969598,0.138135836893567,-1.59076075419289,-2.67616158228799,0.707308277096834
"11","8",-0.0706426499732246,3.74708871057992,0.217085233240942,0.0179663571045461,2.06831302960364,0.145446483803114,-1.52746522264734,-2.68874244469699,0.726733313471449
"12","1",-0.198502872918372,8.79953741381123,0.234981535903484,0.0179716654924426,2.07729198178168,0.188946816988958,-1.44824833854828,-2.68866434457757,0.731065113627921
"12","2",-0.160718667446679,7.80702304921937,0.246672948001338,0.0181148280539302,2.09722890557529,0.188855602710688,-1.39969191690597,-2.68656035011685,0.74061690455817
"12","3",-0.152819274858016,7.00342971198598,0.247247443462217,0.0198235287731837,2.19732980061962,0.175261706234828,-1.39736564842269,-2.66178423757433,0.787242896210046
"12","4",-0.134083920371136,6.2393333376959,0.256609177886671,0.0168485097839738,2.19030923580812,0.183325066159485,-1.36020106015001,-2.70532626762022,0.784042737425476
"12","5",-0.170878715847813,5.56891373584022,0.234330513743926,0.0179214026352536,2.12668593479115,0.163079022628054,-1.4510227082992,-2.68940408590763,0.754564868894168
"12","6",-0.089998716599099,4.71452015660116,0.250733871517807,0.0178458401411999,2.17584781341351,0.175299501924178,-1.38336317517465,-2.69051720421673,0.777418387859226
"12","7",-0.0918898408781723,4.26452657360566,0.239794625113058,0.0184183035223294,2.25968897473643,0.15571367949925,-1.42797245068055,-2.68211489479519,0.815227182015404
"12","8",-0.033559294025577,3.8050773692148,0.241350160390017,0.0151121098978111,2.30049101650866,0.152816072220571,-1.42150645232223,-2.73164472713152,0.833122585588877
"13","1",-0.225429148483631,8.31799101388242,0.284584243273519,0.0211140917134765,2.28523396889003,0.157391098222925,-1.25672595932315,-2.64346976612227,0.826468412491643
"13","2",-0.197645443184566,7.19084527146426,0.269242089710376,0.0221519269951649,2.26932958506187,0.153408156687272,-1.31214434235446,-2.62898128593922,0.819484450895606
"13","3",-0.171471572415977,6.20261805554144,0.265223427843569,0.0196092272235668,2.16874683579454,0.159845890383721,-1.32718268428725,-2.66485814537781,0.774149505712332
"13","4",-0.143712853559726,5.34526019346155,0.257385023997824,0.0196677938108311,2.07943218673731,0.171369528292362,-1.35718216733937,-2.66401713671348,0.73209486929993
"13","5",-0.121883569762308,4.62669592566292,0.262973587930682,0.0187531786920047,2.04117236453241,0.164905005591116,-1.33570167796649,-2.67723230798422,0.713524331282208
"13","6",-0.122713932410247,4.01727807685138,0.248486058152512,0.017307686701183,1.97675951420688,0.168113991419789,-1.39236853903338,-2.69848083338277,0.681458895012522
"13","7",-0.0936203963851562,3.40370841480014,0.225382140591751,0.0170354752761482,1.94260667335221,0.136687413847576,-1.48995791480248,-2.70253331798361,0.664030717248498
"13","8",-0.0866706075959919,2.93560643287436,0.226577775034013,0.0184500077899223,1.97326059623365,0.128992113219058,-1.48466701536604,-2.68165161344312,0.679687299531724
"14","1",-0.18272513063037,7.24165300447207,0.131272420263353,0.0184510762184519,1.85496564901533,0.121657376786064,-2.03048057104454,-2.68163600467658,0.617866177836903
"14","2",-0.164473534433041,6.32802735132022,0.164125525301924,0.0200089875886162,1.80449191618829,0.133077511271661,-1.80712374574328,-2.65913165105151,0.590279065283682
"14","3",-0.119990273678513,5.50565967915502,0.184485549299909,0.0204609651572535,1.75763480180983,0.118086664444693,-1.69018414214674,-2.65269640821717,0.563969042648846
"14","4",-0.0807903837308056,4.90570831076245,0.200878801449925,0.0208206750864142,1.76168726738793,0.125610518540821,-1.60505353064839,-2.64760429991774,0.566272024467228
"14","5",-0.10045806139124,4.50175639210843,0.203542132241149,0.019637180815614,1.7172133923021,0.117923704662787,-1.59188225748886,-2.6644566471587,0.540702856255923
"14","6",-0.075215720292507,3.99946608515223,0.197525744477806,0.0216919201396279,1.68138854147763,0.116980340389445,-1.62188635134966,-2.63537722755042,0.519619964825865
"14","7",-0.110173142163689,3.62338748368969,0.191865539226684,0.02108578290704,1.73236278271475,0.120998101178859,-1.65096046881821,-2.64386792128079,0.549486247049036
"14","8",-0.0533173380286317,3.07252177287124,0.209331929100864,0.0196338646215493,1.63808085605561,0.0966109886098098,-1.56383410932144,-2.66450426931957,0.493525346883895
"15","1",-0.186787004140455,7.6233599444097,0.210271773881051,0.0197989101934572,1.438135168583,0.080849833606685,-1.5593544236313,-2.66213688260995,0.363347252505137
"15","2",-0.138618635775733,6.68942492370743,0.209472210482737,0.0159430811645889,1.51296364919078,0.103465564060746,-1.56316419527876,-2.71896331563936,0.414070408867088
"15","3",-0.1383389270364,5.99633174482876,0.208752399828912,0.018209463647536,1.59227181499633,0.113999209858879,-1.56660641913085,-2.68517196059908,0.465161810911127
"15","4",-0.141227249743158,5.30463710964676,0.20762778718849,0.0208743704320953,1.60788904441837,0.115608103724664,-1.57200828699193,-2.64684639976598,0.474922166148629
"15","5",-0.110380149362521,4.59850086093097,0.193899426736077,0.0219050583958673,1.72009683088775,0.111102362027275,-1.64041567323054,-2.63240866351886,0.542380586268504
"15","6",-0.0868940049088877,4.04660011411837,0.182736229858559,0.0237891129115514,1.72223574486705,0.121722705263961,-1.69971153280234,-2.60654407978177,0.543623298416446
"15","7",-0.119595785117212,3.61213008957393,0.174072497882599,0.0230822896125879,1.72850578413015,0.135113164680286,-1.7482834120463,-2.6161692177416,0.547257326703214
"15","8",-0.0710245367713895,3.01415116398787,0.165826508622848,0.0243287350327671,1.71584755529435,0.128458669562877,-1.79681316593153,-2.5992576586493,0.539907159878455
"16","1",-0.198653873081358,8.5863531989325,0.21756530624327,0.0220893955533345,2.13664908742803,0.141793621528491,-1.52525621493224,-2.62984832521261,0.759238754817844
"16","2",-0.190455853435053,7.59308383352571,0.202095486876785,0.0172611125859961,2.04137343582473,0.143702455429393,-1.59901498596102,-2.69917303123686,0.713622834178353
"16","3",-0.16905922769396,6.64080456635044,0.211633320188833,0.0199174234051702,2.03161848501211,0.141249445223039,-1.55290012358363,-2.66044039892641,0.708832758649428
"16","4",-0.118174763143177,5.79550842788065,0.206813750840638,0.0194208691701679,2.04561922350041,0.157655773298995,-1.57593664513177,-2.66756774816926,0.715700542438173
"16","5",-0.164021386979584,5.20463461216476,0.19336686271125,0.0233210815895371,2.07487604561208,0.156118903101674,-1.64316605132984,-2.61290710448909,0.729901414843914
"16","6",-0.0167706270534435,4.38452767726684,0.185366131613939,0.0225720895378788,2.08729198786266,0.138201988973556,-1.6854223199169,-2.62317487269503,0.735867526244971
"16","7",-0.103778611405425,4.30067454199962,0.160174712502184,0.0217130733374703,2.04680211153432,0.131858596483943,-1.83149010635684,-2.63508221414143,0.716278629575353
"16","8",-0.0852492258037274,3.7817814849725,0.180835788270646,0.0198350445442809,1.92122316050313,0.136503839574366,-1.71016590663758,-2.66161932437423,0.652962045963401
"17","1",-0.196053363445607,8.26063690363745,0.218949265787051,0.0239326377618678,1.49338597112971,0.115892572103414,-1.5189152390765,-2.60460090086839,0.401046005661931
"17","2",-0.188162443895542,7.28037008640942,0.214846161031409,0.0246581164119886,1.51855255347721,0.134733029348123,-1.53783303705477,-2.59483603469168,0.417757613714287
"17","3",-0.161727319531415,6.33955786693171,0.202647131925251,0.022590791892504,1.59266910725735,0.12450233309115,-1.59628907885647,-2.62291719863201,0.465411292626976
"17","4",-0.118798537246888,5.53092126927464,0.191900157680808,0.0238628230631182,1.68935984301497,0.119682703604314,-1.65078005428665,-2.60554564847502,0.524349666060102
"17","5",-0.0952822582172954,4.9369285830402,0.195727134659696,0.0204929134127353,1.75642620918674,0.124823884866634,-1.63103375982436,-2.65224309318458,0.563281181699957
"17","6",-0.0975543114831494,4.46051729195372,0.199325981189746,0.0227368701359682,1.76688452286361,0.134932691622894,-1.61281369804332,-2.62090686844955,0.569217839115778
"17","7",-0.0569451298697224,3.97274573453798,0.207712780093361,0.0223354147526502,1.80061248795578,0.138283900148866,-1.57159901848915,-2.62644143914153,0.588126878109588
"17","8",-0.105865075664682,3.68802008518936,0.221551145372903,0.0204307347668972,1.89975294646667,0.143457706669678,-1.50710181153324,-2.65312553769515,0.64172384954256
"18","1",-0.201399677000381,8.02202613481093,0.230829674164186,0.0144538201910245,1.84598435905426,0.194283614261933,-1.46607518171071,-2.74180627763712,0.613012663159749
"18","2",-0.201819352715053,7.01502774980903,0.219215584525911,0.0141137271913742,1.9628944635161,0.204925849486252,-1.51769962914583,-2.74709678523139,0.674420150994285
"18","3",-0.157686077081009,6.00593098623376,0.205482047838661,0.0209228366561291,1.98758284138616,0.19170790690343,-1.58239660731116,-2.64616280060466,0.686919247878295
"18","4",-0.128570908999614,5.21750060082872,0.227667880710437,0.0200587784771475,2.07005612506617,0.177566482976138,-1.47986737554417,-2.65842069674665,0.727575720468249
"18","5",-0.0933010876579503,4.57464605583065,0.215046969055539,0.0201783291654514,2.12722221603098,0.168354480663459,-1.53689881399011,-2.65671571695529,0.754817004682554
"18","6",-0.125099210613309,4.1081406175409,0.250709606042175,0.0218049161390076,2.10334928344249,0.16502469633825,-1.38345995767053,-2.6338023353693,0.743530971109422
"18","7",-0.0893292463522727,3.48264456447435,0.270874241536635,0.0151421193475748,2.0995324045662,0.162857754649533,-1.30610061917887,-2.73118394439197,0.741714655443674
"18","8",-0.074188924661332,3.03599833271299,0.241159868396474,0.0168281439243477,2.10162683641273,0.175122707314587,-1.42229521107151,-2.70563097093555,0.742711728822665
"19","1",-0.191501877159314,8.17472624187179,0.259641947904981,0.01649687203533,2.40269059589482,0.151494651639402,-1.34845172051494,-2.71060036948931,0.876589191034014
"19","2",-0.173931800995185,7.21721685607522,0.253544799443822,0.0129806453430364,2.41260695452673,0.165713647179935,-1.37221474792041,-2.76492781656855,0.880707886730887
"19","3",-0.154622670674311,6.34755785109929,0.244958012785167,0.0132513297086717,2.33448953040737,0.177829443596021,-1.4066684595111,-2.76063912853349,0.84779325069289
"19","4",-0.183269046480263,5.57444449772774,0.260838203400848,0.0151539347698556,2.30413414394264,0.178329233032557,-1.34385497422488,-2.7310025816885,0.834704963336123
"19","5",-0.157192220447435,4.65809926532642,0.267818550417705,0.01720700751288,2.26492260854917,0.150890894323293,-1.3174455784538,-2.69997775842418,0.817540589940282
"19","6",-0.089214484780006,3.87213816308925,0.253661037093445,0.0191883279171118,2.27555375650654,0.142462816659268,-1.37175640283333,-2.67092310230322,0.822223432237065
"19","7",-0.0558918839357096,3.42606573918922,0.230202528402565,0.0175992354948078,2.34005898189648,0.147316618482258,-1.46879579925092,-2.69415860524557,0.850176134990613
"19","8",-0.0721215002419483,3.14660631951067,0.260350325534013,0.0146452492584426,2.28163119584951,0.143840892970313,-1.34572714900331,-2.73884066047916,0.824890623939559
"20","1",-0.211185117669132,8.9011942531609,0.305382058896376,0.0220383458128551,2.48547393399315,0.171602819343175,-1.18619163416955,-2.63055672100277,0.910463359268932
"20","2",-0.198211954866806,7.84526866481524,0.283673401649692,0.0212399413677678,2.53440821257395,0.190604204985289,-1.25993169676287,-2.64170164358505,0.929960163073831
"20","3",-0.133273199553095,6.85420889048122,0.266097864325013,0.0227041292776455,2.43862004665408,0.164070487382228,-1.3238911268668,-2.62135709718846,0.89143232466879
"20","4",-0.118303425520376,6.18784289271574,0.28371976397889,0.024759804906809,2.4370466201567,0.173495803802089,-1.25976827452901,-2.59347490599142,0.890786904602354
"20","5",-0.0925247739154252,5.59632576511386,0.275923569074734,0.015586290557207,2.44710334108837,0.166762813996835,-1.28763137525769,-2.72438859028102,0.894905015317213
"20","6",-0.0265372963237422,5.13370189553674,0.262769788311651,0.0126391539385829,2.47987852424382,0.168920972718741,-1.33647695974254,-2.77036473411841,0.908209576817477
"20","7",-0.10863323780942,5.00101541391803,0.271415233464147,0.0159423260794022,2.48366654417118,0.161014505943097,-1.30410540395925,-2.7189747662646,0.909735913583057
"20","8",-0.0480129984140774,4.45784922487093,0.2796301256286,0.018267754602802,2.4778437223187,0.150881818495985,-1.27428752897382,-2.6843177380474,0.907388715164412
"21","1",-0.185482185014126,7.14329373771424,0.2583286979213,0.028087975088486,1.83263104039736,0.133972381000926,-1.35352248198834,-2.54991920212799,0.605752661306524
"21","2",-0.135704509779606,6.21588281264361,0.227908318027572,0.0276322946629196,1.64980467835316,0.12040464970761,-1.47881184481133,-2.55577177003039,0.500656904149746
"21","3",-0.114311946759428,5.53736026374558,0.20868135620827,0.0264155927649722,1.6843020948769,0.114549945104843,-1.56694680186368,-2.57156850985161,0.521351290988516
"21","4",-0.122343649717561,4.96580052994845,0.180774593204032,0.0236760989236311,1.58644365780243,0.117996697086233,-1.71050436521251,-2.60807683464158,0.461494817891696
"21","5",-0.115283367942911,4.35408228136064,0.194214994129582,0.0241299142945902,1.65465698596453,0.142739344997341,-1.63878951637535,-2.60193612646432,0.503593728111932
"21","6",-0.118177483121199,3.77766544164608,0.191654104039696,0.0228413627426603,1.68185010940769,0.123759371248637,-1.65206307314173,-2.61947131558466,0.519894443077856
"21","7",-0.0905019626811528,3.18677802604009,0.188537687911892,0.0238107858132557,1.68119590477638,0.124262532553445,-1.66845735620648,-2.60625040882336,0.519505388252674
"21","8",-0.0937183016746301,2.73426821263432,0.181172429502867,0.0275480768128098,1.66661391583803,0.107960853725924,-1.70830605201145,-2.55685718898612,0.510793972767921
"22","1",-0.191504199825486,7.08905650655145,0.125484048307457,0.0112780149775499,1.83672197555031,0.147764947827101,-2.07557663360871,-2.79233414673846,0.607982447773056
"22","2",-0.157135554339513,6.13153550742402,0.129409319702236,0.0135924250666154,1.83156872675659,0.144543337130577,-2.04477487708042,-2.75526091845553,0.605172827379313
"22","3",-0.127902448580011,5.34585773572645,0.141096896376455,0.0180748432238132,1.82880844570529,0.146269195198704,-1.95830841627985,-2.68714754341706,0.603664632215557
