district_id,district_name,region,region_id,treated,open_year,treatment,nearby,event_time,year,post,light_intensity,ihs_light,light_positive,impervious_ratio,longitude,latitude,elevation,slope,dist_addis_km,dist_state_capital_km,dist_nearest_city_km,urbanization_rate_2007,employment_rate_2007,log_pop_density_2007,population_2007,primary_road_density,paved_road_density,share_christian_2007,share_amharic_2007,labor_intensive_park,public_park,china_aid,transport_project
ET_D001,Dukem,Oromia,1,1,2008,1,0,5,2015,1,5.44669,2.39648,1,0.081294,37.6559,5.6323,1106.5,6.1964,204.0601,183.607,60.8674,0.7561,0.5776,2.5862,21247,0.3862,0.4335,0.5286,0.2816,0,0,0,0
ET_D001,Dukem,Oromia,1,1,2008,1,0,5,2016,1,5.07023,2.32612,1,,37.6559,5.6323,1106.5,6.1964,204.0601,183.607,60.8674,0.7561,0.5776,2.5862,21247,0.3862,0.4335,0.5286,0.2816,0,0,0,0
ET_D001,Dukem,Oromia,1,1,2008,1,0,5,2017,1,5.32827,2.37486,1,,37.6559,5.6323,1106.5,6.1964,204.0601,183.607,60.8674,0.7561,0.5776,2.5862,21247,0.3862,0.4335,0.5286,0.2816,0,0,0,0
ET_D001,Dukem,Oromia,1,1,2008,1,0,5,2018,1,5.30083,2.36979,1,,37.6559,5.6323,1106.5,6.1964,204.0601,183.607,60.8674,0.7561,0.5776,2.5862,21247,0.3862,0.4335,0.5286,0.2816,0,0,0,0
ET_D001,Dukem,Oromia,1,1,2008,1,0,5,2019,1,5.63538,2.42999,1,,37.6559,5.6323,1106.5,6.1964,204.0601,183.607,60.8674,0.7561,0.5776,2.5862,21247,0.3862,0.4335,0.5286,0.2816,0,0,0,0
ET_D001,Dukem,Oromia,1,1,2008,1,0,5,2020,1,6.06833,2.50295,1,0.082871,37.6559,5.6323,1106.5,6.1964,204.0601,183.607,60.8674,0.7561,0.5776,2.5862,21247,0.3862,0.4335,0.5286,0.2816,0,0,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,0,0,-5,2005,0,1.66555,1.28322,1,0.036231,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,0,0,-5,2006,0,1.75017,1.32598,1,,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,0,0,-5,2007,0,1.76587,1.33374,1,,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,0,0,-5,2008,0,2.11017,1.49185,1,,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,0,0,-5,2009,0,2.05886,1.46965,1,,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,0,0,-4,2010,0,2.22281,1.53906,1,0.011671,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,0,0,-3,2011,0,2.20239,1.53065,1,,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,0,0,-2,2012,0,2.3717,1.5985,1,,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,0,0,-1,2013,0,2.48153,1.64035,1,,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,1,0,0,2014,1,4.03949,2.10425,1,,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,1,0,1,2015,1,4.63773,2.2388,1,0.076199,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,1,0,2,2016,1,5.12351,2.33638,1,,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,1,0,3,2017,1,5.43091,2.39362,1,,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,1,0,4,2018,1,5.61949,2.42721,1,,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,1,0,5,2019,1,5.79479,2.45747,1,,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D002,Bole Lemi,Addis Ababa,4,1,2014,1,0,5,2020,1,6.25766,2.53328,1,0.084778,39.4888,12.0696,2386.4,5.705,62.4826,207.7363,0.0,0.7313,0.7732,5.289,317025,0.34,0.4772,0.4683,0.4682,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,0,0,-5,2005,0,5.04035,2.32032,1,0.031216,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,0,0,-5,2006,0,5.08493,2.32896,1,,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,0,0,-5,2007,0,4.92012,2.29665,1,,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,0,0,-5,2008,0,4.67822,2.2473,1,,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,0,0,-5,2009,0,5.14733,2.34093,1,,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,0,0,-4,2010,0,4.94328,2.30125,1,0.022413,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,0,0,-3,2011,0,4.88373,2.28938,1,,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,0,0,-2,2012,0,4.98182,2.30887,1,,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,0,0,-1,2013,0,5.13347,2.33828,1,,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,1,0,0,2014,1,7.23994,2.6775,1,,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,1,0,1,2015,1,8.87468,2.87951,1,0.051315,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,1,0,2,2016,1,9.43742,2.94062,1,,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,1,0,3,2017,1,9.71615,2.96957,1,,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,1,0,4,2018,1,9.91898,2.99013,1,,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,1,0,5,2019,1,10.17012,3.01501,1,,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D003,Kombolcha,Amhara,2,1,2014,1,0,5,2020,1,9.99015,2.99724,1,0.063163,35.6997,7.3209,2584.8,6.4273,1.7746,44.2818,0.0,0.322,0.5047,4.4999,144007,0.2619,0.2223,0.3819,0.4766,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,0,0,-5,2005,0,5.10563,2.33295,1,0.044041,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,0,0,-5,2006,0,4.83599,2.27975,1,,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,0,0,-5,2007,0,4.95909,2.30438,1,,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,0,0,-5,2008,0,5.06041,2.32422,1,,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,0,0,-5,2009,0,4.68679,2.24909,1,,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,0,0,-5,2010,0,5.10666,2.33314,1,0.042174,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,0,0,-4,2011,0,5.03102,2.3185,1,,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,0,0,-3,2012,0,5.18742,2.34855,1,,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,0,0,-2,2013,0,5.16058,2.34345,1,,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,0,0,-1,2014,0,4.92379,2.29738,1,,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,1,0,0,2015,1,7.37999,2.69648,1,0.065261,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,1,0,1,2016,1,8.27962,2.81057,1,,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,1,0,2,2017,1,9.02489,2.89619,1,,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,1,0,3,2018,1,9.2886,2.92482,1,,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,1,0,4,2019,1,9.5083,2.94807,1,,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D004,Akaki Kaliti,Addis Ababa,4,1,2015,1,0,5,2020,1,9.42022,2.93881,1,0.0632,41.5372,9.7619,1734.3,1.6579,146.908,55.6823,19.6706,0.3288,0.5774,4.2863,116313,0.103,0.6094,0.8322,0.5834,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,0,0,-5,2005,0,3.80346,2.04591,1,0.037171,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,0,0,-5,2006,0,3.94777,2.08197,1,,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,0,0,-5,2007,0,3.73623,2.02867,1,,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,0,0,-5,2008,0,3.82646,2.05174,1,,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,0,0,-5,2009,0,3.87667,2.06436,1,,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,0,0,-5,2010,0,3.98579,2.09126,1,0.033419,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,0,0,-4,2011,0,3.92777,2.07704,1,,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,0,0,-3,2012,0,3.9396,2.07996,1,,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,0,0,-2,2013,0,3.93304,2.07834,1,,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,0,0,-1,2014,0,3.89652,2.0693,1,,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,1,0,0,2015,1,4.43441,2.19502,1,0.038315,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,1,0,1,2016,1,4.62078,2.23522,1,,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,1,0,2,2017,1,4.91303,2.29524,1,,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,1,0,3,2018,1,4.6191,2.23486,1,,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,1,0,4,2019,1,4.87939,2.28851,1,,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D005,Mekelle,Tigray,3,1,2015,1,0,5,2020,1,4.70477,2.25283,1,0.070118,40.1941,9.9662,1863.6,8.7626,500.8852,119.2268,26.4647,0.3925,0.402,6.0291,664577,1.4979,0.3357,0.5892,0.5611,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,0,0,-5,2005,0,4.71486,2.25493,1,0.02468,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,0,0,-5,2006,0,4.70499,2.25288,1,,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,0,0,-5,2007,0,4.79086,2.27058,1,,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,0,0,-5,2008,0,4.59823,2.23044,1,,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,0,0,-5,2009,0,4.98744,2.30997,1,,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,0,0,-5,2010,0,4.7374,2.25959,1,0.039414,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,0,0,-5,2011,0,4.87703,2.28803,1,,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,0,0,-4,2012,0,4.90373,2.29338,1,,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,0,0,-3,2013,0,4.84633,2.28185,1,,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,0,0,-2,2014,0,5.23141,2.35684,1,,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,0,0,-1,2015,0,5.41918,2.3915,1,0.0398,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,1,0,0,2016,1,7.4769,2.70941,1,,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,1,0,1,2017,1,8.92598,2.88524,1,,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,1,0,2,2018,1,9.83062,2.98123,1,,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,1,0,3,2019,1,10.09004,3.00714,1,,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D006,Hawassa,Sidama,5,1,2016,1,0,4,2020,1,10.61964,3.05806,1,0.074809,38.5444,8.0786,880.4,7.1889,200.7582,0.0,59.3822,0.4707,0.7709,5.7814,518719,1.2332,3.925,0.2595,0.0561,1,1,0,0
ET_D007,Adama,Oromia,1,1,2016,0,0,-5,2005,0,5.78122,2.45516,1,0.043138,38.5091,12.1283,3105.8,1.6154,0.0,11.0814,40.7883,0.0,0.5278,3.7686,69314,0.6058,0.2033,0.8349,0.4967,1,1,0,0
ET_D007,Adama,Oromia,1,1,2016,0,0,-5,2006,0,5.81511,2.46092,1,,38.5091,12.1283,3105.8,1.6154,0.0,11.0814,40.7883,0.0,0.5278,3.7686,69314,0.6058,0.2033,0.8349,0.4967,1,1,0,0
ET_D007,Adama,Oromia,1,1,2016,0,0,-5,2007,0,5.7897,2.4566,1,,38.5091,12.1283,3105.8,1.6154,0.0,11.0814,40.7883,0.0,0.5278,3.7686,69314,0.6058,0.2033,0.8349,0.4967,1,1,0,0
ET_D007,Adama,Oromia,1,1,2016,0,0,-5,2008,0,5.53027,2.41146,1,,38.5091,12.1283,3105.8,1.6154,0.0,11.0814,40.7883,0.0,0.5278,3.7686,69314,0.6058,0.2033,0.8349,0.4967,1,1,0,0
ET_D007,Adama,Oromia,1,1,2016,0,0,-5,2009,0,5.75923,2.4514,1,,38.5091,12.1283,3105.8,1.6154,0.0,11.0814,40.7883,0.0,0.5278,3.7686,69314,0.6058,0.2033,0.8349,0.4967,1,1,0,0
ET_D007,Adama,Oromia,1,1,2016,0,0,-5,2010,0,5.5463,2.41431,1,0.043378,38.5091,12.1283,3105.8,1.6154,0.0,11.0814,40.7883,0.0,0.5278,3.7686,69314,0.6058,0.2033,0.8349,0.4967,1,1,0,0
ET_D007,Adama,Oromia,1,1,2016,0,0,-5,2011,0,5.61675,2.42673,1,,38.5091,12.1283,3105.8,1.6154,0.0,11.0814,40.7883,0.0,0.5278,3.7686,69314,0.6058,0.2033,0.8349,0.4967,1,1,0,0
ET_D007,Adama,Oromia,1,1,2016,0,0,-4,2012,0,5.33787,2.37663,1,,38.5091,12.1283,3105.8,1.6154,0.0,11.0814,40.7883,0.0,0.5278,3.7686,69314,0.6058,0.2033,0.8349,0.4967,1,1,0,0
