id,time,growth,ln_y_initial,log_s_k,log_n_gd,log_hcap,gov_cons,growth_dm,ln_y_initial_dm,log_s_k_dm,log_n_gd_dm,log_hcap_dm,gov_cons_dm
2,5,-0.0927985257009413,4.24118576087555,-1.85018379250322,-2.55733950717765,0.181584483210553,0.0981189654062862,-6.560260270905283e-4,-0.04147889054626486,0.010014033018120871,-0.030873291167432537,0.007565604482484334,0.008132922380879426
2,6,-0.0710242735841604,3.77719313237084,-1.89655663184835,-2.57253745218621,0.255973484136186,0.0984165357766745,0.011891631739278916,0.04672006344320856,-0.03754579193418084,-0.04989315922059312,0.08127901469387933,0.009527006535121063
2,7,-0.049997017879099,3.42207176445004,-2.01639077520065,-2.57823328631994,0.258086913886787,0.0971944147197128,0.01762772009880602,0.19765730626453326,-0.16275650836502087,-0.05358186210733962,0.08626443621055335,0.009812857534071212
2,8,-0.05635098116479,3.17208667505454,-2.00567919345159,-2.56362312986049,0.233587400375109,0.092279907559295,0.0011112148737891375,0.37727499088348715,-0.15139926745828558,-0.03795541211378506,0.06546710283511115,0.005145063905782593
3,1,-0.203978736723117,9.12878630782182,-1.53658816013692,-2.58739294252079,0.967653852418653,0.174368109367763,0.001113188726257583,0.45168563794722694,-0.11308303081028437,0.07607048924559923,0.039451389488760036,0.007159096763634826
3,2,-0.187526950235111,8.10889262420623,-1.52664422748659,-2.65999425946208,0.954003577326868,0.160226616266314,-0.006324990328326965,0.3792785161367318,-0.11645473817270124,0.006287531765416521,0.021171900836636337,-0.0069199432245815595
3,3,-0.173567531075074,7.17125787303068,-1.40199726204479,-2.71226741822129,0.926787353370703,0.165268288647404,-0.018206913507216413,0.26968049905332236,-3.397498317530001e-4,-0.05002844093302139,-0.006467379770426107,-0.0029773277075230975
3,4,-0.17299943487001,6.30342021765531,-1.39608569353136,-2.69258623062656,0.937085698878929,0.172844852021081,-0.030694658979018533,0.10067286607545967,0.0021416521897239527,-0.03053420839904719,-0.0016139859581477678,0.0049759819946563755
3,5,-0.175753596613421,5.43842304330526,-1.37590872089046,-2.67345610122102,0.942715848922337,0.171252488713079,-0.049720667026228516,-0.13077349426141183,0.03134391533868097,-0.00844278113495367,0.0036811349666506787,0.0033772225420805047
3,6,-0.0885400960336258,4.55965506023815,-1.35567254749252,-2.6744225170111,0.932488333948097,0.174316582568839,0.028266239203155227,-0.45734989483433885,0.05039310312944911,-0.013231119969634442,-0.007221970721827287,0.00753783018169385
3,7,-0.0509626751221396,4.11695458007002,-1.3619662128278,-2.65395383774819,0.932105622810205,0.159660454538865,0.0505524927691071,-0.39399176426034366,0.0387228647156288,0.009244690540259448,-0.004732690093646297,-0.005610325792368309
3,8,-0.066337316809651,3.86214120445933,-1.29405875325986,-2.65358098293716,0.888867734019616,0.157481532041513,0.025015309142269834,-0.21920236585657982,0.10727598344124445,0.010633838885393931,-0.04426839874799948,-0.007542534757591118
4,1,-0.19542939459347,8.16106592525345,-1.13901992449075,-2.72215099646181,0.39529124512454,0.15908529832447,-3.854012525699585e-4,0.035048722313114844,0.19923571803510076,-0.03944509247261285,-0.14158683892324087,0.005872455233483925
4,2,-0.170443655431321,7.1839189522861,-1.20101325676121,-2.72821191864694,0.515612758252211,0.155137569213667,7.103723669884959e-4,0.005388311150858804,0.12392674575189377,-0.04268765519663553,-0.025894539355908686,0.001987179235913572
4,3,-0.135837936517272,6.3317006751295,-1.27615301164846,-2.68226742692195,0.548294349443945,0.134351229624498,0.009474748942111047,-0.01879323191359994,0.040255013763792036,-7.859774108740503e-4,0.0063639951849279175,-0.01989821721728699
4,4,-0.122529614157307,5.65251099254314,-1.29502195439204,-2.67493912469046,0.593036985071822,0.13755052125863,0.00972722962520993,8.471078975471613e-4,0.017955904528258904,0.0063553697598606185,0.04566167911685726,-0.016322179254652514
4,5,-0.109336368395294,5.0398629217566,-1.32183881084442,-2.64266792003756,0.575321423443599,0.141145846628361,0.0066486290834239375,0.021749851124186037,1.6433858393605227e-4,0.04158787227131411,0.027611088370024794,-0.01273325002949538
4,6,-0.107917589629212,4.49318107978013,-1.40114984444966,-2.67802630026241,0.577443047134179,0.151106117325475,-0.0011591865009055319,0.02725959164189895,-0.08033368062847579,0.00240756900186323,0.029057121346366732,-0.0016764655485280444
4,7,-0.0977127269408651,3.95359313163407,-1.46640415254836,-2.66839601697663,0.562119855628684,0.16358709948814,-0.0062454911580929195,-0.006269745762036649,-0.15096456180571605,0.014044983534627242,0.01660592160694474,0.012312488670048805
4,8,-0.100075594949612,3.46502949692975,-1.46632472812912,-2.66493436353289,0.583993326539532,0.18148588619648,-0.018770901106165694,-0.06523060645190171,-0.15023947822880057,0.018522930512471447,0.04218157265402844,0.030457988910518013
5,1,-0.209627634690591,8.58536450113529,-1.45924970479714,-2.73222558580815,0.928351332529639,0.160143847012722,-0.006744724159700052,0.2522181277853166,-0.00941411634078193,-0.013344528281919121,0.026080004003035895,-0.005389256583508195
5,2,-0.191176950834638,7.53722632768234,-1.41635854061413,-2.70075727262276,0.91575346854403,0.147329196979556,-0.012184005846337595,0.15156651613746064,0.02016140782948117,0.020942144364577864,0.008852926457088128,-0.018141453503441568
5,3,-0.150976423749192,6.58134157350915,-1.43053544185319,-2.72449264142764,0.905971042236816,0.163049237451013,0.0021751789001819427,0.023718496056410743,-0.002547470510430472,-0.006836038379530063,-0.0013525565010231722,-0.0035204698960161207
5,4,-0.161735328687278,5.82645945476319,-1.4589779097005,-2.70687178487444,0.90361166801048,0.179895453762054,-0.021639567714770172,-0.03233360029204135,-0.03442010484969371,0.010597863112914219,-0.009156882423306922,0.013702492743527361
5,5,-0.0916031556370983,5.0177828113268,-1.41940509945186,-2.67286862828402,0.91066772682971,0.167809006437635,0.03222075903161055,-0.20745942971525277,0.014177995907003194,0.04756231756188756,-0.002435852722686427,0.001609649274534497
5,6,-0.0789591912114727,4.55976703314131,-1.43807209412831,-2.70222217418568,0.925847928036643,0.165857383478231,0.035638129106824665,-0.11328362540655945,-0.005675984376618537,0.014386848615627112,0.012068757770008487,7.545400989838469e-4
5,7,-0.0999974634272234,4.16497107708394,-1.42296373021357,-2.75809985886164,0.897927876300293,0.154910752804643,-6.913104544603171e-4,-0.002020970721805071,0.004055806459581257,-0.039483704813349174,-0.012979302200268439,-0.008684118518692302
5,8,-0.117918069896787,3.66498375994783,-1.41400272994938,-2.75345734976259,0.886127903981479,0.18301677417582,-0.028774458863349783,-0.07240551384346006,0.013662465881446817,-0.03382490218019463,-0.02107709438284666,0.01966861638461387
6,1,-0.166533896138203,7.93222046088884,-1.31473782916438,-2.6296747900839,0.781771599887249,0.0923668479132332,0.024986262516869626,-0.20146286743678132,0.10151915890662688,0.025425304163346762,0.0581019798364103,-0.042212041248611665
6,2,-0.139708877626191,7.09955098019783,-1.41069536329942,-2.63922968113003,0.734001797265442,0.10877427953217,0.02792131548629108,-0.08664578632269748,-0.007754015241159928,0.01868877257832402,0.005702963654264592,-0.02574215651644221
6,3,-0.146305535476813,6.40100659206687,-1.33598954396687,-2.66879802897083,0.730693928374779,0.135315310733204,-0.004516684703257376,0.04284655963848305,0.05841982699053827,-0.014922389201704078,0.0019720381127041886,-3.0018217943977854e-4
6,4,-0.114610927036287,5.66947891468281,-1.40483688537213,-2.66753570863412,0.730571785369722,0.154000924638785,0.014122082060402483,0.01014890465193119,-0.01385768090667483,-0.013847023925749546,-0.003595056588300505,0.018762178054643724
6,5,-0.121292544643642,5.09642427950137,-1.43234112614041,-2.66656933197844,0.728069085948087,0.143717258427902,-0.008831381850751496,0.0706450834836696,-0.03233663116689778,-0.009919349411516176,-0.00643278512854506,0.00847211569918685
6,6,-0.0794717882034346,4.48996155628316,-1.41439794449412,-2.64472383517555,0.71969161004179,0.140045843231018,0.02376278023904442,0.016373942759642546,-0.015580435127779513,0.008104224346773048,-0.015485851749080015,0.005897214286156194
6,7,-0.106331167151567,4.09260261526599,-1.38960125423689,-2.66676352391057,0.707955511354784,0.141131947415769,-0.01838776605462225,0.1250736124845968,0.0038396820509101204,-0.011928333141263181,-0.024349958670013105,0.008491290526819045
6,8,-0.136837466851596,3.56094677950816,-1.48833650095105,-2.65745268971161,0.712689960421121,0.15902552473451,-0.05905660769397712,0.023020550741222223,-0.09424990550557433,-0.001601205408198858,-0.015913329467440285,0.02663158137768923
7,1,-0.203221521028761,7.52420817613903,-2.07643694128925,-2.67282171527101,0.46682998494174,0.114274119537964,-0.01890988372667933,0.027646711091212417,-0.2547370274676293,0.008831407859327012,-0.09609538978614518,-0.030131584663876332
7,2,-0.172854322429237,6.50810057099522,-1.93400022534369,-2.67482272443428,0.53069028965057,0.130328718229681,-0.012432650669745873,-0.040974332247504464,-0.12561595153481653,0.009648758157164039,-0.03686429863765395,-0.014014532858926676
7,3,-0.129674516138922,5.64382895884904,-1.8478036107312,-2.67511772404398,0.564116462217321,0.132652310906886,0.004905813281642676,-0.07720921030154315,-0.04795131402317798,0.005310944608235779,-0.0038611827218002492,-0.012789997045753232
7,4,-0.116863096304868,4.99545637815443,-1.76361791578474,-2.6538852853595,0.562109353948891,0.157880668252658,0.004661391438830528,-0.026751768598645143,0.03280421443132875,0.026356428231960383,-0.011313242686177949,0.012815106628521256
7,5,-0.142409656951407,4.41114089663009,-1.76671285071699,-2.68802516660471,0.563936551617083,0.161986106602634,-0.037157015511507435,0.02248356389019257,0.03873457000713576,-0.004822155154696528,-0.009821074136595498,0.016914148833923365
7,6,-0.0661241589155251,3.69909261187306,-1.75362479446337,-2.70171708357127,0.606732786076664,0.170470384248516,0.029901888173962984,-0.13737313837265397,0.050635640653583947,-0.022335995165856826,0.03229956960874747,0.0264949402636587
7,7,-0.0547107910118263,3.36847181729543,-1.63482467725958,-2.70199693426654,0.628708237804513,0.153094494030488,0.026024088732127512,0.03806467779184075,0.16405918477883374,-0.020608714614143153,0.05714701310266945,0.010627022101542566
7,8,-0.0675659695232597,3.0949178622363,-1.65745883804136,-2.68478518710848,0.636367649822564,0.132305655137728,0.0030063682813682296,0.19411349674716494,0.14207068315472937,-0.0023806739219787154,0.06850860525695623,-0.00991510325908826
8,1,-0.151092653998988,7.92411669535995,-1.46522210940242,-2.69235058891539,0.89848848648251,0.174845805519017,0.042968046841611165,0.1635031410235097,0.06187480132630818,-0.015168688809827913,0.0669116318358518,0.015039693355221428
8,2,-0.186858577205575,7.16865342536501,-1.51213359987535,-2.66171133060085,0.916331466643331,0.17202986876745,-0.016687841907566378,0.35552643283366336,0.0016476708406312213,0.018288928965819018,0.08012539843633404,0.01228620971688707
8,3,-0.180688990651656,6.23436053933713,-1.56082126853345,-2.66493330339961,0.915585728620764,0.175451758219283,-0.03635959769257384,0.24927028089792458,-0.05557197491832033,0.011024142227831213,0.07895660376286973,0.014609042304688513
8,4,-0.17529438879197,5.33091558607886,-1.58095494423134,-2.66643607736371,0.857937226860825,0.177176630753744,-0.04402083750975398,0.04465535003716248,-0.07913581710816353,0.009334413202975345,0.01586315030698293,0.01671066116765202
8,5,-0.0924698884978606,4.45444364211901,-1.54757441633835,-2.67855966001311,0.827540180715911,0.166645916340504,0.022531816480556452,-0.19826577990950955,-0.03672999870711657,0.00017212841212899122,-0.014868924956540575,0.006173550609838124
8,6,-0.12930193831762,3.9920941996297,-1.50941811025767,-2.68228056740897,0.768245216484798,0.145407434100796,-0.023526827689614407,-0.1084236399046361,2.3932176639163139e-4,-0.007370702028331788,-0.07483947990189155,-0.013968417846016518
8,7,-0.0876238234982586,3.34558450804161,-1.46260815573673,-2.6854215738957,0.767216019617363,0.129104117861395,0.002860119784212675,-0.24887472075060124,0.04167270320879135,-0.008504577268078073,-0.07299668500325363,-0.028763762029505674
8,8,-0.0280862796500177,2.90746539055031,-1.43892322451173,-2.68570893486423,0.757358830004028,0.135534189080008,0.05223512169312773,-0.2573910642274466,0.06600329359146695,-0.00777564470250347,-0.07915169448035275,-0.022086977278763492
9,1,-0.159662399448412,7.96300213292603,-1.46383174092855,-2.71035789048639,0.612937515149447,0.137365411400094,0.015368530064948357,-0.4298220108292883,0.19014531650787947,-0.027627700596134286,0.0049648589336993565,-0.015399898988022048
9,2,-0.156373933614593,7.16469013568397,-1.45526118774555,-2.68396173574009,0.614157496120079,0.12882456403595,-0.005232969643823179,-0.28064744626625426,0.18540022967813252,0.001586813611273108,0.0015556263439925333,-0.023878293238933423
9,3,-0.109338599624021,6.382820467611,-1.55350624660257,-2.69402292238811,0.577833440517364,0.141522305867705,0.015961022007822387,-0.23448038024708318,0.07862319372026083,-0.012517186975975036,-0.035191485909619846,-0.012279608271209969
9,4,-0.0790744716985858,5.8361274694909,-1.59689438652739,-2.70596526797997,0.578174041745392,0.167279077022347,0.03316930825639146,-0.08234335596967579,0.03180488730348774,-0.024646487628591007,-0.04029583637753953,0.013853909211934523
9,5,-0.0772927377105269,5.44075511099797,-1.71420523831045,-2.69136820241104,0.622916121022459,0.157947043351521,0.018679195940651358,0.15583509955057284,-0.07648067397151537,-0.007088124201107604,0.004111213780917944,0.004515479396534627
9,6,-0.0850160380688132,5.05429142244533,-1.71519789315089,-2.65356858205599,0.624999483322327,0.190622382887028,0.0017293012319535978,0.32156299349211626,-0.07866031441912713,0.026889573109341924,0.005518985366547935,0.03828733271589499
9,7,-0.136958100305027,4.62921123210127,-1.77597286508509,-2.66198101601974,0.630659699679934,0.151934278855966,-0.0655039283497945,0.40254141389018105,-0.14481185943186725,0.02048427039257561,0.014051193490227876,0.0011072007407448292
9,8,-0.0754620895240568,3.94442073057613,-1.81782744419816,-2.66056273765779,0.658191770425244,0.14437424301615,-0.014170459508150157,0.14735368637949442,-0.1860207793872617,0.02291884228863017,0.04528544437177373,-0.0062061215669419745
10,1,-0.17237908925471,7.68560170631341,-1.30230763445701,-2.7368222496723,0.654151406773334,0.138273019386631,0.015946863855249058,-0.06091732656285309,0.08823424702577953,-0.047727356537913934,0.004011138288265936,-0.02229539755592605
10,2,-0.169690620151929,6.82370626003986,-1.28168768641842,-2.69639448564603,0.693744233494124,0.150560636694722,-0.005254632584560506,0.024673788968691213,0.09553855505162256,-0.004481233050536826,0.03897475144871709,-0.009945327134602416
10,3,-0.136450330431936,5.97525315928022,-1.33366851944334,-2.64446335142983,0.652348463270362,0.153902052154923,0.00214431479650605,0.004257422301191305,0.035025744925850866,0.043407087226434715,-0.0028440754259422274,-0.007702968538432969
10,4,-0.152818786120203,5.29300150712054,-1.33743206108379,-2.62681649991258,0.664842016475573,0.17025752845668,-0.027279982568627084,0.020835792539019238,0.0278320367934477,0.0608669836829292,0.004204526083321003,0.009029254091826505
10,5,-0.0767414316183488,4.52890757651953,-1.33875547903826,-2.68042141061666,0.682609022625704,0.164868336013166,0.032525525629428134,-0.109707324048812,0.0355339093470346,0.010223370837402435,0.021636503114842554,0.0036336655037386423
10,6,-0.0959358392991913,4.14520041842778,-1.37861001334586,-2.7194026643717,0.630676240778401,0.166511876041563,0.004104523598174162,0.05877710035362149,-0.005507610567737187,-0.03257980596223797,-0.030971869446698497,0.006373719315988985
10,7,-0.107567051352968,3.66552122193183,-1.44202664924834,-2.70912169141408,0.620883189287535,0.159282586345604,-0.02281785580113682,0.08515651459979523,-0.07430081954875734,-0.020291701757634062,-0.03789292917149145,6.524016759418272e-4
10,8,-0.0739554105375389,3.12768596516699,-1.57072755188451,-2.69926362762898,0.657955893431777,0.178638123779,6.312430749664116e-4,-0.023075968150589432,-0.20235606302725184,-0.009417344438429787,0.002881955108986256,0.02025465264146703
11,1,-0.183295551208932,8.34485794514137,-1.51906698671639,-2.68607071408701,0.432739559355515,0.110475733312344,0.005612644165863087,0.002761712523743576,0.05232007516057058,-0.01801601432686928,-0.13699520903188223,-0.015555171132358936
11,2,-0.168997645455828,7.42838018909671,-1.60512479981816,-2.64652081156388,0.431328953792156,0.119526147013024,-0.003979415623623417,0.0337705182841761,-0.047053377953946374,0.024352247657367876,-0.1430350281555799,-0.006442304318446307
11,3,-0.145165671657831,6.58339196181757,-1.58626983712863,-2.64466825104655,0.49146050117916,0.126669734053282,-0.005988784164552896,0.016819025097177587,-0.03673039236526798,0.022161994235469606,-0.08332653741947338,-3.977741422198644e-4
11,4,-0.103202030415385,5.85756360352841,-1.562396846725,-2.65997801521907,0.566867794826484,0.10714183530965,0.022919015401026963,-0.010179310794474539,-0.01628756845359125,0.006665275002193827,-0.013364195468097084,-0.019548926557349355
11,5,-0.126303241438855,5.34155345145149,-1.5681219764182,-2.64639632490739,0.611980013369642,0.12954208317292,-0.01645404192624199,0.10736135114178325,-0.012987407638734183,0.0232082631724273,0.031412993956451474,0.0028449251613467397
11,6,-0.142682987479763,4.71003724425721,-1.47277061442629,-2.69584628988932,0.645548052264203,0.129056205331555,-0.04206038231756146,0.028036726441686532,0.081176968746004,-0.0300636248541033,0.06430544213677436,0.003455561103835103
11,7,-0.049906719255695,3.9966223068584,-1.59076075419289,-2.67616158228799,0.707308277096834,0.138135836893567,0.03542471856097225,-0.17931960021499904,-0.04218974409913634,-0.00837178600578925,0.12893765873547836,0.014043164721758955
11,8,-0.0706426499732246,3.74708871057992,-1.52746522264734,-2.68874244469699,0.726733313471449,0.145446483803114,0.00452624590411678,7.495775209758193e-4,0.02175144660408934,-0.019936354880684792,0.15206487524632917,0.021600525163435136
12,1,-0.198502872918372,8.79953741381123,-1.44824833854828,-2.68866434457757,0.731065113627921,0.188946816988958,-0.004312826786158033,0.1833329392881975,-0.019686937617484412,0.003344314962800521,-0.03983643111245683,0.015752986359685556
12,2,-0.160718667446679,7.80702304921937,-1.39969191690597,-2.68656035011685,0.74061690455817,0.188855602710688,0.009581413142944403,0.1383051365014314,0.0155538440120786,0.008266668884628015,-0.03491385374254663,0.015724225194648195
12,3,-0.152819274858016,7.00342971198598,-1.39736564842269,-2.66178423757433,0.787242896210046,0.175261706234828,-0.008360536607319044,0.16274853336018236,0.009348135394507073,0.028999967487919776,0.011289081258431977,0.0010312718547566546
12,4,-0.134083920371136,6.2393333376959,-1.36020106015001,-2.70532626762022,0.784042737425476,0.183325066159485,-0.002681023797305185,0.09748218146761012,0.04308255717523379,-0.014729017618726026,0.0026439707779143395,0.009471378107916123
12,5,-0.170878715847813,5.56891373584022,-1.4510227082992,-2.68940408590763,0.754564868894168,0.163079022628054,-0.05574766557778116,0.060613393625108536,-0.03871380046589912,0.004154461952417421,-0.02716892687200323,-0.010781061568088751
12,6,-0.089998716599099,4.71452015660116,-1.38336317517465,-2.69051720421673,0.777418387859226,0.175299501924178,0.015905739320521375,-0.24158860311976849,0.02775874705147907,-7.805794012831768e-4,-0.00499099862118324,0.002535931511888606
12,7,-0.0918898408781723,4.26452657360566,-1.42797245068055,-2.68211489479519,0.815227182015404,0.15571367949925,-0.0012765523040862148,-0.18552357537314368,-0.022227101532961147,0.00962886126724083,0.035689787301067755,-0.015541918857127551
12,8,-0.033559294025577,3.8050773692148,-1.42150645232223,-2.73164472713152,0.833122585588877,0.152816072220571,0.04689145260918322,-0.21537000574954934,-0.015115444016965629,-0.038884677534984924,0.05728737101077652,-0.01819281260367736
13,1,-0.225429148483631,8.31799101388242,-1.25672595932315,-2.64346976612227,0.826468412491643,0.157391098222925,-0.014902074744824703,0.47208128478886824,0.13015526035377567,0.02668993029390787,0.09711714208936828,0.0020203014314266743
13,2,-0.197645443184566,7.19084527146426,-1.31214434235446,-2.62898128593922,0.819484450895606,0.153408156687272,-0.011008334988350257,0.2924221041758024,0.06142123730971849,0.04399676993806523,0.08550396693299245,-0.0019001869909936742
13,3,-0.171471572415977,6.20261805554144,-1.32718268428725,-2.66485814537781,0.774149505712332,0.159845890383721,-0.010675806558687703,0.13223162234512298,0.037850918276076895,0.004077096560247018,0.03974596509882111,0.003438489841423753
13,4,-0.143712853559726,5.34526019346155,-1.35718216733937,-2.66401713671348,0.73209486929993,0.171369528292362,0.004027070620697168,-0.02629621733725962,0.004421268732003769,0.004731150163821418,-0.007753623009528643,0.015338874078567238
13,5,-0.121883569762308,4.62669592566292,-1.33570167796649,-2.67723230798422,0.713524331282208,0.164905005591116,0.009584508114316173,-0.11130967112271062,0.034927048612940714,-0.0055227232483652244,-0.026659190145860046,0.008867955232747388
13,6,-0.122713932410247,4.01727807685138,-1.39236853903338,-2.69848083338277,0.681458895012522,0.168113991419789,-4.7244888403429053e-4,-0.16853593744006812,-0.022926798061120968,-0.030593171691515764,-0.05940021712978416,0.013173454845273713
13,7,-0.0936203963851562,3.40370841480014,-1.48995791480248,-2.70253331798361,0.664030717248498,0.136687413847576,0.013329919795522213,-0.276046988749183,-0.12589274690876118,-0.03263852504537201,-0.0739564031277351,-0.016745150671027442
13,8,-0.0866706075959919,2.93560643287436,-1.48466701536604,-2.68165161344312,0.679687299531724,0.128992113219058,0.01011716664536065,-0.3145461966605083,-0.1199561883146456,-0.010740526970777431,-0.05459764070827333,-0.024193737767416235
14,1,-0.18272513063037,7.24165300447207,-2.03048057104454,-2.68163600467658,0.617866177836903,0.121657376786064,-0.006698549322664421,-0.24652881149559125,-0.3179149918565518,-0.025470055482154308,0.06966212696251384,0.002507578967025581
14,2,-0.164473534433041,6.32802735132022,-1.80712374574328,-2.65913165105151,0.590279065283682,0.133077511271661,-0.012336918667925967,-0.21266790284234816,-0.10787380656803891,-1.473423959770237e-4,0.0374458008489541,0.013990166565855222
14,3,-0.119990273678513,5.50565967915502,-1.69018414214674,-2.65269640821717,0.563969042648846,0.118086664444693,0.006304999747675552,-0.2069988409154071,5.338199276494482e-4,0.0022450864991347963,0.010712721563220673,-0.0020997371251443298
14,4,-0.0807903837308056,4.90570831076245,-1.60505353064839,-2.64760429991774,0.566272024467228,0.125610518540821,0.03244904801851682,-0.10812018691046887,0.0822342649340464,0.007150239737809372,0.0075707516856550194,0.0058008632994861475
14,5,-0.10045806139124,4.50175639210843,-1.59188225748886,-2.6644566471587,0.540702856255923,0.117923704662787,-0.0034904759457165396,0.1214787084486888,0.10443082860163333,-0.006740809644597334,-0.01833344564425954,-0.0018923467231217184
14,6,-0.075215720292507,3.99946608515223,-1.62188635134966,-2.63537722755042,0.519619964825865,0.116980340389445,0.012525270802605001,0.17137998398667253,0.0732397491336616,0.018516686919082037,-0.040091927788555526,-0.0017391972126103716
14,7,-0.110173142163689,3.62338748368969,-1.65096046881821,-2.64386792128079,0.549486247049036,0.120998101178859,-0.03772331841411129,0.3013599932662574,0.038789058586571334,0.012033124435695708,-0.007353653799311521,0.003786535632715471
14,8,-0.0533173380286317,3.07252177287124,-1.56383410932144,-2.66450426931957,0.493525346883895,0.0966109886098098,0.008969943781620124,0.18009705646226148,0.12656107724101684,-0.007586930068979925,-0.059612373828216825,-0.02035386340420453
15,1,-0.186787004140455,7.6233599444097,-1.5593544236313,-2.66213688260995,0.363347252505137,0.080849833606685,0.002454915730620441,-0.07819135551701617,0.10133014711699184,-0.016192964773846796,-0.11597545892515493,-0.03322176507500757
15,2,-0.138618635775733,6.68942492370743,-1.56316419527876,-2.71896331563936,0.414070408867088,0.103465564060746,0.026733318552751892,-0.06463981441419264,0.08420473545678475,-0.07020103834214986,-0.06988151612354265,-0.010543581507713923
15,3,-0.1383389270364,5.99633174482876,-1.56660641913085,-2.68517196059908,0.465161810911127,0.113999209858879,0.0011716849531584334,0.07030374079927793,0.0722305345038432,-0.040452497241097785,-0.019213170730401075,-0.0011089925736124662
15,4,-0.141227249743158,5.30463710964676,-1.57200828699193,-2.64684639976598,0.474922166148629,0.115608103724664,-0.01477247943046571,0.07743912801478547,0.06339850015080994,-0.002313891468753493,-0.014897767188846833,8.766476206750196e-4
15,5,-0.110380149362521,4.59850086093097,-1.64041567323054,-2.63240866351886,0.542380586268504,0.111102362027275,-1.97225353627678e-4,0.004853693312173668,0.00401640442025708,0.015085142636919624,0.0522256238124188,-0.003635490221287868
15,6,-0.0868940049088877,4.04660011411837,-1.69971153280234,-2.60654407978177,0.543623298416446,0.121722705263961,0.014062324749594166,0.005144528993756836,-0.056466440758714764,0.037127803329409126,0.05279274524612265,0.008081366799251477
15,7,-0.119595785117212,3.61213008957393,-1.7482834120463,-2.6161692177416,0.547257326703214,0.135113164680286,-0.03393062280426444,0.0767331151914421,-0.110414893081215,0.029509796616562944,0.05929876529896372,0.022979798271488328
15,8,-0.0710245367713895,3.01415116398787,-1.79681316593153,-2.5992576586493,0.539907159878455,0.128458669562877,0.004478083602232216,-0.09164303638016413,-0.1582989878087695,0.04743764924296734,0.05565077861044043,0.0165720166862085
16,1,-0.198653873081358,8.5863531989325,-1.52525621493224,-2.62984832521261,0.759238754817844,0.141793621528491,-0.002749793742786097,0.20952285001962956,0.1325527614168358,0.018884947740870572,0.04969923126094744,-0.0018736035067120627
16,2,-0.190455853435053,7.59308383352571,-1.59901498596102,-2.69917303123686,0.713622834178353,0.143702455429393,-0.018441739639071628,0.16374004641793327,0.045478350375308674,-0.04762139882227201,-5.459029388822367e-4,9.768350742256349e-5
