year,country,gdp,ish,sed,pgrw,pop,ipr,opem,gsh,lnlex,polity
1970,10,-0.06468552263013794,-0.13459841440341835,-0.33414578741679213,0.347826156254868,0.04746534626123973,0.20860485817760915,-0.21190934733970485,0.15644818712001374,0.28000304590075853,0.10106166519446314
1980,10,-0.01696351789041084,-0.19911604649598907,-0.17061027549652819,-0.17739977230957027,0.022885394604930193,0.19587882810790835,-0.01964643204430802,0.107973834553386,0.019594581045217163,0.2683694936982155
1990,10,0.06253334546575329,0.15467598156675555,0.31632288686510046,-0.13065676645610114,-0.015231118490055179,-0.15924104837254005,0.03231836822003323,-0.1546895366590917,-0.1339289011680529,0.02388730268232786
2000,10,0.08615732912328977,0.1790384793326517,0.18843317604821985,-0.039769617489196385,-0.05511962237611476,-0.2452426379129774,0.19923741116397964,-0.10973248501430799,-0.1656687257779228,-0.39331846157500605
1960,11,0.11220982113150696,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,11,0.018772438569862604,0.6494195735273663,0.033284346775349916,0.1665168591941159,0.06524667806702505,-0.13081861424116903,-0.13972473469579072,0.18023374973609751,-0.18602093150444216,0.6764361887106911
1980,11,-0.13230329869041207,-0.6240152970297435,0.10805733422453079,-0.1214827275767646,0.02530313177060392,0.008128146524803648,-0.09324556106491666,0.6189611293116858,-0.09480266048394648,-0.38466294096744225
1990,11,-0.14321867233424684,-0.31944140345431193,-0.06839258103983187,-0.04701591775394262,-0.02096531064583934,0.0075695854406311325,0.09524958152470364,-0.08306080583915931,0.12816350528043302,-0.8127001947001632
2000,11,0.1445397113232893,0.29403712695668893,-0.07294909996004895,0.0019817861365912792,-0.06958449919178972,0.11512088227573414,0.13772071423600352,-0.7161340732086238,0.15266008670795556,0.5209269469569143
1960,12,-0.3917862472684941,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,12,-0.5672059048301381,-0.6152383183696681,0.2813522441129567,0.12309493832650692,-1.7962094879638295,0.7284727600803149,-0.24580619492441103,-0.2295924200901155,-1.8200514894532256,-0.01542520152968141
1980,12,-0.39426560109041175,-0.03725694611066532,0.09264068523744787,0.2494053882282004,-0.5616182692727074,0.22601767536496398,-0.20583271102682243,-0.19460697090094453,0.6141251256155055,0.2507199684369814
1990,12,0.3330402612657537,0.2983246136599784,-0.35009680344016486,-0.13076252633829266,0.6260387165908501,-0.36327874034881297,0.3514929454138161,0.15141757970363234,0.6559698405630852,0.09095549867501695
2000,12,1.0202174919232905,0.3541706508203548,-0.02389612591023965,-0.24173780021641467,1.7317890406456886,-0.5912116950964659,0.1001459605374172,0.27278181128742773,0.5499565232746348,-0.32625026558231696
1960,13,-8.483210684936196e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,13,-0.0751687256301384,-0.027982907277863567,0.1510114844948922,0.43299185970984744,0.0231714423168954,0.2744668476836289,0.015272060437878543,-0.1899585057701354,0.016385991765642094,0.012814038888293133
1980,13,0.021082681109588462,-0.18069388664518093,-0.09095758906326673,-0.18055854894049012,0.011257125801734269,-0.08149168260474471,-0.011565837972683735,-0.2450557574843828,-0.04908670369569951,0.26483958864596846
1990,13,0.06448940646575388,0.09394189596051161,0.0035517808998883627,-0.13033335163394544,-0.008998529651978504,-0.01885399015152539,0.00657023565522985,-0.2352246524378243,0.054233973460399265,0.07683587846602968
2000,13,-0.00955504087671031,0.11473489796253278,-0.06360567633151376,-0.12209995913541186,-0.025430038466651123,-0.1741211749273588,-0.01027645812042488,0.6702389156923423,-0.021533261530341796,-0.3544895060002914
1960,14,0.11034506553150686,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,14,0.05109016296986263,-0.1789394044006023,0.07976787932731211,0.3701972831502154,0.07950561483982899,0.08148344044197892,-0.3038600319937922,0.02859910679143418,-0.06631129330567243,0.10106166519446314
1980,14,0.031493894709588244,-0.12454262557167284,-0.033261948157062404,0.05884625949508171,0.029729791706814113,-0.014610335785821549,-0.031947533091248065,0.19111891464807304,-0.043950410000617945,0.2683694936982155
1990,14,-0.1401320679342472,0.10890614867469373,-0.046201949922061114,-0.05729677047588111,-0.025352958910270895,-0.14345186197022047,-0.0074862322324474595,0.011432701607056409,0.046384672630285007,0.02388730268232786
2000,14,-0.05279705527671047,0.19457588129758174,-3.03981248188645e-4,-0.371746772169416,-0.0838824476363722,0.07657875731406308,0.3432937973174877,-0.23115072304656364,0.06387703067600548,-0.39331846157500605
1960,15,-0.051760986468493586,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,15,0.035246800969862546,0.18241659442219738,0.08911130295584724,0.09897797052975821,0.08305131367441171,-0.4425938785542093,-0.24412227865278197,-0.17260439569570912,0.3835691211218628,0.10106166519446314
1980,15,-0.0622356892904119,0.08384444606750874,-0.08745380520256596,-0.02969426984029755,0.032215080302593485,-0.049906163975552364,-0.06816332740974837,2.4186591441155425e-5,0.09399355361576167,0.2683694936982155
1990,15,0.01886878606575304,-0.18661907545767703,-0.17140382654443131,-0.3042508884989199,-0.025670280652882516,-0.0389867636782292,0.1366514718067647,0.09654407188424274,-0.17044869689494102,0.02388730268232786
2000,15,0.05988108872328968,-0.07964196503202903,0.16974632879115004,0.23496718780945924,-0.0895961133241227,0.5314868062079908,0.17563413425576568,0.0760361372200252,-0.3071139778426839,-0.39331846157500605
1960,16,-0.11375617086849346,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,16,-0.12043008143013748,-0.39444651178156565,0.020437139286114347,0.5024138158981828,0.071570061430064,0.44791407760214375,0.019197029889512718,0.997948530216069,-0.12589507563577312,-0.470782953269518
1980,16,0.005805790309587694,0.0361618366173182,0.15874540740933368,0.0727567635738175,0.027134656153682157,0.06519579125651023,0.18886245054495523,-0.49465261382321957,0.06601227609316015,-0.24699664392981693
1990,16,-0.019504138334246163,0.0954798463170512,-0.10272966287469831,-0.1569028319038564,-0.022556584292806492,-0.05451850072389944,0.01626843929366556,-0.4152017633217774,0.005270414840239223,0.5251338201013729
2000,16,0.24788460032328938,0.2628048288471967,-0.07645288382074944,-0.41826774756814367,-0.07614813329093967,-0.4585913681347545,-0.2243279197281336,-0.08809415307107193,0.05461238470237374,0.19264577709796207
1960,17,0.02089174693150664,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,17,-0.1438210006301377,0.47284385564582043,-0.10079378229412861,0.008762993605700875,0.06506595029404016,-0.11251318062314941,-0.03488156403168121,-0.06923038648917856,-0.09685368845118955,-0.37194561180660757
1980,17,0.24490706510958837,0.32428472527393926,-0.22970742994701276,0.10680408822188348,0.02315004945238916,-0.11996799245617362,0.15388810966739588,0.29541136232406573,-0.09342937923380172,-0.6423460097814583
1990,17,0.046515814465752925,-0.13504562073955884,0.11427135089802917,0.0017917046874814657,-0.021175071419451574,0.023630202166923353,-0.04147893795917977,0.21910269901205714,0.04909517077541298,0.6945692626092193
2000,17,-0.16849362587671024,-0.6620829601802012,0.21622986134311223,-0.1173587865150656,-0.06704092832697783,0.2088509709124,-0.0775276076765349,-0.44528367484694453,0.1411878969095783,0.31972235897884665
1960,18,0.19907970373150655,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,18,0.12787981516986272,-0.0321707956688454,0.15615036749058647,0.7995456656907416,0.07531782645837498,0.003339307343806386,0.07127587290359094,-0.21132223830853603,-0.051444381903793523,-0.3366465612841396
1980,18,-0.030012353090412697,-0.05139765130035656,0.12347398321161368,0.33404432934223943,0.029600423736886095,-0.20851076038304078,0.09620509228038751,-0.203443622960511,0.12359873274321052,-0.2964153146612721
1990,18,-0.17750161073424628,-0.03210139035380244,-0.05577895914130959,-1.0293529590859587,-0.022456922788954226,-0.04268240827389502,-0.06513237385829862,0.18129114219021875,-0.2942161937482376,0.3203993270710585
2000,18,-0.11944555507671026,0.11566983732300407,-0.22384539156089067,-0.10423703594702255,-0.0824613274063068,0.24785386131312945,-0.10234859132567992,0.23347471907882833,0.22206184290882053,0.3126625488743532
1960,19,-0.19814272306849467,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,19,-0.0514542596301375,0.31727337448639026,-1.0164492978905677,-0.19069666920564443,0.08374708126315111,-0.34751305552967104,-0.15849078181936005,-0.07295601671811136,0.26969225372487093,0.10106166519446314
1980,19,-4.690598904115717e-4,0.22524515277568424,-0.442737488677613,-0.12094160988358471,0.03160747408376724,-0.18826162478177466,-0.021221452140640418,-0.08979817595575523,-0.002007385096445602,0.2683694936982155
1990,19,0.15362283546575384,0.08621748763983184,0.5244476481907197,0.0636798809515402,-0.02643520840046082,0.06333700571387064,0.0818503591104785,-0.07167677259659572,-0.08849512531980164,0.02388730268232786
2000,19,0.09644320712328991,-0.628736014901906,0.9347391383774608,0.24795839813768894,-0.08891934694645764,0.4724376745975751,0.09786187484952186,0.23443096527046225,-0.17918974330862358,-0.39331846157500605
1960,20,-0.19852484986849328,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,20,-0.029247084430137793,0.03985623399968474,-0.19469518976090638,0.17931960459745233,0.0396335122217895,-0.029116120756023225,-0.1609770230576254,0.27331767017778025,0.26971016114954827,-0.23427931476898245
1980,20,4.209930958820607e-5,-0.0029409394615500517,-0.26474526855401936,-0.12283249017021713,0.024769371512468927,0.035702979660713494,0.01405250515135148,-0.1234745152266594,0.02493585706254764,0.3142582593774238
1990,20,0.12669729966575316,-0.01736612821456307,0.114738522079456,-0.1110400458104781,-0.011007048343245854,-0.15497008929935935,0.10788436393268341,-0.17248648692851043,-0.1411868833583636,0.1262545491974849
2000,20,0.10103253532328926,-0.0195491663235714,0.34470193623546985,0.054552931383242687,-0.05339583539101256,0.1483832303946691,0.0390401539735904,0.022643331977389613,-0.1534591348537322,-0.20623349380592604
1960,21,-0.40687577606849334,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,21,0.24638912836986204,2.100377961573958,-0.14704372925537723,0.024564282108950453,0.05861531800587855,-0.46113516452756376,6.348680996320612,0.8717698645440531,-0.09854487176769622,-0.3613558966498672
1980,21,0.09623858610958802,-0.5340190385708472,0.3397742402122011,-0.767495578708265,0.019031861353672658,-0.2033237642311559,-1.1859379031875155,-0.803873025952825,-0.04855697246234647,0.4413348412583084
1990,21,0.030588248465753587,-0.8479089786290321,-0.10576627555397233,0.6153743052816955,-0.023431042184413664,0.73859407570983,-2.7167132513760546,-0.39137734292173043,0.02229047020091246,-0.1843770954002334
2000,21,0.033659813123289695,-0.7184499443740786,-0.08696423540285159,0.12755699131761922,-0.05421613717513757,-0.0741351469511104,-2.446029841757041,0.323480504330502,0.1248113740291299,0.10439815079179227
1960,22,-0.3679933862684941,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,22,0.04936301916986241,0.3560629758768722,-0.2596319839792252,-0.36274925648703005,0.07897869926715292,-0.24071329847605039,-0.17979408946445985,0.11198058273397327,0.21925589143263302,-0.5343212442099602
1980,22,0.16040356290958857,0.509232132529616,-0.21382360977850315,0.08077651650762929,0.028990394939531317,-0.16573883424394753,-0.058586004582139584,-0.09177904055609365,0.015641185534294277,-0.2822956944522851
1990,22,0.0954577862657533,-0.392881407727193,0.1161400356237362,-0.07308077983227812,-0.023922810449025028,-0.06924924400666954,0.1403786950352337,-0.025140428282138028,-0.09667878546758413,0.5321936302058663
2000,22,0.0627690179232896,-0.47241370067929517,0.35731555813399213,0.3550535198116793,-0.08404628375765918,0.4757013767266675,0.09800139901136584,0.0049388861042583,-0.13821829149934262,0.2844233084563788
1960,23,0.13285913633150626,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,23,0.08676690676986298,0.01779800177140367,0.2519204596830711,-0.30740170463446803,0.0663509508259214,-0.047712085383405406,0.20051208306939855,0.07063621946444432,-0.28475131180550883,-0.13544197330607233
1980,23,0.10849534450958787,0.016132554279102207,0.11459773076450519,0.09896839055551554,0.022844540862868717,-0.09163240844192047,0.24687418537977526,-0.14833722682951322,-0.014285239290689478,0.03186585519767987
1990,23,-0.12005164713424732,-0.025558394479332947,-0.06932692340268543,0.03139744980091974,-0.02174965506627574,0.017710065813838466,-0.15249769917925948,-0.14256879435818426,0.10286803495988839,-0.22673595602719476
2000,23,-0.2080697404767099,-0.008372161571172487,-0.29719126704489107,0.17703586427803286,-0.06744583662251435,0.12163442801148748,-0.29488856926991436,0.22026980172325317,0.1961685161363098,0.3303120741355872
1960,24,0.24238250573150677,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,24,0.034887667169862135,-0.14895900192353195,0.23276644124457424,0.11140862712029054,0.07589714333419578,0.05176402230032101,0.02735502343876317,0.08031034253261898,-0.35082690604023026,-0.3613558966498673
1980,24,0.022214687909588138,-0.13210382744725158,0.07301949561752408,-0.006355654514388354,0.027972071548540145,-0.05455882679248453,0.42466743052142275,0.15034302789328918,-0.13807404039396587,-0.17992844793712787
1990,24,-0.03149315673424691,-0.19881381816708688,-0.18284952048938674,-0.1271783855222346,-0.024164497279064168,0.20980817251555006,-0.07443267412710453,0.025147028127221513,0.18090845618475832,0.3945273331682413
2000,24,-0.2679917040767099,0.4798766475378704,-0.12293641637271169,0.022125412916332188,-0.07970471760367182,-0.2070133680233866,-0.3775897798330815,-0.2558003985531297,0.3079924902494378,0.1467570114187539
1960,25,-0.06900625466849353,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,25,-0.0949127922301376,-0.02263501945815416,0.0435621127667386,-0.10970312480135991,-1.32972260786733,0.28878987301827314,0.16982579816571142,-0.36939624499337553,-0.21967976948302226,0.17871957634389246
1980,25,-0.17172388049041243,-0.184318850953351,-0.007801118769304449,0.03946363414273882,-0.5546584458842205,0.01497190493676026,0.011490689728547832,-0.16476561672326395,-0.0815780545901611,0.2471900633847346
1990,25,0.09500397686575357,0.06195315083039521,0.08390522410529011,0.04920280778717373,0.3875407131995843,-0.027541378284102302,-0.018085061473207098,0.05730518696154263,0.062059326798768244,-0.03965098825811464
2000,25,0.24063895052328976,0.14500071958111027,-0.11966621810272438,0.021036682871447387,1.496840340551966,-0.27622039967093104,-0.16323142642105204,0.47685667475509685,0.2391984972744151,-0.3862586514705125
1960,26,-0.18569417766849372,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,26,-0.2977631002301375,-0.7784044159425867,0.05430704993955404,-0.23972185072491425,-0.22577577020343742,-0.032244807462909475,-0.22343228369175872,-0.10871781444049847,-0.5270995293189533,0.18577938644838587
1980,26,-0.03685949949041212,-0.3856112011221647,0.05152962127189353,0.1775670356198324,-0.11119836441025333,-0.0026328386731256925,0.11762957644537053,-0.22528182399485772,-0.15777407693268264,0.16953215223530504
1990,26,0.22470533486575328,0.6597875711965352,-0.0968900231068639,0.0469911009555839,0.07292898606697773,0.052741212264020065,0.15358155874369706,0.38179534475752663,0.1982347577641852,-0.0749500387805826
2000,26,0.2956114425232903,0.5042280458682162,-0.008946648104583566,0.015163714149497937,0.2640451485467131,-0.01786356612798501,-0.04777885149730898,-0.047795706322170506,0.48663884848745104,-0.28036149990310877
1960,27,0.04004913753150596,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,27,0.30779962696986196,-1.0028967733013434,0.005020490299031288,-0.755989590384476,-0.02966965463363537,-0.49483880886927323,-0.21879126844155664,-0.38120091594641947,-0.2459967786535302,-0.333116656231893
1980,27,0.04153641270958808,-0.15934378652177172,-0.018312470351406263,0.40295747337131615,-0.030974943926104503,-0.6651516125900752,0.5566357782122068,0.5021219441100904,-0.11233123655098365,-0.024612625638268604
1990,27,-0.2540660419342462,1.2818297881132055,-0.05274234646203557,1.0886169932440741,-0.005956488118529141,0.04666101263724015,0.054321495023883476,0.30337691164986114,0.04641321254878672,0.2392115108693822
2000,27,-0.1353191352767098,-0.11958922829009055,0.06603432651441055,-0.7355848762309147,0.06660108667826901,1.1133294088221082,-0.39216600479453356,-0.42429793981353203,0.31191480265572713,0.11851777100077943
1960,28,-0.276368469268494,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,28,-0.18209301783013743,-0.2395684619749932,-0.0984579263869948,-0.6137424290092814,0.08320569092604835,-0.2445545192821049,-0.6375591860893886,0.10373879617656245,0.34087124741648733,0.10106166519446314
1980,28,-0.10183346509041158,0.14081170213574418,-0.25446750256263073,0.5811022181085118,0.03063892832630072,-0.1859627101674113,-0.32202096588333956,0.20637968256102696,0.04073772373187323,0.2683694936982155
1990,28,0.06383567026575321,0.1175617865745005,0.06428403448536646,-0.181896338946278,-0.025326399709487912,-0.0784054393702667,0.11650004775048683,0.05204918513361306,-0.14999548463713674,0.02388730268232786
2000,28,0.4964592819232898,-0.018805026735251584,0.28864139446425907,0.21453654984704773,-0.08851821954286115,0.5089226688197829,0.8430801042222412,-0.3621676638712025,-0.23161348651122393,-0.39331846157500605
1960,29,-0.23348075606849283,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,29,0.011825488369862303,0.25537429520814614,-0.05804761919358048,0.2376998743951586,0.07682933144287624,-0.06592406799776007,-0.20864792480574784,-0.18371719687818588,0.4174172086248015,0.17165976623939905
1980,29,-0.024955477890411526,0.006853923091452829,0.054099062769740525,-0.0183296000070452,0.02913603800828196,-0.08872921417114138,0.03639059822996868,0.8814141203092563,-0.01694262436125027,0.24013025328024096
1990,29,0.06529136846575279,-0.5061398275047729,0.1476740903700421,-0.7259123753464587,-0.023894536282705825,-0.030076507803603214,0.15070154669616784,0.033111056847866305,-0.218300621003364,-0.004351937735646683
2000,29,0.18131937712328972,0.24391160920517385,-0.14372553394620208,0.5065421009583455,-0.08207083316845237,0.1847297899725046,0.02155577987961141,-0.7308079802789363,-0.1821739632601872,-0.4074380817839932
1960,30,-0.25248216966849424,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,30,-0.04417614623013688,0.4785243207092512,-0.21431637938082992,0.09499142450593245,0.05473323361377937,-0.28858578261630535,-0.15905306259202667,0.3106692696978961,0.21897968849988125,0.10106166519446314
1980,30,0.023414204509587533,-0.026809039711255367,-0.14982115792303774,0.06702952923745742,0.028744202530787938,-0.2044907343876542,0.007675830332623423,-0.030551083810082202,0.023540535710257493,0.2683694936982155
1990,30,0.159699136865753,-0.14892877136762261,0.114738522079456,-0.2413184861784714,-0.010794290174116719,0.029096850441652944,0.08290582155248838,-0.18371892643380894,-0.12695600279753128,0.02388730268232786
2000,30,0.11354497452329038,-0.302786509630373,0.24939901522441177,0.07929753243508153,-0.07268314597045061,0.4639796665623067,0.06847141070691465,-0.09639925945400507,-0.11556422141260725,-0.39331846157500605
1960,31,0.26823763313150695,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,31,0.240087419569862,0.4469209753223921,-0.05781403360286702,0.3194942509370618,0.08249751070511441,0.07921340478311092,-0.24660199166638974,-0.8598024660959473,0.1730774141971807,0.12577100056019064
1980,31,-0.18435754469041257,0.06966406350314674,-0.12506108530741972,0.05880846585487853,0.03138994853809757,-0.17623366726310527,-0.18618692367380996,0.09317375238816153,0.05878590008311446,0.293078829063943
1990,31,-0.0773837483342458,-0.4495260271701069,-0.08848094184118238,-0.1786044577638759,-0.02580680063616425,-0.06974128653156023,0.062375424767890486,0.4094943419784722,-0.09501976940279,0.04859663804805536
2000,31,-0.24658375967671056,-0.06705901165543193,0.2713560607514692,-0.19969825902806448,-0.08808065860704783,0.16676154901155454,0.3704134905723091,0.3571343717293138,-0.13684354487750516,-0.4674464676721889
1960,32,-0.6470392456684935,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,32,-0.004665264230137911,-0.339219353252056,-0.09355262898201389,-0.005245170006216382,-0.03255513536972654,-0.4713339211570186,-0.0071296858566428645,0.4373509424562019,0.06262524203070585,0.10106166519446314
1980,32,0.07271889350958771,0.11704355589437498,-0.2888045843974971,0.30700347107032866,-0.008363591910561019,-0.34830758302743386,0.056568954435766705,-0.12713251542879256,0.0028103960662805294,0.2683694936982155
