country,year,gdp,lag_gdp,ish,sed,pgrw,pop,ipr,opem,gsh,lnlex,polity
15,1990,10.0071499,9.850629244,0.19428605,3.227,2.37981e-4,5.123027,96.63594848,0.548225484,0.2462162,4.305438573,1
15,2000,10.23377215,10.0071499,0.20732612,3.922,0.003606625,5.139942,121.7312618,0.705265011,0.22970865,4.314889618,1
16,1970,7.917901426,7.640098399,0.062260738,0.131,0.031850585,3.231488,110.5685727,0.371920353,0.251912496,3.980866272,0.42
16,1980,8.276047423,7.917901426,0.11952132,0.456,0.025782556,4.422755,104.3386455,0.463043838,0.134614856,4.091943308,0.44
16,1990,8.326153675,8.276047423,0.100251937,0.566,0.02208164,5.696855,98.2948684,0.386843173,0.1598248,4.142437619,0.8
16,2000,8.779152361,8.326153675,0.118965204,0.924,0.017098883,7.075633,72.47208509,0.41104655,0.174931851,4.188604671,0.83
17,1970,7.901459709,7.781695519,0.281122123,0.376,0.029535011,4.415956,16.60420059,0.516517878,0.241650755,4.002175785,0.525
17,1980,8.5220979,7.901459709,0.283936192,0.415,0.028971744,5.939246,29.98103724,0.616718351,0.293263838,4.076048117,0.37
17,1990,8.39912283,8.5220979,0.215909592,1.173,0.026571104,7.920499,37.69480942,0.529697552,0.304307917,4.166665224,0.93
17,2000,8.369723337,8.39912283,0.169347082,1.612,0.023071878,10.317377,42.66143661,0.651087504,0.229241536,4.221270856,0.945
18,1970,8.216519307,8.003242258,0.072824225,0.228,0.032636785,2.581583,55.43164909,0.409568899,0.11004844,3.957770217,0.44
18,1980,8.290537264,8.216519307,0.087796593,0.37,0.026194841,3.603907,58.12924359,0.431923992,0.129214976,4.065518418,0.395
18,1990,8.218464187,8.290537264,0.064764836,0.568,0.010667171,4.566199,67.00449691,0.36107164,0.182189585,4.045530008,0.7
18,2000,8.46213019,8.218464187,0.081639889,0.718,0.018061366,5.099884,77.47364778,0.481906856,0.172293112,4.18386566,0.845
19,1970,9.39107721,8.959911809,0.325972781,0.481,0.004445954,4.430001,58.1534359,0.296061223,0.165076496,4.231490856,1
19,1980,9.673972535,9.39107721,0.334101221,1.272,0.003587617,4.606,80.24033935,0.37179238,0.181994751,4.251056419,1
19,1990,9.903480611,9.673972535,0.296185711,2.697,0.004208336,4.779538,93.59691768,0.42656859,0.201626964,4.296468746,1
19,2000,10.03191093,9.903480611,0.231957534,3.466,0.003874375,4.986441,110.2608206,0.572693855,0.214824139,4.314993949,1
20,1970,9.505195187,9.051440484,0.233025998,1.464,0.010991083,45.684,79.54218526,0.18236259,0.210354797,4.251914477,0.765
20,1980,9.766394496,9.505195187,0.245782562,1.566,0.006253141,50.7722,96.69518886,0.276034719,0.192717726,4.276794837,0.9
20,1990,9.968465877,9.766394496,0.219580711,2.362,0.005070968,53.88001,86.94395799,0.326420758,0.206244358,4.306487996,0.92
20,2000,10.12841106,9.968465877,0.222358828,2.938,0.004542086,56.7351,98.08277402,0.432228592,0.209348421,4.340493005,0.95
21,1970,6.958434065,6.020692223,0.332575403,0.11,0.028701718,6.958283,74.99264423,4.918110515,0.306537444,3.829632422,0.125
21,1980,7.040193648,6.958434065,0.101700239,0.808,0.01885323,8.788945,102.2291084,1.348703742,0.172592701,3.91269595,0.35
21,1990,7.049959491,7.040193648,0.047346235,0.721,0.031973656,11.015603,151.6534808,0.627191498,0.228092083,3.989164699,0.215
21,2000,7.238641003,7.049959491,0.062499791,1.071,0.024628627,15.39984,104.4792226,0.89431881,0.278463866,4.045828751,0.465
22,1970,9.039211386,8.337378043,0.28257432,0.486,0.005584245,8.3335,42.94023758,0.140918959,0.126853712,4.241467118,0.535
22,1980,9.382162055,9.039211386,0.313753333,0.712,0.008624953,8.793,60.62383857,0.20901895,0.126772379,4.274471979,0.565
22,1990,9.392632459,9.382162055,0.204101466,1.455,0.00571478,9.642506,65.87628066,0.309356669,0.150817088,4.314785277,0.94
22,2000,9.545553638,9.392632459,0.199608116,2.043,0.007924637,10.1605,89.63807108,0.427739706,0.138910298,4.343013217,1
23,1970,8.060184722,7.821800014,0.076477205,0.152,0.028501794,3.975707,60.25724705,0.492175751,0.112417185,3.850770138,0.41
23,1980,8.313823285,8.060184722,0.09310049,0.182,0.031154907,5.289398,71.72883388,0.524714232,0.1109522,3.977353895,0.41
23,1990,8.160692474,8.313823285,0.064335433,0.375,0.029144843,7.235192,77.65281338,0.340764783,0.129460947,4.062962961,0.405
23,2000,8.258284328,8.160692474,0.068934421,0.461,0.028407802,9.65443,78.37186639,0.411628453,0.147817625,4.117806992,0.75
24,1970,7.524020478,7.447038379,0.105914106,0.166,0.032647768,1.95164,68.56803904,1.005222553,0.18070999,3.871033314,0.45
24,1980,7.743257624,7.524020478,0.124278482,0.172,0.029833295,2.683035,76.77921905,1.204507763,0.205529254,3.98622505,0.455
24,1990,7.76496596,7.743257624,0.093161429,0.288,0.027267727,3.634887,90.80291904,0.973174527,0.212127175,4.111673225,0.745
24,2000,7.71407736,7.76496596,0.159947263,0.682,0.026568922,4.756867,64.31404313,0.967653468,0.171933427,4.173185798,0.805
25,1970,7.051503751,6.792933351,0.10077015,0.105,0.021622737,445.857,60.40652518,0.209577421,0.245462531,3.817015219,0.95
25,1980,7.206602788,7.051503751,0.102350389,0.227,0.021592795,555.0428,59.86642118,0.144858285,0.282523078,3.91747155,0.915
25,1990,7.548746826,7.206602788,0.100656221,0.715,0.020389203,687.029282,57.85624194,0.136609768,0.320703883,4.008308319,0.9
25,2000,7.879991747,7.548746826,0.111446717,0.827,0.017839094,841.655108,40.1524754,0.206164222,0.34421843,4.079701285,0.925
26,1970,7.14901301,6.976604995,0.061916953,0.078,0.020161918,100.145649,25.72149767,0.556683945,0.165258226,3.750192505,0.215
26,1980,7.641826736,7.14901301,0.115622601,0.252,0.022928932,122.291795,41.03499926,0.729242879,0.173107075,3.896290134,0.15
26,1990,7.978807751,7.641826736,0.189052931,0.483,0.020261622,154.37876,44.13923689,0.7521285,0.246303065,4.029046945,0.15
26,2000,8.235323806,7.978807751,0.177412395,0.907,0.01767332,188.005383,35.73949237,0.794974021,0.192590621,4.122402515,0.225
27,1970,8.657256276,8.105028849,0.182729109,0.115,0.021364194,21.554,41.27878936,0.435766625,0.174057412,3.886780242,0
27,1980,8.622903187,8.657256276,0.278809888,0.267,0.031867926,28.429,46.14662259,0.814705132,0.272843001,3.986360916,0.05
27,1990,8.402716913,8.622903187,0.389446309,0.62,0.037715298,39.548424,83.54845906,0.581844746,0.272751856,4.080179672,0.23
27,2000,8.707073767,8.402716913,0.26068472,1.077,0.016429574,57.551269,134.5689568,0.508223235,0.191929576,4.169014513,0.335
28,1970,8.953042517,8.574290128,0.185144247,1.444,0.002917709,2.833997,60.28706634,0.400966397,0.16950066,4.252806493,1
28,1980,9.265212195,8.953042517,0.237682966,1.454,0.013795912,2.953705,77.11470646,0.561398305,0.197285543,4.266759486,1
28,1990,9.506297511,9.265212195,0.210651518,2.185,0.004531391,3.400999,82.94541266,0.775556218,0.201233768,4.29159478,1
28,2000,10.12453107,9.506297511,0.200815255,2.755,0.00641055,3.514643,108.9213418,1.259293328,0.148919562,4.311911618,1
29,1970,9.347078218,8.817295036,0.272342636,1.226,0.030255761,2.141495,57.551399,0.323946638,0.29502256,4.278223172,0.985
29,1980,9.542207377,9.347078218,0.265759525,1.523,0.025998954,2.903434,70.12621147,0.450882083,0.410343088,4.265681208,0.95
29,1990,9.707870404,9.542207377,0.192688123,2.013,0.017312511,3.737473,73.40175227,0.510998335,0.35117657,4.288419273,0.95
29,2000,10.00950836,9.707870404,0.266182476,2.031,0.027912754,4.512068,79.91416401,0.58815514,0.267057989,4.331977752,0.955
30,1970,9.370044716,8.877261755,0.289124199,0.845,0.007021368,50.1997,46.93576511,0.19444569,0.172086979,4.235900582,1
30,1980,9.669545192,9.370044716,0.258398552,1.091,0.005143682,53.82185,65.09589832,0.284173945,0.159504001,4.270519217,1
30,1990,9.881246305,9.669545192,0.222072527,1.764,6.21916e-4,56.43389,77.51143564,0.325721694,0.163557966,4.303296835,1
30,2000,10.02070209,9.881246305,0.210591973,2.238,0.00171018,56.71924,95.52240404,0.457381211,0.156857016,4.341972892,1
31,1970,8.410187632,8.153860908,0.213510222,0.284,0.018267429,1.631784,72.31154505,0.675518076,0.088013643,4.182869022,1
31,1980,8.217652793,8.410187632,0.194824816,0.389,0.013962049,1.943787,72.73128352,0.714733531,0.193133998,4.233505405,1
31,1990,8.40004277,8.217652793,0.121170907,0.818,0.010180253,2.228803,78.50635135,0.83863654,0.239886541,4.265629833,1
31,2000,8.416452706,8.40004277,0.160109297,1.533,0.00770392,2.463417,86.15236367,1.123512139,0.220482143,4.293801661,0.965
32,1970,9.340612077,8.413761158,0.275438521,1.769,0.010026288,94.096,62.75002085,0.077248443,0.160977732,4.21458528,1
32,1980,9.64990636,9.340612077,0.335110843,1.737,0.011697559,104.331,82.94423587,0.118024019,0.128089638,4.275974823,1
32,1990,9.985221048,9.64990636,0.304447174,2.519,0.006029328,116.8073,100.2185552,0.140351122,0.13602076,4.331939288,1
32,2000,10.08458181,9.985221048,0.317946562,3.092,0.002946183,123.5374,140.6026089,0.168577053,0.136395557,4.367380264,1
33,1970,8.338664455,8.331190965,0.053602331,0.326,0.058158786,0.848515,99.38206298,0.415134663,0.570444073,4.039051377,0.05
33,1980,8.402536079,8.338664455,0.131252181,0.547,0.035710772,1.502959,89.48331308,0.832495298,0.667246849,4.102177179,0.02
33,1990,8.170302152,8.402536079,0.176885818,0.966,0.037381197,2.162807,95.61671247,1.208268485,0.562775104,4.16530298,0.055
33,2000,8.269202732,8.170302152,0.169106002,1.923,0.047257713,3.262054,74.39537152,1.335510301,0.518988685,4.22647762,0.38
34,1970,7.048598071,7.072736631,0.095590164,0.105,0.031919992,8.156827,63.22388101,0.645789189,0.067483592,3.827580388,0.525
34,1980,7.149787081,7.048598071,0.157604783,0.16,0.0387724,11.272336,73.11186651,0.738363613,0.131092781,3.930868695,0.155
34,1990,7.210225895,7.149787081,0.115039525,0.397,0.037001115,16.697959,79.10055265,0.463838243,0.132296866,4.020855535,0.16
34,2000,7.144972193,7.210225895,0.088818115,0.394,0.024948056,23.934308,57.30344602,0.560863216,0.167001972,4.044957879,0.285
35,1970,6.558205331,6.356018828,0.052624687,0.06,0.021325202,0.858551,34.83311495,0.702815144,0.283105859,3.794118011,0.95
35,1980,7.105413075,6.558205331,0.159329942,0.07,0.022956328,1.067136,39.82501007,1.375964383,0.37825552,3.900986719,0.12
35,1990,7.183858851,7.105413075,0.162976385,0.182,0.023730734,1.344267,55.2221567,1.479478359,0.53021274,3.991915608,0.15
35,2000,7.514201071,7.183858851,0.303350537,0.298,0.010048307,1.692565,62.23423749,1.584243459,0.529107389,4.053115981,0.605
36,1970,6.1768636,6.132222755,0.070070885,0.018,0.026195305,3.450444,88.31289032,0.596530959,0.084617546,3.648946292,0.05
36,1980,6.578829047,6.1768636,0.179362656,0.025,0.03074953,4.489313,73.57923651,0.81494256,0.089640589,3.713155561,0.05
36,1990,6.526390959,6.578829047,0.088033532,0.132,0.039041471,6.129078,55.38680677,0.66633237,0.098683661,3.807366849,0.05
36,2000,6.732197774,6.526390959,0.060812331,0.216,0.018732637,9.214598,69.58421768,0.628354934,0.107654813,3.79788697,0.505
37,1970,7.83572268,7.495950203,0.121335711,0.441,0.026310347,8.428493,60.32342215,0.843071372,0.182791588,4.021074263,0.955
37,1980,8.507174919,7.83572268,0.170980784,0.583,0.023180687,10.910216,66.23775006,0.86144,0.199206528,4.143289573,0.685
37,1990,8.837790717,8.507174919,0.212870786,1.137,0.024159954,13.764352,65.01596846,1.092421634,0.219981086,4.218790088,0.7
37,2000,9.341851184,8.837790717,0.271594089,1.629,0.022113973,17.503607,58.11159778,1.93518568,0.179715075,4.255751085,0.675
38,1970,6.510246464,6.680498721,0.078277754,0.026,0.020594111,4.486158,43.6934954,0.439269465,0.169752494,3.605033793,0.15
38,1980,6.711621898,6.510246464,0.099686972,0.024,0.020281012,5.52491,55.3024769,0.436134429,0.200938309,3.662310082,0.15
38,1990,6.761820688,6.711621898,0.083373251,0.059,0.019548911,6.73091,76.41636453,0.505131832,0.213203962,3.772704867,0.15
38,2000,6.953415951,6.761820688,0.076983035,0.122,0.025235373,8.228173,97.21189767,0.531054696,0.175118989,3.806393619,0.73
39,1970,8.348469967,8.205642462,0.157757766,0.282,0.023471197,0.663229,29.70900968,1.004299155,0.102702545,4.098684724,0.95
39,1980,8.739713261,8.348469967,0.134610648,0.464,0.014847143,0.829511,48.10214456,1.050610191,0.129885966,4.142243892,0.95
39,1990,9.198913222,8.739713261,0.097215186,0.946,0.011548456,0.963701,56.17358661,1.014140461,0.133731471,4.199948951,0.99
39,2000,9.62384026,9.198913222,0.115000332,1.47,0.009577851,1.073507,68.83003163,1.27473248,0.115706924,4.239957154,1
40,1970,8.542181859,8.221168343,0.190064213,0.258,0.031346631,36.93989,50.27619962,0.158238201,0.101446023,4.070988556,0.2
40,1980,8.891666623,8.542181859,0.191324837,0.501,0.030292553,50.61126,68.8129905,0.152016524,0.126656079,4.137349538,0.245
40,1990,8.834046554,8.891666623,0.168702798,0.832,0.021968764000000002,68.04643,67.64309713,0.192541106,0.150329618,4.215338337,0.38
40,2000,8.997405927,8.834046554,0.172966012,1.575,0.017679834,84.29559,76.86151019,0.386452897,0.147139021,4.259659174,0.65
41,1970,6.909382598,6.73141528,0.016037625,0.031,0.021669097,7.47223,367.2504853,0.27820756,0.204037902,3.650974948,0.1
41,1980,7.032291396,6.909382598,0.024894494,0.04,0.026298949,9.304375,304.8419482,0.438799373,0.251439751,3.748585433,0.1
41,1990,7.018718611,7.032291396,0.027345552,0.043,0.00526123,12.102619,136.3003429,0.380128826,0.278341327,3.793404255,0.12
41,2000,6.996845688,7.018718611,0.041062453,0.081,0.032906256,12.649146,116.1351246,0.425645884,0.275562552,3.771302067,0.555
42,1970,6.76572067,6.684810497,0.040533121,0.026,0.016575529,10.034723,57.69826441,0.178140418,0.209281546,3.666434314,0.04
42,1980,6.76753888,6.76572067,0.093916648,0.015,0.022491212,11.918678,34.71473662,0.206191148,0.213416901,3.767420096,0.05
42,1990,7.008343127,6.76753888,0.150661388,0.182,0.025233644,15.016477,25.54724385,0.315778369,0.230941335,3.894256353,0.365
42,2000,7.259122322,7.008343127,0.171624257,0.37,0.024719246,19.325207,20.98591553,0.502463363,0.233489623,3.981084818,0.755
43,1970,9.629394889,9.255549396,0.283151977,0.501,0.01294711,11.48663,51.75700163,0.504227632,0.201551456,4.295824243,1
43,1980,9.80748933,9.629394889,0.263189706,2.079,0.008681126,13.03853,84.39025107,0.722113252,0.184782272,4.298449487,1
43,1990,9.951757173,9.80748933,0.214492757,2.36,0.005426426,14.1498,85.89962004,0.836567636,0.211204086,4.327348285,1
43,2000,10.17706127,9.951757173,0.21818355,2.749,0.006268998,14.95153,110.7389723,1.081551438,0.206899117,4.342220384,1
44,1970,9.568904381,9.397862598,0.203003966,2.136,0.017804795000000002,2.371999,68.99297131,0.329236078,0.176158227,4.266006526,1
44,1980,9.644960422,9.568904381,0.204141125,2.135,0.011267084,2.819603,85.88936521,0.386789152,0.185405432,4.26651997,1
44,1990,9.749118084,9.644960422,0.199677851,3.069,0.008171126,3.112899,83.66268903,0.46048345,0.195805529,4.288117911,1
44,2000,9.924412958,9.749118084,0.204400467,2.753,0.011573041,3.410734,85.11754743,0.621384819,0.191209925,4.322516102,1
45,1970,8.712870498,8.395676951,0.073743551,0.293,0.031809168,1.492698,53.18781964,0.413524405,0.191034448,3.883974769,0.1
45,1980,8.572784002,8.712870498,0.08103294,0.474,0.030174094,2.052544,50.91399949,0.478055578,0.189483311,4.011183855,0.14
45,1990,8.27086478,8.572784002,0.075583616,0.512,0.026448878,2.804393,152.8784952,0.341235092,0.459132406,4.085566308,0.395
45,2000,8.142601898,8.27086478,0.103529972,0.76,0.02954923,3.64315,57.84147309,0.543343378,0.329646537,4.166513955,0.85
46,1970,7.006625674,7.06256321,0.025267195,0.012,0.027559974,3.167597,104.7419379,0.22505205,0.360938584,3.56083819,0.15
46,1980,7.119666439,7.006625674,0.06218749,0.013,0.029495902,4.181932,127.4371035,0.336231761,0.378999422,3.642643951,0.15
46,1990,6.909333717,7.119666439,0.075572061,0.036,0.030806017,5.629209,88.22238313,0.423898631,0.370505343,3.706048296,0.15
46,2000,6.693886616,6.909333717,0.061856627,0.088,0.028607202,7.630254,66.12983298,0.436338227,0.349091081,3.739873923,0.565
47,1970,9.499448597,9.156202611,0.314408556,1.179,0.008003931,3.580998,69.02901779,0.520850576,0.1587123,4.297962131,1
47,1980,9.884069565,9.499448597,0.343009157,1.997,0.00568427,3.877385,104.0738946,0.610791546,0.178398643,4.305254234,1
47,1990,10.08404241,9.884069565,0.282985759,2.679,0.003597513,4.085619,103.9903828,0.608392313,0.185637039,4.326404343,1
47,2000,10.40705151,10.08404241,0.222018733,4.554,0.005824782,4.241484,119.5533724,0.714818633,0.184958819,4.337778427,1
48,1970,7.1228333,6.685569359,0.166152197,0.159,0.026447124,50.386898,57.39587306,0.342392216,0.178179914,3.80698764,0.47
48,1980,7.373548481,7.1228333,0.134354615,0.675,0.02528595,65.705964,53.36739729,0.331028114,0.17596284,3.92298707,0.575
48,1990,7.697328038,7.373548481,0.125531951,0.737,0.029720581,85.219117,44.68762629,0.320533295,0.227445587,4.029524159,0.345
48,2000,7.814855333,7.697328038,0.115007164,1.039,0.022236249,113.975232,40.64045306,0.317470064,0.207820674,4.079206162,0.82
49,1970,8.25723121,7.823666841,0.178785445,0.741,0.028898106,1.14761,72.50265376,1.684128126,0.18622569,4.126701561,0.59
49,1980,8.661273724,8.25723121,0.251226566,1.026,0.025167446,1.531038,73.76722636,1.801088241,0.228490214,4.19665164,0.16
49,1990,8.717921779,8.661273724,0.119527616,1.539,0.020148182,1.956454,73.72024459,1.399966354,0.207304001,4.259790099,0.26
49,2000,8.979013246,8.717921779,0.186480065,2.124,0.017554954,2.388091,61.84068718,1.678168117,0.150046248,4.282711494,0.93
50,1970,7.993993734,7.827848758,0.060796952,0.357,0.02587185,1.909538,65.72739073,0.277187816,0.114674941,4.164833333,0.065
50,1980,8.495322075,7.993993734,0.107871517,0.57,0.02570866,2.476785,67.20615159,0.334303238,0.121953444,4.18810143,0.1
50,1990,8.540810262,8.495322075,0.133724433,0.9,0.027740092,3.193047,71.57582123,0.39155305,0.121769531,4.205384044,0.15
50,2000,8.510251888,8.540810262,0.12644532,1.341,0.027869717,4.236056,59.76709129,0.8323573,0.161550579,4.221492821,0.795
51,1970,8.432771294,8.048524567,0.285550228,0.502,0.028395015,9.931,32.68082496,0.3682914,0.152278144,3.894206697,0.575
51,1980,8.514426401,8.432771294,0.144828585,0.769,0.027255742,13.1928,38.36372858,0.256150742,0.17628956,4.017437178,0.225
51,1990,8.16232779,8.514426401,0.148556969,1.361,0.024315623,17.295298,47.93342973,0.240611183,0.184951333,4.120622275,0.85
51,2000,8.343910757,8.16232779,0.179338118,1.624,0.02110311,21.988912,58.97674815,0.300754151,0.166577744,4.186649492,0.6
52,1970,7.795890175,7.620077953,0.12747686,0.556,0.030361764,28.528939,52.46230519,0.523980259,0.155345464,4.002844189,0.735
52,1980,8.105823356,7.795890175,0.150359332,0.838,0.027820726,38.603696,47.24939095,0.495930747,0.186860892,4.062291595,0.16
52,1990,8.075136682,8.105823356,0.136243863,1.202,0.023745809,50.940182,40.56631146,0.640620492,0.161621751,4.12957044,0.415
52,2000,8.249474616,8.075136682,0.139649184,1.595,0.021823881,64.31812,45.29222005,1.009374501,0.164435819,4.184014327,0.9
53,1970,8.854609643,8.213184932,0.195303144,0.282,-0.001178711,8.857719,46.67912507,0.345386029,0.144781123,4.161699236,0.05
53,1980,9.208248686,8.854609643,0.199815086,0.511,0.010300409,8.680427,66.54742725,0.351715076,0.17220383,4.210934474,0.5
53,1990,9.518355614,9.208248686,0.185025384,0.867,0.003442333,9.7663,62.72784825,0.401913993,0.230629761,4.279642714,0.99
53,2000,9.759798436,9.518355614,0.222117936,1.407,0.001839927,9.983229,78.058218,0.607756285,0.25210794,4.299506267,1
