fips,year,qtr,state,gdp,revenuepop,rev_state_total,rev_local_total,popestimate,qtrly_estabs_count,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,avg_wkly_wage,year_qtr,treated,gdpcapita,lngdp,lngdpcapita,revstatecapita,revlocalcapita,emplvl1capita,emplvl2capita,emplvl3capita,emplvlcapita,totalwagescapita,taxwagescapita,avgwklywagecapita,estabscapita,abb
1,1992,3,Alabama,82911.5,1443.2860594346462,NA,NA,4184108,94361,1633140,1639788,1650256,9019976119,0,423,1992.5,0,19815.81259374758,11.325529052853495,9.89423551380451,NA,NA,0.39031975274060804,0.3919086218615772,0.3944104693282296,0.39221294797680495,2155.77038618506,0,423,0.022552238135344498,AL
1,1992,4,Alabama,83737.25,1443.2860594346462,NA,NA,4199155,94872,1664189,1666582,1672282,10067938420,0,464,1992.75,0,19941.45250651619,11.335439199291839,9.900555884720227,NA,NA,0.39631521103650613,0.39688508759500424,0.39824250355130975,0.3971476007276067,2397.610571650725,0,464,0.02259311694852893,AL
1,1993,1,Alabama,84563,NA,NA,NA,4214202,94748,1642645,1651677,1658123,8892315786,0,414,1993,0,20066.19521323373,11.345252097682064,9.906791847995683,NA,NA,0.3897879123971751,0.391931141411826,0.393460731118252,0.391726594975751,2110.0829495121498,0,414,0.022483022883098627,AL
1,1993,2,Alabama,85946.75,NA,NA,NA,4225708.75,95826,1677580,1681881,1688270,9390905846,0,429,1993.25,0,20339.014135794383,11.361483197414286,9.920296199194565,NA,NA,0.3969937587392884,0.39801157616459015,0.399523511884249,0.3981762822627092,2222.326809910882,0,429,0.02267690597464863,AL
1,1993,3,Alabama,87330.5,NA,NA,NA,4237215.5,96799,1678209,1680657,1690090,9576449027,0,438,1993.5,0,20610.35130264203,11.377455050800755,9.933548718991155,NA,NA,0.3960641133310307,0.3966418512346139,0.39886807739658275,0.39719134732074246,2260.0807126755767,0,438,0.022844955608229037,AL
1,1993,4,Alabama,88714.25,NA,NA,NA,4248722.25,97558,1698417,1700770,1705914,10415914247,0,471,1993.75,0,20880.21875282622,11.393175809283733,9.946557518609618,NA,NA,0.3997477123857649,0.4003015259470068,0.4015122428866702,0.40052049373981397,2451.5404006463355,0,471,0.022961726905071284,AL
1,1994,1,Alabama,90098,NA,NA,NA,4260229,97704,1663550,1670147,1684279,9495415640,0,437,1994,0,21148.628395328044,11.408653245791792,9.959330331086763,NA,NA,0.3904837040450173,0.39203221235290403,0.3953494049263549,0.39262177377475876,2228.850993690715,0,437,0.022933978431675855,AL
1,1994,2,Alabama,91528.25,NA,NA,NA,4269371.75,98846,1702253,1708454,1718016,9867996154,0,444,1994.25,0,21438.341601431173,11.424402946781647,9.972936261513505,NA,NA,0.3987127614267837,0.4001651999500863,0.402404873738156,0.4004276117050087,2311.3461960767413,0,444,0.02315235256803299,AL
1,1994,3,Alabama,92958.5,NA,NA,NA,4278514.5,99852,1707393,1720249,1738678,10304945571,0,460,1994.5,0,21726.816632268048,11.43990843598309,9.986302566074647,NA,NA,0.399062104382257,0.40206688559779336,0.40637422170709014,0.40250107056238016,2408.5335157798345,0,460,0.023338006684329338,AL
1,1994,4,Alabama,94388.75,NA,NA,NA,4287657.25,101048,1734999,1744825,1753888,10839488483,0,478,1994.75,0,22014.06140847662,11.455177171303026,9.99943668309869,NA,NA,0.40464964870967707,0.4069413430842682,0.40905508480184605,0.4068820255319304,2528.0678587356765,0,478,0.023567182288183133,AL
1,1995,1,Alabama,95819,NA,NA,NA,4296800,100664,1726766,1730273,1744145,10489205579,0,465,1995,0,22300.08378328058,11.470216274148049,10.012345714538936,NA,NA,0.40187255632098307,0.40268874511264197,0.4059171941910259,0.40349283187488366,2441.166816933532,0,465,0.023427667101098493,AL
1,1995,2,Alabama,96900.75,NA,NA,NA,4305375.5,101612,1750707,1757621,1768744,10520583727,0,460,1995.25,0,22506.921870113303,11.481442537786984,10.02157817955314,NA,NA,0.4066328244772146,0.4082387238929566,0.4108222383854788,0.4085645955852167,2443.5926034790696,0,460,0.023601193438295916,AL
1,1995,3,Alabama,97982.5,NA,NA,NA,4313951,101203,1753351,1761763,1773767,10637286887,0,464,1995.5,0,22712.937629565102,11.49254417027836,10.030689980744008,NA,NA,0.4064373934706259,0.4083873460778762,0.4111699460656832,0.40866489520472843,2465.787600971824,0,464,0.0234594690574835,AL
1,1995,4,Alabama,99064.25,NA,NA,NA,4322526.5,102638,1771328,1781108,1785963,11323176597,0,489,1995.75,0,22918.135955904494,11.503523908512843,10.039683839244933,NA,NA,0.4097899688989761,0.4120525345535765,0.41317572026452587,0.41167274123902614,2619.5736676223964,0,489,0.023744909371868513,AL
1,1996,1,Alabama,100146,NA,NA,NA,4331102,102800,1749482,1753075,1766693,10857064315,0,475,1996,0,23122.52170463776,11.514384400206472,10.048562387108383,NA,NA,0.40393461063720043,0.40476419165376387,0.40790842607724315,0.40553574278940246,2506.7671726502863,0,475,0.023735298776154427,AL
1,1996,2,Alabama,101164,NA,NA,NA,4340310.25,103131,1776900,1785016,1789276,10982614564,0,474,1996.25,0,23308.011218783267,11.524498241322844,10.05655240959043,NA,NA,0.4093946970726344,0.4112646094826977,0.41224610613953233,0.41096847089828814,2530.3754642885265,0,474,0.023761204628171453,AL
1,1996,3,Alabama,102182,NA,NA,NA,4349518.5,104818,1772621,1781571,1791666,11114714632,0,480,1996.5,0,23492.715343089127,11.534510815995251,10.064445666676383,NA,NA,0.40754419138578213,0.4096018904161461,0.4119228369760929,0.4096896395926737,2555.3896671551115,0,480,0.024098759437395197,AL
1,1996,4,Alabama,103200,NA,NA,NA,4358726.75,106058,1798989,1808028,1811107,11992235070,0,511,1996.75,0,23676.639055201154,11.544424132029599,10.07224414713418,NA,NA,0.41273268621392706,0.4148064569544306,0.4155128559045368,0.41435066635763146,2751.3160970689432,0,511,0.02433233512516012,AL
1,1997,1,Alabama,104218,1842.0613425925924,NA,NA,4367935,106656,1778728,1783471,1800578,11544994096,0,497,1997,0,23859.78729079073,11.554240138104442,10.079949780724942,NA,NA,0.4072240085990291,0.4083098764061278,0.4122263724162562,0.40925341914047103,2643.12406114102,0,497,0.02441794577987081,AL
1,1997,2,Alabama,105517,1842.0613425925924,NA,NA,4377126.5,107278,1810523,1820518,1824109,11511141329,0,487,1997.25,0,24106.45431426302,11.566627356357774,10.090234897492849,NA,NA,0.4136327794044792,0.4159162409402607,0.4167366421783789,0.4154285541743729,2629.8397656544767,0,487,0.024508773050082058,AL
1,1997,3,Alabama,106816,1842.0613425925924,NA,NA,4386318,108130,1810430,1817775,1828346,11993849419,0,507,1997.5,0,24352.087559543106,11.578863007021507,10.100372856234083,NA,NA,0.41274481239162325,0.41441933758564703,0.41682933157149116,0.41466449384958715,2734.377539202584,0,507,0.024651655443130208,AL
1,1997,4,Alabama,108115,1842.0613425925924,NA,NA,4395509.5,107711,1832363,1834294,1840632,12783653406,0,536,1997.75,0,24596.693511867055,11.590950754407995,10.110367302799904,NA,NA,0.416871582236371,0.4173108942205676,0.4187528203499503,0.4176450989356296,2908.343937375178,0,536,0.024504781527602205,AL
1,1998,1,Alabama,109414,NA,NA,NA,4404701,109051,1812183,1819378,1833249,12000465546,0,507,1998,0,24840.278602338727,11.602894131532002,10.120221751859667,NA,NA,0.4114202076372494,0.41305368968290923,0.4162028251179819,0.4135589074793802,2724.467687136993,0,507,0.024757866652015653,AL
1,1998,2,Alabama,110814.25,NA,NA,NA,4411061,111052,1853553,1861094,1870083,12168058508,0,503,1998.25,0,25121.903777798583,11.615610655134052,10.131495405043166,NA,NA,0.4202057056114164,0.4219152716319271,0.4239531033463378,0.42202469352989375,2758.5332662595233,0,503,0.02517580237498416,AL
1,1998,3,Alabama,112214.5,NA,NA,NA,4417421,110660,1850435,1852414,1863597,12335737040,0,511,1998.5,0,25402.71801125589,11.628167497232388,10.142611455598807,NA,NA,0.41889487101184153,0.4193428699686989,0.42187443759605436,0.42003739285886493,2792.5201242987705,0,511,0.025050815849338336,AL
1,1998,4,Alabama,113614.75,NA,NA,NA,4423781,110696,1867135,1870228,1876894,13640176043,0,561,1998.75,0,25682.724800346132,11.6405686183898,10.153573858107542,NA,NA,0.4220676837302751,0.4227668593901913,0.42427371517713014,0.42303608609919885,3083.37506829565,0,561,0.02502293852249919,AL
1,1999,1,Alabama,115015,NA,NA,NA,4430141,112198,1821912,1833310,1846858,12391115036,0,520,1999,0,25961.92762261969,11.65281783362212,10.164386421629152,NA,NA,0.4112537275901602,0.4138265576648689,0.4168846996066265,0.41398832828721854,2797.002406018228,0,520,0.025326056213560696,AL
1,1999,2,Alabama,115327.5,NA,NA,NA,4435649,110669,1867537,1873404,1879812,12750324605,0,523,1999.25,0,26000.14112929134,11.655531186057958,10.165857245038554,NA,NA,0.4210290309264777,0.4223517235020174,0.42379638244595097,0.4223923789581487,2874.5116227636586,0,523,0.0249499002288053,AL
1,1999,3,Alabama,115640,NA,NA,NA,4441157,110601,1868622,1872670,1881585,13110302754,0,538,1999.5,0,26038.259849854443,11.658237196130282,10.16732226804709,NA,NA,0.42075116912101956,0.42166264331569453,0.42367000310955005,0.4220279385154214,2952.00164146415,0,538,0.024903645604062184,AL
1,1999,4,Alabama,115952.5,NA,NA,NA,4446665,110926,1882054,1887314,1895251,14266090148,0,581,1999.75,0,26076.28413653828,11.660935903468923,10.168781526462219,NA,NA,0.4232506833773176,0.4244335923664139,0.4262185255691625,0.424634267104298,3208.2673527238953,0,581,0.024945886411501653,AL
1,2000,1,Alabama,116265,NA,NA,NA,4452173,111636,1848537,1854259,1872397,13403734922,0,555,2000,0,26114.214339829112,11.663627347383722,10.170235055785609,NA,NA,0.41519882538257163,0.4164840404898911,0.42055800616912237,0.4174136240138617,3010.605140905351,0,555,0.025074497329730897,AL
1,2000,2,Alabama,117271.5,NA,NA,NA,4456038.25,112724,1875646,1889665,1889487,13352245393,0,545,2000.25,0,26317.43567281991,11.672247038368445,10.177986951848528,NA,NA,0.42092232938081264,0.4240683975277815,0.42402845173063763,0.42300639287974395,2996.4386847442343,0,545,0.02529691032162931,AL
1,2000,3,Alabama,118278,NA,NA,NA,4459903.5,114305,1872469,1880624,1886538,13347775642,0,546,2000.5,0,26520.304755472847,11.680793064794033,10.185665935767439,NA,NA,0.41984518274890925,0.4216736976483908,0.42299973530817425,0.42150620523515814,2992.839563008482,0,546,0.0256294783059768,AL
1,2000,4,Alabama,119284.5,NA,NA,NA,4463768.75,115035,1876517,1883288,1886692,14332216701,0,586,2000.75,0,26722.822502845833,11.689266675085149,10.193273254663389,NA,NA,0.4203884889870247,0.4219053686416887,0.4226679529489515,0.42165393685922165,3210.7883503149665,0,586,0.025770824261449474,AL
1,2001,1,Alabama,120291,NA,NA,NA,4467634,109424,1841425,1847584,1859295,13800918353,7560076950,574,2001,0,26924.989826830042,11.69766908619656,10.200810124190907,NA,NA,0.41217006585588706,0.41354864789729867,0.41616994588186945,0.4139628865450184,3089.088845012819,1692.1880686734858,574,0.024492606153503176,AL
1,2001,2,Alabama,121610,NA,NA,NA,4470747.75,112308,1863915,1868405,1870027,13723136063,2888289133,565,2001.25,0,27201.26627587074,11.708574481975045,10.211018805460427,NA,NA,0.4169134794062134,0.4179177856769038,0.41828058852123784,0.4177039512014517,3069.539332206788,646.0416231266906,565,0.025120629988574058,AL
1,2001,3,Alabama,122929,NA,NA,NA,4473861.5,113730,1848814,1853794,1853766,13676907441,1600370822,568,2001.5,0,27477.158155208872,11.719362231917488,10.221110325967073,NA,NA,0.41324792911000935,0.414361061467817,0.41435480289231125,0.4139879311567125,3057.069925164201,357.7157723814204,568,0.02542099258101754,AL
1,2001,4,Alabama,124248,NA,NA,NA,4476975.25,113963,1845996,1850040,1850482,14621134950,1301070591,608,2001.75,0,27752.66626725265,11.730034847249847,10.231087196261827,NA,NA,0.412331071073042,0.41323435951538934,0.413333086887179,0.4129661724918701,3265.851190488489,290.61375557079526,608,0.02545535626983866,AL
1,2002,1,Alabama,125567,2173.2618515205722,NA,NA,4480089,111623,1807198,1812994,1827231,13913333057,7480313228,589,2002,0,28027.791412179533,11.740594759640832,10.240951847339838,NA,NA,0.40338439705104073,0.4046781213498214,0.40785596000436597,0.40530615946840937,3105.593004290763,1669.6796041328644,589,0.0249153532440985,AL
1,2002,2,Alabama,127211.5,2173.2618515205722,NA,NA,4485939.5,113519,1832782,1839692,1838317,14000862875,2772430042,586,2002.25,0,28357.82783071417,11.75360633460656,10.252658385001626,NA,NA,0.40856146187437437,0.41010183039695475,0.40979531712364825,0.4094862031316591,3121.054770132321,618.0266234085412,586,0.025305512925441816,AL
1,2002,3,Alabama,128856,2173.2618515205722,NA,NA,4491790,112089,1824630,1832529,1835841,14023657468,1573366741,589,2002.5,0,28687.004512677573,11.766450780770516,10.264199494764505,NA,NA,0.40621444902811576,0.40797299072307475,0.4087103359685114,0.4076325919065673,3122.064359197558,350.2761128636913,589,0.02495419420765441,AL
1,2002,4,Alabama,130500.5,2173.2618515205722,NA,NA,4497640.5,112019,1834430,1841415,1840383,15109278335,1301469991,632,2002.75,0,29015.324813088107,11.77913233715517,10.27557941122302,NA,NA,0.4078649683094947,0.40941800484053803,0.409188551197011,0.40882384144901457,3359.3788420839774,289.3672784652308,632,0.024906170246376962,AL
1,2003,1,Alabama,132145,NA,NA,NA,4503491,110312,1805118,1808877,1819489,14417769158,7543019809,612,2003,0,29342.79206953006,11.791655083523985,10.286802209729974,NA,NA,0.4008263811341024,0.40166106693673864,0.40401746112071724,0.40216830306385276,3201.465076315241,1674.9272528800434,612,0.024494775275447425,AL
1,2003,2,Alabama,134450.25,NA,NA,NA,4510300.5,110906,1824323,1828372,1828621,14316994607,2702163241,603,2003.25,0,29809.599160854137,11.808949521122578,10.3025857401159,NA,NA,0.4044792580893446,0.405376980979427,0.40543218794401836,0.40509614233759667,3174.288410938473,599.1093588997009,603,0.024589492429606407,AL
1,2003,3,Alabama,136755.5,NA,NA,NA,4517110,111574,1813594,1820854,1826012,14364734816,1507901248,607,2003.5,0,30274.998837752457,11.825949938853878,10.318077530031612,NA,NA,0.40149431826986726,0.4031015405867911,0.4042434211254541,0.4029464266607041,3180.0719521995256,333.8199087469643,607,0.02470030616920996,AL
1,2003,4,Alabama,139060.75,NA,NA,NA,4523919.5,112096,1831551,1836368,1839697,15684719988,1311485783,657,2003.75,0,30738.99745563554,11.842666166993851,10.333287402885913,NA,NA,0.4048593260777518,0.4059241107185926,0.4066599770398213,0.4058144712787219,3467.064342767372,289.9003359807795,657,0.024778513410771346,AL
1,2004,1,Alabama,141366,2334.965868794326,10725.216,7970.805,4530729,113064,1812113,1820339,1835473,14826289103,7660578236,626,2004,0,31201.60133170622,11.859107550914553,10.348224697214679,2367.2164015989483,1759.2764872937666,0.3999605802951357,0.40177618215523375,0.4051164834621537,0.40228441530417436,3272.3848861849824,1690.8047768913127,626,0.02495492447241934,AL
1,2004,2,Alabama,144357.5,2334.965868794326,10725.216,7970.805,4540498,113903,1848707,1854843,1860474,14937275177,2777870092,620,2004.25,0,31793.31870645026,11.8800481407902,10.367011443122674,2362.1232737025766,1755.4913579964136,0.4071595230302932,0.40851091664394523,0.4097510889774646,0.408473842883901,3289.787855208834,611.7985498506991,620,0.025086014793971937,AL
1,2004,3,Alabama,147349,2334.965868794326,10725.216,7970.805,4550267,114496,1852176,1854769,1858635,15175021760,1613382869,629,2004.5,0,32382.495356865875,11.900559201580206,10.385373289020347,2357.0520147499037,1751.722481340106,0.40704776225219313,0.4076176189221424,0.408467239394963,0.4077108735230995,3334.9739169152053,354.5688349716621,629,0.025162479476479073,AL
1,2004,4,Alabama,150340.5,2334.965868794326,10725.216,7970.805,4560036,116279,1865880,1875902,1881913,16937194681,1408367172,695,2004.75,0,32969.147611992536,11.920658000520794,10.403327482288821,2352.0024841909144,1747.9697528703723,0.4091809801501567,0.4113787698167295,0.4126969611643417,0.411085570377076,3714.267756000172,308.8500117104339,695,0.025499579389285522,AL
1,2005,1,Alabama,153332,2565.6365860962114,11606.43,8477.17,4569805,116038,1849568,1859588,1874595,15520306577,7908085472,641,2005,0,33553.29166124156,11.940360784107186,10.420890249695692,2539.8085913950376,1855.0397664670593,0.4047367447845149,0.40692939851919285,0.41021334608369503,0.4072931631291343,3396.273271397795,1730.5082978376538,641,0.025392330744966142,AL
1,2005,2,Alabama,155940,2565.6365860962114,11606.43,8477.17,4584599,116671,1892443,1897678,1901255,15886280032,2874615562,644,2005.25,0,34013.879948933376,11.957226596863592,10.434523954085714,2531.612906603173,1849.0537558464764,0.41278266648838863,0.4139245329853276,0.4147047538945064,0.4138039844560742,3465.1405787071017,627.0157023547752,644,0.02544846343158911,AL
1,2005,3,Alabama,157437,2565.6365860962114,11606.43,8477.17,4599393,117348,1889789,1897890,1907760,16504392493,1743001558,669,2005.5,0,34229.95164796746,11.966780657226485,10.440856318960202,2523.4699448383735,1843.106253368651,0.4108779136725216,0.4126392330466216,0.4147851683906985,0.4127674383699472,3588.384922314749,378.9633888645741,669,0.025513801495110334,AL
1,2005,4,Alabama,160293,2565.6365860962114,11606.43,8477.17,4614187,118198,1911553,1923976,1929291,17638247493,1541840268,706,2005.75,0,34739.16423413269,11.984758669521893,10.455622981766288,2515.3791989791484,1837.1968886393204,0.41427731472521595,0.4169696633448103,0.4181215455723836,0.4164561745474699,3822.6121943042185,334.1520983003073,706,0.025616213647171215,AL
1,2006,1,Alabama,161934,2774.443372408045,12718.359,9171.986,4628981,115496,1893993,1905295,1923381,17148687580,8442091642,692,2006,0,34982.64520852429,11.994944123794168,10.462607366311678,2747.550486813405,1981.4265817898151,0.4091598129264302,0.41160138700072435,0.41550851040434167,0.4120899034438321,3704.635551539313,1823.7473089649752,692,0.024950631683301357,AL
1,2006,2,Alabama,163974,2774.443372408045,12718.359,9171.986,4639945.75,116096,1927613,1933314,1943575,16924316291,2789213079,673,2006.25,0,35339.63732226826,12.007463157652717,10.472760483293248,2741.057694478432,1976.7442324083208,0.4154386934373101,0.41666737159588557,0.41887881986551245,0.4169949616329027,3647.524605433156,601.1305367094001,673,0.02502098219575089,AL
1,2006,3,Alabama,165470,2774.443372408045,12718.359,9171.986,4650910.5,117903,1921127,1929682,1938465,17121100936,1684511616,682,2006.5,0,35577.979838571395,12.01654518848589,10.479482181602593,2734.5955162972928,1972.083960764242,0.4130647106625681,0.4149041354375665,0.4167925828716764,0.414920476323937,3681.2363807043803,362.1896435117382,682,0.0253505200755852,AL
1,2006,4,Alabama,166495,2774.443372408045,12718.359,9171.986,4661875.25,120274,1932415,1942505,1948005,18616536324,1452023095,738,2006.75,0,35714.16888514981,12.022720557921696,10.483302776567914,2728.163736256134,1967.4456110767871,0.41451452395685623,0.4166788890371959,0.41785867178663777,0.41635069492689664,3993.3578926205714,311.46759986767125,738,0.02579948916479479,AL
1,2007,1,Alabama,166821,2891,13770.676,9893.848,4672840,119094,1922278,1933638,1951005,18029966144,8649093575,717,2007,0,35700.130969603066,12.02467666026271,10.482909636377334,2946.960734799394,2117.3093878669074,0.41137252719973294,0.41380359695602675,0.41752018044700867,0.4142321015342561,3858.4599823661842,1850.9286804170483,717,0.025486427953878156,AL
1,2007,2,Alabama,169261,2891,13770.676,9893.848,4684181.5,119238,1948621,1956400,1965923,17740417205,2789121709,697,2007.25,0,36134.59469920199,12.039197181277068,10.495005987359782,2939.8254529633405,2112.1828861669856,0.41600031937276555,0.41766101505673936,0.41969402765456465,0.41778512069468987,3787.3035459877037,595.4341668870004,697,0.025455461108840467,AL
1,2007,3,Alabama,171456,2891,13770.676,9893.848,4695523,120089,1941201,1950747,1959101,17928080579,1696881505,707,2007.5,0,36514.782272390104,12.052081952904281,10.505472451346856,2932.724640045422,2107.081149426805,0.4134152894150449,0.41544828978582365,0.417227431321282,0.4153636701740502,3818.1221940559126,361.3828544764875,707,0.02557521281441918,AL
1,2007,4,Alabama,172156,2891,13770.676,9893.848,4706864.5,121894,1958298,1966841,1971042,19489309662,1498381522,763,2007.75,0,36575.516461117586,12.056156321484895,10.507134346393348,2925.6580468802536,2102.003998627961,0.41605149245320316,0.41786650114954443,0.41875902737374315,0.4175590069921636,4140.614131126996,318.3396339537711,763,0.025897070119609348,AL
1,2008,1,Alabama,171941,2972,14261.387,10041.056,4718206,120824,1930979,1938425,1946153,18619334189,8783031345,739,2008,0,36442.02902543891,12.054906673693841,10.503478031092655,3022.6291518428825,2128.1512507084262,0.4092612743063783,0.41083941650703676,0.4124773271874946,0.41085933933363655,3946.2741111770024,1861.5192607105328,739,0.0256080383094761,AL
1,2008,2,Alabama,174068,2972,14261.387,10041.056,4728139,121341,1952476,1956284,1956613,18301428958,2702980929,720,2008.25,0,36815.33051376028,12.06720130645014,10.513669627455315,3016.2791322336334,2123.680374032997,0.4129480964920871,0.4137534873657479,0.41382307076843555,0.41350821820875683,3870.7468113775844,571.6796669894857,720,0.025663585609475525,AL
1,2008,3,Alabama,174268,2972,14261.387,10041.056,4738072,121093,1934059,1935458,1936076,18383344282,1567387910,731,2008.5,0,36780.3612946363,12.068349623144236,10.512719321237752,3009.95573727035,2119.228243049072,0.4081953587872873,0.4084906265670931,0.40862105936760773,0.40843568157399607,3879.9208374207906,330.80711099367,731,0.02555744192996645,AL
1,2008,4,Alabama,170307,2972,14261.387,10041.056,4748005,122678,1926470,1915936,1908941,19704093895,1264743144,791,2008.75,0,35869.17031469006,12.04535796974027,10.487633439918424,3003.6587998538334,2114.7947401066344,0.4057430436572834,0.4035244276280248,0.4020511772839329,0.4037728828564137,4149.9732824628445,266.3735914347184,791,0.025837799244103576,AL
1,2009,1,Alabama,168708,2849,13376.146,10633.02,4757938,117705,1848047,1841869,1842217,17656489350,8236231300,737,2009,0,35458.2174042621,12.035924688867908,10.476110307757203,2811.332556246004,2234.7958296219917,0.3884134261522533,0.38711496450773425,0.38718810543558996,0.3875721653651925,3710.9540624531046,1731.0505727481107,737,0.02473865779671782,AL
1,2009,2,Alabama,167954,2849,13376.146,10633.02,4764826.5,117312,1843490,1842890,1839326,17556824703,2442044119,733,2009.25,0,35248.712623639076,12.031445411368916,10.470184286258291,2807.268218475531,2231.5649898270167,0.3868955144536742,0.3867695917154591,0.38602161065046126,0.38656223893986486,3684.6724016079074,512.5148038443792,733,0.024620413775821637,AL
1,2009,3,Alabama,168176,2849,13376.146,10633.02,4771715,116850,1817863,1814449,1815560,17570824412,1306344393,744,2009.5,0,35244.35134956719,12.032766329063136,10.470060549997399,2803.215615350037,2228.3434781834208,0.3809663821079004,0.3802509160752476,0.3804837464098338,0.38056701486432726,3682.287062827516,273.7683187281722,744,0.024488050941852142,AL
1,2009,4,Alabama,168420,2849,13376.146,10633.02,4778603.5,119061,1810987,1818418,1818722,19337233316,1111217317,819,2009.75,0,35244.60650480836,12.034216138583982,10.470067789577865,2799.1746961219947,2225.1312543507743,0.3789782935537548,0.38053335038154973,0.38059696729389664,0.38003620374306707,4046.628542418303,232.5401797826499,819,0.024915438160960625,AL
1,2010,1,Alabama,170249,2835,13854.303,10752.059,4785492,116031,1781960,1785819,1802394,17110385633,7939811148,735,2010,0,35576.0703392671,12.045017350279384,10.4794285093436,2895.063454290593,2246.803254503403,0.3723671463665596,0.37317354203078806,0.37663713574278257,0.37405927471337674,3575.4705332283493,1659.1420794350925,735,0.024246409773540527,AL
1,2010,2,Alabama,173562,2835,13854.303,10752.059,4789098.5,116232,1814999,1830712,1832379,17808125769,2544893942,750,2010.25,0,36241.05872952916,12.06429016323838,10.497947974121164,2892.8832848186353,2245.1112667655507,0.37898552305825406,0.38226651633913983,0.3826145985512722,0.381288879316222,3718.4713926848654,531.3931091624029,750,0.024270120984147645,AL
1,2010,3,Alabama,177097,2835,13854.303,10752.059,4792705,116523,1813479,1811091,1814577,18234208078,1469704375,774,2010.5,0,36951.36671253499,12.084452884045291,10.517357913852925,2890.706396492169,2243.4218254618213,0.37838318861686665,0.3778849313696545,0.3786122867983738,0.3782934689282983,3804.575511741282,306.6544623547663,774,0.02431257504895461,AL
