id,year,emp,wage,cap,indoutpt,n,w,k,ys
8,1980,10.6979999542236,28.4853992462158,3.22210001945496,100.0,2.37005686759949,3.34939169883728,1.17003333568573,4.60517024993896
8,1981,8.17399978637695,31.7355995178223,2.83430004119873,99.3964996337891,2.10095834732056,3.45743894577026,1.04179501533508,4.59911680221558
8,1982,4.70100021362305,29.8962993621826,1.75059998035431,99.293098449707,1.54777526855469,3.39773464202881,0.559958577156067,4.59807586669922
9,1976,2.00600004196167,26.0825004577637,0.382400006055832,102.772399902344,0.696142733097076,3.26126456260681,-0.961288094520569,4.63251686096191
9,1977,2.65599989891052,21.9545001983643,0.455099999904633,107.027000427246,0.976821184158325,3.0889720916748,-0.787238121032715,4.6730809211731
9,1978,2.71199989318848,22.8099994659424,0.452899992465973,108.678802490234,0.997686326503754,3.12719893455505,-0.792083919048309,4.68839693069458
9,1979,2.74399995803833,23.3719997406006,0.452399998903275,111.119003295898,1.00941669940948,3.15153861045837,-0.793188512325287,4.71060180664062
9,1980,2.75699996948242,23.0736999511719,0.467599987983704,101.926498413086,1.01414310932159,3.13869333267212,-0.760142087936401,4.62425184249878
9,1981,2.84899997711182,24.3043994903564,0.481000006198883,99.4971008300781,1.04696810245514,3.19065737724304,-0.731887996196747,4.60012865066528
9,1982,2.75200009346008,26.8983993530273,0.475300014019012,99.310302734375,1.0123279094696,3.29206681251526,-0.743809044361115,4.5982494354248
10,1976,3.82299995422363,23.3533000946045,1.12929999828339,95.3656997680664,1.34103548526764,3.15073823928833,0.121597968041897,4.5577187538147
10,1977,3.93499994277954,21.3250999450684,1.01429998874664,96.7314987182617,1.36991083621979,3.05988478660583,0.0141987083479762,4.57193899154663
10,1978,3.52800011634827,20.9319000244141,1.1168999671936,99.2332992553711,1.26073122024536,3.04127430915833,0.110556960105896,4.59747362136841
10,1979,3.51999998092651,20.4535999298096,1.16260004043579,100.733497619629,1.25846099853516,3.01815891265869,0.150658905506134,4.61247825622559
10,1980,3.46700000762939,23.4946002960205,1.08270001411438,100.0,1.24328970909119,3.15677070617676,0.0794579312205315,4.60517024993896
10,1981,3.08999991416931,25.9552993774414,1.06359994411469,98.2323989868164,1.12817108631134,3.25637578964233,0.0616593286395073,4.58733606338501
10,1982,3.26200008392334,26.0361003875732,1.0958000421524,99.7634963989258,1.18234050273895,3.25948405265808,0.0914847254753113,4.60280227661133
11,1976,1.35899996757507,23.0613994598389,0.409900009632111,104.766403198242,0.306749105453491,3.13816022872925,-0.891842007637024,4.65173292160034
11,1977,1.34599995613098,20.2275009155273,0.574100017547607,107.479103088379,0.297137200832367,3.00704312324524,-0.554951667785645,4.67729663848877
11,1978,1.33800005912781,22.1434993743896,0.556299984455109,108.918800354004,0.291175991296768,3.09754395484924,-0.586447596549988,4.69060277938843
11,1979,1.35300004482269,22.5496006011963,0.514500021934509,111.559097290039,0.302324384450912,3.11571741104126,-0.664559662342072,4.71455430984497
11,1980,1.26400005817413,22.5874996185303,0.58950001001358,100.0,0.234281346201897,3.11739659309387,-0.528480529785156,4.60517024993896
11,1981,1.15799999237061,25.9584999084473,0.484699994325638,99.3964996337891,0.146694377064705,3.25649905204773,-0.724225163459778,4.59911680221558
11,1982,1.17499995231628,24.0345001220703,0.435900002717972,99.293098449707,0.161268100142479,3.17949032783508,-0.830342411994934,4.59807586669922
12,1976,1.77999997138977,34.2990989685059,0.256900012493134,104.766403198242,0.576613366603851,3.53511905670166,-1.35906827449799,4.65173292160034
12,1977,1.64300000667572,30.3978996276855,0.20720000565052,107.479103088379,0.496523857116699,3.41437339782715,-1.57407069206238,4.67729663848877
12,1978,1.38999998569489,31.1431007385254,0.19990000128746,108.918800354004,0.329303741455078,3.43859267234802,-1.60993802547455,4.69060277938843
12,1979,1.35000002384186,33.3105010986328,0.200699999928474,111.559097290039,0.30010461807251,3.50587272644043,-1.60594403743744,4.71455430984497
12,1980,1.08200001716614,30.2147006988525,0.147300004959106,100.0,0.0788111984729767,3.40832853317261,-1.91528391838074,4.60517024993896
12,1981,0.779999971389771,29.7413997650146,0.115800000727177,99.3964996337891,-0.24846139550209,3.39253997802734,-2.15589070320129,4.59911680221558
12,1982,0.680000007152557,31.1235008239746,0.10360000282526,99.293098449707,-0.385662466287613,3.43796324729919,-2.26721787452698,4.59807586669922
13,1976,2.3529999256134,22.38330078125,0.578499972820282,125.806396484375,0.855691075325012,3.10831522941589,-0.547316789627075,4.83474397659302
13,1977,2.38599991798401,23.0606994628906,0.561299979686737,127.964897155762,0.86961829662323,3.1381299495697,-0.577499806880951,4.85175609588623
13,1978,2.375,23.4930992126465,0.527300000190735,125.429397583008,0.864997446537018,3.15670680999756,-0.639985620975494,4.83174324035645
13,1979,2.41499996185303,26.0041999816895,0.51800000667572,125.025901794434,0.88169926404953,3.25825810432434,-0.657780051231384,4.82852077484131
13,1980,2.26600003242493,24.1671009063721,0.460799992084503,106.304397583008,0.818016171455383,3.18499231338501,-0.774791181087494,4.6663064956665
13,1981,1.77699995040894,26.057300567627,0.375,98.0728988647461,0.574926495552063,3.26029801368713,-0.980829238891602,4.58571100234985
13,1982,1.53699994087219,28.7063999176025,0.31470000743866,96.8674011230469,0.429832428693771,3.35712003707886,-1.15613543987274,4.57334327697754
14,1978,3.16499996185303,20.9113006591797,0.390199989080429,127.386596679688,1.15215301513672,3.04028964042664,-0.941095888614655,4.84722661972046
14,1979,3.09599995613098,21.8887004852295,0.431100010871887,124.642402648926,1.1301109790802,3.0859706401825,-0.841415166854858,4.82544898986816
14,1980,2.9909999370575,23.701000213623,0.422800004482269,118.913200378418,1.09560775756836,3.16551733016968,-0.860855996608734,4.77839374542236
14,1981,2.69199991226196,21.3924999237061,0.381000012159348,99.3575973510742,0.990284383296967,3.06304049491882,-0.964955866336823,4.59872531890869
14,1982,2.17499995231628,25.5237007141113,0.305099993944168,97.2427978515625,0.777028620243073,3.23960757255554,-1.18711566925049,4.57721090316772
14,1983,1.80099999904633,25.7210998535156,0.204099997878075,97.1943969726562,0.588342070579529,3.24731159210205,-1.58914518356323,4.57671308517456
14,1984,1.42799997329712,25.6452007293701,0.168500006198883,99.986198425293,0.356274843215942,3.24435639381409,-1.78081953525543,4.60503196716309
15,1977,7.21999979019165,22.5897998809814,1.84979999065399,105.335502624512,1.97685492038727,3.11749839782715,0.615077495574951,4.65715074539185
15,1978,7.32100009918213,22.0548992156982,1.92149996757507,108.183296203613,1.99074697494507,3.09353470802307,0.653106093406677,4.68382692337036
15,1979,7.09700012207031,22.2901992797852,2.18549990653992,110.698402404785,1.95967221260071,3.10414719581604,0.781844615936279,4.70680952072144
15,1980,7.20100021362305,20.6807994842529,2.43449997901917,105.967300415039,1.97421991825104,3.02920579910278,0.889741361141205,4.66313076019287
15,1981,6.60200023651123,21.6151008605957,2.12549996376038,96.5931015014648,1.88737261295319,3.07339215278625,0.754007041454315,4.57050752639771
15,1982,5.31099987030029,23.1550998687744,1.55939996242523,92.0012969970703,1.66978013515472,3.14221501350403,0.444301098585129,4.52180290222168
15,1983,5.39400005340576,25.0998992919922,1.35759997367859,92.2488021850586,1.68528723716736,3.2228639125824,0.305718421936035,4.524489402771
16,1976,2.75699996948242,29.3516998291016,0.917500019073486,116.400001525879,1.01414310932159,3.37935042381287,-0.0861026793718338,4.75703239440918
16,1977,2.63199996948242,27.0685997009277,0.861299991607666,115.699996948242,0.967743992805481,3.29837441444397,-0.149312406778336,4.75100040435791
16,1978,2.6470000743866,27.2751998901367,0.851899981498718,112.800003051758,0.973426938056946,3.3059778213501,-0.160286158323288,4.72561645507812
16,1979,2.68700003623962,26.6443996429443,0.527700006961823,108.900001525879,0.988425314426422,3.28257894515991,-0.639227330684662,4.69043016433716
16,1980,2.41700005531311,25.3591003417969,0.526199996471405,100.0,0.882527112960815,3.23313760757446,-0.642073929309845,4.60517024993896
16,1981,2.21799993515015,25.273099899292,0.565999984741211,89.1999969482422,0.796605885028839,3.22974061965942,-0.569161236286163,4.49088096618652
16,1982,2.10599994659424,27.4445991516113,0.51120001077652,90.5,0.744790375232697,3.31216931343079,-0.670994341373444,4.50534963607788
17,1977,1.0900000333786,23.9351997375488,0.128199994564056,127.164001464844,0.0861777290701866,3.17535018920898,-2.05416369438171,4.84547758102417
17,1978,1.14400005340576,22.613899230957,0.139300003647804,127.386596679688,0.134530946612358,3.11856484413147,-1.97112536430359,4.84722661972046
17,1979,1.19500005245209,23.080099105835,0.179499998688698,124.642402648926,0.178146228194237,3.13897085189819,-1.71758008003235,4.82544898986816
17,1980,1.25899994373322,25.0345993041992,0.18350000679493,118.913200378418,0.230317711830139,3.22025895118713,-1.69554054737091,4.77839374542236
17,1981,1.31900000572205,24.2586994171143,0.173099994659424,99.3575973510742,0.276873886585236,3.18877530097961,-1.75388586521149,4.59872531890869
17,1982,1.18799996376038,28.4659004211426,0.147100001573563,97.2427978515625,0.172271192073822,3.3487069606781,-1.91664266586304,4.57721090316772
17,1983,1.16299998760223,29.459400177002,0.124600000679493,97.1943969726562,0.151002869009972,3.38301301002502,-2.08264660835266,4.57671308517456
18,1977,7.40700006484985,29.968900680542,1.16939997673035,116.224998474121,2.0024254322052,3.40016031265259,0.15649077296257,4.75552797317505
18,1978,7.39200019836426,26.261100769043,1.26429998874664,114.974998474121,2.00039839744568,3.26808881759644,0.234518602490425,4.74471473693848
18,1979,7.19799995422363,25.752799987793,1.353600025177,111.824996948242,1.97380316257477,3.24854326248169,0.302767723798752,4.71693515777588
18,1980,6.87200021743774,24.3197994232178,1.56719994544983,106.675003051758,1.92745518684387,3.19129085540771,0.449290543794632,4.66978693008423
18,1981,6.13100004196167,24.3180999755859,1.3429000377655,97.3000030517578,1.81335783004761,3.19122099876404,0.294831484556198,4.57779884338379
18,1982,5.78499984741211,26.5473003387451,1.13849997520447,89.5250015258789,1.75526833534241,3.27892804145813,0.129711583256721,4.49451780319214
18,1983,5.48699998855591,26.5930004119873,0.960300028324127,89.5999984741211,1.70238161087036,3.28064799308777,-0.0405095145106316,4.49535512924194
19,1976,23.5310001373291,34.0204010009766,5.47620010375977,116.400001525879,3.15831875801086,3.5269603729248,1.70041143894196,4.75703239440918
19,1977,22.5209999084473,30.3190994262695,5.06559991836548,115.699996948242,3.1144483089447,3.41177797317505,1.62247252464294,4.75100040435791
19,1978,21.8659992218018,29.1919994354248,5.09759998321533,112.800003051758,3.08493280410767,3.37389469146729,1.62876987457275,4.72561645507812
19,1979,21.0669994354248,28.6364994049072,5.71960020065308,108.900001525879,3.0477077960968,3.35468220710754,1.74389886856079,4.69043016433716
19,1980,19.238000869751,29.7143993377686,4.99720001220703,100.0,2.9568874835968,3.39163184165955,1.60887777805328,4.60517024993896
19,1981,16.2479991912842,31.3374996185303,4.66389989852905,89.1999969482422,2.78796982765198,3.44481539726257,1.53985202312469,4.49088096618652
19,1982,14.9280004501343,33.8527984619141,4.14289999008179,90.5,2.70323872566223,3.52202177047729,1.42139601707458,4.50534963607788
20,1977,1.05299997329712,28.0450000762939,0.138600006699562,116.224998474121,0.0516432076692581,3.33381032943726,-1.97616314888,4.75552797317505
20,1978,1.11699998378754,26.5631999969482,0.160600006580353,114.974998474121,0.11064650863409,3.27952671051025,-1.82883846759796,4.74471473693848
20,1979,1.125,25.6042003631592,0.16949999332428,111.824996948242,0.117783032357693,3.24275636672974,-1.77490234375,4.71693515777588
20,1980,1.03999996185303,25.660400390625,0.240099996328354,106.675003051758,0.0392206758260727,3.24494886398315,-1.42669975757599,4.66978693008423
20,1981,0.995000004768372,25.4899997711182,0.213200002908707,97.3000030517578,-0.0050125368870794,3.23828625679016,-1.54552459716797,4.57779884338379
20,1982,0.922999978065491,25.5370006561279,0.201700001955032,89.5250015258789,-0.0801260694861412,3.24012851715088,-1.6009738445282,4.49451780319214
20,1983,0.907999992370605,26.4244003295898,0.187600001692772,89.5999984741211,-0.0965109094977379,3.27428793907166,-1.67344319820404,4.49535512924194
21,1977,1.99100005626678,29.6870002746582,0.429100006818771,116.224998474121,0.68863707780838,3.39070916175842,-0.846065282821655,4.75552797317505
21,1978,2.6710000038147,28.1284008026123,0.537800014019012,114.974998474121,0.982452929019928,3.33677983283997,-0.620268523693085,4.74471473693848
21,1979,2.93700003623962,26.5734004974365,0.569199979305267,111.824996948242,1.07738864421844,3.27991080284119,-0.563523471355438,4.71693515777588
21,1980,3.01500010490417,25.5461006164551,0.657500028610229,106.675003051758,1.10359990596771,3.24048471450806,-0.419310480356216,4.66978693008423
21,1981,2.70099997520447,25.4197998046875,0.597199976444244,97.3000030517578,0.993622064590454,3.23552846908569,-0.515503227710724,4.57779884338379
21,1982,1.81700003147125,27.2402000427246,0.493400007486343,89.5250015258789,0.597186803817749,3.30469393730164,-0.706435084342957,4.49451780319214
21,1983,1.63100004196167,28.7047004699707,0.404199987649918,89.5999984741211,0.489193350076675,3.35706090927124,-0.905845522880554,4.49535512924194
22,1976,1.39999997615814,28.559700012207,0.181600004434586,116.400001525879,0.33647221326828,3.35199666023254,-1.70594882965088,4.75703239440918
22,1977,1.45299994945526,25.0014991760254,0.183400005102158,115.699996948242,0.373630344867706,3.21893572807312,-1.69608569145203,4.75100040435791
22,1978,1.52499997615814,23.4358005523682,0.181199997663498,112.800003051758,0.421994388103485,3.15426468849182,-1.7081538438797,4.72561645507812
22,1979,1.55900001525879,23.1201992034912,0.199699997901917,108.900001525879,0.444044589996338,3.14070677757263,-1.61093902587891,4.69043016433716
22,1980,1.54799997806549,23.2600002288818,0.1858000010252,100.0,0.436963766813278,3.14673519134521,-1.68308448791504,4.60517024993896
22,1981,1.33899998664856,20.0583000183105,0.151099994778633,89.1999969482422,0.291923046112061,2.99864292144775,-1.88981342315674,4.49088096618652
22,1982,1.03100001811981,21.1448993682861,0.131999999284744,90.5,0.030529223382473,3.05139875411987,-2.02495336532593,4.50534963607788
23,1976,10.5550003051758,32.5069999694824,1.33050000667572,116.400001525879,2.35659980773926,3.4814555644989,0.285554826259613,4.75703239440918
23,1977,10.0950002670288,28.9027004241943,1.35570001602173,115.699996948242,2.31204032897949,3.3639349937439,0.304317951202393,4.75100040435791
23,1978,8.89999961853027,26.8582992553711,1.59650003910065,112.800003051758,2.1860511302948,3.29057478904724,0.467813760042191,4.72561645507812
23,1979,8.53899955749512,27.1606998443604,1.28849995136261,108.900001525879,2.14464378356934,3.30177116394043,0.253478705883026,4.69043016433716
23,1980,6.44799995422363,28.3155002593994,1.1389000415802,100.0,1.86377000808716,3.34340929985046,0.13006292283535,4.60517024993896
23,1981,5.40500020980835,26.896900177002,0.878400027751923,89.1999969482422,1.68732452392578,3.29201102256775,-0.129653170704842,4.49088096618652
23,1982,4.70900011062622,29.2119007110596,0.763700008392334,90.5,1.54947555065155,3.37457609176636,-0.269580215215683,4.50534963607788
24,1976,1.67400002479553,27.5897998809814,0.38629999756813,116.400001525879,0.515215992927551,3.31744623184204,-0.951140999794006,4.75703239440918
24,1977,1.77999997138977,24.638599395752,0.410400003194809,115.699996948242,0.576613366603851,3.20431423187256,-0.890622973442078,4.75100040435791
24,1978,1.81700003147125,23.638599395752,0.493600010871887,112.800003051758,0.597186803817749,3.16288089752197,-0.706029772758484,4.72561645507812
24,1979,1.79499995708466,23.5118007659912,0.490799993276596,108.900001525879,0.585004985332489,3.15750241279602,-0.711718559265137,4.69043016433716
24,1980,1.7150000333786,23.6963005065918,0.44650000333786,100.0,0.539413094520569,3.16531896591187,-0.806315898895264,4.60517024993896
24,1981,1.29499995708466,22.0785999298096,0.341199994087219,89.1999969482422,0.258510649204254,3.09460878372192,-1.07528650760651,4.49088096618652
24,1982,1.20799994468689,28.113899230957,0.315699994564056,90.5,0.188966050744057,3.33626413345337,-1.15296292304993,4.50534963607788
25,1976,0.772000014781952,34.4998016357422,0.061599999666214,116.400001525879,-0.258770704269409,3.54095363616943,-2.7870934009552,4.75703239440918
25,1977,0.787999987602234,30.2070999145508,0.0636000037193298,115.699996948242,-0.238257199525833,3.40807700157166,-2.7551417350769,4.75100040435791
25,1978,0.819999992847443,29.8638000488281,0.0703999996185303,112.800003051758,-0.198450952768326,3.39664697647095,-2.65356206893921,4.72561645507812
25,1979,0.820999979972839,28.6674995422363,0.0957999974489212,108.900001525879,-0.197232186794281,3.35576415061951,-2.34549260139465,4.69043016433716
25,1980,0.828000009059906,27.4258995056152,0.0842999964952469,100.0,-0.188742116093636,3.31148791313171,-2.47337341308594,4.60517024993896
25,1981,0.810999989509583,23.2423992156982,0.068000003695488,89.1999969482422,-0.209487244486809,3.14597821235657,-2.68824744224548,4.49088096618652
25,1982,0.741999983787537,27.2418003082275,0.0570000000298023,90.5,-0.298406064510345,3.30475258827209,-2.8647038936615,4.50534963607788
26,1976,3.08599996566772,29.1520004272461,0.502799987792969,116.400001525879,1.12687575817108,3.37252354621887,-0.687562823295593,4.75703239440918
26,1977,3.30100011825562,26.4332008361816,0.546199977397919,115.699996948242,1.19422543048859,3.27462077140808,-0.604770123958588,4.75100040435791
26,1978,3.37899994850159,26.1042995452881,0.603999972343445,112.800003051758,1.21757984161377,3.26209998130798,-0.504181146621704,4.72561645507812
26,1979,3.31900000572205,24.925199508667,0.558899998664856,108.900001525879,1.19966351985931,3.21587920188904,-0.581784725189209,4.69043016433716
26,1980,3.1340000629425,25.3076992034912,0.58950001001358,100.0,1.14231014251709,3.23110866546631,-0.528480529785156,4.60517024993896
26,1981,2.71000003814697,26.4594993591309,0.475499987602234,89.1999969482422,0.996948659420013,3.27561521530151,-0.743388414382935,4.49088096618652
26,1982,2.50500011444092,27.2863006591797,0.543699979782104,90.5,0.918288767337799,3.30638480186462,-0.609357714653015,4.50534963607788
27,1978,6.57499980926514,25.9762001037598,1.74539995193481,112.800003051758,1.8832745552063,3.25718069076538,0.556983709335327,4.72561645507812
27,1979,6.3769998550415,25.7280006408691,1.89709997177124,108.900001525879,1.85269773006439,3.24757981300354,0.640326380729675,4.69043016433716
27,1980,5.7519998550415,26.0471000671387,1.67840003967285,100.0,1.74954760074615,3.25990653038025,0.517840981483459,4.60517024993896
27,1981,4.86999988555908,25.9297008514404,1.59089994430542,89.1999969482422,1.58309388160706,3.25538897514343,0.464299857616425,4.49088096618652
27,1982,4.40500020980835,27.8164005279541,1.4753999710083,90.5,1.48274028301239,3.32562589645386,0.388929128646851,4.50534963607788
27,1983,7.33400011062622,19.286600112915,1.43900001049042,86.9000015258789,1.99252104759216,2.95941066741943,0.363948434591293,4.46475791931152
27,1984,7.14499998092651,32.0387992858887,1.40520000457764,87.4000015258789,1.96641278266907,3.46694755554199,0.340179651975632,4.47049522399902
28,1977,0.619000017642975,13.2328996658325,0.0335999988019466,93.9499969482422,-0.479649990797043,2.58270621299744,-3.39322924613953,4.54276275634766
28,1978,0.726000010967255,13.6600999832153,0.0395000018179417,98.1999969482422,-0.320205241441727,2.61447906494141,-3.23145461082458,4.58700609207153
28,1979,0.773000001907349,14.4507999420166,0.043699998408556,102.566703796387,-0.2574762403965,2.67074966430664,-3.13040709495544,4.63051319122314
28,1980,0.708999991416931,14.4125003814697,0.0573999993503094,102.016700744629,-0.343899756669998,2.66809582710266,-2.85771107673645,4.62513637542725
28,1981,0.651000022888184,15.0915002822876,0.0542999990284443,99.49169921875,-0.429245591163635,2.71413159370422,-2.91323113441467,4.60007429122925
28,1982,0.521000027656555,16.3743991851807,0.0441999994218349,94.25830078125,-0.652005195617676,2.79571914672852,-3.11903047561646,4.54603910446167
28,1983,0.497000008821487,17.1371994018555,0.0395999997854233,99.0582962036133,-0.699165225028992,2.84125161170959,-3.22892618179321,4.59570837020874
29,1977,1.11000001430511,28.0151996612549,0.124200001358986,95.6999969482422,0.104360029101372,3.33274722099304,-2.085862159729,4.56121826171875
29,1978,1.13900005817413,28.0713996887207,0.139400005340576,100.199996948242,0.130150735378265,3.33475136756897,-1.97040772438049,4.60716819763184
29,1979,1.19599997997284,28.7446002960205,0.164900004863739,102.400001525879,0.178982645273209,3.35844993591309,-1.80241596698761,4.62888669967651
29,1980,1.23599994182587,29.1317005157471,0.159299999475479,101.099998474121,0.211880311369896,3.37182688713074,-1.83696603775024,4.61611032485962
29,1981,1.05400002002716,29.6306991577148,0.140699997544289,96.9499969482422,0.0525924675166607,3.38881087303162,-1.96112537384033,4.57419538497925
29,1982,0.939000010490417,30.7194004058838,0.137600004673004,96.0500030517578,-0.0629397854208946,3.42489433288574,-1.98340427875519,4.56486892700195
29,1983,0.91100001335144,33.2513999938965,0.140100002288818,103.349998474121,-0.093212366104126,3.50409698486328,-1.96539878845215,4.63812112808228
