unit_id,coord_i,coord_j,beta_1,beta_2,beta_3,beta_4,alpha
96,7,7,1.968994140625,1.4666666666666668,1.5,0.0,17.840092746849468
97,7,8,1.984375,1.5,1.5,0.0,21.138145959682596
98,7,9,1.968994140625,1.5333333333333332,1.5,0.0,24.663564011715266
99,7,10,1.9228515625,1.5666666666666667,1.5,0.0,28.43202123164027
100,7,11,1.845947265625,1.6,1.5,0.0,32.46027252235366
101,7,12,1.73828125,1.6333333333333333,1.5,0.0,36.76622785477404
102,7,13,1.599853515625,1.6666666666666665,1.5,0.0,41.36903189719904
103,7,14,1.4306640625,1.7,1.5,0.0,46.289149134238635
104,7,15,1.230712890625,1.7333333333333334,1.5,0.0,51.548454853771354
105,8,1,1.234375,1.3,1.5,0.0,2.0681731724173913
106,8,2,1.4375,1.3333333333333333,1.5,0.0,4.27892435387168
107,8,3,1.609375,1.3666666666666667,1.5,0.0,6.642082744805096
108,8,4,1.75,1.4,1.5,0.0,9.168155161948565
109,8,5,1.859375,1.4333333333333333,1.5,0.0,11.868372752582685
110,8,6,1.9375,1.4666666666666668,1.5,0.0,14.75474092923811
111,8,7,1.984375,1.5,1.5,0.0,17.840092746849468
112,8,8,2.0,1.5333333333333332,1.5,0.0,21.138145959682596
113,8,9,1.984375,1.5666666666666667,1.5,0.0,24.663564011715266
114,8,10,1.9375,1.6,1.5,0.0,28.43202123164027
115,8,11,1.859375,1.6333333333333333,1.5,0.0,32.46027252235366
116,8,12,1.75,1.6666666666666665,1.5,0.0,36.76622785477404
117,8,13,1.609375,1.7,1.5,0.0,41.36903189719904
118,8,14,1.4375,1.7333333333333334,1.5,0.0,46.289149134238635
119,8,15,1.234375,1.7666666666666666,1.5,0.0,51.548454853771354
120,9,1,1.230712890625,1.3333333333333333,1.5,0.0,2.0681731724173913
121,9,2,1.4306640625,1.3666666666666667,1.5,0.0,4.27892435387168
122,9,3,1.599853515625,1.4,1.5,0.0,6.642082744805096
123,9,4,1.73828125,1.4333333333333333,1.5,0.0,9.168155161948565
124,9,5,1.845947265625,1.4666666666666668,1.5,0.0,11.868372752582685
125,9,6,1.9228515625,1.5,1.5,0.0,14.75474092923811
126,9,7,1.968994140625,1.5333333333333332,1.5,0.0,17.840092746849468
127,9,8,1.984375,1.5666666666666667,1.5,0.0,21.138145959682596
128,9,9,1.968994140625,1.6,1.5,0.0,24.663564011715266
129,9,10,1.9228515625,1.6333333333333333,1.5,0.0,28.43202123164027
130,9,11,1.845947265625,1.6666666666666665,1.5,0.0,32.46027252235366
131,9,12,1.73828125,1.7,1.5,0.0,36.76622785477404
132,9,13,1.599853515625,1.7333333333333334,1.5,0.0,41.36903189719904
133,9,14,1.4306640625,1.7666666666666666,1.5,0.0,46.289149134238635
134,9,15,1.230712890625,1.8,1.5,0.0,51.548454853771354
135,10,1,1.2197265625,1.3666666666666667,1.5,0.0,2.0681731724173913
136,10,2,1.41015625,1.4,1.5,0.0,4.27892435387168
137,10,3,1.5712890625,1.4333333333333333,1.5,0.0,6.642082744805096
138,10,4,1.703125,1.4666666666666668,1.5,0.0,9.168155161948565
139,10,5,1.8056640625,1.5,1.5,0.0,11.868372752582685
140,10,6,1.87890625,1.5333333333333332,1.5,0.0,14.75474092923811
141,10,7,1.9228515625,1.5666666666666667,1.5,0.0,17.840092746849468
142,10,8,1.9375,1.6,1.5,0.0,21.138145959682596
143,10,9,1.9228515625,1.6333333333333333,1.5,0.0,24.663564011715266
144,10,10,1.87890625,1.6666666666666665,1.5,0.0,28.43202123164027
145,10,11,1.8056640625,1.7,1.5,0.0,32.46027252235366
146,10,12,1.703125,1.7333333333333334,1.5,0.0,36.76622785477404
147,10,13,1.5712890625,1.7666666666666666,1.5,0.0,41.36903189719904
148,10,14,1.41015625,1.8,1.5,0.0,46.289149134238635
149,10,15,1.2197265625,1.8333333333333335,1.5,0.0,51.548454853771354
150,11,1,1.201416015625,1.4,1.5,0.0,2.0681731724173913
151,11,2,1.3759765625,1.4333333333333333,1.5,0.0,4.27892435387168
152,11,3,1.523681640625,1.4666666666666668,1.5,0.0,6.642082744805096
153,11,4,1.64453125,1.5,1.5,0.0,9.168155161948565
154,11,5,1.738525390625,1.5333333333333332,1.5,0.0,11.868372752582685
155,11,6,1.8056640625,1.5666666666666667,1.5,0.0,14.75474092923811
156,11,7,1.845947265625,1.6,1.5,0.0,17.840092746849468
157,11,8,1.859375,1.6333333333333333,1.5,0.0,21.138145959682596
158,11,9,1.845947265625,1.6666666666666665,1.5,0.0,24.663564011715266
159,11,10,1.8056640625,1.7,1.5,0.0,28.43202123164027
160,11,11,1.738525390625,1.7333333333333334,1.5,0.0,32.46027252235366
161,11,12,1.64453125,1.7666666666666666,1.5,0.0,36.76622785477404
162,11,13,1.523681640625,1.8,1.5,0.0,41.36903189719904
163,11,14,1.3759765625,1.8333333333333335,1.5,0.0,46.289149134238635
164,11,15,1.201416015625,1.8666666666666667,1.5,0.0,51.548454853771354
165,12,1,1.17578125,1.4333333333333333,1.5,0.0,2.0681731724173913
166,12,2,1.328125,1.4666666666666668,1.5,0.0,4.27892435387168
167,12,3,1.45703125,1.5,1.5,0.0,6.642082744805096
168,12,4,1.5625,1.5333333333333332,1.5,0.0,9.168155161948565
169,12,5,1.64453125,1.5666666666666667,1.5,0.0,11.868372752582685
170,12,6,1.703125,1.6,1.5,0.0,14.75474092923811
171,12,7,1.73828125,1.6333333333333333,1.5,0.0,17.840092746849468
172,12,8,1.75,1.6666666666666665,1.5,0.0,21.138145959682596
173,12,9,1.73828125,1.7,1.5,0.0,24.663564011715266
174,12,10,1.703125,1.7333333333333334,1.5,0.0,28.43202123164027
175,12,11,1.64453125,1.7666666666666666,1.5,0.0,32.46027252235366
176,12,12,1.5625,1.8,1.5,0.0,36.76622785477404
177,12,13,1.45703125,1.8333333333333335,1.5,0.0,41.36903189719904
178,12,14,1.328125,1.8666666666666667,1.5,0.0,46.289149134238635
179,12,15,1.17578125,1.9,1.5,0.0,51.548454853771354
180,13,1,1.142822265625,1.4666666666666668,1.5,0.0,2.0681731724173913
181,13,2,1.2666015625,1.5,1.5,0.0,4.27892435387168
182,13,3,1.371337890625,1.5333333333333332,1.5,0.0,6.642082744805096
183,13,4,1.45703125,1.5666666666666667,1.5,0.0,9.168155161948565
184,13,5,1.523681640625,1.6,1.5,0.0,11.868372752582685
185,13,6,1.5712890625,1.6333333333333333,1.5,0.0,14.75474092923811
186,13,7,1.599853515625,1.6666666666666665,1.5,0.0,17.840092746849468
187,13,8,1.609375,1.7,1.5,0.0,21.138145959682596
188,13,9,1.599853515625,1.7333333333333334,1.5,0.0,24.663564011715266
189,13,10,1.5712890625,1.7666666666666666,1.5,0.0,28.43202123164027
190,13,11,1.523681640625,1.8,1.5,0.0,32.46027252235366
191,13,12,1.45703125,1.8333333333333335,1.5,0.0,36.76622785477404
192,13,13,1.371337890625,1.8666666666666667,1.5,0.0,41.36903189719904
193,13,14,1.2666015625,1.9,1.5,0.0,46.289149134238635
194,13,15,1.142822265625,1.9333333333333333,1.5,0.0,51.548454853771354
195,14,1,1.1025390625,1.5,1.5,0.0,2.0681731724173913
196,14,2,1.19140625,1.5333333333333332,1.5,0.0,4.27892435387168
197,14,3,1.2666015625,1.5666666666666667,1.5,0.0,6.642082744805096
198,14,4,1.328125,1.6,1.5,0.0,9.168155161948565
199,14,5,1.3759765625,1.6333333333333333,1.5,0.0,11.868372752582685
200,14,6,1.41015625,1.6666666666666665,1.5,0.0,14.75474092923811
201,14,7,1.4306640625,1.7,1.5,0.0,17.840092746849468
202,14,8,1.4375,1.7333333333333334,1.5,0.0,21.138145959682596
203,14,9,1.4306640625,1.7666666666666666,1.5,0.0,24.663564011715266
204,14,10,1.41015625,1.8,1.5,0.0,28.43202123164027
205,14,11,1.3759765625,1.8333333333333335,1.5,0.0,32.46027252235366
206,14,12,1.328125,1.8666666666666667,1.5,0.0,36.76622785477404
207,14,13,1.2666015625,1.9,1.5,0.0,41.36903189719904
208,14,14,1.19140625,1.9333333333333333,1.5,0.0,46.289149134238635
209,14,15,1.1025390625,1.9666666666666668,1.5,0.0,51.548454853771354
210,15,1,1.054931640625,1.5333333333333332,1.5,0.0,2.0681731724173913
211,15,2,1.1025390625,1.5666666666666667,1.5,0.0,4.27892435387168
212,15,3,1.142822265625,1.6,1.5,0.0,6.642082744805096
213,15,4,1.17578125,1.6333333333333333,1.5,0.0,9.168155161948565
214,15,5,1.201416015625,1.6666666666666665,1.5,0.0,11.868372752582685
215,15,6,1.2197265625,1.7,1.5,0.0,14.75474092923811
216,15,7,1.230712890625,1.7333333333333334,1.5,0.0,17.840092746849468
217,15,8,1.234375,1.7666666666666666,1.5,0.0,21.138145959682596
218,15,9,1.230712890625,1.8,1.5,0.0,24.663564011715266
219,15,10,1.2197265625,1.8333333333333335,1.5,0.0,28.43202123164027
220,15,11,1.201416015625,1.8666666666666667,1.5,0.0,32.46027252235366
221,15,12,1.17578125,1.9,1.5,0.0,36.76622785477404
222,15,13,1.142822265625,1.9333333333333333,1.5,0.0,41.36903189719904
223,15,14,1.1025390625,1.9666666666666668,1.5,0.0,46.289149134238635
224,15,15,1.054931640625,2.0,1.5,0.0,51.548454853771354
