country_id,year,ln_co2,ln_gdp,ln_gdp_sq,ln_gdp_cb,fossil_fuel,renewable,urban,globalization,pop_density,democracy,corruption,industry,services,trade,fdi,credit
36,1995,-19.753962,7.8279648,61.277031,479.67444,28.694633,34.992188,36.414185,28.429842,144.05611,-.12028779,0,28.381807,29.372541,40.93433,5.8733168,18.539152
59,1995,-18.961683,7.8129716,61.042526,476.92352,29.339525,27.810303,57.089821,51.390465,30.254118,.92588907,50.157478,26.860933,25.227098,65.251709,-2.5852766,34.129066
4,1995,-19.267452,11.390288,129.73866,1477.7609,53.460503,14.750281,72.264526,52.856758,447.63077,3.0511186,55.319294,29.366463,52.770073,49.880375,4.1530662,61.399586
2,1995,-18.570969,9.9376554,98.756996,981.41302,63.513111,19.091398,55.524887,58.69693,32.298462,4.3679466,96.21843,22.774702,37.477158,77.815979,2.647959,43.613022
15,1995,-20.631546,7.9723082,63.557697,506.70154,28.249828,36.418198,28.483843,42.821587,9.7727251,-3.7891705,11.33529,23.304003,37.572224,22.412607,2.9344337,35.758553
40,1995,-17.979094,10.761137,115.80207,1246.162,55.688896,19.786592,70.736534,69.320122,173.40375,1.6950748,32.289429,26.587353,57.770264,54.164642,2.4541419,53.22282
41,1995,-18.373871,10.116987,102.35343,1035.5083,87.303917,18.543118,65.410156,57.377136,205.45865,8.4305143,22.360884,18.598114,37.267948,93.272926,5.7039561,51.502728
7,1995,-18.226757,11.340649,128.61031,1458.5244,82.22728,9.0838299,52.64497,80.48632,17.492266,-3.0765867,75.796227,33.525059,54.935284,89.934174,12.521293,94.35862
12,1995,-18.046005,10.424946,108.6795,1132.9779,56.048447,2.5245819,61.851437,46.255726,61.758045,7.3552184,51.68063,33.646187,47.272236,98.308098,2.4131997,47.300674
24,1995,-19.287773,7.2786527,52.978786,385.61417,32.909603,53.020763,30.075783,46.468704,88.795593,6.638341,63.150734,21.670145,45.848156,47.405109,.20266868,44.914402
25,1995,-19.388027,8.1419973,66.292122,539.75024,56.517456,47.386639,36.542633,55.786777,745.31439,5.9576659,100,23.764048,38.121006,57.237438,-1.9140375,35.938274
47,1995,-19.699068,7.7023854,59.32674,456.95743,40.362423,22.767559,55.167709,49.847721,83.003838,-3.2505536,95.039047,20.102631,21.159922,46.421547,5.3217716,47.472469
16,1995,-19.395962,7.2472672,52.522884,380.64737,33.44751,38.543842,52.727108,38.174129,113.65799,-1.154162,58.348122,22.320276,38.592739,65.6138,4.6897135,20.224672
42,1995,-18.56987,9.4079018,88.508614,832.68036,61.143642,16.042778,54.959404,39.633766,125.67786,8.4989529,62.966393,16.074049,34.352982,81.377647,5.4991636,52.917542
10,1995,-17.765062,11.330275,128.37512,1454.5254,87.26104,14.921494,59.363342,85.655952,22.715893,1.823951,84.056671,28.852386,56.636135,71.043709,-1.3426198,65.973206
66,1995,-19.008673,8.9744873,80.54142,722.81799,69.959198,21.36898,40.173512,48.193916,12.449177,.58245331,19.467243,24.69997,42.201954,51.683285,-.95190722,21.313366
11,1995,-19.867905,7.6678371,58.795727,450.83606,41.509819,43.119675,41.021767,41.554081,95.577957,5.7198682,78.2061,25.587254,43.108284,41.749027,10.766459,49.628616
62,1995,-17.613861,11.088857,122.96275,1363.5162,86.947449,5.4309335,69.818352,68.826721,56.383205,-.84852701,69.84465,27.890945,54.661827,85.290604,2.8603535,74.106972
35,1995,-19.974327,8.0391502,64.627937,519.55371,45.113625,33.653976,26.544996,51.752342,28.758541,-1.2911689,90.960411,21.208286,21.567307,43.950417,8.2711563,19.326899
51,1995,-19.502136,10.066255,101.32948,1020.0084,54.820133,21.360949,55.320648,63.093918,20.342884,4.631628,24.367266,21.503479,37.478134,58.908554,3.3418841,63.227985
39,1995,-19.93614,7.8096724,60.990982,476.31958,39.310303,26.286383,30.276018,32.768135,246.03082,9.2271242,60.069984,14.032902,35.600555,68.483704,3.783711,34.642876
78,1995,-19.237761,11.450706,131.11865,1501.4011,81.087646,29.492479,51.622902,71.296471,18.541117,-3.816499,4.9142628,30.722603,54.099781,77.398361,1.4734128,54.661247
50,1995,-19.757923,7.4305992,55.213806,410.27167,41.293694,30.119595,33.409298,59.122761,12.3777,-2.3082469,17.580284,16.210573,37.386173,67.470078,1.0864168,11.329911
45,1995,-18.692135,8.203351,67.294968,552.04425,37.868404,37.047699,41.616447,46.023689,43.862984,3.5054514,43.867481,23.302208,30.360893,28.014942,-1.8700773,31.261408
58,1995,-19.447508,8.5990028,73.942848,635.83478,41.004593,38.042675,48.835598,42.371067,42.81052,2.8453088,50.644745,14.106853,44.585888,75.137657,4.2718325,50.590645
27,1995,-18.768835,10.962514,120.17671,1317.4388,73.052765,17.461218,72.184265,70.575638,147.97365,-.9590075,5.717494,24.660116,46.192158,59.004307,12.755469,43.339935
70,1995,-18.354975,9.8658686,97.335365,960.29791,82.326775,17.419582,45.994877,66.810455,43.220173,3.1060362,85.460205,26.031389,35.342556,72.321373,-3.4194884,82.649879
46,1995,-18.771502,8.5861692,73.722305,632.99219,52.791096,21.906443,27.726683,67.390053,39.739033,3.5472145,6.2198792,16.157347,36.859844,61.503197,5.3990555,54.048603
76,1995,-19.866306,8.2673063,68.348351,565.05676,49.668957,46.646072,25.371838,50.957664,6.4382391,-3.2556252,91.92646,31.604429,39.028553,63.151348,3.7717757,51.345123
68,1995,-20.051931,9.3100891,86.677757,806.97766,42.487919,25.714859,38.47377,53.191071,33.776566,1.2947685,82.413033,21.182657,44.807602,88.318848,9.1006556,50.492699
22,1995,-20.318558,7.9305291,62.893291,498.77707,33.501995,35.333515,44.173779,42.954636,129.2124,4.7974854,71.031876,16.402136,26.93874,50.550945,8.7836733,32.628368
34,1995,-20.60848,8.2306614,67.74379,557.57617,38.910118,32.355541,19.62822,52.562344,371.85767,2.5694375,96.34494,23.357082,35.321823,68.201149,-5.4016218,54.901806
61,1995,-17.487875,9.6958933,94.010345,911.51428,66.543282,25.340925,57.785828,56.407661,85.522095,8.0839205,55.07663,36.611485,44.080936,90.461723,-2.1239307,62.462467
38,1995,-19.423677,8.7944593,77.342514,680.18561,47.95541,26.694262,43.654808,51.12389,23.470924,-3.0501986,91.719292,28.457373,26.274323,65.034447,-.22156622,39.458866
50,1996,-19.40402,7.5202494,56.55415,425.3013,45.07066,32.610859,34.575001,57.858414,16.818165,-1.4978745,7.9800806,15.711716,36.202354,61.637329,3.7529781,13.771698
59,1996,-19.036398,7.9169383,62.677914,496.21716,29.12924,25.124144,55.591423,50.718658,25.440954,1.4404562,48.208942,25.523411,24.705832,68.448837,-2.517283,37.936775
40,1996,-18.386948,10.740232,115.35257,1238.9133,55.547073,20.580694,71.61924,71.483101,185.6537,1.7338667,31.5273,25.921865,60.322639,60.754135,5.2015972,54.31131
28,1996,-18.288918,11.516458,132.6288,1527.4139,93.963951,17.140335,75.159058,66.686615,20.93133,1.7431582,40.880249,28.998507,48.027596,61.173973,-2.444423,81.531487
53,1996,-19.017248,9.0583782,82.054214,743.27814,57.922001,15.155583,27.904705,51.50502,41.610985,10,6.4831882,19.187607,46.550152,76.276138,6.2462287,47.327595
47,1996,-19.662374,7.7119713,59.474503,458.66565,38.302544,20.032104,53.830841,46.862747,82.052582,-2.9155748,95.310623,19.757088,21.775087,46.061359,3.7677732,44.214882
22,1996,-20.185537,7.8563128,61.721649,484.90457,35.774239,35.55835,43.110363,36.929077,124.59195,5.3795552,74.66378,16.461637,24.554701,55.705139,7.8547597,31.592274
19,1996,-18.330868,10.556324,111.43597,1176.3542,66.629562,18.595078,60.170139,67.80481,477.39813,-.49540201,76.651871,32.592598,53.405807,73.946053,-1.9780536,50.470234
20,1996,-18.797558,8.6768923,75.28846,653.26984,40.381916,33.251648,52.117821,56.99675,12.613873,-2.7249725,29.421322,25.834213,42.622875,64.508842,8.3525667,48.278496
23,1996,-19.920269,7.3331866,53.775627,394.34671,29.099991,49.69072,31.367561,44.721889,13.16941,10,91.806618,20.981167,38.323807,40.399963,-.64510375,32.852467
38,1996,-19.467997,8.7909594,77.280968,679.37384,47.332306,30.002932,47.230648,52.654213,17.65871,-2.6865008,88.407616,30.063799,26.307005,55.045353,2.3155141,41.361835
17,1996,-19.925552,8.5369425,72.879387,622.16711,58.605865,42.472092,48.525078,51.952789,4.9500217,-1.3673793,65.285187,29.744755,38.815891,76.081718,9.1806946,49.169224
66,1996,-18.618311,8.9806404,80.651901,724.30573,67.402481,24.550861,43.050056,43.095451,17.061514,.56378967,8.1127701,30.544411,42.222435,64.909103,2.4793785,31.182283
11,1996,-19.628088,7.8251534,61.233025,479.15781,37.35041,40.313473,39.433899,42.236881,102.34946,5.9493203,81.518051,22.858763,43.790028,37.395748,7.9823408,57.494396
33,1996,-18.051958,10.785059,116.3175,1254.4911,71.922722,5.4932313,77.289658,83.373001,86.310684,3.1455398,17.470753,34.014435,51.60424,69.050537,.093945131,76.885246
18,1996,-19.730274,7.1522369,51.154491,365.86905,21.504025,47.010437,38.080688,45.100563,53.739117,8.669837,32.699936,19.892355,33.967144,48.602955,-2.8219421,35.812138
79,1996,-18.136202,10.862919,118.00301,1281.8571,68.08091,13.579448,80.756599,61.805855,101.01133,-4.0923729,36.867947,40.140804,52.783611,76.942886,4.6322293,62.773079
43,1996,-19.092621,7.0777092,50.093967,354.55054,14.554574,30.1339,22.125753,38.571301,1,-2.8573308,0,27.330482,42.19957,49.156769,4.5197649,37.404434
57,1996,-18.925758,9.5493107,91.189331,870.79529,82.086929,31.103718,48.169025,49.739265,9.921751,1.5312023,83.59819,39.140179,32.836491,56.673519,3.1114111,37.343189
34,1996,-20.700899,8.2688637,68.374107,565.37616,42.56023,34.565517,15.951736,58.403503,366.62473,3.1701112,98.914719,24.30969,34.116943,64.755165,1.121711,60.424492
15,1996,-20.547039,8.0854702,65.374832,528.58624,29.849234,37.808216,29.976368,49.871033,6.5958934,-3.3148434,11.501939,25.130093,39.111107,29.796175,3.33634,24.844692
39,1996,-19.702122,7.8401341,61.467705,481.91504,38.085655,28.118996,31.653337,34.290482,244.49072,9.1463909,56.033119,11.943586,34.267704,60.209202,.26046371,30.808714
51,1996,-19.318054,10.043532,100.87254,1013.1166,51.960846,19.002472,55.06197,69.183044,22.024996,5.3653736,28.377851,24.901545,38.361931,60.461029,2.4596403,70.962158
5,1996,-17.405981,9.6741266,93.588722,905.38916,57.507713,10.739927,47.652832,67.294586,7.1926961,6.6684232,34.452843,21.499325,46.759235,61.959534,.17564461,51.856068
29,1996,-19.900936,8.3188534,69.203323,575.69226,42.238598,36.367397,49.235191,58.276154,79.038544,-4.6596727,11.60476,17.780466,34.097256,78.990791,3.6870885,41.756805
73,1996,-18.905323,9.5247326,90.720528,864.08881,49.475159,38.789318,38.797043,48.959423,131.93484,-4.0618954,70.066315,28.16678,42.937511,76.503471,10.31698,26.370655
42,1996,-18.661268,9.4412146,89.136536,841.55713,63.989281,16.210417,52.8223,45.673843,131.151,7.4335446,67.225151,14.860539,32.483952,89.824509,7.7999334,54.319031
7,1996,-18.314478,11.347812,128.77283,1461.2898,89.260101,12.980264,51.139465,76.91523,11.049673,-2.3984897,78.461357,25.750004,56.275723,94.544144,13.234342,90.214088
70,1996,-18.391731,9.9354477,98.71312,980.75903,78.389656,19.296288,46.78133,58.40731,42.309521,3.5134437,86.383598,25.990879,38.348003,84.562393,-.13132067,89.946587
36,1996,-20.323954,7.9578738,63.327755,503.95428,20.596842,36.779995,38.195793,36.672829,146.80664,.26472297,6.2161441,22.745155,26.323792,51.727657,6.9121833,27.450115
77,1996,-18.537384,11.434504,130.74788,1495.037,94.16407,11.928671,73.785713,63.041229,1338.2609,-1.8675963,44.171307,31.096272,57.512283,79.547554,5.3128681,69.981743
72,1996,-18.636198,7.4799614,55.949821,418.5025,44.51675,41.397255,49.147594,39.952885,22.317383,3.8545594,22.53023,18.36866,35.560879,38.253265,3.5339675,38.936085
26,1996,-18.067009,9.9339304,98.682976,980.30981,76.556152,17.262199,46.47226,71.294167,67.352768,3.5177963,33.058239,22.430111,42.415916,74.779762,7.4893551,49.882072
21,1996,-19.16604,9.0643921,82.1632,744.75952,60.055313,27.458527,56.097176,37.10873,11.98229,2.3628106,44.23423,25.230053,39.003952,95.792152,-.59648812,34.816288
65,1996,-19.883869,8.2881479,68.693398,569.341,52.079277,34.390007,33.723404,44.824528,17.428566,-1.114483,38.608025,14.605571,37.100391,35.651375,-1.8450862,52.911701
24,1996,-19.520525,7.3329558,53.77224,394.30948,29.996155,52.28458,32.739216,42.257931,106.1628,7.0058489,53.688457,16.629326,47.810539,42.052845,8.1312685,34.49015
75,1996,-19.309383,8.2684069,68.366554,565.28247,23.802959,29.364231,48.624294,44.446774,13.021421,9.4841232,85.106163,25.3568,28.270496,61.180012,2.3320124,37.299427
44,1996,-18.468336,9.7503767,95.069847,926.9668,43.252964,38.117863,50.815365,56.368435,37.003872,-.35100377,38.237545,32.880081,35.611271,74.913918,.11612155,75.930748
14,1996,-18.622616,9.9253187,98.511955,977.76251,71.49556,14.966653,51.516235,50.282749,26.665958,6.0275025,70.973297,20.315571,46.314072,110.794,1.4350864,63.126755
55,1996,-19.508564,10.670281,113.8549,1214.8639,65.155045,32.876568,73.812798,64.517761,18.825577,.63787329,28.408434,32.595608,42.985863,72.123161,9.710845,63.205685
68,1996,-20.183094,9.2890968,86.287323,801.53125,37.512241,24.034517,37.181763,49.84045,31.953234,1.5251185,94.870155,22.407864,46.451183,74.877441,7.8878565,40.337811
8,1996,-19.056389,10.178814,103.60825,1054.6091,75.985413,19.645809,63.672352,71.340988,114.18673,2.9988225,78.577583,27.155569,33.817616,81.887802,3.8226464,38.662964
54,1996,-20.493729,7.8316784,61.335186,480.35745,23.385803,36.389988,37.484047,41.948132,193.9595,7.9665937,87.85273,25.254833,23.041309,28.530748,8.6472511,55.54916
16,1996,-19.241011,7.317966,53.552628,391.8963,32.544289,38.536667,50.331959,42.209167,122.00854,-.99742985,58.778797,23.073915,40.420826,76.581093,2.650027,27.680286
67,1996,-17.695095,11.332634,128.42859,1455.4342,81.69458,18.502756,82.187904,83.891815,76.238304,-2.2872078,99.797745,25.7216,56.902275,73.53756,7.4923697,108.85085
56,1996,-18.027624,11.396988,129.89133,1480.37,84.280457,12.715789,78.691811,85.472092,163.05544,.093812391,97.349876,41.850288,54.339676,103.84121,9.1805477,49.246796
49,1996,-17.891169,9.2659998,85.858749,795.5672,62.794003,31.658644,40.078209,50.300697,72.158852,4.235528,80.224815,23.081591,42.473019,45.636761,-2.6215687,42.256096
31,1996,-19.93948,8.4861803,72.015259,611.13446,55.241726,36.158379,50.703148,45.06377,65.622467,6.8860841,23.151934,23.00736,34.570045,50.769203,.6553973,32.86026
63,1996,-18.484247,8.8546114,78.404144,694.23822,52.262089,12.255891,48.254906,56.884304,47.28418,.0068512103,50.919514,22.115545,38.529663,74.223366,4.5255046,48.934872
71,1996,-18.690538,11.232704,126.17365,1417.2712,62.683506,15.934835,74.691956,76.32737,45.218712,7.7876148,64.846046,28.912119,54.609657,33.788792,2.929121,26.540745
52,1996,-17.767015,10.669324,113.83447,1214.5369,89.178078,9.8177166,53.124882,59.669571,7.7684779,1.1428131,31.491539,27.449667,48.201775,58.285995,7.8010573,59.257618
30,1996,-19.270742,8.7158031,75.965225,662.09796,55.918644,32.272396,43.238789,55.236931,15.490023,8.4213448,21.54409,31.050463,35.847218,75.705338,.43669114,31.383482
32,1996,-19.040543,8.7910223,77.282074,679.38843,47.302189,33.514336,49.037178,51.911964,154.06487,4.3395033,49.472187,22.513493,51.900478,65.360397,1.7059826,14.27197
69,1996,-18.576906,10.973596,120.4198,1321.4382,75.147354,31.011833,64.880836,61.467712,44.994392,2.4240131,29.110786,28.633602,28.451174,80.341042,11.872108,56.084087
3,1996,-18.259212,10.091964,101.84773,1027.8436,74.798248,20.264347,49.040932,52.93856,37.131561,6.5673976,82.273575,24.603054,54.514729,71.42292,-.51369786,83.50573
4,1996,-19.219872,11.419238,130.399,1489.0573,53.106567,18.16626,74.490829,56.725559,454.01181,2.7847712,48.447254,25.898699,53.417793,63.180489,4.4022756,57.435886
2,1996,-18.734451,10.023471,100.46997,1007.0578,57.353043,18.8071,59.069984,57.652363,38.578846,4.4801669,90.131912,24.241255,36.020935,85.821465,6.1246896,51.347397
78,1996,-19.122913,11.464447,131.43355,1506.8129,82.196884,33.556217,52.387783,67.698669,23.128609,-3.9137492,11.331904,31.356312,55.517616,94.11866,2.3415518,57.677227
45,1996,-18.757343,8.1500206,66.422836,541.34747,41.171719,37.180244,45.826546,46.907715,37.170532,3.5652578,53.24028,23.914034,28.730959,32.147808,-.23577614,37.178608
35,1996,-20.139763,8.1479473,66.389046,540.93445,34.427643,32.34742,27.783539,51.681549,38.94566,-2.4422784,89.720184,22.711813,17.826231,38.105934,5.1958899,27.565868
58,1996,-19.381308,8.7305717,76.222885,665.46936,49.087666,37.607185,50.407314,47.117123,46.055496,2.8879461,61.807713,16.854864,41.969311,73.807266,7.1871471,46.921486
76,1996,-19.897545,8.3570366,69.840057,583.65594,47.521439,42.871796,25.900215,54.010967,12.266108,-3.632586,87.884956,34.320107,34.299679,60.970657,.33590043,43.257172
25,1996,-19.437473,8.1299229,66.095642,537.35248,53.865154,46.807232,40.202599,55.655746,752.24298,5.1921835,92.665405,23.623472,40.892887,64.311592,1.541499,32.960529
41,1996,-18.275225,10.103481,102.08034,1031.3667,83.837013,14.786223,66.991951,60.849224,207.60893,8.0156221,23.599234,24.551256,38.56554,94.078346,8.7185564,51.41132
27,1996,-18.739382,10.916445,119.16877,1300.8993,76.493431,21.676281,73.012535,65.885841,147.3035,-1.2580301,4.5105395,26.073431,44.017139,62.427177,8.0796375,56.553864
37,1996,-17.107813,11.057579,122.27006,1352.0107,67.011002,1.5947386,65.294411,68.849823,33.197273,6.4037108,62.218662,31.464457,49.188465,75.237358,6.9920864,68.853592
74,1996,-19.094673,9.7117777,94.318626,916.00153,47.331299,37.007385,50.413876,67.844704,93.682861,-.28166115,62.266464,29.345222,35.182785,68.859985,.48044243,61.834538
48,1996,-19.310961,9.9662867,99.326866,989.92004,54.957497,12.053745,66.458061,85.756889,11.308472,5.5550418,38.373943,28.502907,45.164993,89.564163,-7.8673921,39.684078
12,1996,-18.252319,10.522409,110.7211,1165.0527,48.333115,6.6362648,61.860939,51.0056,65.74865,8.06495,42.345509,34.93713,47.844578,100.69709,3.7662153,47.430515
10,1996,-17.779325,11.411386,130.21974,1485.9878,88.855049,15.691828,61.321819,81.377457,22.170174,2.1162879,80.453644,32.000206,57.75024,65.608574,-.10889607,67.948105
9,1996,-19.266489,8.3435526,69.614868,580.83533,48.369373,37.033852,41.673588,43.604538,1,-2.7283263,36.420254,10.459652,43.3022,56.917934,2.1186621,67.101936
80,1996,-18.872839,9.5435514,91.079376,869.2207,61.994293,29.370871,55.362083,51.972523,93.275505,-4.7914762,37.480549,26.482016,42.300377,82.594986,9.7577581,48.965477
62,1996,-17.471472,11.059868,122.32068,1352.8505,95,7.4769545,69.325127,72.768768,59.173149,1.0242838,70.719643,27.639126,53.807869,92.958435,4.8571372,75.002388
1,1996,-18.852407,8.477149,71.862053,609.18536,47.760502,23.104025,39.059479,37.754993,43.973785,8.7326813,81.292389,24.588381,50.688103,43.405914,2.7310092,45.486519
61,1996,-17.429979,9.5888071,91.945221,881.64502,72.565742,27.645807,58.70274,51.055161,72.807259,7.9742546,45.446526,37.239307,45.965744,82.470245,-1.7955713,59.670414
